C07008_001E,C07008_001EA,C07008_001M,C07008_001MA,C07008_002E,C07008_002EA,C07008_002M,C07008_002MA,C07008_003E,C07008_003EA,C07008_003M,C07008_003MA,C07008_004E,C07008_004EA,C07008_004M,C07008_004MA,C07008_005E,C07008_005EA,C07008_005M,C07008_005MA,C07008_006E,C07008_006EA,C07008_006M,C07008_006MA,C07008_007E,C07008_007EA,C07008_007M,C07008_007MA,C07008_008E,C07008_008EA,C07008_008M,C07008_008MA,C07008_009E,C07008_009EA,C07008_009M,C07008_009MA,C07008_010E,C07008_010EA,C07008_010M,C07008_010MA,C07008_011E,C07008_011EA,C07008_011M,C07008_011MA,C07008_012E,C07008_012EA,C07008_012M,C07008_012MA,C07008_013E,C07008_013EA,C07008_013M,C07008_013MA,C07008_014E,C07008_014EA,C07008_014M,C07008_014MA,C07008_015E,C07008_015EA,C07008_015M,C07008_015MA,C07008_016E,C07008_016EA,C07008_016M,C07008_016MA,C07008_017E,C07008_017EA,C07008_017M,C07008_017MA,C07008_018E,C07008_018EA,C07008_018M,C07008_018MA,C07008_019E,C07008_019EA,C07008_019M,C07008_019MA,C07008_020E,C07008_020EA,C07008_020M,C07008_020MA,C07008_021E,C07008_021EA,C07008_021M,C07008_021MA,C07008_022E,C07008_022EA,C07008_022M,C07008_022MA,C07008_023E,C07008_023EA,C07008_023M,C07008_023MA,C07008_024E,C07008_024EA,C07008_024M,C07008_024MA,C07008_025E,C07008_025EA,C07008_025M,C07008_025MA,C07008_026E,C07008_026EA,C07008_026M,C07008_026MA,C07008_027E,C07008_027EA,C07008_027M,C07008_027MA,C07008_028E,C07008_028EA,C07008_028M,C07008_028MA,C07008_029E,C07008_029EA,C07008_029M,C07008_029MA,C07008_030E,C07008_030EA,C07008_030M,C07008_030MA,GEO_ID,NAME,state
3735070,null,2776,null,1028115,null,12901,null,1881236,null,21616,null,541546,null,14551,null,284173,null,5961,null,3178244,null,15379,null,803337,null,13960,null,1682248,null,20410,null,433489,null,12867,null,259170,null,5693,null,318341,null,12171,null,127413,null,6685,null,112210,null,8467,null,64919,null,4170,null,13799,null,1772,null,125951,null,7110,null,55410,null,4613,null,40030,null,3839,null,24312,null,2471,null,6199,null,1199,null,97985,null,6993,null,36165,null,3896,null,40387,null,4489,null,17191,null,2603,null,4242,null,1311,null,14549,null,2800,null,5790,null,1562,null,6361,null,1884,null,1635,null,715,null,763,null,576,null,0400000US01,Alabama,01
537334,null,1673,null,185152,null,5775,null,254277,null,7398,null,78996,null,4592,null,18909,null,1712,null,413128,null,6942,null,125579,null,5092,null,212240,null,7149,null,58102,null,3969,null,17207,null,1738,null,69813,null,5465,null,35202,null,3851,null,20460,null,3034,null,13573,null,2383,null,578,null,300,null,15882,null,2357,null,8781,null,1588,null,4092,null,1004,null,2777,null,964,null,232,null,173,null,33151,null,3623,null,13341,null,2115,null,14878,null,2829,null,4091,null,1281,null,841,null,558,null,5360,null,1383,null,2249,null,1043,null,2607,null,840,null,453,null,352,null,51,null,80,null,0400000US02,Alaska,02
5065307,null,1822,null,1594745,null,20676,null,2456187,null,24220,null,717920,null,15409,null,296455,null,8341,null,4107219,null,22727,null,1176238,null,19853,null,2120533,null,23171,null,548069,null,14283,null,262379,null,8576,null,623479,null,20457,null,279162,null,13803,null,206446,null,12140,null,117969,null,6302,null,19902,null,2729,null,98496,null,7524,null,46267,null,4732,null,34666,null,4624,null,15246,null,2447,null,2317,null,880,null,201979,null,12052,null,79631,null,7012,null,79795,null,6396,null,33357,null,3468,null,9196,null,1900,null,34134,null,4495,null,13447,null,2564,null,14747,null,2574,null,3279,null,1112,null,2661,null,963,null,0400000US04,Arizona,04
2273362,null,2617,null,588242,null,10908,null,1179997,null,16830,null,338334,null,9086,null,166789,null,5227,null,1872429,null,15593,null,425058,null,10505,null,1036058,null,16805,null,261378,null,8023,null,149935,null,5079,null,231880,null,11830,null,92358,null,7979,null,81350,null,6134,null,48443,null,4242,null,9729,null,1724,null,87670,null,5948,null,39566,null,3781,null,26550,null,3504,null,17014,null,2084,null,4540,null,906,null,73036,null,6088,null,27999,null,3768,null,31257,null,3708,null,11341,null,1631,null,2439,null,645,null,8347,null,1916,null,3261,null,1205,null,4782,null,1500,null,158,null,180,null,146,null,153,null,0400000US05,Arkansas,05
29026913,null,3327,null,10197546,null,39978,null,13770246,null,48035,null,3495794,null,27794,null,1563327,null,18505,null,24515283,null,50640,null,8025475,null,44293,null,12226360,null,50810,null,2854639,null,25577,null,1408809,null,17613,null,2946125,null,44311,null,1389286,null,26874,null,1007850,null,23412,null,449211,null,16662,null,99778,null,7422,null,901829,null,20536,null,470399,null,14365,null,275531,null,13188,null,126336,null,5907,null,29563,null,3131,null,397720,null,13634,null,191738,null,7883,null,145539,null,9226,null,48556,null,4165,null,11887,null,1777,null,265956,null,14181,null,120648,null,9386,null,114966,null,8055,null,17052,null,2650,null,13290,null,2144,null,0400000US06,California,06
3932272,null,2038,null,1168494,null,17647,null,2039640,null,19991,null,536403,null,13322,null,187735,null,6567,null,3150780,null,18811,null,809948,null,15599,null,1760784,null,20648,null,415453,null,10332,null,164595,null,5904,null,383918,null,14178,null,176060,null,9051,null,131420,null,8415,null,64098,null,5250,null,12340,null,1913,null,208116,null,8013,null,103316,null,5629,null,65804,null,5415,null,33793,null,3539,null,5203,null,1211,null,159517,null,7420,null,67818,null,4676,null,67526,null,5280,null,20324,null,2434,null,3849,null,909,null,29941,null,4085,null,11352,null,2444,null,14106,null,2666,null,2735,null,849,null,1748,null,738,null,0400000US08,Colorado,08
2839699,null,1329,null,903207,null,12251,null,1429748,null,16102,null,325068,null,9524,null,181676,null,5853,null,2482384,null,12777,null,721232,null,14379,null,1320122,null,15878,null,274059,null,8772,null,166971,null,5588,null,208287,null,11291,null,102598,null,6381,null,61244,null,6349,null,34993,null,3736,null,9452,null,1269,null,63716,null,4965,null,36343,null,4023,null,15120,null,2405,null,9449,null,1807,null,2804,null,756,null,65097,null,5470,null,34322,null,3606,null,23190,null,3383,null,5791,null,1323,null,1794,null,524,null,20215,null,3339,null,8712,null,1905,null,10072,null,2253,null,776,null,494,null,655,null,445,null,0400000US09,Connecticut,09
702906,null,499,null,224412,null,6078,null,344917,null,8798,null,89181,null,4864,null,44396,null,2694,null,599581,null,7143,null,174154,null,6255,null,311386,null,8290,null,73884,null,4716,null,40157,null,2835,null,59764,null,6090,null,31613,null,3785,null,15718,null,2997,null,9818,null,1891,null,2615,null,879,null,6121,null,1241,null,2638,null,770,null,2516,null,904,null,870,null,397,null,97,null,83,null,33378,null,3748,null,14670,null,2163,null,12850,null,2447,null,4410,null,1083,null,1448,null,601,null,4062,null,1244,null,1337,null,744,null,2447,null,1009,null,199,null,188,null,79,null,108,null,0400000US10,Delaware,10
499036,null,287,null,278099,null,5907,null,126553,null,6187,null,65130,null,4243,null,29254,null,1924,null,396758,null,5666,null,203000,null,6936,null,110986,null,5762,null,55617,null,4003,null,27155,null,1993,null,51741,null,4618,null,35978,null,3530,null,7987,null,1783,null,6161,null,1540,null,1615,null,853,null,0,null,296,null,0,null,296,null,0,null,296,null,0,null,296,null,0,null,296,null,42512,null,4366,null,33734,null,4069,null,5403,null,1503,null,2891,null,868,null,484,null,316,null,8025,null,1788,null,5387,null,1359,null,2177,null,1038,null,461,null,497,null,0,null,296,null,0400000US11,District of Columbia,11
15023092,null,5532,null,4302705,null,27637,null,7384007,null,43084,null,2219995,null,28648,null,1116385,null,16418,null,12617810,null,35320,null,3277863,null,26647,null,6550016,null,42824,null,1781490,null,23506,null,1008441,null,15965,null,1393343,null,27319,null,601605,null,17567,null,464151,null,14545,null,264920,null,11186,null,62667,null,3471,null,473084,null,15727,null,221275,null,10819,null,140614,null,8933,null,91572,null,5923,null,19623,null,2589,null,405014,null,14744,null,154400,null,8908,null,164164,null,8844,null,67880,null,5341,null,18570,null,2600,null,133841,null,14281,null,47562,null,7067,null,65062,null,7428,null,14133,null,2180,null,7084,null,1546,null,0400000US12,Florida,12
