B05003_001E,B05003_001EA,B05003_001M,B05003_001MA,B05003_002E,B05003_002EA,B05003_002M,B05003_002MA,B05003_003E,B05003_003EA,B05003_003M,B05003_003MA,B05003_004E,B05003_004EA,B05003_004M,B05003_004MA,B05003_005E,B05003_005EA,B05003_005M,B05003_005MA,B05003_006E,B05003_006EA,B05003_006M,B05003_006MA,B05003_007E,B05003_007EA,B05003_007M,B05003_007MA,B05003_008E,B05003_008EA,B05003_008M,B05003_008MA,B05003_009E,B05003_009EA,B05003_009M,B05003_009MA,B05003_010E,B05003_010EA,B05003_010M,B05003_010MA,B05003_011E,B05003_011EA,B05003_011M,B05003_011MA,B05003_012E,B05003_012EA,B05003_012M,B05003_012MA,B05003_013E,B05003_013EA,B05003_013M,B05003_013MA,B05003_014E,B05003_014EA,B05003_014M,B05003_014MA,B05003_015E,B05003_015EA,B05003_015M,B05003_015MA,B05003_016E,B05003_016EA,B05003_016M,B05003_016MA,B05003_017E,B05003_017EA,B05003_017M,B05003_017MA,B05003_018E,B05003_018EA,B05003_018M,B05003_018MA,B05003_019E,B05003_019EA,B05003_019M,B05003_019MA,B05003_020E,B05003_020EA,B05003_020M,B05003_020MA,B05003_021E,B05003_021EA,B05003_021M,B05003_021MA,B05003_022E,B05003_022EA,B05003_022M,B05003_022MA,B05003_023E,B05003_023EA,B05003_023M,B05003_023MA,GEO_ID,NAME,state
4661900,null,0,*****,2258924,null,3639,null,573690,null,3363,null,565472,null,3644,null,8218,null,1510,null,1012,null,580,null,7206,null,1438,null,1685234,null,2444,null,1622823,null,4321,null,62411,null,3943,null,17031,null,1878,null,45380,null,4034,null,2402976,null,3639,null,547520,null,3684,null,541408,null,3910,null,6112,null,1558,null,1197,null,670,null,4915,null,1375,null,1855456,null,1955,null,1800502,null,3957,null,54954,null,3652,null,20394,null,2231,null,34560,null,3182,null,0400000US01,Alabama,01
686293,null,0,*****,357559,null,1751,null,93417,null,1541,null,91423,null,1658,null,1994,null,994,null,1113,null,863,null,881,null,507,null,264142,null,1528,null,244734,null,2041,null,19408,null,1927,null,9734,null,1383,null,9674,null,1552,null,328734,null,1751,null,87342,null,1454,null,86227,null,1478,null,1115,null,553,null,608,null,436,null,507,null,370,null,241392,null,819,null,219613,null,2041,null,21779,null,1913,null,11741,null,1379,null,10038,null,1594,null,0400000US02,Alaska,02
6500180,null,0,*****,3258694,null,2909,null,876233,null,2793,null,831760,null,5202,null,44473,null,4708,null,4832,null,1610,null,39641,null,4466,null,2382461,null,1873,null,1948209,null,11326,null,434252,null,11427,null,124827,null,6030,null,309425,null,10644,null,3241486,null,2909,null,831447,null,2594,null,790286,null,4373,null,41161,null,3481,null,5075,null,1545,null,36086,null,3357,null,2410039,null,1553,null,1997407,null,9581,null,412632,null,9891,null,149181,null,6779,null,263451,null,9180,null,0400000US04,Arizona,04
2855390,null,0,*****,1398560,null,3452,null,361380,null,3186,null,355444,null,3240,null,5936,null,1221,null,1261,null,609,null,4675,null,1123,null,1037180,null,2373,null,984532,null,3707,null,52648,null,3200,null,15014,null,2093,null,37634,null,2816,null,1456830,null,3452,null,341544,null,3159,null,336715,null,3044,null,4829,null,1346,null,1055,null,562,null,3774,null,1221,null,1115286,null,2440,null,1069442,null,2862,null,45844,null,2151,null,18342,null,1960,null,27502,null,2201,null,0400000US05,Arkansas,05
36756666,null,0,*****,18383523,null,4718,null,4792368,null,4601,null,4496739,null,10248,null,295629,null,9083,null,45899,null,3594,null,249730,null,8621,null,13591155,null,3392,null,8967137,null,24764,null,4624018,null,24434,null,2010900,null,19227,null,2613118,null,27698,null,18373143,null,4718,null,4570329,null,4506,null,4290011,null,12834,null,280318,null,11878,null,44586,null,3807,null,235732,null,11289,null,13802814,null,2873,null,9143752,null,27967,null,4659062,null,27796,null,2295405,null,21911,null,2363657,null,23202,null,0400000US06,California,06
4939456,null,0,*****,2487842,null,3877,null,615140,null,3148,null,589175,null,4501,null,25965,null,3290,null,3736,null,1258,null,22229,null,2985,null,1872702,null,2723,null,1643272,null,8632,null,229430,null,8739,null,70004,null,4977,null,159426,null,7141,null,2451614,null,3877,null,591626,null,2889,null,565114,null,4024,null,26512,null,2897,null,5868,null,1445,null,20644,null,2517,null,1859988,null,2893,null,1642716,null,7459,null,217272,null,7217,null,79258,null,4770,null,138014,null,6670,null,0400000US08,Colorado,08
3501252,null,0,*****,1709297,null,2163,null,416035,null,1845,null,400669,null,2450,null,15366,null,1736,null,3791,null,910,null,11575,null,1634,null,1293262,null,1431,null,1083249,null,7322,null,210013,null,6871,null,90975,null,4515,null,119038,null,6455,null,1791955,null,2163,null,395252,null,1835,null,380148,null,3005,null,15104,null,2032,null,4103,null,993,null,11001,null,1813,null,1396703,null,1335,null,1183184,null,6371,null,213519,null,6674,null,106436,null,4747,null,107083,null,5344,null,0400000US09,Connecticut,09
873092,null,0,*****,422659,null,926,null,104603,null,713,null,100690,null,1110,null,3913,null,1163,null,527,null,408,null,3386,null,1136,null,318056,null,538,null,288945,null,2717,null,29111,null,2616,null,11406,null,1747,null,17705,null,2015,null,450433,null,926,null,101523,null,807,null,98233,null,1168,null,3290,null,1067,null,745,null,462,null,2545,null,961,null,348910,null,449,null,318431,null,2400,null,30479,null,2398,null,13000,null,1413,null,17479,null,1830,null,0400000US10,Delaware,10
591833,null,0,*****,279839,null,637,null,57228,null,496,null,55070,null,939,null,2158,null,882,null,591,null,429,null,1567,null,747,null,222611,null,387,null,186128,null,3019,null,36483,null,2913,null,11641,null,1599,null,24842,null,2467,null,311994,null,637,null,54743,null,426,null,52852,null,843,null,1891,null,695,null,1032,null,559,null,859,null,483,null,257251,null,465,null,219899,null,2619,null,37352,null,2635,null,13957,null,2064,null,23395,null,2845,null,0400000US11,District of Columbia,11
18328340,null,0,*****,8996705,null,6921,null,2050548,null,4566,null,1950396,null,7462,null,100152,null,6465,null,16183,null,2282,null,83969,null,5882,null,6946157,null,7568,null,5401748,null,18019,null,1544409,null,19733,null,690053,null,15317,null,854356,null,20473,null,9331635,null,6921,null,1952838,null,5272,null,1845997,null,8337,null,106841,null,6482,null,21871,null,2635,null,84970,null,6171,null,7378797,null,4645,null,5738688,null,15409,null,1640109,null,14904,null,870773,null,13726,null,769336,null,15160,null,0400000US12,Florida,12
