C19001H_001E,C19001H_001EA,C19001H_001M,C19001H_001MA,C19001H_002E,C19001H_002EA,C19001H_002M,C19001H_002MA,C19001H_003E,C19001H_003EA,C19001H_003M,C19001H_003MA,C19001H_004E,C19001H_004EA,C19001H_004M,C19001H_004MA,C19001H_005E,C19001H_005EA,C19001H_005M,C19001H_005MA,C19001H_006E,C19001H_006EA,C19001H_006M,C19001H_006MA,C19001H_007E,C19001H_007EA,C19001H_007M,C19001H_007MA,C19001H_008E,C19001H_008EA,C19001H_008M,C19001H_008MA,C19001H_009E,C19001H_009EA,C19001H_009M,C19001H_009MA,C19001H_010E,C19001H_010EA,C19001H_010M,C19001H_010MA,C19001H_011E,C19001H_011EA,C19001H_011M,C19001H_011MA,GEO_ID,NAME,state
1290295,null,7795,null,92876,null,4502,null,77045,null,4592,null,149429,null,5821,null,142900,null,5230,null,186176,null,5844,null,256958,null,6771,null,156879,null,5575,null,147534,null,5331,null,40932,null,2902,null,39566,null,2700,null,0400000US01,Alabama,01
173451,null,2646,null,4842,null,1086,null,3455,null,773,null,10078,null,1410,null,14458,null,1921,null,20437,null,2117,null,31277,null,2423,null,29422,null,2512,null,37795,null,2558,null,11470,null,1574,null,10217,null,1213,null,0400000US02,Alaska,02
1570216,null,10044,null,87875,null,4759,null,67086,null,4046,null,152263,null,5897,null,155632,null,6177,null,234106,null,8024,null,314024,null,8283,null,211722,null,6775,null,213488,null,6058,null,66266,null,3402,null,67754,null,3704,null,0400000US04,Arizona,04
876771,null,6342,null,72986,null,4168,null,58037,null,3896,null,118914,null,5018,null,110030,null,5081,null,141189,null,5836,null,165578,null,5580,null,94211,null,4061,null,76795,null,3540,null,20021,null,1937,null,19010,null,1893,null,0400000US05,Arkansas,05
6445332,null,17483,null,290288,null,9817,null,288201,null,8688,null,520647,null,10391,null,477820,null,10647,null,711558,null,14781,null,1095800,null,15804,null,861960,null,15514,null,1099059,null,14087,null,514180,null,9815,null,585819,null,10667,null,0400000US06,California,06
1460793,null,7895,null,72045,null,3575,null,54313,null,3580,null,118920,null,5115,null,129342,null,5846,null,196874,null,6463,null,288393,null,7352,null,202501,null,6779,null,228769,null,6542,null,84347,null,3784,null,85289,null,4007,null,0400000US08,Colorado,08
1034975,null,5352,null,39452,null,2867,null,36684,null,2812,null,75710,null,4146,null,69708,null,3976,null,107991,null,5598,null,183154,null,5826,null,150684,null,5784,null,191819,null,6282,null,80877,null,4157,null,98896,null,4261,null,0400000US09,Connecticut,09
237694,null,2847,null,10058,null,1345,null,8899,null,1372,null,18394,null,2198,null,22282,null,1800,null,33142,null,2050,null,48589,null,3696,null,34453,null,2551,null,37060,null,2359,null,13834,null,1782,null,10983,null,1218,null,0400000US10,Delaware,10
92434,null,2456,null,3658,null,1028,null,1075,null,417,null,3423,null,933,null,2978,null,805,null,6045,null,1295,null,13153,null,1755,null,12399,null,1531,null,17568,null,1547,null,12158,null,1266,null,19977,null,2100,null,0400000US11,District of Columbia,11
4728032,null,19024,null,275172,null,8367,null,242354,null,7235,null,507976,null,10504,null,515124,null,10899,null,710737,null,14397,null,928625,null,14999,null,580856,null,11925,null,556886,null,8873,null,196463,null,6987,null,213839,null,8338,null,0400000US12,Florida,12
2160547,null,12488,null,120571,null,5676,null,103802,null,5397,null,193076,null,7045,null,199527,null,7427,null,294048,null,7559,null,426782,null,10065,null,289180,null,7924,null,297901,null,9130,null,112957,null,5529,null,122703,null,4751,null,0400000US13,Georgia,13
138870,null,3239,null,8547,null,1747,null,5876,null,1617,null,8748,null,1437,null,9217,null,1450,null,17416,null,1958,null,24834,null,2262,null,20904,null,2082,null,26322,null,2705,null,7601,null,1171,null,9405,null,1294,null,0400000US15,Hawaii,15
507107,null,4198,null,29790,null,2877,null,28534,null,2480,null,56715,null,3297,null,59387,null,3948,null,85499,null,3989,null,112964,null,4967,null,61075,null,3705,null,49680,null,3268,null,12364,null,1400,null,11099,null,1278,null,0400000US16,Idaho,16
