B13001_001E,B13001_001EA,B13001_001M,B13001_001MA,B13001_002E,B13001_002EA,B13001_002M,B13001_002MA,B13001_003E,B13001_003EA,B13001_003M,B13001_003MA,B13001_004E,B13001_004EA,B13001_004M,B13001_004MA,B13001_005E,B13001_005EA,B13001_005M,B13001_005MA,B13001_006E,B13001_006EA,B13001_006M,B13001_006MA,B13001_007E,B13001_007EA,B13001_007M,B13001_007MA,B13001_008E,B13001_008EA,B13001_008M,B13001_008MA,B13001_009E,B13001_009EA,B13001_009M,B13001_009MA,GEO_ID,NAME,state
1155351,null,4102,null,569076,null,9458,null,3744,null,1022,null,211016,null,6179,null,354316,null,6633,null,586275,null,9673,null,160120,null,3914,null,248412,null,5919,null,177743,null,6277,null,0400000US01,Alabama,01
173966,null,1599,null,81917,null,3407,null,668,null,370,null,29336,null,2090,null,51913,null,2743,null,92049,null,3439,null,24537,null,1276,null,41797,null,2417,null,25715,null,2765,null,0400000US02,Alaska,02
1548377,null,3562,null,709172,null,11369,null,5615,null,1638,null,262987,null,7349,null,440570,null,7735,null,839205,null,10940,null,210597,null,2819,null,377902,null,7693,null,250706,null,7948,null,0400000US04,Arizona,04
690561,null,3398,null,349814,null,7359,null,3332,null,788,null,135747,null,4740,null,210735,null,5469,null,340747,null,7090,null,96557,null,2951,null,142941,null,5150,null,101249,null,4959,null,0400000US05,Arkansas,05
9399440,null,8013,null,4377496,null,22724,null,29295,null,2956,null,1516591,null,14584,null,2831610,null,17329,null,5021944,null,23115,null,1332185,null,7172,null,2274351,null,14710,null,1415408,null,16989,null,0400000US06,California,06
1253964,null,3941,null,646031,null,9434,null,4542,null,1052,null,237394,null,6886,null,404095,null,6206,null,607933,null,9868,null,157657,null,3333,null,271901,null,7184,null,178375,null,6299,null,0400000US08,Colorado,08
869841,null,2491,null,408006,null,7403,null,1176,null,517,null,108347,null,3950,null,298483,null,5611,null,461835,null,7064,null,122208,null,1458,null,198900,null,4229,null,140727,null,5449,null,0400000US09,Connecticut,09
218161,null,1386,null,97522,null,3245,null,335,null,287,null,32015,null,2261,null,65172,null,2218,null,120639,null,3534,null,30707,null,1117,null,52232,null,2266,null,37700,null,2299,null,0400000US10,Delaware,10
174240,null,1478,null,40249,null,2884,null,55,null,93,null,15022,null,1808,null,25172,null,2367,null,133991,null,3053,null,23516,null,1336,null,68306,null,2324,null,42169,null,2488,null,0400000US11,District of Columbia,11
4301117,null,6951,null,2024651,null,14941,null,11877,null,2088,null,665709,null,11117,null,1347065,null,11751,null,2276466,null,15603,null,557375,null,4465,null,992270,null,11428,null,726821,null,11858,null,0400000US12,Florida,12
2518541,null,6950,null,1191937,null,14529,null,8181,null,1475,null,418100,null,8671,null,765656,null,11371,null,1326604,null,15046,null,337901,null,6422,null,571195,null,10679,null,417508,null,10188,null,0400000US13,Georgia,13
305513,null,2173,null,150289,null,4421,null,1100,null,515,null,52023,null,2994,null,97166,null,3181,null,155224,null,4703,null,37778,null,2137,null,73390,null,3303,null,44056,null,2782,null,0400000US15,Hawaii,15
366226,null,2613,null,201839,null,5118,null,2267,null,823,null,84382,null,3411,null,115190,null,3061,null,164387,null,5117,null,54231,null,2349,null,66263,null,3507,null,43893,null,2971,null,0400000US16,Idaho,16
3268056,null,6751,null,1509822,null,14343,null,6615,null,1205,null,502936,null,8790,null,1000271,null,10320,null,1758234,null,15541,null,463362,null,8255,null,803094,null,9241,null,491778,null,9593,null,0400000US17,Illinois,17
1573390,null,4216,null,766688,null,10319,null,2718,null,764,null,271831,null,7511,null,492139,null,6645,null,806702,null,10825,null,223849,null,3508,null,350484,null,7950,null,232369,null,6765,null,0400000US18,Indiana,18
715128,null,2764,null,369898,null,6269,null,941,null,474,null,131972,null,4068,null,236985,null,4623,null,345230,null,6269,null,108436,null,2342,null,151055,null,4373,null,85739,null,4273,null,0400000US19,Iowa,19
682702,null,2857,null,356418,null,6127,null,2039,null,783,null,134006,null,4497,null,220373,null,3873,null,326284,null,6358,null,95853,null,3352,null,143215,null,4405,null,87216,null,3823,null,0400000US20,Kansas,20
1057585,null,4340,null,548164,null,9304,null,4410,null,1072,null,201035,null,5513,null,342719,null,6698,null,509421,null,10056,null,138666,null,4043,null,215198,null,5716,null,155557,null,6371,null,0400000US21,Kentucky,21
1124309,null,4671,null,509948,null,8464,null,2411,null,745,null,188853,null,5575,null,318684,null,6337,null,614361,null,8881,null,159032,null,4260,null,272028,null,6352,null,183301,null,5276,null,0400000US22,Louisiana,22
317790,null,1947,null,151914,null,4879,null,545,null,277,null,45403,null,2839,null,105966,null,3190,null,165876,null,4894,null,43067,null,1271,null,68103,null,2964,null,54706,null,3356,null,0400000US23,Maine,23
1464034,null,4149,null,667551,null,10660,null,1699,null,673,null,202553,null,6455,null,463299,null,7163,null,796483,null,9641,null,197213,null,2870,null,352465,null,7029,null,246805,null,6578,null,0400000US24,Maryland,24
1676571,null,3659,null,742332,null,10389,null,1225,null,524,null,203298,null,5765,null,537809,null,8207,null,934239,null,9471,null,228505,null,5800,null,439155,null,8485,null,266579,null,6999,null,0400000US25,Massachusetts,25
