B13001_001E,B13001_001EA,B13001_001M,B13001_001MA,B13001_002E,B13001_002EA,B13001_002M,B13001_002MA,B13001_003E,B13001_003EA,B13001_003M,B13001_003MA,B13001_004E,B13001_004EA,B13001_004M,B13001_004MA,B13001_005E,B13001_005EA,B13001_005M,B13001_005MA,B13001_006E,B13001_006EA,B13001_006M,B13001_006MA,B13001_007E,B13001_007EA,B13001_007M,B13001_007MA,B13001_008E,B13001_008EA,B13001_008M,B13001_008MA,B13001_009E,B13001_009EA,B13001_009M,B13001_009MA,GEO_ID,NAME,state
2484965,null,5011,null,1146914,null,12606,null,4426,null,980,null,362797,null,7452,null,779691,null,8308,null,1338051,null,13050,null,363843,null,3397,null,577155,null,8047,null,397053,null,8465,null,0400000US26,Michigan,26
1303385,null,3650,null,660133,null,7504,null,2019,null,505,null,222284,null,5664,null,435830,null,4716,null,643252,null,7918,null,180804,null,2805,null,289248,null,6031,null,173200,null,4480,null,0400000US27,Minnesota,27
734070,null,3676,null,329891,null,8985,null,2223,null,827,null,117982,null,5108,null,209686,null,6281,null,404179,null,9347,null,108255,null,4286,null,174311,null,6146,null,121613,null,5711,null,0400000US28,Mississippi,28
1465150,null,4820,null,726977,null,10320,null,3507,null,906,null,263351,null,6652,null,460119,null,6621,null,738173,null,10610,null,203283,null,3786,null,321352,null,6932,null,213538,null,6602,null,0400000US29,Missouri,29
228795,null,1764,null,111909,null,3808,null,821,null,476,null,39177,null,2668,null,71911,null,3070,null,116886,null,3877,null,34024,null,1667,null,49920,null,2751,null,32942,null,2863,null,0400000US30,Montana,30
429867,null,2146,null,223504,null,4124,null,1397,null,700,null,84214,null,2691,null,137893,null,3347,null,206363,null,4240,null,61293,null,1878,null,92728,null,2684,null,52342,null,3008,null,0400000US31,Nebraska,31
632088,null,2280,null,311442,null,7760,null,2040,null,673,null,118059,null,4853,null,191343,null,5345,null,320646,null,7481,null,80428,null,2333,null,136215,null,4934,null,104003,null,5416,null,0400000US32,Nevada,32
330453,null,2054,null,167449,null,4561,null,400,null,332,null,44483,null,2639,null,122566,null,3499,null,163004,null,4264,null,46062,null,1505,null,69944,null,2614,null,46998,null,2914,null,0400000US33,New Hampshire,33
2168090,null,4624,null,1055831,null,12009,null,2601,null,699,null,294432,null,7398,null,758798,null,9654,null,1112259,null,11004,null,282548,null,3211,null,490368,null,7337,null,339343,null,8773,null,0400000US34,New Jersey,34
484932,null,2798,null,215145,null,6092,null,1605,null,852,null,78853,null,4182,null,134687,null,4307,null,269787,null,6263,null,71667,null,3259,null,118892,null,4537,null,79228,null,4143,null,0400000US35,New Mexico,35
5010234,null,6446,null,2177484,null,17409,null,7470,null,1451,null,648042,null,10401,null,1521972,null,13147,null,2832750,null,17467,null,685178,null,3849,null,1312360,null,10561,null,835212,null,13171,null,0400000US36,New York,36
2324058,null,6034,null,1179277,null,13024,null,7706,null,1453,null,412062,null,9146,null,759509,null,9345,null,1144781,null,13823,null,306168,null,6051,null,493547,null,9487,null,345066,null,9056,null,0400000US37,North Carolina,37
154315,null,1534,null,82388,null,2481,null,697,null,470,null,31392,null,1891,null,50299,null,1577,null,71927,null,2633,null,22098,null,1418,null,35271,null,2222,null,14558,null,1422,null,0400000US38,North Dakota,38
2835019,null,4832,null,1327112,null,12614,null,2917,null,986,null,447990,null,8176,null,876205,null,9121,null,1507907,null,13624,null,399611,null,3596,null,653196,null,8788,null,455100,null,8936,null,0400000US39,Ohio,39
885806,null,3576,null,459889,null,7543,null,5135,null,1433,null,183125,null,4821,null,271629,null,5690,null,425917,null,7897,null,122122,null,3588,null,179353,null,5775,null,124442,null,4859,null,0400000US40,Oklahoma,40
917183,null,3644,null,446449,null,8671,null,1880,null,727,null,161132,null,5628,null,283437,null,5813,null,470734,null,8101,null,118331,null,2002,null,214859,null,5632,null,137544,null,5682,null,0400000US41,Oregon,41
3015658,null,5278,null,1419654,null,12415,null,3895,null,1043,null,419326,null,7370,null,996433,null,9113,null,1596004,null,11462,null,443817,null,4785,null,698341,null,8057,null,453846,null,7852,null,0400000US42,Pennsylvania,42
271493,null,1872,null,114655,null,4173,null,379,null,250,null,31573,null,2497,null,82703,null,3357,null,156838,null,4299,null,39658,null,1313,null,72054,null,2546,null,45126,null,3262,null,0400000US44,Rhode Island,44
1108257,null,4112,null,517073,null,8787,null,2986,null,831,null,178012,null,5951,null,336075,null,7240,null,591184,null,9533,null,157611,null,4277,null,253690,null,6250,null,179883,null,7050,null,0400000US45,South Carolina,45
189429,null,1893,null,93785,null,3588,null,531,null,345,null,33841,null,2095,null,59413,null,2548,null,95644,null,3354,null,28333,null,2029,null,42078,null,2432,null,25233,null,2174,null,0400000US46,South Dakota,46
1543855,null,4137,null,772627,null,10877,null,4530,null,1157,null,283175,null,6517,null,484922,null,7546,null,771228,null,10575,null,200605,null,3952,null,327989,null,6414,null,242634,null,7269,null,0400000US47,Tennessee,47
6174011,null,8231,null,3158908,null,21169,null,31028,null,2971,null,1208630,null,14969,null,1919250,null,13564,null,3015103,null,21322,null,843505,null,8108,null,1332160,null,15804,null,839438,null,12712,null,0400000US48,Texas,48
696422,null,2879,null,384131,null,7247,null,3233,null,832,null,187064,null,5547,null,193834,null,4431,null,312291,null,7549,null,105110,null,1965,null,142130,null,5678,null,65051,null,4392,null,0400000US49,Utah,49
154314,null,1192,null,71180,null,2741,null,0,null,211,null,19692,null,1817,null,51488,null,2173,null,83134,null,2716,null,23143,null,926,null,35284,null,1941,null,24707,null,2204,null,0400000US50,Vermont,50
1987524,null,6391,null,1005016,null,9703,null,5893,null,1251,null,336130,null,6246,null,662993,null,7149,null,982508,null,11532,null,258170,null,6212,null,431843,null,7356,null,292495,null,8067,null,0400000US51,Virginia,51
1632826,null,4623,null,819157,null,9481,null,4181,null,1083,null,295891,null,6856,null,519085,null,7072,null,813669,null,9614,null,216568,null,3062,null,353663,null,7137,null,243438,null,7167,null,0400000US53,Washington,53
429609,null,2647,null,222604,null,5890,null,1177,null,581,null,83019,null,3768,null,138408,null,3530,null,207005,null,6291,null,53166,null,2067,null,87256,null,3888,null,66583,null,3470,null,0400000US54,West Virginia,54
1385594,null,3301,null,686904,null,6968,null,2175,null,646,null,223108,null,5054,null,461621,null,4547,null,698690,null,7310,null,191040,null,2341,null,315962,null,5487,null,191688,null,4542,null,0400000US55,Wisconsin,55
128655,null,1681,null,67567,null,3154,null,181,null,167,null,26218,null,2188,null,41168,null,2208,null,61088,null,3372,null,19736,null,1471,null,25947,null,2156,null,15405,null,2014,null,0400000US56,Wyoming,56
1011080,null,2786,null,369268,null,7609,null,4885,null,1130,null,128242,null,5471,null,236141,null,5671,null,641812,null,7800,null,143416,null,2555,null,289543,null,5776,null,208853,null,5859,null,0400000US72,Puerto Rico,72
