B20017B_001E,B20017B_001EA,B20017B_001M,B20017B_001MA,B20017B_002E,B20017B_002EA,B20017B_002M,B20017B_002MA,B20017B_003E,B20017B_003EA,B20017B_003M,B20017B_003MA,B20017B_004E,B20017B_004EA,B20017B_004M,B20017B_004MA,B20017B_005E,B20017B_005EA,B20017B_005M,B20017B_005MA,B20017B_006E,B20017B_006EA,B20017B_006M,B20017B_006MA,B20017B_007E,B20017B_007EA,B20017B_007M,B20017B_007MA,GEO_ID,NAME,state
20108,null,420,null,22042,null,657,null,31741,null,830,null,7026,null,614,null,18241,null,668,null,25282,null,593,null,7347,null,560,null,0400000US01,Alabama,01
29490,null,8473,null,34057,null,9632,null,41578,null,4074,null,14547,null,13133,null,27344,null,6175,null,39854,null,14185,null,11110,null,2082,null,0400000US02,Alaska,02
27107,null,1657,null,29165,null,3437,null,36549,null,2403,null,9821,null,2011,null,25834,null,1970,null,32459,null,3448,null,9695,null,1454,null,0400000US04,Arizona,04
18461,null,1362,null,22087,null,1113,null,31551,null,1208,null,6364,null,1003,null,16128,null,702,null,23093,null,1063,null,6225,null,783,null,0400000US05,Arkansas,05
30458,null,393,null,31304,null,526,null,43494,null,1964,null,11425,null,455,null,28968,null,1089,null,41687,null,660,null,10340,null,474,null,0400000US06,California,06
25625,null,1310,null,28812,null,3748,null,36485,null,1541,null,9878,null,2006,null,21632,null,2443,null,31438,null,2190,null,8182,null,2472,null,0400000US08,Colorado,08
30125,null,1124,null,31135,null,1340,null,40825,null,1863,null,9002,null,2970,null,28751,null,2055,null,40989,null,1260,null,10067,null,1218,null,0400000US09,Connecticut,09
25221,null,1627,null,25233,null,2511,null,39848,null,3071,null,8231,null,1907,null,25214,null,1977,null,32474,null,3412,null,10184,null,1107,null,0400000US10,Delaware,10
31029,null,1018,null,29936,null,2235,null,40600,null,2261,null,6062,null,1468,null,31812,null,1242,null,40743,null,1304,null,8840,null,1558,null,0400000US11,District of Columbia,11
23318,null,441,null,25142,null,576,null,31861,null,437,null,10040,null,476,null,22121,null,316,null,28456,null,698,null,9594,null,386,null,0400000US12,Florida,12
25830,null,383,null,28700,null,840,null,36503,null,529,null,9366,null,644,null,23318,null,596,null,31616,null,387,null,9489,null,527,null,0400000US13,Georgia,13
31306,null,1569,null,32845,null,11964,null,46256,null,4240,null,14402,null,16030,null,30191,null,15073,null,31887,null,1885,null,3946,null,2795,null,0400000US15,Hawaii,15
23892,null,4618,null,26562,null,8420,null,34705,null,21278,null,4281,null,8548,null,16080,null,12879,null,20959,null,4930,null,8594,null,791,null,0400000US16,Idaho,16
25842,null,531,null,26935,null,651,null,40125,null,1161,null,8769,null,750,null,24809,null,917,null,35373,null,522,null,8502,null,504,null,0400000US17,Illinois,17
23680,null,1035,null,25866,null,1131,null,37073,null,1612,null,9993,null,1082,null,22110,null,1003,null,30445,null,772,null,8972,null,1488,null,0400000US18,Indiana,18
19174,null,2628,null,20968,null,1360,null,33401,null,2906,null,6071,null,1707,null,16838,null,1853,null,27971,null,3155,null,7486,null,3079,null,0400000US19,Iowa,19
21586,null,1215,null,26045,null,2839,null,37191,null,4585,null,6084,null,1094,null,18297,null,2574,null,28213,null,2929,null,5965,null,1246,null,0400000US20,Kansas,20
20264,null,985,null,22360,null,1348,null,30976,null,1145,null,7805,null,1355,null,18303,null,1284,null,29661,null,1724,null,6973,null,793,null,0400000US21,Kentucky,21
19508,null,538,null,22789,null,1086,null,30969,null,615,null,7937,null,778,null,17420,null,442,null,22784,null,692,null,7965,null,647,null,0400000US22,Louisiana,22
22180,null,9193,null,26901,null,14552,null,45418,null,4522,null,10944,null,1887,null,18617,null,10989,null,25603,null,6056,null,3989,null,3799,null,0400000US23,Maine,23
34577,null,831,null,35827,null,589,null,45122,null,1073,null,9162,null,918,null,33184,null,1046,null,41677,null,569,null,9907,null,809,null,0400000US24,Maryland,24
26605,null,936,null,28393,null,3227,null,38724,null,3080,null,10085,null,1423,null,25646,null,911,null,35018,null,1529,null,10164,null,1182,null,0400000US25,Massachusetts,25
22328,null,584,null,24388,null,1301,null,38225,null,2403,null,8557,null,918,null,21308,null,610,null,31966,null,652,null,8829,null,594,null,0400000US26,Michigan,26
22936,null,1508,null,23819,null,1713,null,35572,null,2210,null,8806,null,1594,null,21949,null,1900,null,30719,null,1341,null,7213,null,1448,null,0400000US27,Minnesota,27
18716,null,544,null,21611,null,669,null,28829,null,1355,null,7371,null,620,null,16855,null,557,null,21960,null,513,null,7795,null,690,null,0400000US28,Mississippi,28
