B10056_001E,B10056_001EA,B10056_001M,B10056_001MA,B10056_002E,B10056_002EA,B10056_002M,B10056_002MA,B10056_003E,B10056_003EA,B10056_003M,B10056_003MA,B10056_004E,B10056_004EA,B10056_004M,B10056_004MA,B10056_005E,B10056_005EA,B10056_005M,B10056_005MA,B10056_006E,B10056_006EA,B10056_006M,B10056_006MA,B10056_007E,B10056_007EA,B10056_007M,B10056_007MA,B10056_008E,B10056_008EA,B10056_008M,B10056_008MA,B10056_009E,B10056_009EA,B10056_009M,B10056_009MA,B10056_010E,B10056_010EA,B10056_010M,B10056_010MA,B10056_011E,B10056_011EA,B10056_011M,B10056_011MA,GEO_ID,NAME,state
105283,null,5919,null,36203,null,2677,null,21239,null,2071,null,12759,null,1657,null,8480,null,1382,null,14964,null,1688,null,69080,null,4204,null,38847,null,2640,null,26892,null,2195,null,11955,null,1963,null,30233,null,2959,null,0400000US01,Alabama,01
12579,null,1833,null,4213,null,842,null,2412,null,610,null,1344,null,493,null,1068,null,378,null,1801,null,530,null,8366,null,1231,null,3700,null,654,null,2407,null,565,null,1293,null,393,null,4666,null,986,null,0400000US02,Alaska,02
148798,null,8079,null,54565,null,4444,null,24461,null,2717,null,16769,null,2138,null,7692,null,1481,null,30104,null,3568,null,94233,null,4975,null,34248,null,2993,null,24765,null,2502,null,9483,null,1423,null,59985,null,4374,null,0400000US04,Arizona,04
68947,null,4485,null,25359,null,2466,null,15155,null,1982,null,9965,null,1571,null,5190,null,1103,null,10204,null,1631,null,43588,null,2808,null,25481,null,2189,null,19043,null,1851,null,6438,null,1146,null,18107,null,2132,null,0400000US05,Arkansas,05
1004904,null,21186,null,375115,null,10974,null,113518,null,5415,null,66817,null,4453,null,46701,null,3506,null,261597,null,8919,null,629789,null,13411,null,181209,null,6854,null,113227,null,5462,null,67982,null,4092,null,448580,null,10721,null,0400000US06,California,06
91284,null,6882,null,33512,null,3240,null,15775,null,2169,null,10437,null,1726,null,5338,null,1113,null,17737,null,2634,null,57772,null,4579,null,24214,null,2576,null,16473,null,2012,null,7741,null,1301,null,33558,null,3475,null,0400000US08,Colorado,08
57687,null,4050,null,17984,null,2004,null,5449,null,1160,null,3612,null,1030,null,1837,null,628,null,12535,null,1685,null,39703,null,2701,null,14105,null,1905,null,9422,null,1600,null,4683,null,820,null,25598,null,2312,null,0400000US09,Connecticut,09
20830,null,2781,null,7708,null,1518,null,3260,null,930,null,2096,null,829,null,1164,null,459,null,4448,null,1102,null,13122,null,1622,null,4916,null,1080,null,3753,null,1004,null,1163,null,445,null,8206,null,1249,null,0400000US10,Delaware,10
11011,null,1840,null,1899,null,584,null,819,null,386,null,383,null,274,null,436,null,241,null,1080,null,458,null,9112,null,1674,null,3752,null,902,null,1996,null,686,null,1756,null,625,null,5360,null,1519,null,0400000US11,District of Columbia,11
393605,null,14019,null,135797,null,6586,null,55848,null,3750,null,33006,null,2878,null,22842,null,2272,null,79949,null,5129,null,257808,null,9587,null,93471,null,5045,null,62681,null,4169,null,30790,null,3614,null,164337,null,7511,null,0400000US12,Florida,12
241808,null,10250,null,82179,null,4701,null,42547,null,3431,null,26866,null,2661,null,15681,null,1948,null,39632,null,3548,null,159629,null,6713,null,69061,null,4015,null,47339,null,3401,null,21722,null,2249,null,90568,null,4850,null,0400000US13,Georgia,13
50244,null,4103,null,19845,null,1871,null,5268,null,1002,null,2579,null,737,null,2689,null,753,null,14577,null,1607,null,30399,null,2617,null,6392,null,1277,null,3914,null,1064,null,2478,null,713,null,24007,null,2364,null,0400000US15,Hawaii,15
25046,null,3355,null,10256,null,1677,null,5768,null,1345,null,2986,null,867,null,2782,null,870,null,4488,null,924,null,14790,null,1950,null,7819,null,1645,null,5301,null,1212,null,2518,null,751,null,6971,null,1156,null,0400000US16,Idaho,16
257252,null,9640,null,87776,null,4330,null,32449,null,2609,null,20636,null,2170,null,11813,null,1790,null,55327,null,4065,null,169476,null,6408,null,61222,null,3829,null,42744,null,3021,null,18478,null,2037,null,108254,null,5457,null,0400000US17,Illinois,17
112538,null,7500,null,42208,null,3752,null,23682,null,2404,null,15984,null,1901,null,7698,null,1257,null,18526,null,2503,null,70330,null,4720,null,35620,null,2694,null,25350,null,2157,null,10270,null,1557,null,34710,null,3787,null,0400000US18,Indiana,18
33370,null,2867,null,13048,null,1620,null,7270,null,1089,null,5127,null,834,null,2143,null,659,null,5778,null,986,null,20322,null,1658,null,9582,null,1179,null,7138,null,1023,null,2444,null,604,null,10740,null,1398,null,0400000US19,Iowa,19
