B13014_001E,B13014_001EA,B13014_001M,B13014_001MA,B13014_002E,B13014_002EA,B13014_002M,B13014_002MA,B13014_003E,B13014_003EA,B13014_003M,B13014_003MA,B13014_004E,B13014_004EA,B13014_004M,B13014_004MA,B13014_005E,B13014_005EA,B13014_005M,B13014_005MA,B13014_006E,B13014_006EA,B13014_006M,B13014_006MA,B13014_007E,B13014_007EA,B13014_007M,B13014_007MA,B13014_008E,B13014_008EA,B13014_008M,B13014_008MA,B13014_009E,B13014_009EA,B13014_009M,B13014_009MA,B13014_010E,B13014_010EA,B13014_010M,B13014_010MA,B13014_011E,B13014_011EA,B13014_011M,B13014_011MA,B13014_012E,B13014_012EA,B13014_012M,B13014_012MA,B13014_013E,B13014_013EA,B13014_013M,B13014_013MA,B13014_014E,B13014_014EA,B13014_014M,B13014_014MA,B13014_015E,B13014_015EA,B13014_015M,B13014_015MA,B13014_016E,B13014_016EA,B13014_016M,B13014_016MA,B13014_017E,B13014_017EA,B13014_017M,B13014_017MA,B13014_018E,B13014_018EA,B13014_018M,B13014_018MA,B13014_019E,B13014_019EA,B13014_019M,B13014_019MA,B13014_020E,B13014_020EA,B13014_020M,B13014_020MA,B13014_021E,B13014_021EA,B13014_021M,B13014_021MA,B13014_022E,B13014_022EA,B13014_022M,B13014_022MA,B13014_023E,B13014_023EA,B13014_023M,B13014_023MA,B13014_024E,B13014_024EA,B13014_024M,B13014_024MA,B13014_025E,B13014_025EA,B13014_025M,B13014_025MA,B13014_026E,B13014_026EA,B13014_026M,B13014_026MA,B13014_027E,B13014_027EA,B13014_027M,B13014_027MA,GEO_ID,NAME,state
1155351,null,4102,null,67289,null,4706,null,39227,null,3444,null,5590,null,1116,null,8916,null,1721,null,12860,null,1870,null,7076,null,1312,null,4785,null,972,null,28062,null,2720,null,9084,null,1895,null,9300,null,1657,null,8131,null,1429,null,1410,null,591,null,137,null,145,null,1088062,null,6269,null,529849,null,8135,null,57106,null,3847,null,142564,null,5470,null,183674,null,6139,null,102090,null,4192,null,44415,null,2778,null,558213,null,10175,null,158334,null,5800,null,135024,null,5705,null,192179,null,8088,null,54553,null,4112,null,18123,null,2376,null,0400000US01,Alabama,01
173966,null,1599,null,12233,null,1674,null,7737,null,1476,null,279,null,269,null,2286,null,707,null,3545,null,1013,null,1218,null,463,null,409,null,237,null,4496,null,939,null,1267,null,478,null,1330,null,466,null,1489,null,526,null,372,null,333,null,38,null,64,null,161733,null,2244,null,74180,null,3300,null,4186,null,1078,null,16384,null,1543,null,31254,null,2616,null,15935,null,1621,null,6421,null,1279,null,87553,null,3549,null,23074,null,1858,null,20931,null,2347,null,28614,null,2490,null,10642,null,1827,null,4292,null,1508,null,0400000US02,Alaska,02
1548377,null,3562,null,92263,null,5158,null,58803,null,4072,null,10946,null,2044,null,11391,null,1897,null,19522,null,2209,null,11543,null,1887,null,5401,null,960,null,33460,null,3626,null,11771,null,2334,null,9985,null,1987,null,10102,null,2051,null,1114,null,582,null,488,null,371,null,1456114,null,5956,null,650369,null,10707,null,104437,null,6156,null,139268,null,5842,null,232573,null,7245,null,120085,null,6062,null,54006,null,3520,null,805745,null,11498,null,232494,null,6794,null,172799,null,8165,null,269137,null,8997,null,95201,null,5297,null,36114,null,3343,null,0400000US04,Arizona,04
690561,null,3398,null,39910,null,3177,null,24610,null,2494,null,4115,null,1309,null,6531,null,1410,null,8047,null,1628,null,3948,null,963,null,1969,null,769,null,15300,null,2202,null,3142,null,1062,null,4981,null,1339,null,6596,null,1452,null,320,null,358,null,261,null,213,null,650651,null,4554,null,325204,null,6746,null,40258,null,2800,null,100418,null,4263,null,109289,null,4671,null,54287,null,3046,null,20952,null,2135,null,325447,null,7251,null,93629,null,3686,null,88058,null,4346,null,106895,null,6053,null,27098,null,2749,null,9767,null,1732,null,0400000US05,Arkansas,05
9399440,null,8013,null,562297,null,13476,null,381197,null,9485,null,72974,null,4367,null,70679,null,4857,null,107764,null,5823,null,83010,null,5594,null,46770,null,3896,null,181100,null,8467,null,61772,null,5265,null,48496,null,4013,null,57365,null,4206,null,9044,null,1717,null,4423,null,1439,null,8837143,null,16406,null,3996299,null,23143,null,751022,null,11251,null,780006,null,13295,null,1243719,null,15095,null,819037,null,11773,null,402515,null,9818,null,4840844,null,22625,null,1327987,null,12734,null,910713,null,14081,null,1645222,null,21689,null,713441,null,13215,null,243481,null,8167,null,0400000US06,California,06
1253964,null,3941,null,73670,null,4424,null,54807,null,4268,null,7083,null,1911,null,7898,null,1575,null,16105,null,2338,null,15096,null,1852,null,8625,null,1502,null,18863,null,2428,null,5988,null,1420,null,5394,null,1383,null,5364,null,1165,null,1695,null,826,null,422,null,390,null,1180294,null,5584,null,591224,null,8519,null,62775,null,4233,null,118694,null,5544,null,188622,null,5594,null,151656,null,5727,null,69477,null,3470,null,589070,null,9970,null,140508,null,4826,null,112098,null,6063,null,195972,null,8092,null,103291,null,5818,null,37201,null,3080,null,0400000US08,Colorado,08
869841,null,2491,null,42687,null,3393,null,29656,null,2647,null,2323,null,841,null,4325,null,1006,null,6385,null,1105,null,9412,null,1398,null,7211,null,1250,null,13031,null,2187,null,4031,null,1052,null,5131,null,1327,null,2594,null,791,null,659,null,477,null,616,null,575,null,827154,null,4224,null,378350,null,7130,null,22980,null,2447,null,78361,null,4758,null,110392,null,5662,null,100721,null,4345,null,65896,null,3470,null,448804,null,6761,null,103117,null,3585,null,93575,null,5362,null,152612,null,5735,null,70308,null,4257,null,29192,null,2669,null,0400000US09,Connecticut,09
218161,null,1386,null,11059,null,1537,null,6526,null,1084,null,1012,null,499,null,1073,null,453,null,1724,null,567,null,1816,null,716,null,901,null,389,null,4533,null,1137,null,1184,null,745,null,1761,null,609,null,974,null,462,null,614,null,573,null,0,null,263,null,207102,null,2086,null,90996,null,3066,null,5913,null,1152,null,24567,null,2129,null,30183,null,2441,null,17812,null,2129,null,12521,null,1549,null,116106,null,3494,null,27922,null,1852,null,26542,null,2636,null,40024,null,2927,null,16910,null,2374,null,4708,null,1126,null,0400000US10,Delaware,10
174240,null,1478,null,6915,null,1376,null,3088,null,841,null,347,null,315,null,253,null,239,null,403,null,465,null,636,null,374,null,1449,null,464,null,3827,null,1150,null,1084,null,628,null,1430,null,694,null,1108,null,613,null,0,null,296,null,205,null,208,null,167325,null,2151,null,37161,null,2750,null,3532,null,1163,null,5786,null,1311,null,5331,null,1245,null,9337,null,1408,null,13175,null,1681,null,130164,null,3147,null,20420,null,2230,null,23405,null,2281,null,33226,null,3014,null,30568,null,2802,null,22545,null,2264,null,0400000US11,District of Columbia,11
4301117,null,6951,null,236097,null,8916,null,150493,null,7091,null,15417,null,2418,null,36809,null,3894,null,50589,null,3794,null,33638,null,3539,null,14040,null,1709,null,85604,null,5501,null,24084,null,2772,null,30210,null,3479,null,25209,null,3292,null,5024,null,1282,null,1077,null,581,null,4065020,null,11006,null,1874158,null,16307,null,173223,null,8337,null,505869,null,12698,null,635439,null,11702,null,389690,null,9959,null,169937,null,6020,null,2190862,null,16222,null,543989,null,9180,null,540461,null,16253,null,741208,null,13748,null,276259,null,9595,null,88945,null,5442,null,0400000US12,Florida,12
