C19001A_001E,C19001A_001EA,C19001A_001M,C19001A_001MA,C19001A_002E,C19001A_002EA,C19001A_002M,C19001A_002MA,C19001A_003E,C19001A_003EA,C19001A_003M,C19001A_003MA,C19001A_004E,C19001A_004EA,C19001A_004M,C19001A_004MA,C19001A_005E,C19001A_005EA,C19001A_005M,C19001A_005MA,C19001A_006E,C19001A_006EA,C19001A_006M,C19001A_006MA,C19001A_007E,C19001A_007EA,C19001A_007M,C19001A_007MA,C19001A_008E,C19001A_008EA,C19001A_008M,C19001A_008MA,C19001A_009E,C19001A_009EA,C19001A_009M,C19001A_009MA,C19001A_010E,C19001A_010EA,C19001A_010M,C19001A_010MA,C19001A_011E,C19001A_011EA,C19001A_011M,C19001A_011MA,GEO_ID,NAME,state
349140,null,3475,null,24874,null,2365,null,21729,null,1962,null,46073,null,2398,null,44967,null,2691,null,54994,null,2980,null,67939,null,3269,null,38942,null,2500,null,33337,null,2390,null,7870,null,1237,null,8415,null,1278,null,0400000US30,Montana,30
643486,null,4203,null,34209,null,2552,null,33152,null,2549,null,74703,null,3942,null,72184,null,3350,null,99287,null,4499,null,138007,null,4441,null,87221,null,3649,null,68916,null,3270,null,18082,null,1551,null,17725,null,1515,null,0400000US31,Nebraska,31
763851,null,7323,null,37902,null,3748,null,28854,null,2691,null,68474,null,3900,null,74807,null,4449,null,114551,null,5361,null,161026,null,6380,null,111844,null,4927,null,103509,null,4808,null,33746,null,3117,null,29138,null,2201,null,0400000US32,Nevada,32
483018,null,4439,null,20624,null,2429,null,19600,null,2109,null,40678,null,3312,null,40283,null,3192,null,61387,null,3467,null,95602,null,4820,null,73533,null,4024,null,79310,null,3836,null,29350,null,2436,null,22651,null,1998,null,0400000US33,New Hampshire,33
2331725,null,10100,null,95343,null,4574,null,80145,null,4029,null,164485,null,7554,null,168316,null,6413,null,255179,null,7944,null,392076,null,8106,null,324679,null,8452,null,438549,null,7270,null,197043,null,6336,null,215910,null,5847,null,0400000US34,New Jersey,34
578163,null,6064,null,44745,null,3185,null,39460,null,3122,null,71701,null,4665,null,64229,null,3988,null,89861,null,4199,null,104727,null,4372,null,63659,null,3662,null,62881,null,3365,null,21472,null,1938,null,15428,null,1740,null,0400000US35,New Mexico,35
5121538,null,16765,null,314094,null,8739,null,242135,null,7490,null,465555,null,9483,null,436325,null,11072,null,623824,null,12706,null,913042,null,12804,null,662511,null,11489,null,753742,null,13133,null,320759,null,9363,null,389551,null,7827,null,0400000US36,New York,36
2640873,null,13066,null,171945,null,6769,null,137508,null,5515,null,269314,null,7195,null,281958,null,7563,null,400597,null,11441,null,528055,null,9854,null,333304,null,8926,null,312409,null,7890,null,104260,null,4622,null,101523,null,4487,null,0400000US37,North Carolina,37
256721,null,2457,null,17280,null,1626,null,15394,null,1505,null,29756,null,2091,null,31311,null,2394,null,41505,null,2498,null,51021,null,2760,null,32176,null,1942,null,24831,null,1855,null,6881,null,997,null,6566,null,1152,null,0400000US38,North Dakota,38
3845814,null,13135,null,248471,null,8324,null,204810,null,6157,null,414192,null,8648,null,425105,null,10516,null,580996,null,9857,null,800337,null,10213,null,488665,null,8937,null,435981,null,7632,null,135139,null,4695,null,112118,null,3947,null,0400000US39,Ohio,39
1112636,null,7393,null,84186,null,4330,null,70214,null,3184,null,134484,null,5428,null,134283,null,4984,null,175813,null,5500,null,215449,null,6160,null,127949,null,4585,null,109948,null,4593,null,31419,null,2301,null,28891,null,2097,null,0400000US40,Oklahoma,40
1329459,null,7766,null,90686,null,4570,null,72152,null,4189,null,145963,null,5044,null,148861,null,5633,null,196497,null,6584,null,268129,null,6754,null,163632,null,5108,null,155899,null,5923,null,46484,null,3046,null,41156,null,2355,null,0400000US41,Oregon,41
4208239,null,12212,null,243839,null,6396,null,227361,null,6425,null,450243,null,9301,null,444812,null,8740,null,603828,null,10389,null,831264,null,11871,null,544019,null,8385,null,527801,null,9300,null,170310,null,6175,null,164762,null,5168,null,0400000US42,Pennsylvania,42
345866,null,3978,null,25198,null,2535,null,17485,null,2012,null,32137,null,2407,null,28866,null,2483,null,44137,null,3436,null,62817,null,3334,null,49470,null,3252,null,52122,null,3333,null,18545,null,2049,null,15089,null,2001,null,0400000US44,Rhode Island,44
1203638,null,9146,null,77692,null,5024,null,64798,null,4024,null,128544,null,6532,null,128195,null,5604,null,180088,null,5488,null,239121,null,6183,null,165402,null,5427,null,138383,null,5420,null,43400,null,3220,null,38015,null,2939,null,0400000US45,South Carolina,45
293473,null,2994,null,17866,null,1508,null,18678,null,1662,null,33282,null,2583,null,35209,null,2449,null,47967,null,2796,null,64860,null,3549,null,36841,null,2268,null,23746,null,1970,null,7711,null,1308,null,7313,null,1083,null,0400000US46,South Dakota,46
1988050,null,10031,null,156002,null,5919,null,118242,null,4610,null,243674,null,7248,null,231215,null,7103,null,316199,null,8880,null,381077,null,7675,null,224142,null,7182,null,190245,null,6558,null,61832,null,2797,null,65422,null,3176,null,0400000US47,Tennessee,47
6409951,null,19961,null,435243,null,8878,null,316609,null,7757,null,697226,null,12350,null,652376,null,10983,null,905167,null,15904,null,1169682,null,14183,null,809848,null,15440,null,812389,null,12361,null,302253,null,8240,null,309158,null,8225,null,0400000US48,Texas,48
796707,null,5599,null,34003,null,2798,null,31792,null,2978,null,66807,null,3967,null,76969,null,4320,null,125710,null,4834,null,181383,null,5256,null,113797,null,4346,null,110096,null,4174,null,30840,null,2301,null,25310,null,2340,null,0400000US49,Utah,49
243552,null,2522,null,14465,null,1660,null,13740,null,1409,null,23948,null,1732,null,27272,null,2082,null,35973,null,2197,null,52114,null,2262,null,32886,null,2341,null,28440,null,1956,null,8135,null,1117,null,6579,null,896,null,0400000US50,Vermont,50
2194516,null,10957,null,105592,null,6275,null,83937,null,4154,null,171679,null,5708,null,179586,null,7434,null,276523,null,7451,null,398137,null,8607,null,300186,null,9015,null,359096,null,8601,null,152505,null,5650,null,167275,null,5070,null,0400000US51,Virginia,51
2155622,null,8736,null,118747,null,4962,null,88844,null,4999,null,186513,null,7196,null,203457,null,7867,null,298696,null,8165,null,430035,null,7949,null,306753,null,7070,null,314907,null,7473,null,106775,null,5061,null,100895,null,4752,null,0400000US53,Washington,53
714192,null,6409,null,75550,null,4323,null,58872,null,3545,null,102014,null,4391,null,90533,null,4690,null,112134,null,5044,null,131184,null,4859,null,71503,null,4257,null,51167,null,2805,null,11567,null,1832,null,9668,null,1529,null,0400000US54,West Virginia,54
2053597,null,8121,null,104734,null,4170,null,97764,null,3988,null,206066,null,5930,null,219147,null,6633,null,311118,null,6786,null,441288,null,8519,null,298542,null,6937,null,253957,null,6560,null,63874,null,2840,null,57107,null,2767,null,0400000US55,Wisconsin,55
195130,null,3018,null,11222,null,1352,null,8877,null,1386,null,16812,null,1984,null,21420,null,2035,null,30211,null,2510,null,40224,null,2529,null,26830,null,2578,null,26323,null,1934,null,7784,null,1189,null,5427,null,1026,null,0400000US56,Wyoming,56
895767,null,9913,null,267489,null,6661,null,112330,null,4644,null,156668,null,4575,null,108023,null,4180,null,103603,null,4436,null,82326,null,4161,null,30632,null,2328,null,22001,null,2037,null,6261,null,1094,null,6434,null,1131,null,0400000US72,Puerto Rico,72
