C19001A_001E,C19001A_001EA,C19001A_001M,C19001A_001MA,C19001A_002E,C19001A_002EA,C19001A_002M,C19001A_002MA,C19001A_003E,C19001A_003EA,C19001A_003M,C19001A_003MA,C19001A_004E,C19001A_004EA,C19001A_004M,C19001A_004MA,C19001A_005E,C19001A_005EA,C19001A_005M,C19001A_005MA,C19001A_006E,C19001A_006EA,C19001A_006M,C19001A_006MA,C19001A_007E,C19001A_007EA,C19001A_007M,C19001A_007MA,C19001A_008E,C19001A_008EA,C19001A_008M,C19001A_008MA,C19001A_009E,C19001A_009EA,C19001A_009M,C19001A_009MA,C19001A_010E,C19001A_010EA,C19001A_010M,C19001A_010MA,C19001A_011E,C19001A_011EA,C19001A_011M,C19001A_011MA,GEO_ID,NAME,state
1312845,null,8415,null,95307,null,4462,null,78440,null,4589,null,154247,null,6123,null,145747,null,5362,null,190205,null,5855,null,259957,null,6895,null,158951,null,5616,null,148922,null,5448,null,41461,null,2946,null,39608,null,2700,null,0400000US01,Alabama,01
179499,null,2875,null,4967,null,1086,null,3628,null,791,null,10428,null,1463,null,14892,null,1946,null,21340,null,2225,null,33355,null,2473,null,30194,null,2598,null,38367,null,2616,null,11914,null,1686,null,10414,null,1222,null,0400000US02,Alaska,02
1924225,null,11411,null,119020,null,5517,null,92572,null,4555,null,202833,null,6456,null,204848,null,7515,null,293593,null,8648,null,378581,null,8913,null,247756,null,7834,null,239663,null,6642,null,73655,null,3708,null,71704,null,3774,null,0400000US04,Arizona,04
899265,null,6781,null,75258,null,4240,null,60318,null,3725,null,123551,null,5165,null,112588,null,4995,null,146492,null,6079,null,168469,null,5695,null,95884,null,4154,null,77391,null,3502,null,20194,null,1935,null,19120,null,1892,null,0400000US05,Arkansas,05
8307546,null,23840,null,393667,null,11631,null,392327,null,9743,null,763562,null,13378,null,704342,null,13203,null,1010109,null,15795,null,1460125,null,17483,null,1078909,null,16642,null,1293616,null,15195,null,581592,null,11085,null,629297,null,10967,null,0400000US06,California,06
1656516,null,8854,null,88427,null,4287,null,71776,null,4164,null,148492,null,6282,null,154518,null,5927,null,229879,null,6934,null,322927,null,7522,null,222517,null,7238,null,242629,null,7239,null,88163,null,3871,null,87188,null,4004,null,0400000US08,Colorado,08
1105250,null,5968,null,48361,null,3227,null,41063,null,3068,null,83773,null,4364,null,76321,null,4392,null,117976,null,5754,null,195325,null,5910,null,159064,null,6300,null,198578,null,6400,null,82733,null,4203,null,102056,null,4332,null,0400000US09,Connecticut,09
247864,null,3046,null,10673,null,1355,null,9679,null,1518,null,19420,null,2301,null,23709,null,1858,null,35395,null,2259,null,50447,null,3713,null,35320,null,2548,null,38103,null,2352,null,13951,null,1784,null,11167,null,1257,null,0400000US10,Delaware,10
102601,null,2759,null,4809,null,1102,null,1787,null,721,null,4099,null,984,null,3619,null,897,null,7808,null,1361,null,15426,null,1952,null,13154,null,1523,null,18369,null,1741,null,12660,null,1324,null,20870,null,2076,null,0400000US11,District of Columbia,11
5753871,null,22654,null,367126,null,9587,null,310633,null,9160,null,647407,null,11404,null,642548,null,12506,null,871608,null,15609,null,1120863,null,17193,null,683993,null,12524,null,644872,null,9745,null,223186,null,7474,null,241635,null,9202,null,0400000US12,Florida,12
2260404,null,13291,null,126284,null,5977,null,110338,null,5736,null,208794,null,7260,null,213311,null,7494,null,310103,null,7671,null,446161,null,10357,null,299637,null,8414,null,305333,null,9376,null,115298,null,5655,null,125145,null,5011,null,0400000US13,Georgia,13
149510,null,3122,null,8975,null,1829,null,6358,null,1708,null,9526,null,1516,null,9591,null,1508,null,18647,null,2084,null,27680,null,2527,null,22790,null,2168,null,28477,null,2822,null,7941,null,1190,null,9525,null,1314,null,0400000US15,Hawaii,15
536640,null,4369,null,32068,null,2993,null,30672,null,2630,null,61948,null,3555,null,64927,null,3904,null,90174,null,4018,null,118480,null,5203,null,63313,null,3778,null,51083,null,3397,null,12604,null,1448,null,11371,null,1322,null,0400000US16,Idaho,16
3654045,null,15383,null,187208,null,7310,null,163210,null,5715,null,336612,null,8457,null,329767,null,9839,null,477524,null,10479,null,714039,null,11259,null,509272,null,11016,null,531980,null,9607,null,198599,null,6482,null,205834,null,6420,null,0400000US17,Illinois,17
2173505,null,10038,null,135594,null,5533,null,113243,null,4719,null,240783,null,7187,null,253413,null,8579,null,331642,null,9456,null,452104,null,9305,null,286837,null,7481,null,240842,null,7248,null,63730,null,3533,null,55317,null,3124,null,0400000US18,Indiana,18
1147801,null,6477,null,69775,null,3614,null,64639,null,3608,null,125813,null,4629,null,130912,null,3756,null,179672,null,5444,null,249679,null,6295,null,150755,null,4882,null,116213,null,4535,null,32162,null,2184,null,28181,null,2040,null,0400000US19,Iowa,19
982043,null,6845,null,55634,null,3688,null,49352,null,3344,null,100794,null,5624,null,113250,null,4950,null,153007,null,5410,null,199403,null,5687,null,132354,null,5001,null,111824,null,4192,null,35977,null,3007,null,30448,null,2195,null,0400000US20,Kansas,20
1520070,null,9630,null,156972,null,6102,null,108655,null,5179,null,191799,null,5856,null,176702,null,6105,null,229208,null,7083,null,278725,null,7160,null,173760,null,5729,null,135554,null,5169,null,34882,null,2469,null,33813,null,2569,null,0400000US21,Kentucky,21
1103235,null,7298,null,74050,null,4842,null,58325,null,3550,null,123637,null,5639,null,110441,null,4745,null,155793,null,5364,null,210234,null,7502,null,145794,null,5288,null,142411,null,5649,null,41596,null,3059,null,40954,null,2940,null,0400000US22,Louisiana,22
525427,null,4951,null,36265,null,2744,null,33961,null,2573,null,63503,null,3433,null,63818,null,3403,null,78722,null,3993,null,109022,null,4411,null,63778,null,2889,null,49981,null,3004,null,15630,null,1654,null,10747,null,1361,null,0400000US23,Maine,23
1346505,null,7575,null,51812,null,3186,null,38928,null,2862,null,83684,null,5034,null,92325,null,4389,null,148428,null,5526,null,237414,null,6589,null,202600,null,6509,null,252553,null,7036,null,121921,null,4270,null,116840,null,4336,null,0400000US24,Maryland,24
2114532,null,8455,null,123525,null,5953,null,92453,null,4446,null,167515,null,6070,null,156147,null,5804,null,231823,null,7220,null,373572,null,9331,null,294877,null,7706,null,360267,null,7976,null,153714,null,6074,null,160639,null,5553,null,0400000US25,Massachusetts,25
3141306,null,11601,null,200702,null,5635,null,162803,null,5408,null,330687,null,7738,null,341897,null,7558,null,483781,null,9479,null,622602,null,11352,null,409398,null,7276,null,372928,null,6912,null,117888,null,4545,null,98620,null,3540,null,0400000US26,Michigan,26
1905999,null,7804,null,95217,null,4451,null,84521,null,3779,null,169814,null,5559,null,171245,null,5552,null,276643,null,6644,null,394115,null,8594,null,277252,null,6775,null,265823,null,5726,null,89808,null,4005,null,81561,null,3818,null,0400000US27,Minnesota,27
691092,null,6643,null,51790,null,3624,null,47187,null,3294,null,79809,null,4605,null,79416,null,3799,null,105636,null,5266,null,134319,null,5513,null,82700,null,4094,null,70996,null,4369,null,20225,null,2093,null,19014,null,2226,null,0400000US28,Mississippi,28
2001552,null,7992,null,128874,null,5164,null,113637,null,5130,null,229896,null,7756,null,227045,null,7244,null,312402,null,7653,null,400112,null,9292,null,255610,null,7739,null,217753,null,5260,null,61087,null,3448,null,55136,null,2817,null,0400000US29,Missouri,29
