B05003H_001E,B05003H_001EA,B05003H_001M,B05003H_001MA,B05003H_002E,B05003H_002EA,B05003H_002M,B05003H_002MA,B05003H_003E,B05003H_003EA,B05003H_003M,B05003H_003MA,B05003H_004E,B05003H_004EA,B05003H_004M,B05003H_004MA,B05003H_005E,B05003H_005EA,B05003H_005M,B05003H_005MA,B05003H_006E,B05003H_006EA,B05003H_006M,B05003H_006MA,B05003H_007E,B05003H_007EA,B05003H_007M,B05003H_007MA,B05003H_008E,B05003H_008EA,B05003H_008M,B05003H_008MA,B05003H_009E,B05003H_009EA,B05003H_009M,B05003H_009MA,B05003H_010E,B05003H_010EA,B05003H_010M,B05003H_010MA,B05003H_011E,B05003H_011EA,B05003H_011M,B05003H_011MA,B05003H_012E,B05003H_012EA,B05003H_012M,B05003H_012MA,B05003H_013E,B05003H_013EA,B05003H_013M,B05003H_013MA,B05003H_014E,B05003H_014EA,B05003H_014M,B05003H_014MA,B05003H_015E,B05003H_015EA,B05003H_015M,B05003H_015MA,B05003H_016E,B05003H_016EA,B05003H_016M,B05003H_016MA,B05003H_017E,B05003H_017EA,B05003H_017M,B05003H_017MA,B05003H_018E,B05003H_018EA,B05003H_018M,B05003H_018MA,B05003H_019E,B05003H_019EA,B05003H_019M,B05003H_019MA,B05003H_020E,B05003H_020EA,B05003H_020M,B05003H_020MA,B05003H_021E,B05003H_021EA,B05003H_021M,B05003H_021MA,B05003H_022E,B05003H_022EA,B05003H_022M,B05003H_022MA,B05003H_023E,B05003H_023EA,B05003H_023M,B05003H_023MA,GEO_ID,NAME,state
5608325,null,4317,null,2762377,null,3273,null,657702,null,2950,null,649006,null,3646,null,8696,null,2115,null,1905,null,663,null,6791,null,2088,null,2104675,null,1575,null,2037296,null,6025,null,67379,null,5976,null,30352,null,3186,null,37027,null,5219,null,2845948,null,4194,null,623486,null,3638,null,616256,null,3797,null,7230,null,1525,null,2860,null,1010,null,4370,null,1321,null,2222462,null,1683,null,2149619,null,4864,null,72843,null,4311,null,36634,null,3539,null,36209,null,3737,null,0400000US13,Georgia,13
319553,null,602,null,174236,null,1216,null,27910,null,1199,null,27560,null,1273,null,350,null,294,null,97,null,158,null,253,null,248,null,146326,null,150,null,138055,null,1370,null,8271,null,1380,null,4125,null,1087,null,4146,null,986,null,145317,null,1259,null,24967,null,1241,null,24812,null,1252,null,155,null,192,null,0,null,275,null,155,null,192,null,120350,null,341,null,108005,null,1948,null,12345,null,1930,null,5183,null,1179,null,7162,null,1454,null,0400000US15,Hawaii,15
1296111,null,860,null,648056,null,751,null,165445,null,526,null,163945,null,800,null,1500,null,607,null,237,null,236,null,1263,null,567,null,482611,null,528,null,472372,null,1991,null,10239,null,1903,null,5146,null,1506,null,5093,null,1443,null,648055,null,762,null,155089,null,646,null,153349,null,976,null,1740,null,762,null,584,null,416,null,1156,null,659,null,492966,null,344,null,481182,null,1830,null,11784,null,1810,null,6233,null,1174,null,5551,null,1282,null,0400000US16,Idaho,16
8316844,null,9238,null,4076108,null,3462,null,892623,null,1171,null,878647,null,3115,null,13976,null,2683,null,5999,null,1267,null,7977,null,2213,null,3183485,null,3074,null,2954553,null,8945,null,228932,null,8189,null,133870,null,5068,null,95062,null,5807,null,4240736,null,6592,null,846213,null,1870,null,833043,null,2926,null,13170,null,2177,null,5394,null,1280,null,7776,null,2028,null,3394523,null,5989,null,3146451,null,10686,null,248072,null,7842,null,156497,null,5808,null,91575,null,5393,null,0400000US17,Illinois,17
5296340,null,3049,null,2599346,null,1928,null,622776,null,1643,null,620117,null,1904,null,2659,null,950,null,1354,null,536,null,1305,null,738,null,1976570,null,1196,null,1952368,null,3318,null,24202,null,3065,null,13293,null,2099,null,10909,null,2130,null,2696994,null,2172,null,592936,null,1527,null,591247,null,1671,null,1689,null,742,null,1102,null,623,null,587,null,349,null,2104058,null,1229,null,2073933,null,3304,null,30125,null,2900,null,16985,null,2081,null,13140,null,1765,null,0400000US18,Indiana,18
2709144,null,2132,null,1329370,null,1362,null,306469,null,816,null,305251,null,972,null,1218,null,590,null,173,null,138,null,1045,null,591,null,1022901,null,995,null,1012782,null,2090,null,10119,null,1714,null,4640,null,987,null,5479,null,1301,null,1379774,null,1563,null,292035,null,1152,null,290966,null,1258,null,1069,null,518,null,311,null,216,null,758,null,458,null,1087739,null,845,null,1074820,null,2027,null,12919,null,1860,null,6656,null,1167,null,6263,null,1277,null,0400000US19,Iowa,19
2247926,null,2889,null,1104807,null,1980,null,257899,null,1223,null,256667,null,1405,null,1232,null,620,null,386,null,314,null,846,null,490,null,846908,null,1484,null,837057,null,2313,null,9851,null,1837,null,5966,null,1353,null,3885,null,1027,null,1143119,null,1977,null,247819,null,1325,null,246744,null,1319,null,1075,null,465,null,525,null,367,null,550,null,324,null,895300,null,1226,null,881901,null,2220,null,13399,null,1707,null,8310,null,1157,null,5089,null,1165,null,0400000US20,Kansas,20
3746399,null,1723,null,1826035,null,2696,null,428702,null,2426,null,426084,null,2759,null,2618,null,1014,null,1175,null,553,null,1443,null,835,null,1397333,null,1000,null,1382986,null,2271,null,14347,null,2096,null,6461,null,1417,null,7886,null,1681,null,1920364,null,2327,null,408518,null,2362,null,406671,null,2524,null,1847,null,776,null,542,null,371,null,1305,null,744,null,1511846,null,776,null,1495234,null,2209,null,16612,null,2116,null,8801,null,1317,null,7811,null,1475,null,0400000US21,Kentucky,21
2724579,null,2334,null,1332078,null,2327,null,304256,null,1737,null,303734,null,1845,null,522,null,402,null,205,null,196,null,317,null,308,null,1027822,null,1093,null,1017506,null,2138,null,10316,null,1817,null,5506,null,1118,null,4810,null,1322,null,1392501,null,1870,null,294012,null,1572,null,293410,null,1543,null,602,null,338,null,395,null,235,null,207,null,192,null,1098489,null,727,null,1084580,null,1845,null,13909,null,1714,null,8351,null,1293,null,5558,null,1344,null,0400000US22,Louisiana,22
1252748,null,908,null,610331,null,575,null,128715,null,429,null,128113,null,664,null,602,null,497,null,154,null,135,null,448,null,499,null,481616,null,209,null,472061,null,1323,null,9555,null,1320,null,5573,null,981,null,3982,null,939,null,642417,null,654,null,122141,null,490,null,121744,null,523,null,397,null,223,null,247,null,186,null,150,null,118,null,520276,null,284,null,505596,null,1468,null,14680,null,1431,null,9307,null,1195,null,5373,null,1083,null,0400000US23,Maine,23
3237905,null,4055,null,1581588,null,2133,null,348468,null,1093,null,343629,null,1776,null,4839,null,1352,null,2303,null,893,null,2536,null,1025,null,1233120,null,1625,null,1177965,null,3805,null,55155,null,3483,null,31912,null,2444,null,23243,null,2280,null,1656317,null,2470,null,329544,null,1496,null,324119,null,2037,null,5425,null,1379,null,2246,null,819,null,3179,null,1168,null,1326773,null,1539,null,1259786,null,4108,null,66987,null,3867,null,42952,null,2620,null,24035,null,2688,null,0400000US24,Maryland,24
5103966,null,6813,null,2465184,null,3357,null,515371,null,1931,null,504259,null,3010,null,11112,null,2272,null,4004,null,1116,null,7108,null,1776,null,1949813,null,2488,null,1776266,null,8070,null,173547,null,8100,null,93169,null,5425,null,80378,null,7318,null,2638782,null,4204,null,491784,null,1811,null,480869,null,2854,null,10915,null,2523,null,3648,null,1177,null,7267,null,2002,null,2146998,null,2988,null,1970833,null,8187,null,176165,null,8039,null,104928,null,5938,null,71237,null,5138,null,0400000US25,Massachusetts,25
7736098,null,3041,null,3817932,null,2369,null,864380,null,1144,null,852931,null,2201,null,11449,null,1914,null,4295,null,1123,null,7154,null,1570,null,2953552,null,1884,null,2831071,null,6219,null,122481,null,6036,null,77224,null,4597,null,45257,null,3800,null,3918166,null,1754,null,819098,null,1071,null,809112,null,2375,null,9986,null,2025,null,3729,null,1100,null,6257,null,1619,null,3099068,null,1051,null,2966858,null,5190,null,132210,null,5140,null,82383,null,3907,null,49827,null,3696,null,0400000US26,Michigan,26
4453462,null,2137,null,2203599,null,1603,null,495315,null,606,null,491077,null,1351,null,4238,null,1263,null,2072,null,748,null,2166,null,862,null,1708284,null,1371,null,1678786,null,3384,null,29498,null,3158,null,15761,null,1696,null,13737,null,2441,null,2249863,null,1087,null,471972,null,533,null,469331,null,1065,null,2641,null,861,null,1333,null,520,null,1308,null,600,null,1777891,null,754,null,1744705,null,3044,null,33186,null,2947,null,19586,null,1986,null,13600,null,2039,null,0400000US27,Minnesota,27
1721781,null,1000,null,845563,null,2490,null,200596,null,2189,null,200140,null,2142,null,456,null,326,null,404,null,312,null,52,null,92,null,644967,null,1167,null,638673,null,2310,null,6294,null,1894,null,2646,null,1017,null,3648,null,1573,null,876218,null,2556,null,185020,null,2308,null,184606,null,2376,null,414,null,339,null,116,null,139,null,298,null,318,null,691198,null,1157,null,684868,null,1822,null,6330,null,1339,null,3620,null,911,null,2710,null,938,null,0400000US28,Mississippi,28
4852913,null,1719,null,2374823,null,1516,null,553123,null,1396,null,548605,null,2260,null,4518,null,1570,null,1867,null,670,null,2651,null,1364,null,1821700,null,596,null,1792381,null,2980,null,29319,null,3108,null,15585,null,1852,null,13734,null,2259,null,2478090,null,1470,null,527489,null,1430,null,524256,null,1565,null,3233,null,923,null,836,null,347,null,2397,null,823,null,1950601,null,490,null,1915294,null,3308,null,35307,null,3363,null,18577,null,1991,null,16730,null,2943,null,0400000US29,Missouri,29
850040,null,468,null,425212,null,944,null,90453,null,900,null,89931,null,930,null,522,null,383,null,258,null,238,null,264,null,379,null,334759,null,243,null,328949,null,1524,null,5810,null,1513,null,3182,null,994,null,2628,null,1054,null,424828,null,977,null,86402,null,954,null,86102,null,1063,null,300,null,319,null,126,null,157,null,174,null,290,null,338426,null,182,null,332245,null,1127,null,6181,null,1089,null,3043,null,634,null,3138,null,881,null,0400000US30,Montana,30
1501319,null,1330,null,737606,null,1090,null,172979,null,748,null,172182,null,971,null,797,null,636,null,120,null,125,null,677,null,600,null,564627,null,762,null,557599,null,1532,null,7028,null,1269,null,3671,null,906,null,3357,null,1076,null,763713,null,835,null,165586,null,634,null,164536,null,861,null,1050,null,579,null,207,null,201,null,843,null,545,null,598127,null,590,null,590685,null,1623,null,7442,null,1417,null,3586,null,899,null,3856,null,1076,null,0400000US31,Nebraska,31
1481654,null,2618,null,754401,null,1688,null,150933,null,1282,null,149675,null,1374,null,1258,null,670,null,145,null,245,null,1113,null,698,null,603468,null,1186,null,563766,null,4089,null,39702,null,3984,null,22823,null,2740,null,16879,null,2865,null,727253,null,1994,null,139329,null,1567,null,137417,null,1606,null,1912,null,899,null,82,null,135,null,1830,null,887,null,587924,null,1084,null,550024,null,3919,null,37900,null,3697,null,19265,null,2291,null,18635,null,2806,null,0400000US32,Nevada,32
1223665,null,857,null,601870,null,613,null,134019,null,166,null,133312,null,426,null,707,null,378,null,331,null,297,null,376,null,236,null,467851,null,496,null,453217,null,2122,null,14634,null,2018,null,8923,null,1520,null,5711,null,1366,null,621795,null,371,null,127314,null,140,null,126589,null,475,null,725,null,430,null,406,null,300,null,319,null,291,null,494481,null,298,null,478962,null,2044,null,15519,null,2007,null,9226,null,1566,null,6293,null,1084,null,0400000US33,New Hampshire,33
5333035,null,3245,null,2595791,null,2125,null,567515,null,1472,null,556231,null,2165,null,11284,null,1748,null,3138,null,755,null,8146,null,1568,null,2028276,null,1190,null,1832916,null,6580,null,195360,null,6684,null,122542,null,5261,null,72818,null,4480,null,2737244,null,2064,null,538055,null,1182,null,527616,null,2585,null,10439,null,2045,null,3067,null,1050,null,7372,null,1585,null,2199189,null,1416,null,1989923,null,8059,null,209266,null,8051,null,134618,null,5790,null,74648,null,5419,null,0400000US34,New Jersey,34
824517,null,1308,null,403508,null,1611,null,74156,null,1597,null,73618,null,1766,null,538,null,509,null,204,null,293,null,334,null,427,null,329352,null,912,null,320018,null,1724,null,9334,null,1483,null,4649,null,905,null,4685,null,1372,null,421009,null,1778,null,69273,null,1545,null,68732,null,1587,null,541,null,403,null,18,null,32,null,523,null,399,null,351736,null,768,null,341215,null,1614,null,10521,null,1385,null,5916,null,1090,null,4605,null,829,null,0400000US35,New Mexico,35
11642592,null,8870,null,5666051,null,4877,null,1179662,null,1918,null,1154885,null,3100,null,24777,null,2916,null,7799,null,1397,null,16978,null,2660,null,4486389,null,3960,null,3999286,null,11830,null,487103,null,11244,null,308791,null,8532,null,178312,null,8464,null,5976541,null,4505,null,1122849,null,1520,null,1098224,null,3704,null,24625,null,3289,null,9123,null,1533,null,15502,null,2904,null,4853692,null,3739,null,4298469,null,14139,null,555223,null,13260,null,369220,null,10387,null,186003,null,8378,null,0400000US36,New York,36
6187198,null,4640,null,3022554,null,4114,null,669976,null,3414,null,665014,null,3861,null,4962,null,1363,null,1674,null,607,null,3288,null,1183,null,2352578,null,1535,null,2306715,null,3574,null,45863,null,3518,null,22706,null,2609,null,23157,null,2256,null,3164644,null,3538,null,635564,null,2909,null,631461,null,3206,null,4103,null,1238,null,1099,null,581,null,3004,null,929,null,2529080,null,1555,null,2473487,null,4540,null,55593,null,4229,null,29128,null,2687,null,26465,null,3239,null,0400000US37,North Carolina,37
575970,null,322,null,288714,null,800,null,60676,null,776,null,60210,null,849,null,466,null,323,null,152,null,184,null,314,null,262,null,228038,null,204,null,224999,null,696,null,3039,null,673,null,1350,null,397,null,1689,null,607,null,287256,null,810,null,57445,null,786,null,56968,null,903,null,477,null,502,null,71,null,106,null,406,null,496,null,229811,null,114,null,226558,null,804,null,3253,null,789,null,1940,null,678,null,1313,null,422,null,0400000US38,North Dakota,38
9465227,null,2754,null,4625250,null,1672,null,1073596,null,1275,null,1066827,null,2194,null,6769,null,1536,null,2178,null,878,null,4591,null,1328,null,3551654,null,949,null,3476632,null,4854,null,75022,null,4812,null,45510,null,3080,null,29512,null,3230,null,4839977,null,1989,null,1019649,null,1233,null,1012439,null,2070,null,7210,null,1621,null,3183,null,917,null,4027,null,1467,null,3820328,null,1200,null,3733417,null,4405,null,86911,null,4390,null,54416,null,3491,null,32495,null,2726,null,0400000US39,Ohio,39
2596332,null,1205,null,1272660,null,1681,null,286857,null,1620,null,284957,null,1861,null,1900,null,917,null,624,null,465,null,1276,null,819,null,985803,null,516,null,972831,null,2105,null,12972,null,2086,null,5806,null,1155,null,7166,null,1572,null,1323672,null,1662,null,268768,null,1609,null,267341,null,1681,null,1427,null,578,null,431,null,364,null,996,null,567,null,1054904,null,304,null,1039667,null,2043,null,15237,null,1992,null,8299,null,1409,null,6938,null,1405,null,0400000US40,Oklahoma,40
3028416,null,1141,null,1487634,null,786,null,306760,null,386,null,302576,null,1397,null,4184,null,1310,null,784,null,396,null,3400,null,1287,null,1180874,null,625,null,1137653,null,3878,null,43221,null,3995,null,22021,null,2735,null,21200,null,2658,null,1540782,null,715,null,292088,null,489,null,287664,null,1590,null,4424,null,1535,null,753,null,461,null,3671,null,1444,null,1248694,null,526,null,1200227,null,3391,null,48467,null,3393,null,27118,null,2586,null,21349,null,2182,null,0400000US41,Oregon,41
10112346,null,5451,null,4916708,null,2941,null,1039127,null,1344,null,1029999,null,2161,null,9128,null,2161,null,3404,null,1274,null,5724,null,1673,null,3877581,null,2050,null,3772781,null,5442,null,104800,null,5083,null,61414,null,3819,null,43386,null,3590,null,5195638,null,2905,null,988056,null,1461,null,978815,null,2225,null,9241,null,1806,null,3236,null,940,null,6005,null,1617,null,4207582,null,2041,null,4086642,null,5720,null,120940,null,5229,null,73195,null,3172,null,47745,null,4296,null,0400000US42,Pennsylvania,42
823394,null,1916,null,396508,null,971,null,78457,null,488,null,78171,null,542,null,286,null,252,null,51,null,84,null,235,null,238,null,318051,null,650,null,300377,null,2321,null,17674,null,2321,null,10812,null,1731,null,6862,null,1502,null,426886,null,1107,null,74324,null,451,null,73571,null,744,null,753,null,540,null,440,null,472,null,313,null,426,null,352562,null,888,null,333279,null,2567,null,19283,null,2326,null,13624,null,1706,null,5659,null,1497,null,0400000US44,Rhode Island,44
2914748,null,2593,null,1428302,null,2532,null,313376,null,2063,null,310370,null,2341,null,3006,null,1088,null,925,null,425,null,2081,null,970,null,1114926,null,1060,null,1094375,null,2890,null,20551,null,2696,null,9059,null,1449,null,11492,null,1929,null,1486446,null,1979,null,294435,null,1855,null,291717,null,1881,null,2718,null,854,null,1438,null,560,null,1280,null,536,null,1192011,null,822,null,1165370,null,2924,null,26641,null,2746,null,14461,null,1871,null,12180,null,2080,null,0400000US45,South Carolina,45
691892,null,1137,null,343701,null,1251,null,77982,null,946,null,77875,null,955,null,107,null,154,null,0,null,223,null,107,null,154,null,265719,null,705,null,264101,null,1111,null,1618,null,856,null,903,null,536,null,715,null,459,null,348191,null,1017,null,74259,null,957,null,74069,null,959,null,190,null,195,null,0,null,223,null,190,null,195,null,273932,null,359,null,270698,null,933,null,3234,null,910,null,2246,null,768,null,988,null,521,null,0400000US46,South Dakota,46
4785701,null,1913,null,2334083,null,2175,null,527016,null,1870,null,523753,null,2361,null,3263,null,1437,null,2054,null,1063,null,1209,null,817,null,1807067,null,902,null,1781805,null,3206,null,25262,null,2858,null,11782,null,2281,null,13480,null,2038,null,2451618,null,2071,null,500378,null,1924,null,497509,null,2300,null,2869,null,935,null,1539,null,763,null,1330,null,547,null,1951240,null,692,null,1923061,null,3471,null,28179,null,3361,null,14550,null,2470,null,13629,null,1914,null,0400000US47,Tennessee,47
11488049,null,11712,null,5664944,null,5306,null,1266817,null,3288,null,1252548,null,4128,null,14269,null,2641,null,2601,null,839,null,11668,null,2483,null,4398127,null,4035,null,4257312,null,7874,null,140815,null,7145,null,69200,null,4770,null,71615,null,5004,null,5823105,null,8954,null,1196683,null,3753,null,1182523,null,4649,null,14160,null,2383,null,2891,null,753,null,11269,null,2178,null,4626422,null,7660,null,4470430,null,10458,null,155992,null,6557,null,82723,null,4109,null,73269,null,5076,null,0400000US48,Texas,48
2234480,null,1820,null,1119506,null,1048,null,333969,null,523,null,332686,null,769,null,1283,null,614,null,493,null,293,null,790,null,548,null,785537,null,755,null,765516,null,2623,null,20021,null,2600,null,11275,null,1891,null,8746,null,1729,null,1114974,null,997,null,314476,null,488,null,312616,null,1085,null,1860,null,990,null,767,null,575,null,1093,null,875,null,800498,null,721,null,778268,null,2780,null,22230,null,2727,null,12990,null,1800,null,9240,null,2158,null,0400000US49,Utah,49
590057,null,646,null,290151,null,554,null,61238,null,272,null,60872,null,351,null,366,null,255,null,153,null,167,null,213,null,184,null,228913,null,468,null,221375,null,1240,null,7538,null,1136,null,4511,null,883,null,3027,null,808,null,299906,null,441,null,57425,null,386,null,57047,null,426,null,378,null,218,null,197,null,167,null,181,null,141,null,242481,null,124,null,234430,null,1075,null,8051,null,1078,null,4866,null,760,null,3185,null,697,null,0400000US50,Vermont,50
5189489,null,3332,null,2556108,null,3665,null,561947,null,3015,null,555723,null,3252,null,6224,null,1323,null,2841,null,979,null,3383,null,1063,null,1994161,null,1695,null,1922298,null,5212,null,71863,null,5101,null,41323,null,3379,null,30540,null,3469,null,2633381,null,3443,null,526844,null,2975,null,520064,null,2936,null,6780,null,1561,null,2692,null,841,null,4088,null,1356,null,2106537,null,1391,null,2017985,null,5198,null,88552,null,5024,null,48860,null,3200,null,39692,null,3787,null,0400000US51,Virginia,51
4928944,null,2978,null,2445265,null,1849,null,514853,null,1186,null,504479,null,2610,null,10374,null,2383,null,1578,null,509,null,8796,null,2382,null,1930412,null,1206,null,1840591,null,4817,null,89821,null,4908,null,45002,null,3289,null,44819,null,4052,null,2483679,null,1828,null,489381,null,1368,null,480512,null,2279,null,8869,null,1773,null,2371,null,727,null,6498,null,1629,null,1994298,null,1088,null,1881576,null,5811,null,112722,null,5762,null,60395,null,4121,null,52327,null,3984,null,0400000US53,Washington,53
1696007,null,1810,null,826878,null,2252,null,180243,null,1947,null,179852,null,2007,null,391,null,320,null,42,null,89,null,349,null,303,null,646635,null,1219,null,642879,null,1861,null,3756,null,1354,null,1641,null,773,null,2115,null,1047,null,869129,null,1940,null,170188,null,1831,null,170059,null,1832,null,129,null,123,null,0,null,265,null,129,null,123,null,698941,null,780,null,695113,null,1079,null,3828,null,843,null,2156,null,596,null,1672,null,652,null,0400000US54,West Virginia,54
4780733,null,1756,null,2368471,null,1269,null,513073,null,766,null,510315,null,1136,null,2758,null,843,null,1542,null,663,null,1216,null,426,null,1855398,null,922,null,1825386,null,3851,null,30012,null,3676,null,15472,null,2255,null,14540,null,2589,null,2412262,null,952,null,487786,null,733,null,485610,null,922,null,2176,null,534,null,968,null,293,null,1208,null,462,null,1924476,null,671,null,1888783,null,3148,null,35693,null,3048,null,22318,null,2149,null,13375,null,1865,null,0400000US55,Wisconsin,55
461606,null,561,null,233691,null,698,null,53123,null,660,null,53123,null,660,null,0,null,261,null,0,null,261,null,0,null,261,null,180568,null,355,null,178978,null,675,null,1590,null,570,null,980,null,452,null,610,null,392,null,227915,null,735,null,48806,null,720,null,48784,null,719,null,22,null,38,null,0,null,261,null,22,null,38,null,179109,null,137,null,176683,null,644,null,2426,null,656,null,994,null,450,null,1432,null,502,null,0400000US56,Wyoming,56
30886,null,3329,null,15957,null,2225,null,2231,null,776,null,2184,null,768,null,47,null,77,null,47,null,77,null,0,null,289,null,13726,null,2098,null,12835,null,2121,null,891,null,412,null,628,null,394,null,263,null,184,null,14929,null,2054,null,3551,null,1054,null,3385,null,1030,null,166,null,192,null,0,null,289,null,166,null,192,null,11378,null,1635,null,10360,null,1609,null,1018,null,487,null,504,null,319,null,514,null,340,null,0400000US72,Puerto Rico,72
