C14003_001E,C14003_001EA,C14003_001M,C14003_001MA,C14003_002E,C14003_002EA,C14003_002M,C14003_002MA,C14003_003E,C14003_003EA,C14003_003M,C14003_003MA,C14003_004E,C14003_004EA,C14003_004M,C14003_004MA,C14003_005E,C14003_005EA,C14003_005M,C14003_005MA,C14003_006E,C14003_006EA,C14003_006M,C14003_006MA,C14003_007E,C14003_007EA,C14003_007M,C14003_007MA,C14003_008E,C14003_008EA,C14003_008M,C14003_008MA,C14003_009E,C14003_009EA,C14003_009M,C14003_009MA,C14003_010E,C14003_010EA,C14003_010M,C14003_010MA,C14003_011E,C14003_011EA,C14003_011M,C14003_011MA,C14003_012E,C14003_012EA,C14003_012M,C14003_012MA,C14003_013E,C14003_013EA,C14003_013M,C14003_013MA,C14003_014E,C14003_014EA,C14003_014M,C14003_014MA,C14003_015E,C14003_015EA,C14003_015M,C14003_015MA,C14003_016E,C14003_016EA,C14003_016M,C14003_016MA,C14003_017E,C14003_017EA,C14003_017M,C14003_017MA,C14003_018E,C14003_018EA,C14003_018M,C14003_018MA,C14003_019E,C14003_019EA,C14003_019M,C14003_019MA,C14003_020E,C14003_020EA,C14003_020M,C14003_020MA,C14003_021E,C14003_021EA,C14003_021M,C14003_021MA,C14003_022E,C14003_022EA,C14003_022M,C14003_022MA,C14003_023E,C14003_023EA,C14003_023M,C14003_023MA,C14003_024E,C14003_024EA,C14003_024M,C14003_024MA,C14003_025E,C14003_025EA,C14003_025M,C14003_025MA,C14003_026E,C14003_026EA,C14003_026M,C14003_026MA,C14003_027E,C14003_027EA,C14003_027M,C14003_027MA,C14003_028E,C14003_028EA,C14003_028M,C14003_028MA,GEO_ID,NAME,state
9257818,null,8184,null,2204827,null,18608,null,82743,null,5734,null,593187,null,11791,null,606146,null,12095,null,361205,null,4431,null,161342,null,6560,null,187592,null,8182,null,113886,null,5816,null,98726,null,4847,null,434784,null,15888,null,71937,null,4496,null,84281,null,4978,null,69635,null,5212,null,37362,null,2919,null,39040,null,5116,null,46294,null,4345,null,42388,null,3938,null,43847,null,3498,null,6618207,null,15803,null,149082,null,5502,null,26244,null,2765,null,13390,null,2055,null,19340,null,2423,null,93181,null,6988,null,423946,null,9163,null,1190179,null,10733,null,4702845,null,9731,null,0400000US13,Georgia,13
1238073,null,2867,null,237692,null,6433,null,7240,null,1627,null,60863,null,3109,null,58392,null,3422,null,36302,null,1938,null,16309,null,1902,null,25705,null,2888,null,18362,null,2826,null,14519,null,1860,null,72581,null,5139,null,12198,null,1982,null,11782,null,2041,null,14774,null,2280,null,9414,null,1347,null,4091,null,1374,null,6446,null,1300,null,7931,null,1703,null,5945,null,1285,null,927800,null,5941,null,16194,null,1987,null,2470,null,793,null,1674,null,770,null,3176,null,1331,null,13278,null,2265,null,64719,null,3651,null,145845,null,4100,null,680444,null,2602,null,0400000US15,Hawaii,15
1449647,null,2189,null,351006,null,5367,null,8069,null,1520,null,94337,null,4463,null,98344,null,3864,null,61089,null,1787,null,24075,null,2884,null,27153,null,2659,null,20867,null,2353,null,17072,null,1864,null,60381,null,4666,null,9105,null,1434,null,10860,null,1758,null,9038,null,1556,null,3904,null,876,null,7638,null,2067,null,8133,null,1371,null,5657,null,1297,null,6046,null,1202,null,1038260,null,5847,null,29784,null,2445,null,8824,null,1633,null,1846,null,591,null,4367,null,1085,null,15201,null,2199,null,68718,null,3758,null,181671,null,3272,null,727849,null,3217,null,0400000US16,Idaho,16
12370593,null,7358,null,2817900,null,21501,null,123032,null,6025,null,697232,null,10442,null,753289,null,11637,null,480138,null,4115,null,239348,null,8297,null,266637,null,7798,null,139764,null,6723,null,118460,null,5137,null,707656,null,16241,null,80496,null,4423,null,135127,null,6475,null,105060,null,5793,null,49709,null,3422,null,72805,null,8529,null,128038,null,6305,null,72112,null,4377,null,64309,null,4226,null,8845037,null,18861,null,159932,null,6205,null,32928,null,3575,null,14327,null,2337,null,18523,null,2150,null,97786,null,5070,null,522939,null,8559,null,1545102,null,8973,null,6453500,null,9948,null,0400000US17,Illinois,17
6113977,null,4783,null,1381905,null,13154,null,33988,null,3325,null,337862,null,8042,null,380697,null,8474,null,235263,null,3467,null,117690,null,4441,null,135041,null,5190,null,80233,null,4476,null,61131,null,3879,null,281078,null,10520,null,38645,null,3239,null,61426,null,4439,null,54363,null,3899,null,24094,null,2428,null,26343,null,2673,null,38099,null,4494,null,17804,null,2329,null,20304,null,2304,null,4450994,null,11717,null,108163,null,4621,null,26317,null,2635,null,6654,null,1203,null,13465,null,1767,null,44262,null,3389,null,254185,null,6626,null,741759,null,5957,null,3256189,null,6523,null,0400000US18,Indiana,18
2881699,null,3061,null,656847,null,8051,null,26263,null,2065,null,162254,null,3733,null,171377,null,4413,null,114654,null,1847,null,56786,null,3066,null,67242,null,3595,null,34500,null,2849,null,23771,null,2226,null,130828,null,6948,null,13185,null,1718,null,23341,null,2404,null,18664,null,2185,null,8288,null,1331,null,17157,null,2479,null,28249,null,3212,null,9650,null,1235,null,12294,null,1864,null,2094024,null,6950,null,38483,null,2762,null,7050,null,1264,null,2186,null,594,null,2878,null,816,null,18206,null,2163,null,126212,null,4248,null,319617,null,4115,null,1579392,null,3893,null,0400000US19,Iowa,19
2678492,null,3651,null,643415,null,10002,null,19698,null,2008,null,153220,null,4392,null,167467,null,4807,null,102735,null,2452,null,58237,null,3752,null,74050,null,4150,null,37576,null,2527,null,30432,null,2519,null,116927,null,5565,null,17546,null,1804,null,30005,null,2701,null,20058,null,2452,null,10075,null,1505,null,6367,null,1608,null,12082,null,2377,null,9709,null,1407,null,11085,null,1724,null,1918150,null,8783,null,41402,null,2589,null,8213,null,1609,null,2043,null,720,null,3405,null,787,null,23629,null,2404,null,121810,null,5113,null,316656,null,4965,null,1400992,null,4178,null,0400000US20,Kansas,20
4103157,null,4757,null,893691,null,11171,null,36470,null,3210,null,225869,null,5993,null,243912,null,5906,null,149659,null,3130,null,68863,null,4319,null,79465,null,4410,null,50129,null,4282,null,39324,null,3185,null,157570,null,7892,null,20112,null,2753,null,32737,null,2903,null,32123,null,3135,null,16655,null,2078,null,12893,null,2445,null,15364,null,2413,null,13500,null,1841,null,14186,null,1804,null,3051896,null,9135,null,59966,null,3785,null,12547,null,1976,null,4106,null,1148,null,8295,null,1690,null,35326,null,3603,null,175873,null,5559,null,506130,null,5255,null,2249653,null,6953,null,0400000US21,Kentucky,21
4228340,null,5600,null,942217,null,12027,null,43057,null,3153,null,243221,null,7282,null,243835,null,6173,null,150595,null,3509,null,77898,null,4870,null,102159,null,5621,null,47668,null,4447,null,33784,null,3211,null,221495,null,8024,null,26172,null,2633,null,52575,null,4143,null,54750,null,3726,null,28872,null,2272,null,15833,null,3352,null,20504,null,3433,null,10985,null,1784,null,11804,null,1558,null,3064628,null,11437,null,56654,null,3964,null,10110,null,1873,null,4183,null,1181,null,10827,null,1670,null,44610,null,3588,null,211985,null,7341,null,521829,null,7633,null,2204430,null,5426,null,0400000US22,Louisiana,22
1273729,null,1681,null,249069,null,5251,null,5066,null,945,null,61288,null,2969,null,70986,null,3053,null,44592,null,1325,null,20116,null,1873,null,19898,null,2368,null,14077,null,2145,null,13046,null,1515,null,52132,null,4058,null,6099,null,1153,null,6562,null,1235,null,5789,null,1079,null,6270,null,1240,null,6514,null,1685,null,11383,null,2165,null,3814,null,848,null,5701,null,983,null,972528,null,4633,null,17371,null,1660,null,3514,null,985,null,2146,null,805,null,2351,null,621,null,8931,null,1253,null,46259,null,2565,null,130092,null,2257,null,761864,null,2351,null,0400000US23,Maine,23
5414392,null,4711,null,1181797,null,13256,null,31985,null,3551,null,271417,null,7519,null,308432,null,6986,null,196806,null,3088,null,100816,null,4322,null,114617,null,6800,null,82340,null,4645,null,75384,null,4116,null,328310,null,11108,null,46949,null,3224,null,65913,null,3728,null,63579,null,4451,null,32250,null,2312,null,20688,null,2897,null,31780,null,3851,null,31471,null,3251,null,35680,null,3566,null,3904285,null,13650,null,73817,null,3864,null,11966,null,1871,null,6518,null,1501,null,12189,null,1851,null,48733,null,3344,null,234142,null,7770,null,604957,null,6864,null,2911963,null,6351,null,0400000US24,Maryland,24
6269708,null,4331,null,1238287,null,11892,null,42511,null,3171,null,313027,null,7197,null,355550,null,7892,null,220822,null,2799,null,93266,null,5982,null,108346,null,5824,null,51266,null,3553,null,53499,null,3809,null,473814,null,12652,null,52922,null,3126,null,53412,null,4507,null,44729,null,3186,null,29554,null,2764,null,74805,null,5881,null,117274,null,6588,null,57929,null,4304,null,43189,null,3530,null,4557607,null,11022,null,57757,null,4066,null,15013,null,2143,null,6022,null,1310,null,9148,null,1399,null,37923,null,3546,null,239700,null,7027,null,712703,null,6018,null,3479341,null,5964,null,0400000US25,Massachusetts,25
9631158,null,5424,null,2360635,null,16994,null,78393,null,3499,null,544503,null,7541,null,600821,null,8189,null,391231,null,3979,null,213122,null,6734,null,259348,null,8706,null,150037,null,5965,null,123180,null,5922,null,378669,null,10464,null,45727,null,3233,null,78234,null,4257,null,68109,null,4077,null,35585,null,3584,null,29115,null,2947,null,49023,null,4099,null,35052,null,3289,null,37824,null,3300,null,6891854,null,13831,null,127911,null,4874,null,22709,null,2414,null,10662,null,1374,null,17630,null,2223,null,73328,null,3786,null,357939,null,6708,null,1043882,null,7538,null,5237793,null,8131,null,0400000US26,Michigan,26
5010751,null,3832,null,1097885,null,9685,null,38424,null,2552,null,259814,null,6689,null,294648,null,5943,null,196800,null,2024,null,93799,null,3614,null,108186,null,4909,null,58902,null,3773,null,47312,null,3214,null,254007,null,8964,null,29086,null,2312,null,53454,null,3759,null,41403,null,2883,null,17661,null,1513,null,27153,null,3153,null,40715,null,4386,null,22651,null,1998,null,21884,null,1781,null,3658859,null,10937,null,78182,null,3636,null,20115,null,2073,null,5360,null,929,null,5238,null,1053,null,30164,null,2546,null,214536,null,4923,null,606812,null,5156,null,2698452,null,5092,null,0400000US27,Minnesota,27
2807714,null,3965,null,710873,null,11532,null,31504,null,2962,null,175936,null,6121,null,182127,null,6209,null,112019,null,2813,null,64940,null,4300,null,77218,null,5732,null,38650,null,3691,null,28479,null,3477,null,108658,null,7459,null,14607,null,1773,null,23427,null,2639,null,22702,null,2559,null,14861,null,1791,null,8425,null,2094,null,9934,null,2280,null,6828,null,1347,null,7874,null,1343,null,1988183,null,9221,null,38713,null,2934,null,9447,null,1762,null,3680,null,1040,null,5363,null,1423,null,26629,null,3215,null,123726,null,5552,null,329692,null,7303,null,1450933,null,6592,null,0400000US28,Mississippi,28
5673549,null,5323,null,1207162,null,13556,null,39495,null,2965,null,297880,null,7784,null,331138,null,6989,null,212393,null,3668,null,96827,null,3627,null,110482,null,5174,null,67322,null,4609,null,51625,null,2929,null,303422,null,11133,null,29482,null,2823,null,61640,null,4480,null,56140,null,3850,null,30393,null,2471,null,21153,null,2539,null,50967,null,4062,null,28478,null,2865,null,25169,null,2182,null,4162965,null,10399,null,91577,null,4317,null,17005,null,2506,null,5253,null,1037,null,11081,null,1476,null,49213,null,3520,null,245581,null,5198,null,671468,null,6154,null,3071787,null,5727,null,0400000US29,Missouri,29
931196,null,2278,null,202659,null,4462,null,5092,null,1065,null,49969,null,2612,null,51409,null,2695,null,34663,null,1532,null,16631,null,1902,null,21985,null,2336,null,13112,null,1821,null,9798,null,1526,null,28754,null,2972,null,4345,null,919,null,7231,null,1582,null,5179,null,1402,null,2751,null,772,null,2423,null,1009,null,3404,null,1190,null,1617,null,587,null,1804,null,750,null,699783,null,4990,null,15919,null,1789,null,4906,null,937,null,1404,null,569,null,3090,null,1093,null,10421,null,2011,null,42097,null,2980,null,102337,null,3017,null,519609,null,2931,null,0400000US30,Montana,30
1704086,null,2343,null,394254,null,6788,null,11929,null,1644,null,93158,null,3456,null,101715,null,3671,null,64278,null,2167,null,36159,null,2098,null,46038,null,3446,null,22345,null,2201,null,18632,null,1953,null,89875,null,4463,null,11206,null,1380,null,20834,null,2294,null,17807,null,2173,null,8700,null,1470,null,6916,null,1992,null,11846,null,1935,null,6822,null,1249,null,5744,null,1079,null,1219957,null,6416,null,28274,null,2280,null,5042,null,1212,null,1926,null,727,null,2318,null,790,null,11840,null,1747,null,72833,null,3768,null,203037,null,3629,null,894687,null,3681,null,0400000US31,Nebraska,31
2479942,null,3562,null,565578,null,7861,null,11669,null,1965,null,161405,null,4942,null,161079,null,5343,null,95298,null,1764,null,35348,null,3637,null,44447,null,4214,null,28755,null,2935,null,27577,null,3011,null,65216,null,4052,null,10561,null,1711,null,13625,null,2291,null,7545,null,1413,null,4733,null,1140,null,3795,null,1125,null,5152,null,1454,null,7580,null,1580,null,12225,null,1801,null,1849148,null,7544,null,55946,null,3817,null,14396,null,2123,null,4114,null,1388,null,7427,null,1430,null,24681,null,2018,null,108591,null,4594,null,340514,null,4559,null,1293479,null,4236,null,0400000US32,Nevada,32
1272950,null,2004,null,253173,null,5308,null,5160,null,1241,null,59514,null,3526,null,77585,null,3247,null,48279,null,1483,null,20349,null,1639,null,22460,null,2663,null,9103,null,1588,null,10723,null,1510,null,72796,null,5263,null,11234,null,1294,null,10910,null,1910,null,8974,null,1797,null,6720,null,1343,null,8909,null,1384,null,14145,null,2423,null,6029,null,1366,null,5875,null,1051,null,946981,null,4075,null,15440,null,1981,null,3214,null,810,null,1392,null,569,null,1483,null,554,null,8199,null,1247,null,45895,null,2660,null,134104,null,2967,null,737254,null,2819,null,0400000US33,New Hampshire,33
8349827,null,5724,null,1786780,null,14667,null,70394,null,3988,null,459349,null,9183,null,494396,null,8808,null,308272,null,3239,null,141923,null,4583,null,162872,null,6544,null,79665,null,5466,null,69909,null,4009,null,469302,null,12872,null,80836,null,4526,null,83118,null,4425,null,64198,null,4097,null,41019,null,2628,null,39546,null,3064,null,72181,null,5436,null,44228,null,3016,null,44176,null,3159,null,6093745,null,12224,null,73418,null,3998,null,19092,null,2241,null,8707,null,1591,null,11275,null,1968,null,49863,null,3861,null,304973,null,6367,null,935870,null,7565,null,4690547,null,6171,null,0400000US34,New Jersey,34
1894846,null,3378,null,468571,null,7418,null,16676,null,2632,null,111812,null,4610,null,120975,null,4464,null,74964,null,2061,null,37917,null,3619,null,41904,null,4010,null,34224,null,3358,null,30099,null,2994,null,65571,null,4935,null,8072,null,1700,null,14735,null,2494,null,12346,null,1580,null,7253,null,1510,null,3718,null,1362,null,6186,null,1479,null,5571,null,1213,null,7690,null,1641,null,1360704,null,7198,null,33006,null,2544,null,6335,null,1374,null,1725,null,887,null,4329,null,1217,null,21108,null,2266,null,93780,null,4687,null,221143,null,4573,null,979278,null,4615,null,0400000US35,New Mexico,35
18769829,null,8389,null,3804795,null,24683,null,142050,null,6510,null,928672,null,13610,null,1033429,null,11822,null,664817,null,6785,null,330595,null,8932,null,376331,null,10489,null,181491,null,7830,null,147410,null,5648,null,1307343,null,18182,null,148136,null,5992,null,193177,null,7367,null,186080,null,8065,null,109486,null,5926,null,153677,null,7118,null,264861,null,9865,null,141468,null,6740,null,110458,null,5464,null,13657691,null,19258,null,194294,null,7197,null,37646,null,3296,null,18331,null,2196,null,32214,null,2946,null,126530,null,5471,null,757159,null,10484,null,2206037,null,11154,null,10285480,null,8724,null,0400000US36,New York,36
8838198,null,7327,null,2008868,null,18242,null,67225,null,4219,null,510264,null,9822,null,543685,null,12429,null,323194,null,4531,null,160886,null,8326,null,175875,null,7386,null,117207,null,5871,null,110532,null,5357,null,371318,null,12644,null,62637,null,4059,null,69261,null,4327,null,64371,null,4637,null,29968,null,2291,null,38478,null,5804,null,45256,null,5100,null,29668,null,2775,null,31679,null,2954,null,6458012,null,15252,null,132437,null,6479,null,25439,null,3691,null,8795,null,1998,null,18639,null,2627,null,78973,null,5255,null,397500,null,10785,null,1076509,null,11106,null,4719720,null,9176,null,0400000US37,North Carolina,37
617170,null,1419,null,146700,null,4199,null,4161,null,1129,null,32182,null,1809,null,32530,null,1807,null,23288,null,1292,null,15068,null,1461,null,24426,null,2359,null,9123,null,1317,null,5922,null,1037,null,17420,null,2122,null,2007,null,624,null,3995,null,905,null,2766,null,768,null,1148,null,402,null,1347,null,507,null,2527,null,860,null,2321,null,755,null,1309,null,549,null,453050,null,3777,null,10250,null,1118,null,2775,null,599,null,930,null,471,null,1023,null,578,null,5606,null,1414,null,32248,null,2736,null,73302,null,2583,null,326916,null,2046,null,0400000US38,North Dakota,38
11040149,null,6765,null,2419780,null,14976,null,75021,null,3315,null,588053,null,8195,null,635289,null,8661,null,419566,null,4400,null,197953,null,6143,null,250107,null,6968,null,137984,null,6736,null,115807,null,5073,null,568090,null,14655,null,64438,null,4458,null,120140,null,5091,null,105187,null,4829,null,54990,null,3384,null,53946,null,5103,null,77387,null,5383,null,44523,null,3972,null,47479,null,3125,null,8052279,null,15116,null,161618,null,6035,null,35308,null,2838,null,11952,null,1616,null,14481,null,2291,null,78593,null,4336,null,431811,null,7354,null,1268341,null,8502,null,6050175,null,7391,null,0400000US39,Ohio,39
3486443,null,4260,null,837330,null,10951,null,33905,null,2613,null,220188,null,6246,null,216826,null,5386,null,132407,null,2990,null,68121,null,3792,null,85164,null,5897,null,46352,null,3733,null,34367,null,2931,null,114511,null,6053,null,14977,null,1939,null,21845,null,2122,null,17223,null,2207,null,13681,null,2199,null,9797,null,1738,null,15577,null,2499,null,11254,null,1674,null,10157,null,1684,null,2534602,null,9032,null,57598,null,3655,null,10562,null,1537,null,3123,null,861,null,7884,null,1542,null,35761,null,3240,null,162454,null,6016,null,424849,null,5638,null,1832371,null,5202,null,0400000US40,Oklahoma,40
3643017,null,4146,null,766393,null,10524,null,17594,null,2177,null,189712,null,5602,null,210566,null,5820,null,131912,null,2682,null,56338,null,3632,null,69322,null,4622,null,47851,null,4135,null,43098,null,4023,null,145642,null,8128,null,23730,null,2341,null,32274,null,3612,null,22172,null,2392,null,12580,null,1840,null,11465,null,2406,null,15503,null,2744,null,14498,null,2163,null,13420,null,1834,null,2730982,null,10285,null,53254,null,3577,null,15380,null,2349,null,4077,null,1380,null,7183,null,1463,null,29232,null,2136,null,160168,null,5743,null,462793,null,5410,null,1998895,null,5689,null,0400000US41,Oregon,41
12002255,null,6220,null,2297397,null,17599,null,65699,null,3809,null,562638,null,10437,null,644590,null,10225,null,429640,null,4495,null,202526,null,5989,null,204366,null,7026,null,94710,null,4506,null,93228,null,4544,null,772507,null,14052,null,79821,null,3573,null,129383,null,5403,null,113802,null,5110,null,65900,null,3837,null,107530,null,5714,null,150120,null,8399,null,66790,null,3966,null,59161,null,3355,null,8932351,null,14474,null,147170,null,5085,null,45982,null,3578,null,12806,null,1902,null,20571,null,2256,null,81495,null,3927,null,462884,null,9026,null,1286299,null,7313,null,6875144,null,6913,null,0400000US42,Pennsylvania,42
1015044,null,2201,null,200585,null,5747,null,5521,null,1420,null,46010,null,2918,null,55834,null,3095,null,34674,null,1736,null,15946,null,1796,null,21614,null,2575,null,10672,null,1670,null,10314,null,1532,null,79793,null,5534,null,8515,null,1372,null,10335,null,1480,null,9295,null,1920,null,6802,null,1444,null,12505,null,2609,null,19645,null,2714,null,7984,null,1581,null,4712,null,1141,null,734666,null,5317,null,10805,null,1728,null,2537,null,780,null,412,null,258,null,2017,null,551,null,6307,null,1285,null,37524,null,2974,null,110154,null,2325,null,564910,null,2272,null,0400000US44,Rhode Island,44
4300578,null,5199,null,945488,null,12244,null,31644,null,3151,null,238916,null,6601,null,255818,null,6429,null,165002,null,2522,null,75652,null,4935,null,89640,null,5077,null,48372,null,3948,null,40444,null,3668,null,180962,null,8437,null,27368,null,2852,null,34178,null,3125,null,32104,null,2874,null,16523,null,1757,null,23389,null,3774,null,20381,null,3317,null,12057,null,1803,null,14962,null,1829,null,3174128,null,10880,null,61744,null,3972,null,13554,null,2255,null,4188,null,1174,null,6807,null,1324,null,44782,null,3225,null,198366,null,6611,null,505051,null,7171,null,2339636,null,5960,null,0400000US45,South Carolina,45
