B19119_001E,B19119_001EA,B19119_001M,B19119_001MA,B19119_002E,B19119_002EA,B19119_002M,B19119_002MA,B19119_003E,B19119_003EA,B19119_003M,B19119_003MA,B19119_004E,B19119_004EA,B19119_004M,B19119_004MA,B19119_005E,B19119_005EA,B19119_005M,B19119_005MA,B19119_006E,B19119_006EA,B19119_006M,B19119_006MA,B19119_007E,B19119_007EA,B19119_007M,B19119_007MA,GEO_ID,NAME,state
54270,null,726,null,48075,null,1072,null,55631,null,1730,null,65311,null,1760,null,62431,null,2289,null,57482,null,4221,null,49656,null,8583,null,0400000US01,Alabama,01
79541,null,2344,null,74073,null,2244,null,77544,null,5495,null,85422,null,5257,null,89221,null,5883,null,94893,null,12830,null,81200,null,6684,null,0400000US02,Alaska,02
60547,null,572,null,56894,null,1098,null,62066,null,1294,null,69452,null,2009,null,63472,null,2596,null,57657,null,3379,null,56663,null,5405,null,0400000US04,Arizona,04
47648,null,983,null,44415,null,1286,null,48721,null,2693,null,57905,null,2797,null,49443,null,3491,null,51465,null,8340,null,44501,null,2821,null,0400000US05,Arkansas,05
70029,null,386,null,64878,null,694,null,70890,null,843,null,79477,null,1031,null,68073,null,1414,null,67499,null,1900,null,74290,null,2239,null,0400000US06,California,06
70164,null,870,null,64985,null,1068,null,69977,null,1866,null,81644,null,1726,null,73105,null,3239,null,74100,null,8668,null,74289,null,2784,null,0400000US08,Colorado,08
85344,null,1097,null,72586,null,1661,null,86643,null,2945,null,102124,null,2113,null,108055,null,4181,null,89435,null,11432,null,89260,null,10372,null,0400000US09,Connecticut,09
68745,null,2235,null,60953,null,2053,null,70075,null,4428,null,88725,null,4633,null,78364,null,7458,null,86105,null,9860,null,69190,null,11908,null,0400000US10,Delaware,10
66722,null,5214,null,68892,null,5458,null,69294,null,16379,null,60418,null,14461,null,82458,null,30263,null,30253,null,20859,null,51720,null,5021,null,0400000US11,District of Columbia,11
57455,null,485,null,52259,null,461,null,58574,null,1057,null,69009,null,1749,null,66248,null,1756,null,63759,null,4558,null,66941,null,5064,null,0400000US12,Florida,12
60268,null,627,null,55258,null,865,null,61104,null,1346,null,68502,null,2284,null,63364,null,2497,null,64654,null,3159,null,59212,null,5993,null,0400000US13,Georgia,13
78659,null,2242,null,67199,null,3241,null,77539,null,3296,null,91483,null,4403,null,86463,null,6927,null,89544,null,8542,null,117593,null,14122,null,0400000US15,Hawaii,15
54695,null,968,null,51474,null,1043,null,52765,null,3020,null,62051,null,2955,null,58400,null,4518,null,57479,null,6846,null,61398,null,8085,null,0400000US16,Idaho,16
68958,null,567,null,60052,null,761,null,71329,null,1191,null,81465,null,1189,null,76898,null,1312,null,70010,null,3023,null,76118,null,4558,null,0400000US17,Illinois,17
59380,null,614,null,52554,null,769,null,59650,null,1596,null,70873,null,1092,null,69530,null,2067,null,65006,null,4376,null,64880,null,6885,null,0400000US18,Indiana,18
61663,null,552,null,55284,null,951,null,64372,null,1352,null,72961,null,1591,null,71070,null,2208,null,64788,null,5545,null,55270,null,12976,null,0400000US19,Iowa,19
62462,null,867,null,57767,null,1114,null,63438,null,3101,null,72610,null,2008,null,70213,null,3854,null,60738,null,3358,null,62020,null,9429,null,0400000US20,Kansas,20
51729,null,494,null,45653,null,832,null,54683,null,1682,null,64459,null,2032,null,57596,null,5277,null,60480,null,4307,null,60663,null,9462,null,0400000US21,Kentucky,21
53963,null,711,null,48287,null,838,null,53461,null,2125,null,66256,null,2346,null,62991,null,3168,null,59281,null,7622,null,54074,null,7825,null,0400000US22,Louisiana,22
57719,null,1239,null,50912,null,1247,null,62076,null,2627,null,70374,null,3039,null,66259,null,5306,null,72620,null,19630,null,62269,null,25194,null,0400000US23,Maine,23
84415,null,1026,null,73061,null,1470,null,85455,null,2014,null,101803,null,2138,null,94750,null,3381,null,95544,null,5291,null,97272,null,7333,null,0400000US24,Maryland,24
81569,null,954,null,69451,null,1320,null,82591,null,1904,null,99648,null,2371,null,96141,null,3346,null,104012,null,5571,null,106985,null,6847,null,0400000US25,Massachusetts,25
60615,null,496,null,52620,null,619,null,61737,null,1093,null,74824,null,1171,null,73576,null,1868,null,64639,null,3356,null,57733,null,3847,null,0400000US26,Michigan,26
71817,null,590,null,62384,null,839,null,75073,null,1738,null,86637,null,1322,null,83506,null,2793,null,84013,null,5811,null,66475,null,5185,null,0400000US27,Minnesota,27
46668,null,947,null,42758,null,1115,null,46685,null,1811,null,58518,null,2404,null,51038,null,4017,null,44196,null,7171,null,44760,null,5850,null,0400000US28,Mississippi,28
58088,null,615,null,51568,null,608,null,60371,null,1175,null,71059,null,1723,null,67664,null,2464,null,67079,null,3831,null,62052,null,4598,null,0400000US29,Missouri,29
56820,null,1386,null,52497,null,1707,null,58636,null,4735,null,65827,null,2714,null,63701,null,6409,null,63582,null,6675,null,59479,null,12294,null,0400000US30,Montana,30
62067,null,835,null,56861,null,1068,null,63702,null,2810,null,72542,null,2526,null,70402,null,4249,null,70199,null,8442,null,65345,null,14693,null,0400000US31,Nebraska,31
64910,null,1267,null,60449,null,1406,null,67052,null,2578,null,71104,null,2304,null,70660,null,2822,null,61087,null,8126,null,81426,null,9786,null,0400000US32,Nevada,32
76710,null,1570,null,64204,null,2394,null,79668,null,4085,null,93926,null,3264,null,91560,null,4622,null,97314,null,9029,null,90152,null,18157,null,0400000US33,New Hampshire,33
85761,null,793,null,72000,null,1143,null,86070,null,1984,null,103261,null,1596,null,100126,null,2543,null,100992,null,4930,null,98415,null,6365,null,0400000US34,New Jersey,34
52172,null,1218,null,50637,null,1576,null,50630,null,2009,null,55561,null,4788,null,60951,null,6427,null,56930,null,4928,null,61156,null,12120,null,0400000US35,New Mexico,35
67877,null,553,null,58109,null,811,null,69421,null,1139,null,82457,null,1198,null,80515,null,1551,null,77393,null,3044,null,78728,null,4440,null,0400000US36,New York,36
56588,null,586,null,52194,null,678,null,56930,null,999,null,67295,null,1417,null,62396,null,2009,null,57644,null,3778,null,51448,null,6435,null,0400000US37,North Carolina,37
61109,null,1378,null,54662,null,2009,null,62635,null,3409,null,75140,null,3073,null,73505,null,8093,null,63750,null,12584,null,49328,null,14110,null,0400000US38,North Dakota,38
60061,null,439,null,52216,null,496,null,61772,null,1161,null,73301,null,1072,null,71930,null,2093,null,69136,null,3118,null,68978,null,6103,null,0400000US39,Ohio,39
53862,null,754,null,50891,null,946,null,54522,null,1657,null,62037,null,2837,null,58603,null,4075,null,55680,null,7224,null,50884,null,6474,null,0400000US40,Oklahoma,40
61190,null,790,null,56019,null,1186,null,62832,null,2243,null,72667,null,1959,null,67164,null,4019,null,62927,null,4113,null,69807,null,7576,null,0400000US41,Oregon,41
63316,null,412,null,53763,null,570,null,67757,null,1086,null,77867,null,1326,null,76179,null,1924,null,71453,null,3204,null,67571,null,3395,null,0400000US42,Pennsylvania,42
71992,null,2003,null,62806,null,2562,null,76846,null,3627,null,87002,null,3933,null,77853,null,11619,null,84644,null,21153,null,74797,null,12279,null,0400000US44,Rhode Island,44
55664,null,680,null,51374,null,1064,null,55296,null,2038,null,65655,null,1821,null,64046,null,3528,null,60504,null,5106,null,54201,null,6736,null,0400000US45,South Carolina,45
60104,null,1314,null,54331,null,2127,null,63153,null,2506,null,70182,null,4379,null,66960,null,7581,null,60732,null,5023,null,59306,null,18393,null,0400000US46,South Dakota,46
53799,null,648,null,49110,null,849,null,54014,null,1294,null,64228,null,1962,null,63052,null,2325,null,55590,null,8363,null,56194,null,5645,null,0400000US47,Tennessee,47
58765,null,376,null,55859,null,555,null,59222,null,887,null,66381,null,860,null,58607,null,1518,null,54391,null,1994,null,55052,null,2298,null,0400000US48,Texas,48
65226,null,796,null,56932,null,1270,null,61905,null,1955,null,69990,null,3325,null,71190,null,2234,null,80574,null,3198,null,79855,null,5456,null,0400000US49,Utah,49
63438,null,1965,null,56858,null,2172,null,65326,null,4433,null,74163,null,4454,null,73579,null,6276,null,77288,null,14788,null,51141,null,31874,null,0400000US50,Vermont,50
73192,null,767,null,65122,null,963,null,74151,null,2043,null,85939,null,1932,null,85590,null,2939,null,75200,null,9336,null,86963,null,10747,null,0400000US51,Virginia,51
70498,null,612,null,64158,null,868,null,72533,null,1811,null,82716,null,2097,null,73804,null,2491,null,67489,null,5767,null,72990,null,7536,null,0400000US53,Washington,53
49082,null,1069,null,43224,null,1491,null,51836,null,2339,null,58479,null,2957,null,60418,null,4472,null,58353,null,12589,null,45281,null,12552,null,0400000US54,West Virginia,54
65622,null,527,null,57405,null,826,null,68123,null,1343,null,80530,null,1183,null,76261,null,2171,null,68438,null,5813,null,61223,null,5756,null,0400000US55,Wisconsin,55
66504,null,2572,null,59830,null,3510,null,65820,null,6529,null,76964,null,6492,null,82446,null,12601,null,68660,null,9702,null,86135,null,23833,null,0400000US56,Wyoming,56
21486,null,428,null,17550,null,491,null,23196,null,803,null,27532,null,1361,null,26896,null,1731,null,27753,null,4473,null,23454,null,7359,null,0400000US72,Puerto Rico,72
