B16008_001E,B16008_001EA,B16008_001M,B16008_001MA,B16008_002E,B16008_002EA,B16008_002M,B16008_002MA,B16008_003E,B16008_003EA,B16008_003M,B16008_003MA,B16008_004E,B16008_004EA,B16008_004M,B16008_004MA,B16008_005E,B16008_005EA,B16008_005M,B16008_005MA,B16008_006E,B16008_006EA,B16008_006M,B16008_006MA,B16008_007E,B16008_007EA,B16008_007M,B16008_007MA,B16008_008E,B16008_008EA,B16008_008M,B16008_008MA,B16008_009E,B16008_009EA,B16008_009M,B16008_009MA,B16008_010E,B16008_010EA,B16008_010M,B16008_010MA,B16008_011E,B16008_011EA,B16008_011M,B16008_011MA,B16008_012E,B16008_012EA,B16008_012M,B16008_012MA,B16008_013E,B16008_013EA,B16008_013M,B16008_013MA,B16008_014E,B16008_014EA,B16008_014M,B16008_014MA,B16008_015E,B16008_015EA,B16008_015M,B16008_015MA,B16008_016E,B16008_016EA,B16008_016M,B16008_016MA,B16008_017E,B16008_017EA,B16008_017M,B16008_017MA,B16008_018E,B16008_018EA,B16008_018M,B16008_018MA,B16008_019E,B16008_019EA,B16008_019M,B16008_019MA,B16008_020E,B16008_020EA,B16008_020M,B16008_020MA,B16008_021E,B16008_021EA,B16008_021M,B16008_021MA,B16008_022E,B16008_022EA,B16008_022M,B16008_022MA,B16008_023E,B16008_023EA,B16008_023M,B16008_023MA,B16008_024E,B16008_024EA,B16008_024M,B16008_024MA,B16008_025E,B16008_025EA,B16008_025M,B16008_025MA,B16008_026E,B16008_026EA,B16008_026M,B16008_026MA,B16008_027E,B16008_027EA,B16008_027M,B16008_027MA,B16008_028E,B16008_028EA,B16008_028M,B16008_028MA,B16008_029E,B16008_029EA,B16008_029M,B16008_029MA,B16008_030E,B16008_030EA,B16008_030M,B16008_030MA,B16008_031E,B16008_031EA,B16008_031M,B16008_031MA,B16008_032E,B16008_032EA,B16008_032M,B16008_032MA,B16008_033E,B16008_033EA,B16008_033M,B16008_033MA,B16008_034E,B16008_034EA,B16008_034M,B16008_034MA,B16008_035E,B16008_035EA,B16008_035M,B16008_035MA,B16008_036E,B16008_036EA,B16008_036M,B16008_036MA,B16008_037E,B16008_037EA,B16008_037M,B16008_037MA,B16008_038E,B16008_038EA,B16008_038M,B16008_038MA,B16008_039E,B16008_039EA,B16008_039M,B16008_039MA,B16008_040E,B16008_040EA,B16008_040M,B16008_040MA,B16008_041E,B16008_041EA,B16008_041M,B16008_041MA,GEO_ID,NAME,state
4354717,null,2804,null,4225072,null,6821,null,801747,null,3298,null,774162,null,3863,null,20918,null,2309,null,3174,null,1219,null,2497,null,744,null,996,null,678,null,3423325,null,5981,null,3371539,null,6626,null,32431,null,2669,null,12659,null,1602,null,5023,null,1346,null,1673,null,712,null,129645,null,6705,null,39383,null,3458,null,1958,null,976,null,1304,null,894,null,133,null,200,null,241,null,250,null,119,null,198,null,161,null,262,null,37425,null,3425,null,13880,null,2241,null,5792,null,1393,null,7346,null,1835,null,8942,null,1317,null,1465,null,759,null,90262,null,6612,null,10322,null,1958,null,1351,null,764,null,6935,null,1504,null,905,null,582,null,1063,null,564,null,68,null,132,null,79940,null,5928,null,14587,null,2886,null,41687,null,3665,null,10608,null,2580,null,10515,null,2306,null,2543,null,1069,null,0400000US01,Alabama,01
634669,null,976,null,590613,null,3202,null,126266,null,1499,null,109419,null,2234,null,3782,null,1078,null,2222,null,979,null,4196,null,1272,null,6647,null,823,null,464347,null,3012,null,420534,null,3715,null,12739,null,1840,null,5089,null,1194,null,3862,null,936,null,22123,null,2052,null,44056,null,3224,null,23196,null,2519,null,1721,null,1198,null,1410,null,1197,null,50,null,83,null,61,null,101,null,200,null,198,null,0,null,240,null,21475,null,2112,null,5304,null,1187,null,2931,null,858,null,1828,null,737,null,10825,null,1320,null,587,null,358,null,20860,null,2505,null,1148,null,613,null,397,null,386,null,7,null,13,null,48,null,77,null,696,null,488,null,0,null,240,null,19712,null,2364,null,3945,null,1146,null,3196,null,1337,null,3133,null,1067,null,8757,null,1449,null,681,null,421,null,0400000US02,Alaska,02
5984859,null,1678,null,5059550,null,19104,null,1113934,null,5690,null,822555,null,8973,null,252910,null,8431,null,10510,null,1905,null,7538,null,1681,null,20421,null,2591,null,3945616,null,17656,null,3395548,null,16121,null,400275,null,12197,null,37804,null,3336,null,10920,null,1362,null,101069,null,4531,null,925309,null,19109,null,283062,null,10864,null,9054,null,2439,null,3663,null,1786,null,2532,null,904,null,1482,null,1189,null,868,null,508,null,509,null,745,null,274008,null,10277,null,55021,null,4010,null,132459,null,7697,null,41306,null,3413,null,36014,null,2844,null,9208,null,2367,null,642247,null,18013,null,69371,null,5499,null,4373,null,1402,null,55235,null,4805,null,3497,null,1461,null,2746,null,1155,null,3520,null,1895,null,572876,null,16362,null,57045,null,5761,null,440500,null,13342,null,32579,null,4554,null,30911,null,4058,null,11841,null,2792,null,0400000US04,Arizona,04
2656308,null,2395,null,2548505,null,5402,null,494531,null,3074,null,462460,null,3890,null,25475,null,2190,null,2012,null,836,null,2585,null,959,null,1999,null,1545,null,2053974,null,4011,null,2014942,null,5276,null,26861,null,3591,null,8060,null,1463,null,2596,null,925,null,1515,null,675,null,107803,null,4633,null,35188,null,3836,null,1832,null,892,null,677,null,329,null,1155,null,758,null,0,null,269,null,0,null,269,null,0,null,269,null,33356,null,3434,null,8697,null,1672,null,12731,null,2041,null,4913,null,1257,null,5728,null,1186,null,1287,null,1036,null,72615,null,4600,null,7479,null,1579,null,196,null,162,null,6489,null,1452,null,210,null,245,null,530,null,365,null,54,null,93,null,65136,null,4117,null,6206,null,1482,null,46962,null,3387,null,4781,null,1268,null,6521,null,1935,null,666,null,567,null,0400000US05,Arkansas,05
34063760,null,2634,null,24257037,null,44448,null,6146148,null,15896,null,3686796,null,23801,null,1993114,null,21477,null,146198,null,8447,null,283748,null,9744,null,36292,null,5029,null,18110889,null,42393,null,15030645,null,44186,null,2416362,null,28480,null,275617,null,10267,null,335731,null,10371,null,52534,null,4922,null,9806723,null,44992,null,4388056,null,32781,null,81751,null,5653,null,21678,null,2537,null,20650,null,3509,null,13712,null,2440,null,23063,null,2635,null,2648,null,1149,null,4306305,null,31941,null,550426,null,13098,null,1489665,null,19281,null,640106,null,17529,null,1508587,null,19162,null,117521,null,8409,null,5418667,null,45784,null,441892,null,15091,null,26241,null,3607,null,290671,null,11898,null,37251,null,3965,null,76768,null,5840,null,10961,null,2735,null,4976775,null,39905,null,330703,null,10951,null,3359936,null,36647,null,376811,null,15395,null,834806,null,20230,null,74519,null,6699,null,0400000US06,California,06
4583067,null,1635,null,4090398,null,14768,null,804410,null,4777,null,682383,null,6773,null,98946,null,5703,null,12099,null,2492,null,8457,null,1598,null,2525,null,994,null,3285988,null,13020,null,3049235,null,13448,null,178622,null,6777,null,37683,null,4314,null,12034,null,2201,null,8414,null,2058,null,492669,null,14816,null,157820,null,8003,null,8558,null,2155,null,3872,null,1019,null,2265,null,1160,null,924,null,486,null,618,null,443,null,879,null,916,null,149262,null,7265,null,39486,null,3182,null,39466,null,3895,null,32492,null,3739,null,29970,null,2893,null,7848,null,1908,null,334849,null,12166,null,37409,null,4109,null,1694,null,683,null,27315,null,3673,null,2716,null,992,null,3590,null,1125,null,2094,null,1151,null,297440,null,10796,null,29409,null,2994,null,202707,null,8833,null,25999,null,3132,null,29641,null,3660,null,9684,null,1917,null,0400000US08,Colorado,08
3290599,null,1400,null,2839439,null,12413,null,573006,null,2781,null,484624,null,5297,null,58768,null,3308,null,21314,null,2997,null,6445,null,1327,null,1855,null,972,null,2266433,null,11358,null,2034494,null,11112,null,148512,null,6477,null,74560,null,5439,null,5204,null,1149,null,3663,null,960,null,451160,null,12250,null,205027,null,7193,null,7616,null,1204,null,4505,null,975,null,869,null,536,null,1882,null,862,null,215,null,171,null,145,null,178,null,197411,null,7152,null,62956,null,4029,null,29010,null,3064,null,74855,null,5729,null,24082,null,2486,null,6508,null,1473,null,246133,null,10398,null,20012,null,2371,null,4889,null,1079,null,6181,null,1533,null,4517,null,1257,null,3339,null,1017,null,1086,null,952,null,226121,null,9621,null,46181,null,4002,null,74333,null,6536,null,72068,null,5651,null,27890,null,2637,null,5649,null,1566,null,0400000US09,Connecticut,09
813290,null,526,null,747030,null,4670,null,139654,null,1511,null,128388,null,2095,null,6884,null,1153,null,2571,null,873,null,1633,null,678,null,178,null,200,null,607376,null,4201,null,580897,null,4543,null,18398,null,2917,null,6161,null,1224,null,798,null,361,null,1122,null,605,null,66260,null,4639,null,25574,null,2696,null,1168,null,595,null,639,null,446,null,166,null,196,null,283,null,314,null,80,null,172,null,0,null,263,null,24406,null,2611,null,7209,null,1602,null,2928,null,777,null,7917,null,1691,null,5106,null,1122,null,1246,null,889,null,40686,null,3791,null,5502,null,1381,null,1030,null,652,null,2941,null,954,null,263,null,291,null,546,null,370,null,722,null,961,null,35184,null,3211,null,9106,null,2043,null,13496,null,2248,null,4399,null,1438,null,6325,null,1068,null,1858,null,823,null,0400000US10,Delaware,10
555473,null,193,null,478485,null,4635,null,72458,null,1042,null,66318,null,1777,null,3734,null,1131,null,1950,null,1092,null,344,null,239,null,112,null,180,null,406027,null,4258,null,381013,null,5088,null,13178,null,1802,null,8040,null,1485,null,2219,null,942,null,1577,null,1021,null,76988,null,4664,null,26821,null,2848,null,1223,null,642,null,657,null,489,null,434,null,382,null,74,null,120,null,0,null,296,null,58,null,94,null,25598,null,2645,null,9656,null,1546,null,6160,null,1357,null,3899,null,1126,null,2857,null,859,null,3026,null,1140,null,50167,null,4618,null,1930,null,969,null,882,null,735,null,367,null,307,null,383,null,479,null,298,null,244,null,0,null,296,null,48237,null,4297,null,16743,null,2923,null,14215,null,2527,null,8147,null,1902,null,3805,null,1063,null,5327,null,1477,null,0400000US11,District of Columbia,11
17188403,null,2806,null,13813262,null,32316,null,2672826,null,11574,null,2101194,null,13542,null,450588,null,9960,null,88624,null,6320,null,22738,null,2529,null,9682,null,2272,null,11140436,null,26881,null,9991186,null,24346,null,937570,null,18813,null,173516,null,9046,null,21137,null,2400,null,17027,null,2404,null,3375141,null,32171,null,1596418,null,25170,null,35592,null,3333,null,11778,null,1906,null,14192,null,2197,null,5091,null,1288,null,3741,null,1040,null,790,null,431,null,1560826,null,24249,null,371409,null,10658,null,784648,null,13735,null,261029,null,11402,null,107054,null,4799,null,36686,null,3902,null,1778723,null,33868,null,155031,null,9206,null,18983,null,2736,null,91782,null,6433,null,33436,null,4504,null,7328,null,1604,null,3502,null,1497,null,1623692,null,29140,null,246405,null,9158,null,971543,null,23143,null,303153,null,13665,null,76965,null,5438,null,25626,null,3628,null,0400000US12,Florida,12
8954056,null,3918,null,8053060,null,17204,null,1731610,null,6990,null,1561423,null,7551,null,121295,null,5164,null,23979,null,2596,null,18848,null,2079,null,6065,null,1573,null,6321450,null,14955,null,6117680,null,15696,null,132325,null,7903,null,48018,null,3652,null,15456,null,2374,null,7971,null,2142,null,900996,null,16312,null,313389,null,11566,null,15227,null,2107,null,5669,null,1368,null,2140,null,607,null,5045,null,1483,null,1392,null,637,null,981,null,656,null,298162,null,10878,null,83307,null,5637,null,56590,null,5060,null,71087,null,7459,null,62106,null,4807,null,25072,null,3734,null,587607,null,15187,null,63953,null,6005,null,7666,null,1785,null,34775,null,3998,null,10571,null,2314,null,6671,null,1760,null,4270,null,2502,null,523654,null,13061,null,63341,null,4893,null,294686,null,9641,null,74469,null,7200,null,66087,null,4932,null,25071,null,3667,null,0400000US13,Georgia,13
1202441,null,2211,null,975860,null,10411,null,184915,null,3860,null,160783,null,4722,null,4173,null,1338,null,2429,null,1054,null,17314,null,2574,null,216,null,207,null,790945,null,8425,null,698993,null,10604,null,15745,null,2392,null,6850,null,1356,null,67884,null,4696,null,1473,null,1014,null,226581,null,9593,null,121137,null,6815,null,2916,null,1057,null,1691,null,913,null,0,null,275,null,97,null,158,null,1128,null,518,null,0,null,275,null,118221,null,6446,null,21048,null,2327,null,4307,null,1165,null,4544,null,1338,null,87908,null,5339,null,414,null,329,null,105444,null,7389,null,11016,null,2578,null,1452,null,776,null,1271,null,1193,null,229,null,269,null,8064,null,2001,null,0,null,275,null,94428,null,6354,null,12883,null,1877,null,5938,null,1520,null,5129,null,1341,null,70223,null,5032,null,255,null,255,null,0400000US15,Hawaii,15
1402689,null,1725,null,1313789,null,6244,null,282854,null,2559,null,257409,null,3402,null,22726,null,2140,null,2138,null,989,null,474,null,332,null,107,null,134,null,1030935,null,5284,null,983507,null,5454,null,35194,null,2979,null,7941,null,1625,null,1741,null,615,null,2552,null,928,null,88900,null,5949,null,27961,null,3554,null,1712,null,733,null,395,null,361,null,405,null,274,null,768,null,589,null,123,null,126,null,21,null,38,null,26249,null,3263,null,9854,null,1981,null,8381,null,1531,null,4796,null,1281,null,3003,null,909,null,215,null,211,null,60939,null,4893,null,8043,null,1713,null,1414,null,638,null,3700,null,1257,null,1251,null,909,null,1252,null,805,null,426,null,338,null,52896,null,3977,null,8055,null,1468,null,33379,null,3267,null,5283,null,2002,null,5510,null,1571,null,669,null,534,null,0400000US16,Idaho,16
12007133,null,2073,null,10234752,null,23493,null,2175999,null,7357,null,1752536,null,12084,null,317800,null,8523,null,71408,null,6744,null,22581,null,2528,null,11674,null,2888,null,8058753,null,21386,null,7451373,null,22061,null,409712,null,12713,null,153229,null,7664,null,25535,null,2279,null,18904,null,3177,null,1772381,null,23407,null,788773,null,15177,null,25883,null,2435,null,9595,null,2137,null,3884,null,1123,null,8419,null,1482,null,2489,null,956,null,1496,null,902,null,762890,null,14928,null,102114,null,6699,null,225877,null,8000,null,264071,null,9475,null,132521,null,6824,null,38307,null,4789,null,983608,null,20542,null,84451,null,6753,null,7906,null,2179,null,50929,null,5109,null,15115,null,2422,null,8130,null,1568,null,2371,null,787,null,899157,null,17581,null,59286,null,4498,null,523796,null,12811,null,187896,null,10410,null,102423,null,7153,null,25756,null,3896,null,0400000US17,Illinois,17
5933181,null,2147,null,5680908,null,8614,null,1115785,null,3050,null,1039787,null,5751,null,45504,null,3467,null,25184,null,3858,null,4033,null,1080,null,1277,null,621,null,4565123,null,7994,null,4420133,null,8311,null,78917,null,5210,null,57016,null,3628,null,5287,null,1244,null,3770,null,980,null,252273,null,7913,null,89643,null,5706,null,6341,null,1230,null,3949,null,973,null,956,null,578,null,1133,null,589,null,303,null,228,null,0,null,265,null,83302,null,5557,null,23153,null,2591,null,21803,null,2669,null,19760,null,2732,null,14741,null,2145,null,3845,null,1180,null,162630,null,7343,null,18015,null,2306,null,1463,null,552,null,10588,null,1697,null,2267,null,908,null,3429,null,1048,null,268,null,247,null,144615,null,6229,null,17553,null,1902,null,80740,null,4585,null,19286,null,3108,null,23390,null,2100,null,3646,null,1354,null,0400000US18,Indiana,18
2803768,null,1898,null,2692818,null,5290,null,498236,null,2884,null,463064,null,3472,null,23275,null,2388,null,7982,null,1773,null,2597,null,702,null,1318,null,664,null,2194582,null,4297,null,2140728,null,4984,null,31235,null,2681,null,19310,null,2578,null,2049,null,630,null,1260,null,475,null,110950,null,5039,null,39957,null,3111,null,3393,null,817,null,1850,null,646,null,343,null,304,null,313,null,205,null,404,null,334,null,483,null,430,null,36564,null,3068,null,8818,null,1339,null,9566,null,1510,null,7512,null,1552,null,9125,null,1359,null,1543,null,754,null,70993,null,4939,null,9063,null,2041,null,986,null,625,null,3997,null,1084,null,1594,null,932,null,1251,null,558,null,1235,null,1569,null,61930,null,3764,null,7823,null,1377,null,28377,null,2473,null,10012,null,2214,null,12839,null,1582,null,2879,null,989,null,0400000US19,Iowa,19
2599846,null,1983,null,2437417,null,6237,null,484142,null,2742,null,436839,null,4292,null,38016,null,3411,null,3748,null,1107,null,3901,null,863,null,1638,null,1161,null,1953275,null,5498,null,1883492,null,6824,null,46514,null,3204,null,17340,null,2220,null,3972,null,1049,null,1957,null,743,null,162429,null,5640,null,59357,null,4376,null,2561,null,821,null,1600,null,564,null,220,null,254,null,180,null,172,null,246,null,263,null,315,null,517,null,56796,null,4129,null,12388,null,1620,null,18851,null,2858,null,9056,null,1872,null,13257,null,1639,null,3244,null,1495,null,103072,null,5078,null,10518,null,1699,null,985,null,468,null,7261,null,1451,null,965,null,504,null,1228,null,475,null,79,null,87,null,92554,null,4492,null,7770,null,1634,null,59800,null,3697,null,8862,null,1873,null,12883,null,1933,null,3239,null,1311,null,0400000US20,Kansas,20
3986609,null,2455,null,3869746,null,6359,null,713959,null,3780,null,687133,null,4028,null,16787,null,2422,null,6655,null,1765,null,2781,null,828,null,603,null,492,null,3155787,null,5779,null,3107893,null,6693,null,29519,null,2947,null,14423,null,2157,null,2909,null,865,null,1043,null,442,null,116863,null,6160,null,39833,null,3856,null,3896,null,1172,null,2232,null,847,null,610,null,384,null,978,null,548,null,76,null,99,null,0,null,271,null,35937,null,3307,null,8856,null,1582,null,6335,null,1323,null,10800,null,1797,null,7566,null,1529,null,2380,null,1026,null,77030,null,5440,null,8048,null,1813,null,1168,null,532,null,3563,null,1219,null,1652,null,791,null,1205,null,523,null,460,null,699,null,68982,null,4434,null,10636,null,1934,null,29179,null,2283,null,11147,null,2213,null,15263,null,2877,null,2757,null,1287,null,0400000US21,Kentucky,21
4102457,null,2195,null,3968527,null,7348,null,791253,null,2693,null,754667,null,3807,null,20356,null,2354,null,8902,null,1564,null,4252,null,1043,null,3076,null,1583,null,3177274,null,5998,null,2990864,null,7620,null,44936,null,3513,null,133630,null,5172,null,5970,null,1306,null,1874,null,654,null,133930,null,6840,null,60386,null,3979,null,1645,null,546,null,955,null,487,null,178,null,343,null,76,null,126,null,263,null,276,null,173,null,265,null,58741,null,3906,null,14401,null,2025,null,17249,null,2293,null,7752,null,1657,null,16836,null,2463,null,2503,null,1123,null,73544,null,6783,null,6070,null,1478,null,626,null,543,null,2792,null,990,null,738,null,395,null,1770,null,826,null,144,null,223,null,67474,null,6206,null,7902,null,1814,null,32485,null,3763,null,7822,null,1890,null,16485,null,2653,null,2780,null,1217,null,0400000US22,Louisiana,22
1245193,null,1143,null,1206501,null,2959,null,200220,null,1393,null,192358,null,1959,null,2420,null,823,null,4099,null,953,null,791,null,396,null,552,null,468,null,1006281,null,2744,null,946172,null,5004,null,7775,null,1523,null,49687,null,3404,null,609,null,283,null,2038,null,700,null,38692,null,3112,null,22167,null,2168,null,1274,null,473,null,943,null,400,null,138,null,192,null,172,null,190,null,0,null,228,null,21,null,20,null,20893,null,1985,null,10106,null,1541,null,916,null,497,null,6400,null,1303,null,2538,null,629,null,933,null,685,null,16525,null,2363,null,2004,null,888,null,757,null,576,null,0,null,228,null,436,null,505,null,295,null,195,null,516,null,402,null,14521,null,1859,null,5957,null,1181,null,380,null,247,null,3734,null,1038,null,2526,null,677,null,1924,null,851,null,0400000US23,Maine,23
5261641,null,1456,null,4570845,null,13125,null,923196,null,3688,null,822445,null,6169,null,52344,null,3232,null,24226,null,2955,null,15828,null,1953,null,8353,null,2046,null,3647649,null,11641,null,3486000,null,12803,null,73491,null,5071,null,57165,null,4284,null,19000,null,2688,null,11993,null,2413,null,690796,null,13028,null,321147,null,8987,null,12555,null,2113,null,6501,null,1586,null,1531,null,626,null,1934,null,854,null,1188,null,526,null,1401,null,787,null,308592,null,8369,null,77086,null,5058,null,44333,null,2826,null,76270,null,5257,null,78801,null,3826,null,32102,null,3512,null,369649,null,11357,null,33319,null,3305,null,7156,null,1586,null,9921,null,1846,null,7836,null,1826,null,4793,null,1202,null,3613,null,1182,null,336330,null,10364,null,68021,null,5516,null,112366,null,5419,null,67668,null,6508,null,54741,null,4290,null,33534,null,4008,null,0400000US24,Maryland,24
6116518,null,1081,null,5185490,null,18230,null,989770,null,5802,null,819593,null,8552,null,87501,null,4215,null,53358,null,4941,null,23647,null,2669,null,5671,null,1438,null,4195720,null,16882,null,3837500,null,17766,null,174720,null,6960,null,152585,null,6967,null,22604,null,3259,null,8311,null,1475,null,931028,null,18128,null,457456,null,12980,null,19024,null,3216,null,10374,null,2330,null,1447,null,849,null,4925,null,1600,null,1521,null,703,null,757,null,1017,null,438432,null,12682,null,97674,null,5410,null,62183,null,4264,null,174827,null,8499,null,82713,null,4098,null,21035,null,3330,null,473572,null,15870,null,38483,null,4522,null,4302,null,1518,null,10688,null,2280,null,13068,null,2967,null,7561,null,1955,null,2864,null,1183,null,435089,null,14618,null,62587,null,4957,null,110927,null,6973,null,160551,null,11241,null,74648,null,5963,null,26376,null,3974,null,0400000US25,Massachusetts,25
9379127,null,2110,null,8802017,null,14183,null,1720792,null,4706,null,1593181,null,8706,null,56535,null,4017,null,29043,null,3298,null,14817,null,1989,null,27216,null,4478,null,7081225,null,12504,null,6834197,null,15023,null,113189,null,5506,null,94343,null,4687,null,11305,null,1807,null,28191,null,2840,null,577110,null,14142,null,285651,null,9290,null,17328,null,2437,null,9553,null,1679,null,431,null,289,null,3665,null,1097,null,689,null,392,null,2990,null,1210,null,268323,null,8601,null,67411,null,3576,null,22251,null,3227,null,86121,null,4994,null,42246,null,3395,null,50294,null,4949,null,291459,null,10734,null,31364,null,3792,null,6113,null,1683,null,7490,null,1559,null,6947,null,1631,null,6016,null,1354,null,4798,null,1730,null,260095,null,9055,null,40871,null,3348,null,70901,null,5815,null,62160,null,4744,null,54339,null,3299,null,31824,null,5260,null,0400000US26,Michigan,26
4865059,null,1774,null,4529637,null,10287,null,858347,null,4164,null,770556,null,5296,null,41222,null,2897,null,13725,null,1872,null,23784,null,2324,null,9060,null,2061,null,3671290,null,8269,null,3553691,null,8929,null,51961,null,3352,null,40998,null,2663,null,13648,null,1597,null,10992,null,1814,null,335422,null,10254,null,149528,null,5370,null,12071,null,2088,null,6616,null,1258,null,346,null,204,null,1206,null,628,null,1509,null,657,null,2394,null,1164,null,137457,null,4739,null,35463,null,3249,null,14444,null,1968,null,22508,null,2857,null,46347,null,3165,null,18695,null,2094,null,185894,null,9351,null,24075,null,3134,null,4045,null,1160,null,8297,null,1733,null,2891,null,1251,null,4398,null,1414,null,4444,null,1404,null,161819,null,7753,null,24904,null,2773,null,56588,null,3513,null,23469,null,3773,null,32750,null,3133,null,24108,null,3248,null,0400000US27,Minnesota,27
