B22005H_001E,B22005H_001EA,B22005H_001M,B22005H_001MA,B22005H_002E,B22005H_002EA,B22005H_002M,B22005H_002MA,B22005H_003E,B22005H_003EA,B22005H_003M,B22005H_003MA,GEO_ID,NAME,state
1290295,null,7795,null,79431,null,4370,null,1210864,null,8732,null,0400000US01,Alabama,01
173451,null,2646,null,7611,null,1213,null,165840,null,2921,null,0400000US02,Alaska,02
1570216,null,10044,null,76437,null,5199,null,1493779,null,10725,null,0400000US04,Arizona,04
876771,null,6342,null,78865,null,4232,null,797906,null,6947,null,0400000US05,Arkansas,05
6445332,null,17483,null,173992,null,7130,null,6271340,null,18712,null,0400000US06,California,06
1460793,null,7895,null,46565,null,3577,null,1414228,null,7928,null,0400000US08,Colorado,08
1034975,null,5352,null,32379,null,2773,null,1002596,null,6103,null,0400000US09,Connecticut,09
237694,null,2847,null,11388,null,1520,null,226306,null,3137,null,0400000US10,Delaware,10
92434,null,2456,null,1046,null,572,null,91388,null,2389,null,0400000US11,District of Columbia,11
4728032,null,19024,null,190683,null,7309,null,4537349,null,20301,null,0400000US12,Florida,12
2160547,null,12488,null,112434,null,6021,null,2048113,null,13105,null,0400000US13,Georgia,13
138870,null,3239,null,5808,null,1289,null,133062,null,3261,null,0400000US15,Hawaii,15
507107,null,4198,null,34339,null,3149,null,472768,null,4718,null,0400000US16,Idaho,16
3376902,null,13016,null,173558,null,6554,null,3203344,null,13576,null,0400000US17,Illinois,17
2128129,null,9330,null,158916,null,6380,null,1969213,null,10901,null,0400000US18,Indiana,18
1125953,null,5955,null,87562,null,3951,null,1038391,null,6980,null,0400000US19,Iowa,19
936780,null,6399,null,52777,null,3379,null,884003,null,7030,null,0400000US20,Kansas,20
1504484,null,9479,null,190771,null,6269,null,1313713,null,10530,null,0400000US21,Kentucky,21
1073150,null,7164,null,107776,null,4902,null,965374,null,7588,null,0400000US22,Louisiana,22
522930,null,4854,null,69113,null,3895,null,453817,null,6195,null,0400000US23,Maine,23
1290150,null,7433,null,41429,null,3639,null,1248721,null,7795,null,0400000US24,Maryland,24
2036047,null,8543,null,106090,null,5416,null,1929957,null,9475,null,0400000US25,Massachusetts,25
3076676,null,11381,null,273078,null,6057,null,2803598,null,12080,null,0400000US26,Michigan,26
1866328,null,7503,null,74264,null,3651,null,1792064,null,7639,null,0400000US27,Minnesota,27
682208,null,6468,null,41578,null,3422,null,640630,null,7096,null,0400000US28,Mississippi,28
1969051,null,7861,null,178741,null,5596,null,1790310,null,8439,null,0400000US29,Missouri,29
345404,null,3424,null,22584,null,2302,null,322820,null,3701,null,0400000US30,Montana,30
620605,null,4005,null,31929,null,2624,null,588676,null,4361,null,0400000US31,Nebraska,31
618377,null,6752,null,21628,null,2385,null,596749,null,6873,null,0400000US32,Nevada,32
476450,null,4104,null,23276,null,2668,null,453174,null,4267,null,0400000US33,New Hampshire,33
2086652,null,8722,null,41036,null,3275,null,2045616,null,9167,null,0400000US34,New Jersey,34
370777,null,4764,null,20274,null,2167,null,350503,null,4933,null,0400000US35,New Mexico,35
4690166,null,14826,null,278966,null,8835,null,4411200,null,18339,null,0400000US36,New York,36
2557803,null,12592,null,150968,null,6498,null,2406835,null,13523,null,0400000US37,North Carolina,37
254071,null,2371,null,15074,null,1811,null,238997,null,3094,null,0400000US38,North Dakota,38
3787571,null,13188,null,286486,null,8404,null,3501085,null,14558,null,0400000US39,Ohio,39
1064728,null,6735,null,93339,null,4482,null,971389,null,7061,null,0400000US40,Oklahoma,40
1263369,null,7388,null,133434,null,6157,null,1129935,null,9414,null,0400000US41,Oregon,41
4113115,null,12146,null,262925,null,7153,null,3850190,null,13080,null,0400000US42,Pennsylvania,42
331586,null,3873,null,17924,null,1978,null,313662,null,4332,null,0400000US44,Rhode Island,44
1175904,null,8558,null,72591,null,4028,null,1103313,null,8996,null,0400000US45,South Carolina,45
290809,null,2963,null,17884,null,1913,null,272925,null,3485,null,0400000US46,South Dakota,46
1948425,null,9754,null,198750,null,6854,null,1749675,null,10360,null,0400000US47,Tennessee,47
4607425,null,15589,null,200651,null,7239,null,4406774,null,16182,null,0400000US48,Texas,48
734046,null,5059,null,36384,null,2908,null,697662,null,5635,null,0400000US49,Utah,49
241581,null,2506,null,20204,null,1825,null,221377,null,2695,null,0400000US50,Vermont,50
2105416,null,10235,null,99457,null,5268,null,2005959,null,10473,null,0400000US51,Virginia,51
2066488,null,8245,null,147833,null,5906,null,1918655,null,9154,null,0400000US53,Washington,53
709540,null,6272,null,87397,null,4116,null,622143,null,6524,null,0400000US54,West Virginia,54
1999881,null,7738,null,98699,null,4149,null,1901182,null,8099,null,0400000US55,Wisconsin,55
187778,null,2892,null,7242,null,1197,null,180536,null,2893,null,0400000US56,Wyoming,56
9378,null,1206,null,2137,null,694,null,7241,null,978,null,0400000US72,Puerto Rico,72
