C17009_001E,C17009_001EA,C17009_001M,C17009_001MA,C17009_002E,C17009_002EA,C17009_002M,C17009_002MA,C17009_003E,C17009_003EA,C17009_003M,C17009_003MA,C17009_004E,C17009_004EA,C17009_004M,C17009_004MA,C17009_005E,C17009_005EA,C17009_005M,C17009_005MA,C17009_006E,C17009_006EA,C17009_006M,C17009_006MA,C17009_007E,C17009_007EA,C17009_007M,C17009_007MA,C17009_008E,C17009_008EA,C17009_008M,C17009_008MA,C17009_009E,C17009_009EA,C17009_009M,C17009_009MA,GEO_ID,NAME,state
767995,null,12073,null,219345,null,6685,null,11273,null,1980,null,70903,null,4336,null,137169,null,5314,null,548650,null,11711,null,294721,null,9028,null,91173,null,5125,null,162756,null,6045,null,0400000US01,Alabama,01
138909,null,6233,null,23926,null,2767,null,2288,null,878,null,13079,null,2096,null,8559,null,1585,null,114983,null,5719,null,63245,null,4294,null,36836,null,3203,null,14902,null,1775,null,0400000US02,Alaska,02
1228405,null,20524,null,290429,null,10680,null,21921,null,3259,null,107142,null,7480,null,161366,null,8275,null,937976,null,17778,null,541308,null,14692,null,185507,null,7967,null,211161,null,6018,null,0400000US04,Arizona,04
479058,null,12603,null,146069,null,6890,null,8354,null,1734,null,47402,null,3991,null,90313,null,5342,null,332989,null,9657,null,175884,null,7058,null,60530,null,4626,null,96575,null,4052,null,0400000US05,Arkansas,05
6449457,null,45640,null,1483113,null,25168,null,79974,null,5516,null,529731,null,15653,null,873408,null,18784,null,4966344,null,39991,null,2751491,null,34860,null,1117411,null,20975,null,1097442,null,17364,null,0400000US06,California,06
1008394,null,18300,null,210069,null,9302,null,13872,null,2151,null,102252,null,6504,null,93945,null,5985,null,798325,null,15744,null,483122,null,13186,null,181789,null,7160,null,133414,null,4801,null,0400000US08,Colorado,08
609573,null,11151,null,121415,null,5981,null,4816,null,1114,null,41532,null,3565,null,75067,null,4665,null,488158,null,10377,null,267980,null,9360,null,99951,null,5557,null,120227,null,4776,null,0400000US09,Connecticut,09
153395,null,5882,null,32389,null,3100,null,1323,null,569,null,12475,null,2005,null,18591,null,2635,null,121006,null,4957,null,71912,null,4625,null,21124,null,1855,null,27970,null,2412,null,0400000US10,Delaware,10
206565,null,6860,null,41925,null,3633,null,2718,null,1343,null,15433,null,2359,null,23774,null,3673,null,164640,null,6350,null,114185,null,5005,null,30081,null,2943,null,20374,null,2250,null,0400000US11,District of Columbia,11
3582781,null,36707,null,843090,null,18862,null,42292,null,4292,null,286627,null,14245,null,514171,null,12865,null,2739691,null,31936,null,1498412,null,19809,null,503951,null,14498,null,737328,null,11869,null,0400000US12,Florida,12
