C17009_001E,C17009_001EA,C17009_001M,C17009_001MA,C17009_002E,C17009_002EA,C17009_002M,C17009_002MA,C17009_003E,C17009_003EA,C17009_003M,C17009_003MA,C17009_004E,C17009_004EA,C17009_004M,C17009_004MA,C17009_005E,C17009_005EA,C17009_005M,C17009_005MA,C17009_006E,C17009_006EA,C17009_006M,C17009_006MA,C17009_007E,C17009_007EA,C17009_007M,C17009_007MA,C17009_008E,C17009_008EA,C17009_008M,C17009_008MA,C17009_009E,C17009_009EA,C17009_009M,C17009_009MA,GEO_ID,NAME,state
1592795,null,27340,null,410354,null,14337,null,25241,null,3001,null,150962,null,9945,null,234151,null,11124,null,1182441,null,24526,null,746354,null,19188,null,215741,null,9631,null,220346,null,7482,null,0400000US13,Georgia,13
220354,null,9275,null,55157,null,5399,null,3152,null,1198,null,22114,null,3491,null,29891,null,3438,null,165197,null,7190,null,98236,null,6820,null,32136,null,3321,null,34825,null,2860,null,0400000US15,Hawaii,15
252768,null,9439,null,64990,null,4839,null,6113,null,1693,null,28422,null,2970,null,30455,null,3055,null,187778,null,7814,null,104172,null,6809,null,41816,null,3375,null,41790,null,2610,null,0400000US16,Idaho,16
2234142,null,26426,null,496235,null,13043,null,26705,null,3022,null,182034,null,7771,null,287496,null,9904,null,1737907,null,25473,null,1000899,null,19013,null,321186,null,9744,null,415822,null,9895,null,0400000US17,Illinois,17
1134137,null,17620,null,273890,null,9355,null,14368,null,2025,null,111616,null,6232,null,147906,null,5896,null,860247,null,14223,null,473798,null,11433,null,166025,null,5998,null,220424,null,7250,null,0400000US18,Indiana,18
585762,null,10337,null,151169,null,5583,null,9571,null,1491,null,76789,null,4523,null,64809,null,3899,null,434593,null,10866,null,236118,null,8400,null,88311,null,4335,null,110164,null,4152,null,0400000US19,Iowa,19
504380,null,10421,null,121313,null,6626,null,10226,null,1821,null,58070,null,4388,null,53017,null,4251,null,383067,null,9131,null,225087,null,8028,null,71032,null,4629,null,86948,null,3308,null,0400000US20,Kansas,20
741931,null,14646,null,229971,null,8628,null,13570,null,2042,null,72592,null,4945,null,143809,null,6673,null,511960,null,12608,null,272126,null,9735,null,94086,null,5522,null,145748,null,6206,null,0400000US21,Kentucky,21
731001,null,13874,null,216271,null,7932,null,18595,null,3263,null,67020,null,4215,null,130656,null,6856,null,514730,null,12638,null,305385,null,9929,null,86462,null,5387,null,122883,null,4860,null,0400000US22,Louisiana,22
287196,null,8102,null,71551,null,3741,null,2163,null,744,null,27892,null,2702,null,41496,null,2935,null,215645,null,6716,null,111883,null,5743,null,47971,null,3420,null,55791,null,3633,null,0400000US23,Maine,23
1003592,null,14699,null,185477,null,6756,null,11163,null,1751,null,65425,null,4264,null,108889,null,5498,null,818115,null,14554,null,508486,null,13496,null,146662,null,6663,null,162967,null,4870,null,0400000US24,Maryland,24
1305190,null,17219,null,280196,null,11392,null,9987,null,1863,null,98705,null,7211,null,171504,null,7903,null,1024994,null,15876,null,586378,null,13758,null,216823,null,7722,null,221793,null,5638,null,0400000US25,Massachusetts,25
1781110,null,20264,null,489206,null,12460,null,21724,null,2253,null,196358,null,8735,null,271124,null,7611,null,1291904,null,15468,null,645916,null,14026,null,258571,null,7222,null,387417,null,7060,null,0400000US26,Michigan,26
1039360,null,12634,null,227236,null,7584,null,16244,null,2369,null,106352,null,5285,null,104640,null,5061,null,812124,null,12349,null,464565,null,11175,null,178471,null,7249,null,169088,null,4235,null,0400000US27,Minnesota,27
455955,null,11879,null,149612,null,6928,null,9390,null,1780,null,40564,null,4122,null,99658,null,5172,null,306343,null,9524,null,171314,null,7074,null,50205,null,4164,null,84824,null,3956,null,0400000US28,Mississippi,28
1087849,null,16159,null,273193,null,7480,null,16581,null,2263,null,107048,null,4753,null,149564,null,6606,null,814656,null,14663,null,454543,null,12562,null,157906,null,5974,null,202207,null,6466,null,0400000US29,Missouri,29
204983,null,6527,null,54709,null,3886,null,4535,null,1032,null,24653,null,2922,null,25521,null,3120,null,150274,null,5217,null,79186,null,4142,null,36481,null,2862,null,34607,null,2387,null,0400000US30,Montana,30
336527,null,8572,null,80353,null,4937,null,6926,null,1472,null,35841,null,3726,null,37586,null,2907,null,256174,null,7748,null,152328,null,6550,null,46532,null,3799,null,57314,null,3233,null,0400000US31,Nebraska,31
525757,null,13268,null,105900,null,7352,null,4157,null,1278,null,40901,null,4775,null,60842,null,4648,null,419857,null,11240,null,262998,null,9968,null,81740,null,5725,null,75119,null,4643,null,0400000US32,Nevada,32
239039,null,8932,null,46554,null,4435,null,2406,null,962,null,17646,null,2546,null,26502,null,3444,null,192485,null,7430,null,113798,null,6561,null,40065,null,3399,null,38622,null,2935,null,0400000US33,New Hampshire,33
1375589,null,22499,null,261868,null,11202,null,14745,null,2857,null,68107,null,5665,null,179016,null,8031,null,1113721,null,19342,null,646842,null,14850,null,192604,null,7430,null,274275,null,8106,null,0400000US34,New Jersey,34
368421,null,9660,null,101259,null,5735,null,8048,null,1903,null,36805,null,3926,null,56406,null,3879,null,267162,null,7645,null,152588,null,6945,null,51936,null,3290,null,62638,null,3590,null,0400000US35,New Mexico,35
3693399,null,29420,null,882100,null,19351,null,42058,null,3887,null,269096,null,11250,null,570946,null,14074,null,2811299,null,26863,null,1623941,null,24966,null,520561,null,12415,null,666797,null,9799,null,0400000US36,New York,36
1634749,null,22206,null,423092,null,10217,null,28798,null,3815,null,159614,null,8001,null,234680,null,7955,null,1211657,null,19518,null,703700,null,14146,null,237336,null,8605,null,270621,null,7347,null,0400000US37,North Carolina,37
133229,null,3970,null,32220,null,2429,null,2889,null,814,null,15344,null,1965,null,13987,null,1548,null,101009,null,3831,null,55393,null,3468,null,22510,null,2136,null,23106,null,1576,null,0400000US38,North Dakota,38
2124631,null,20993,null,544237,null,12961,null,30529,null,3085,null,211835,null,9046,null,301873,null,9387,null,1580394,null,19047,null,857836,null,16622,null,290057,null,9422,null,432501,null,8088,null,0400000US39,Ohio,39
631597,null,13360,null,180124,null,8197,null,12190,null,1943,null,68765,null,4990,null,99169,null,5513,null,451473,null,9989,null,256261,null,8932,null,76100,null,4202,null,119112,null,4409,null,0400000US40,Oklahoma,40
812657,null,15991,null,202028,null,7485,null,10201,null,1532,null,91851,null,5107,null,99976,null,5373,null,610629,null,13542,null,317293,null,10200,null,139608,null,7081,null,153728,null,6342,null,0400000US41,Oregon,41
2311198,null,16948,null,563539,null,13150,null,29782,null,3193,null,197364,null,9406,null,336393,null,9631,null,1747659,null,15257,null,934095,null,11915,null,306519,null,8769,null,507045,null,8190,null,0400000US42,Pennsylvania,42
209725,null,9031,null,51941,null,5000,null,1656,null,608,null,15552,null,2590,null,34733,null,4086,null,157784,null,7347,null,86543,null,5534,null,33526,null,3247,null,37715,null,2687,null,0400000US44,Rhode Island,44
767650,null,13485,null,215857,null,9112,null,12641,null,2063,null,70964,null,5865,null,132252,null,5846,null,551793,null,11394,null,313667,null,9004,null,97069,null,6193,null,141057,null,5733,null,0400000US45,South Carolina,45
153856,null,5849,null,36430,null,3052,null,2339,null,749,null,18764,null,2834,null,15327,null,1680,null,117426,null,5071,null,68643,null,4149,null,21250,null,2200,null,27533,null,1811,null,0400000US46,South Dakota,46
1078246,null,17444,null,295981,null,9125,null,16609,null,2284,null,108629,null,6392,null,170743,null,6579,null,782265,null,16125,null,449026,null,11158,null,139165,null,6928,null,194074,null,6288,null,0400000US47,Tennessee,47
3639066,null,36456,null,919574,null,17859,null,64583,null,5630,null,345608,null,12346,null,509383,null,11684,null,2719492,null,30407,null,1732263,null,25409,null,468615,null,10367,null,518614,null,9303,null,0400000US48,Texas,48
374921,null,13429,null,98019,null,6970,null,5819,null,1581,null,53665,null,5114,null,38535,null,3721,null,276902,null,10730,null,167123,null,9681,null,57685,null,5175,null,52094,null,3287,null,0400000US49,Utah,49
133939,null,5292,null,33114,null,2860,null,1918,null,810,null,15443,null,2157,null,15753,null,1671,null,100825,null,4386,null,55065,null,3151,null,24307,null,2356,null,21453,null,1598,null,0400000US50,Vermont,50
1352872,null,19275,null,278817,null,10314,null,18228,null,2752,null,113819,null,6082,null,146770,null,7438,null,1074055,null,16257,null,670097,null,12383,null,179777,null,9288,null,224181,null,6278,null,0400000US51,Virginia,51
1363974,null,23861,null,304251,null,10003,null,12366,null,1849,null,131627,null,6330,null,160258,null,7032,null,1059723,null,21330,null,589636,null,15535,null,233493,null,9038,null,236594,null,7524,null,0400000US53,Washington,53
335897,null,8054,null,112837,null,5575,null,5444,null,1170,null,34706,null,3134,null,72687,null,4182,null,223060,null,5947,null,107950,null,4803,null,35301,null,2852,null,79809,null,3183,null,0400000US54,West Virginia,54
1087094,null,14096,null,248244,null,8127,null,15641,null,1964,null,119043,null,6416,null,113560,null,5642,null,838850,null,12839,null,470321,null,10677,null,166787,null,6632,null,201742,null,5667,null,0400000US55,Wisconsin,55
103477,null,4857,null,23307,null,2405,null,2938,null,822,null,10866,null,1791,null,9503,null,1508,null,80170,null,4262,null,49552,null,4184,null,14668,null,1868,null,15950,null,1755,null,0400000US56,Wyoming,56
448875,null,10168,null,255027,null,8745,null,11845,null,1581,null,47989,null,3923,null,195193,null,7726,null,193848,null,6724,null,113060,null,5555,null,25709,null,2920,null,55079,null,3692,null,0400000US72,Puerto Rico,72
