C17023_001E,C17023_001EA,C17023_001M,C17023_001MA,C17023_002E,C17023_002EA,C17023_002M,C17023_002MA,C17023_003E,C17023_003EA,C17023_003M,C17023_003MA,C17023_004E,C17023_004EA,C17023_004M,C17023_004MA,C17023_005E,C17023_005EA,C17023_005M,C17023_005MA,C17023_006E,C17023_006EA,C17023_006M,C17023_006MA,C17023_007E,C17023_007EA,C17023_007M,C17023_007MA,C17023_008E,C17023_008EA,C17023_008M,C17023_008MA,C17023_009E,C17023_009EA,C17023_009M,C17023_009MA,C17023_010E,C17023_010EA,C17023_010M,C17023_010MA,C17023_011E,C17023_011EA,C17023_011M,C17023_011MA,C17023_012E,C17023_012EA,C17023_012M,C17023_012MA,C17023_013E,C17023_013EA,C17023_013M,C17023_013MA,C17023_014E,C17023_014EA,C17023_014M,C17023_014MA,C17023_015E,C17023_015EA,C17023_015M,C17023_015MA,C17023_016E,C17023_016EA,C17023_016M,C17023_016MA,C17023_017E,C17023_017EA,C17023_017M,C17023_017MA,C17023_018E,C17023_018EA,C17023_018M,C17023_018MA,C17023_019E,C17023_019EA,C17023_019M,C17023_019MA,C17023_020E,C17023_020EA,C17023_020M,C17023_020MA,C17023_021E,C17023_021EA,C17023_021M,C17023_021MA,C17023_022E,C17023_022EA,C17023_022M,C17023_022MA,C17023_023E,C17023_023EA,C17023_023M,C17023_023MA,GEO_ID,NAME,state
1648431,null,15271,null,157570,null,6279,null,50998,null,3722,null,21026,null,2086,null,29972,null,3008,null,106572,null,4908,null,16722,null,2255,null,3451,null,1068,null,13271,null,2226,null,89850,null,4692,null,16721,null,1892,null,73129,null,4237,null,1490861,null,14219,null,1199485,null,13567,null,708841,null,10176,null,490644,null,9645,null,291376,null,8021,null,89833,null,4380,null,43157,null,3254,null,46676,null,3430,null,201543,null,6882,null,85810,null,4451,null,115733,null,5153,null,0400000US18,Indiana,18
791790,null,7894,null,57737,null,4022,null,20071,null,1612,null,8882,null,1104,null,11189,null,1305,null,37666,null,3275,null,5428,null,1212,null,1188,null,442,null,4240,null,1131,null,32238,null,3082,null,3387,null,885,null,28851,null,3084,null,734053,null,8212,null,614913,null,8211,null,372299,null,5516,null,242614,null,6157,null,119140,null,4429,null,43357,null,2962,null,19332,null,2146,null,24025,null,2209,null,75783,null,3275,null,31947,null,1913,null,43836,null,2813,null,0400000US19,Iowa,19
736264,null,8496,null,56736,null,3445,null,20713,null,1941,null,8215,null,1237,null,12498,null,1627,null,36023,null,2973,null,5500,null,1373,null,1141,null,566,null,4359,null,1198,null,30523,null,2742,null,4270,null,1017,null,26253,null,2380,null,679528,null,8567,null,556442,null,7977,null,325335,null,5567,null,231107,null,5651,null,123086,null,5220,null,38083,null,3098,null,18370,null,1981,null,19713,null,2503,null,85003,null,4031,null,33795,null,2471,null,51208,null,3462,null,0400000US20,Kansas,20
1125630,null,12346,null,147398,null,6613,null,58911,null,4418,null,27766,null,2793,null,31145,null,3590,null,88487,null,5142,null,15352,null,2238,null,3672,null,935,null,11680,null,1973,null,73135,null,4281,null,16837,null,1982,null,56298,null,4077,null,978232,null,11613,null,789765,null,12075,null,483581,null,8572,null,306184,null,7283,null,188467,null,7180,null,57531,null,3607,null,28507,null,2581,null,29024,null,2622,null,130936,null,6263,null,68355,null,3831,null,62581,null,4402,null,0400000US21,Kentucky,21
1094141,null,10371,null,146380,null,6476,null,40293,null,3476,null,21979,null,2731,null,18314,null,2185,null,106087,null,5074,null,12986,null,2149,null,5835,null,1372,null,7151,null,1733,null,93101,null,5144,null,23031,null,2544,null,70070,null,4972,null,947761,null,11039,null,718832,null,9344,null,430911,null,7366,null,287921,null,7067,null,228929,null,6748,null,61456,null,4409,null,30853,null,2828,null,30603,null,3332,null,167473,null,6071,null,87777,null,4509,null,79696,null,4149,null,0400000US22,Louisiana,22
343822,null,6405,null,29416,null,2739,null,9110,null,1415,null,4597,null,954,null,4513,null,954,null,20306,null,2676,null,3216,null,886,null,655,null,372,null,2561,null,816,null,17090,null,2463,null,2574,null,789,null,14516,null,2161,null,314406,null,6052,null,262020,null,5387,null,168457,null,4420,null,93563,null,4112,null,52386,null,3228,null,18563,null,1898,null,8444,null,1278,null,10119,null,1635,null,33823,null,2409,null,14548,null,1672,null,19275,null,2039,null,0400000US23,Maine,23
1395778,null,10754,null,74687,null,4060,null,20748,null,2609,null,9996,null,1774,null,10752,null,1865,null,53939,null,3967,null,8013,null,1488,null,2570,null,829,null,5443,null,1293,null,45926,null,3831,null,10726,null,1742,null,35200,null,3393,null,1321091,null,11173,null,986372,null,11805,null,551223,null,8498,null,435149,null,7187,null,334719,null,8643,null,85006,null,4693,null,46892,null,3556,null,38114,null,3267,null,249713,null,7773,null,121077,null,4965,null,128636,null,5492,null,0400000US24,Maryland,24
1568641,null,11431,null,111502,null,6166,null,34605,null,2973,null,18210,null,2342,null,16395,null,1886,null,76897,null,5036,null,10089,null,1922,null,3211,null,988,null,6878,null,1557,null,66808,null,4550,null,10417,null,1655,null,56391,null,3907,null,1457139,null,11859,null,1133668,null,11977,null,640834,null,9246,null,492834,null,9533,null,323471,null,9439,null,88996,null,5292,null,50415,null,3791,null,38581,null,3135,null,234475,null,8319,null,114555,null,5331,null,119920,null,5931,null,0400000US25,Massachusetts,25
2525388,null,15908,null,264514,null,7290,null,83535,null,3916,null,35318,null,2015,null,48217,null,3152,null,180979,null,6669,null,26852,null,2205,null,8566,null,1486,null,18286,null,1837,null,154127,null,6564,null,31801,null,2585,null,122326,null,5609,null,2260874,null,15759,null,1804882,null,14686,null,1068006,null,9863,null,736876,null,9773,null,455992,null,9027,null,128186,null,4863,null,68463,null,3106,null,59723,null,3427,null,327806,null,8267,null,160849,null,5440,null,166957,null,6376,null,0400000US26,Michigan,26
1342724,null,10410,null,82834,null,3898,null,27309,null,1965,null,11806,null,1228,null,15503,null,1722,null,55525,null,3302,null,7155,null,1288,null,1817,null,529,null,5338,null,1087,null,48370,null,3128,null,6430,null,1309,null,41940,null,2803,null,1259890,null,10507,null,1045690,null,10997,null,592142,null,8489,null,453548,null,7023,null,214200,null,6157,null,73708,null,3760,null,30544,null,2396,null,43164,null,3089,null,140492,null,4728,null,58816,null,2841,null,81676,null,4216,null,0400000US27,Minnesota,27
755248,null,9226,null,128296,null,7118,null,35259,null,3729,null,16162,null,2012,null,19097,null,2759,null,93037,null,6003,null,12650,null,2690,null,5224,null,1483,null,7426,null,2094,null,80387,null,5000,null,20974,null,2373,null,59413,null,4457,null,626952,null,9376,null,474410,null,9188,null,288562,null,6729,null,185848,null,6305,null,152542,null,5968,null,39686,null,3078,null,22305,null,2562,null,17381,null,2344,null,112856,null,4922,null,58849,null,3233,null,54007,null,4004,null,0400000US28,Mississippi,28
1529540,null,12558,null,148339,null,5579,null,48619,null,2793,null,20820,null,1884,null,27799,null,2412,null,99720,null,4867,null,14920,null,2128,null,2580,null,816,null,12340,null,1961,null,84800,null,4518,null,15627,null,1797,null,69173,null,4300,null,1381201,null,13057,null,1111714,null,12865,null,661975,null,8847,null,449739,null,8394,null,269487,null,7808,null,84752,null,4355,null,42527,null,3364,null,42225,null,3076,null,184735,null,6261,null,89175,null,3871,null,95560,null,5187,null,0400000US29,Missouri,29
237574,null,4616,null,23162,null,2316,null,10295,null,1479,null,4399,null,952,null,5896,null,1008,null,12867,null,1856,null,2166,null,924,null,323,null,196,null,1843,null,864,null,10701,null,1497,null,1576,null,497,null,9125,null,1456,null,214412,null,4625,null,182056,null,4652,null,117646,null,3981,null,64410,null,3136,null,32356,null,2609,null,10980,null,1398,null,4611,null,1034,null,6369,null,1143,null,21376,null,2094,null,9387,null,1399,null,11989,null,1526,null,0400000US30,Montana,30
457459,null,6358,null,30955,null,2464,null,11643,null,1400,null,4605,null,735,null,7038,null,1076,null,19312,null,1899,null,2710,null,706,null,971,null,538,null,1739,null,601,null,16602,null,1791,null,2914,null,799,null,13688,null,1808,null,426504,null,6292,null,353421,null,5734,null,206357,null,4350,null,147064,null,3873,null,73083,null,4499,null,26394,null,2729,null,11838,null,1870,null,14556,null,2166,null,46689,null,3100,null,20225,null,2253,null,26464,null,2092,null,0400000US31,Nebraska,31
615019,null,7728,null,48547,null,3928,null,20439,null,2719,null,7036,null,1410,null,13403,null,2232,null,28108,null,3208,null,4681,null,1146,null,1345,null,672,null,3336,null,964,null,23427,null,3083,null,3908,null,1053,null,19519,null,2863,null,566472,null,7970,null,429273,null,8352,null,242425,null,6280,null,186848,null,5922,null,137199,null,6227,null,49091,null,4145,null,22897,null,2818,null,26194,null,2597,null,88108,null,3917,null,40384,null,2816,null,47724,null,3202,null,0400000US32,Nevada,32
345324,null,5671,null,17212,null,2229,null,4558,null,1061,null,2962,null,819,null,1596,null,523,null,12654,null,1850,null,2007,null,632,null,758,null,538,null,1249,null,492,null,10647,null,1709,null,1729,null,732,null,8918,null,1491,null,328112,null,5497,null,271546,null,5342,null,157063,null,4344,null,114483,null,4414,null,56566,null,2951,null,19324,null,2447,null,8747,null,1679,null,10577,null,1634,null,37242,null,2442,null,17454,null,1873,null,19788,null,1921,null,0400000US33,New Hampshire,33
2168377,null,15461,null,135251,null,5517,null,44341,null,3637,null,16574,null,2317,null,27767,null,2816,null,90910,null,4546,null,12190,null,2192,null,4690,null,1339,null,7500,null,1495,null,78720,null,4164,null,14906,null,2177,null,63814,null,3887,null,2033126,null,15957,null,1580494,null,14085,null,852536,null,10968,null,727958,null,9720,null,452632,null,10096,null,131946,null,6396,null,81279,null,5300,null,50667,null,4025,null,320686,null,8803,null,168780,null,5957,null,151906,null,5708,null,0400000US34,New Jersey,34
482159,null,7286,null,60528,null,4187,null,23221,null,2555,null,10752,null,1423,null,12469,null,2185,null,37307,null,3556,null,6814,null,1510,null,2423,null,705,null,4391,null,1369,null,30493,null,3117,null,5534,null,1292,null,24959,null,2779,null,421631,null,7185,null,317021,null,6219,null,195526,null,4587,null,121495,null,5035,null,104610,null,5389,null,33968,null,3030,null,16934,null,1742,null,17034,null,2511,null,70642,null,4336,null,34388,null,3124,null,36254,null,3046,null,0400000US35,New Mexico,35
4582314,null,18991,null,471968,null,10027,null,161157,null,6970,null,65364,null,3932,null,95793,null,5217,null,310811,null,8915,null,41348,null,3919,null,15393,null,2326,null,25955,null,3007,null,269463,null,7665,null,60125,null,4075,null,209338,null,6764,null,4110346,null,18220,null,3052136,null,20364,null,1756807,null,15274,null,1295329,null,15988,null,1058210,null,15521,null,292619,null,8703,null,176070,null,6950,null,116549,null,5450,null,765591,null,12029,null,413729,null,9526,null,351862,null,9636,null,0400000US36,New York,36
2397731,null,16444,null,260167,null,10140,null,86882,null,5497,null,38881,null,3006,null,48001,null,4134,null,173285,null,8090,null,26838,null,3211,null,10096,null,1537,null,16742,null,2526,null,146447,null,6796,null,30748,null,3133,null,115699,null,6058,null,2137564,null,16749,null,1690172,null,15825,null,1008003,null,12020,null,682169,null,12016,null,447392,null,9602,null,127886,null,5934,null,66263,null,4539,null,61623,null,4537,null,319506,null,7685,null,152242,null,5747,null,167264,null,6360,null,0400000US37,North Carolina,37
170921,null,3624,null,13497,null,1627,null,4925,null,854,null,2715,null,548,null,2210,null,691,null,8572,null,1376,null,1009,null,466,null,394,null,258,null,615,null,368,null,7563,null,1204,null,826,null,427,null,6737,null,1181,null,157424,null,3706,null,135641,null,3643,null,81082,null,2831,null,54559,null,2553,null,21783,null,1972,null,7546,null,1240,null,3771,null,918,null,3775,null,799,null,14237,null,1528,null,6114,null,865,null,8123,null,1297,null,0400000US38,North Dakota,38
2936172,null,14572,null,288964,null,7469,null,79544,null,4341,null,36325,null,2624,null,43219,null,3102,null,209420,null,7085,null,29981,null,2998,null,8677,null,1479,null,21304,null,2520,null,179439,null,6790,null,31318,null,2645,null,148121,null,6424,null,2647208,null,13427,null,2098619,null,14811,null,1272291,null,11179,null,826328,null,11887,null,548589,null,9232,null,160003,null,5740,null,79410,null,3976,null,80593,null,4328,null,388586,null,8374,null,191980,null,5708,null,196606,null,6701,null,0400000US39,Ohio,39
936539,null,8665,null,110167,null,5395,null,42442,null,2853,null,17445,null,1960,null,24997,null,2151,null,67725,null,4333,null,10998,null,1870,null,2942,null,815,null,8056,null,1752,null,56727,null,3945,null,10572,null,1261,null,46155,null,3606,null,826372,null,8259,null,665065,null,8477,null,403156,null,5888,null,261909,null,7122,null,161307,null,5883,null,52638,null,3212,null,26809,null,2342,null,25829,null,2318,null,108669,null,4759,null,54560,null,3154,null,54109,null,3091,null,0400000US40,Oklahoma,40
939487,null,9653,null,90253,null,4869,null,34790,null,3188,null,14507,null,1886,null,20283,null,2753,null,55463,null,3997,null,10785,null,1829,null,3143,null,964,null,7642,null,1642,null,44678,null,3602,null,8381,null,1589,null,36297,null,3475,null,849234,null,9418,null,696962,null,10139,null,425519,null,7562,null,271443,null,7446,null,152272,null,5561,null,49713,null,3775,null,22784,null,2517,null,26929,null,2730,null,102559,null,4311,null,49020,null,3332,null,53539,null,3005,null,0400000US41,Oregon,41
3205114,null,13915,null,271201,null,7863,null,84793,null,4484,null,40508,null,2865,null,44285,null,3186,null,186408,null,7935,null,25605,null,2838,null,7019,null,1427,null,18586,null,2435,null,160803,null,7339,null,30583,null,2481,null,130220,null,6666,null,2933913,null,13557,null,2315418,null,11619,null,1414053,null,12242,null,901365,null,10661,null,618495,null,11495,null,190817,null,6733,null,102078,null,5086,null,88739,null,5275,null,427678,null,9332,null,220616,null,6426,null,207062,null,6491,null,0400000US42,Pennsylvania,42
247759,null,5390,null,19070,null,1923,null,5219,null,1052,null,2865,null,798,null,2354,null,782,null,13851,null,1816,null,2002,null,650,null,450,null,267,null,1552,null,635,null,11849,null,1702,null,1268,null,463,null,10581,null,1640,null,228689,null,5435,null,175504,null,5157,null,102883,null,4063,null,72621,null,3606,null,53185,null,3315,null,15761,null,1980,null,8686,null,1453,null,7075,null,1388,null,37424,null,2933,null,17934,null,1704,null,19490,null,2368,null,0400000US44,Rhode Island,44
1142172,null,10246,null,132261,null,6882,null,38104,null,3328,null,18994,null,1984,null,19110,null,2320,null,94157,null,6082,null,10488,null,2025,null,3941,null,1091,null,6547,null,1674,null,83669,null,5268,null,22487,null,2563,null,61182,null,4717,null,1009911,null,10381,null,783987,null,10805,null,487330,null,7520,null,296657,null,8068,null,225924,null,6784,null,61627,null,4084,null,35289,null,2978,null,26338,null,2745,null,164297,null,6211,null,82418,null,4161,null,81879,null,4325,null,0400000US45,South Carolina,45
206239,null,4077,null,16929,null,1870,null,5377,null,837,null,2726,null,556,null,2651,null,717,null,11552,null,1702,null,1447,null,588,null,206,null,186,null,1241,null,537,null,10105,null,1485,null,1502,null,531,null,8603,null,1397,null,189310,null,3894,null,159153,null,3694,null,96200,null,3152,null,62953,null,3062,null,30157,null,2552,null,9854,null,1653,null,3951,null,896,null,5903,null,1367,null,20303,null,1751,null,8379,null,1219,null,11924,null,1379,null,0400000US46,South Dakota,46
1623272,null,13245,null,187492,null,7909,null,66395,null,4348,null,30708,null,2513,null,35687,null,3649,null,121097,null,6228,null,18548,null,2469,null,5493,null,1429,null,13055,null,1933,null,102549,null,5712,null,22544,null,2541,null,80005,null,5405,null,1435780,null,13445,null,1142725,null,14301,null,699645,null,10309,null,443080,null,10062,null,293055,null,7952,null,81015,null,4644,null,41691,null,3046,null,39324,null,3346,null,212040,null,6600,null,109719,null,4889,null,102321,null,5586,null,0400000US47,Tennessee,47
5868201,null,25101,null,725968,null,12785,null,300238,null,9790,null,100060,null,5253,null,200178,null,8515,null,425730,null,11223,null,61724,null,4570,null,20152,null,2381,null,41572,null,3779,null,364006,null,10435,null,73742,null,5235,null,290264,null,10323,null,5142233,null,25378,null,3996226,null,25346,null,2138565,null,18762,null,1857661,null,20964,null,1146007,null,16174,null,351193,null,10117,null,193880,null,7664,null,157313,null,7203,null,794814,null,13727,null,377656,null,9608,null,417158,null,11654,null,0400000US48,Texas,48
632317,null,7233,null,41653,null,2628,null,21298,null,2080,null,5998,null,1175,null,15300,null,1812,null,20355,null,2327,null,3181,null,872,null,961,null,537,null,2220,null,742,null,17174,null,2222,null,2281,null,733,null,14893,null,2163,null,590664,null,7375,null,495718,null,7494,null,242192,null,4795,null,253526,null,6308,null,94946,null,4997,null,33412,null,3467,null,17745,null,2643,null,15667,null,2297,null,61534,null,3466,null,29364,null,2456,null,32170,null,2688,null,0400000US49,Utah,49
160454,null,3355,null,10400,null,1535,null,2865,null,550,null,1664,null,451,null,1201,null,380,null,7535,null,1396,null,1493,null,541,null,134,null,109,null,1359,null,521,null,6042,null,1335,null,746,null,445,null,5296,null,1270,null,150054,null,3429,null,123564,null,3608,null,77407,null,2784,null,46157,null,2550,null,26490,null,2565,null,8454,null,1408,null,3571,null,803,null,4883,null,1145,null,18036,null,2034,null,6566,null,1198,null,11470,null,1454,null,0400000US50,Vermont,50
1999409,null,13933,null,146846,null,6970,null,48824,null,3603,null,20773,null,2536,null,28051,null,2942,null,98022,null,5620,null,13367,null,1958,null,4807,null,1322,null,8560,null,1575,null,84655,null,5180,null,17047,null,2100,null,67608,null,4570,null,1852563,null,14639,null,1469800,null,13850,null,843530,null,11946,null,626270,null,9337,null,382763,null,8575,null,106698,null,5413,null,58463,null,4235,null,48235,null,4147,null,276065,null,7213,null,133044,null,4925,null,143021,null,5782,null,0400000US51,Virginia,51
1636755,null,14806,null,126158,null,6015,null,49349,null,3289,null,19396,null,1872,null,29953,null,2588,null,76809,null,4747,null,11882,null,1892,null,3021,null,966,null,8861,null,1512,null,64927,null,4398,null,9135,null,1477,null,55792,null,4157,null,1510597,null,14883,null,1221381,null,14023,null,704737,null,10616,null,516644,null,9898,null,289216,null,8034,null,99550,null,5847,null,43664,null,3484,null,55886,null,4535,null,189666,null,6634,null,82677,null,4125,null,106989,null,5133,null,0400000US53,Washington,53
491152,null,6977,null,60760,null,3894,null,25784,null,2576,null,12075,null,1831,null,13709,null,1984,null,34976,null,3094,null,7361,null,1693,null,1523,null,618,null,5838,null,1546,null,27615,null,2955,null,5768,null,1281,null,21847,null,2613,null,430392,null,6874,null,351755,null,6390,null,233974,null,5710,null,117781,null,4372,null,78637,null,4738,null,24849,null,2506,null,14181,null,1856,null,10668,null,1713,null,53788,null,3412,null,30537,null,2716,null,23251,null,2134,null,0400000US54,West Virginia,54
1467796,null,10918,null,98264,null,4593,null,30752,null,2015,null,13923,null,1154,null,16829,null,1748,null,67512,null,4387,null,10273,null,1730,null,2428,null,741,null,7845,null,1634,null,57239,null,3674,null,8596,null,1265,null,48643,null,3267,null,1369532,null,10365,null,1119382,null,9738,null,666258,null,8279,null,453124,null,6575,null,250150,null,6626,null,81239,null,4501,null,38361,null,2947,null,42878,null,2959,null,168911,null,5163,null,72037,null,3241,null,96874,null,4170,null,0400000US55,Wisconsin,55
135678,null,3475,null,7744,null,1372,null,2581,null,774,null,1150,null,474,null,1431,null,599,null,5163,null,1228,null,749,null,554,null,45,null,73,null,704,null,546,null,4414,null,1051,null,433,null,324,null,3981,null,962,null,127934,null,3578,null,106809,null,3725,null,65478,null,2924,null,41331,null,2636,null,21125,null,2277,null,7731,null,1260,null,2951,null,756,null,4780,null,1018,null,13394,null,1936,null,5275,null,1084,null,8119,null,1550,null,0400000US56,Wyoming,56
