B10051H_001E,B10051H_001EA,B10051H_001M,B10051H_001MA,B10051H_002E,B10051H_002EA,B10051H_002M,B10051H_002MA,B10051H_003E,B10051H_003EA,B10051H_003M,B10051H_003MA,B10051H_004E,B10051H_004EA,B10051H_004M,B10051H_004MA,B10051H_005E,B10051H_005EA,B10051H_005M,B10051H_005MA,B10051H_006E,B10051H_006EA,B10051H_006M,B10051H_006MA,B10051H_007E,B10051H_007EA,B10051H_007M,B10051H_007MA,GEO_ID,NAME,state
57447,null,4847,null,31045,null,3637,null,19562,null,2750,null,11483,null,2231,null,26402,null,2905,null,14523,null,2190,null,11879,null,1756,null,0400000US01,Alabama,01
5054,null,1529,null,2078,null,779,null,1293,null,659,null,785,null,362,null,2976,null,1103,null,2034,null,981,null,942,null,492,null,0400000US02,Alaska,02
56420,null,4869,null,24977,null,3271,null,15966,null,2577,null,9011,null,1566,null,31443,null,3384,null,15625,null,2588,null,15818,null,2660,null,0400000US04,Arizona,04
46601,null,4070,null,27105,null,3071,null,18668,null,2352,null,8437,null,1681,null,19496,null,2783,null,11919,null,2495,null,7577,null,1406,null,0400000US05,Arkansas,05
234802,null,10080,null,91847,null,6192,null,50747,null,4682,null,41100,null,3258,null,142955,null,6678,null,55402,null,3998,null,87553,null,5291,null,0400000US06,California,06
50301,null,5217,null,22034,null,3046,null,14398,null,2122,null,7636,null,1799,null,28267,null,3623,null,12783,null,2678,null,15484,null,2649,null,0400000US08,Colorado,08
32344,null,3801,null,9726,null,1909,null,6241,null,1589,null,3485,null,868,null,22618,null,3043,null,7487,null,1704,null,15131,null,2339,null,0400000US09,Connecticut,09
11175,null,2257,null,3979,null,1380,null,2795,null,1155,null,1184,null,531,null,7196,null,1714,null,3602,null,1170,null,3594,null,1212,null,0400000US10,Delaware,10
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US11,District of Columbia,11
171315,null,9749,null,76136,null,6098,null,49153,null,4874,null,26983,null,3202,null,95179,null,6680,null,40577,null,3800,null,54602,null,4559,null,0400000US12,Florida,12
111761,null,6789,null,53809,null,4424,null,35415,null,3452,null,18394,null,2438,null,57952,null,4609,null,28157,null,3291,null,29795,null,3183,null,0400000US13,Georgia,13
5582,null,1310,null,1651,null,620,null,851,null,434,null,800,null,418,null,3931,null,1014,null,1867,null,806,null,2064,null,641,null,0400000US15,Hawaii,15
20270,null,2892,null,10793,null,2466,null,6289,null,1682,null,4504,null,1255,null,9477,null,1570,null,4383,null,1098,null,5094,null,1113,null,0400000US16,Idaho,16
108857,null,5051,null,43202,null,3894,null,30228,null,3265,null,12974,null,1929,null,65655,null,4276,null,29294,null,2720,null,36361,null,3248,null,0400000US17,Illinois,17
84364,null,6171,null,47757,null,3989,null,32555,null,2939,null,15202,null,2215,null,36607,null,4085,null,21459,null,2946,null,15148,null,2205,null,0400000US18,Indiana,18
27848,null,2444,null,13698,null,1683,null,9720,null,1439,null,3978,null,948,null,14150,null,1813,null,8338,null,1634,null,5812,null,1228,null,0400000US19,Iowa,19
28187,null,2840,null,14754,null,1915,null,10029,null,1586,null,4725,null,868,null,13433,null,1823,null,7896,null,1529,null,5537,null,1118,null,0400000US20,Kansas,20
75620,null,5357,null,43382,null,3895,null,30598,null,3600,null,12784,null,1447,null,32238,null,3296,null,18639,null,2687,null,13599,null,1794,null,0400000US21,Kentucky,21
58844,null,5430,null,33968,null,3817,null,23607,null,3322,null,10361,null,1668,null,24876,null,3230,null,9796,null,2169,null,15080,null,2553,null,0400000US22,Louisiana,22
18760,null,2525,null,7775,null,1850,null,5715,null,1556,null,2060,null,778,null,10985,null,1817,null,5797,null,1417,null,5188,null,1171,null,0400000US23,Maine,23
51102,null,4314,null,20996,null,2876,null,14814,null,2438,null,6182,null,1552,null,30106,null,2994,null,12907,null,2302,null,17199,null,2139,null,0400000US24,Maryland,24
69328,null,4717,null,20059,null,2518,null,11864,null,1945,null,8195,null,1536,null,49269,null,3561,null,16369,null,2216,null,32900,null,2907,null,0400000US25,Massachusetts,25
113378,null,5097,null,48843,null,3971,null,33229,null,3455,null,15614,null,1968,null,64535,null,3996,null,32609,null,2886,null,31926,null,2748,null,0400000US26,Michigan,26
37523,null,3234,null,13712,null,1454,null,9600,null,1392,null,4112,null,831,null,23811,null,2830,null,12524,null,2137,null,11287,null,1664,null,0400000US27,Minnesota,27
37642,null,4087,null,21658,null,2952,null,14605,null,2499,null,7053,null,1550,null,15984,null,2682,null,8492,null,1739,null,7492,null,1730,null,0400000US28,Mississippi,28
72798,null,4857,null,36162,null,3326,null,24239,null,2646,null,11923,null,1705,null,36636,null,3527,null,22037,null,3100,null,14599,null,1623,null,0400000US29,Missouri,29
9526,null,2079,null,4870,null,1399,null,2774,null,1115,null,2096,null,716,null,4656,null,1411,null,2307,null,1034,null,2349,null,918,null,0400000US30,Montana,30
14792,null,2105,null,6391,null,1504,null,4623,null,1324,null,1768,null,592,null,8401,null,1558,null,5107,null,1314,null,3294,null,861,null,0400000US31,Nebraska,31
25993,null,3234,null,10811,null,1996,null,6848,null,1674,null,3963,null,1006,null,15182,null,2450,null,5365,null,1688,null,9817,null,1641,null,0400000US32,Nevada,32
16645,null,2376,null,4203,null,1130,null,3354,null,1104,null,849,null,354,null,12442,null,1943,null,4969,null,1297,null,7473,null,1611,null,0400000US33,New Hampshire,33
77094,null,4923,null,20959,null,2900,null,11938,null,2140,null,9021,null,1678,null,56135,null,4406,null,17204,null,2612,null,38931,null,3195,null,0400000US34,New Jersey,34
11461,null,1868,null,6516,null,1401,null,4118,null,1265,null,2398,null,851,null,4945,null,1145,null,2463,null,922,null,2482,null,834,null,0400000US35,New Mexico,35
