C08007_001E,C08007_001EA,C08007_001M,C08007_001MA,C08007_002E,C08007_002EA,C08007_002M,C08007_002MA,C08007_003E,C08007_003EA,C08007_003M,C08007_003MA,C08007_004E,C08007_004EA,C08007_004M,C08007_004MA,C08007_005E,C08007_005EA,C08007_005M,C08007_005MA,C08007_006E,C08007_006EA,C08007_006M,C08007_006MA,C08007_007E,C08007_007EA,C08007_007M,C08007_007MA,C08007_008E,C08007_008EA,C08007_008M,C08007_008MA,C08007_009E,C08007_009EA,C08007_009M,C08007_009MA,GEO_ID,NAME,state
2051673,null,14830,null,1506742,null,17463,null,544931,null,11645,null,1091622,null,9837,null,761222,null,10286,null,330400,null,8539,null,960051,null,10201,null,745520,null,12506,null,214531,null,7137,null,0400000US01,Alabama,01
340794,null,5186,null,318082,null,5277,null,22712,null,2140,null,187845,null,3973,null,171960,null,3847,null,15885,null,1780,null,152949,null,3390,null,146122,null,3720,null,6827,null,1472,null,0400000US02,Alaska,02
2900947,null,16349,null,2733205,null,15794,null,167742,null,6665,null,1600050,null,11339,null,1490888,null,12445,null,109162,null,4731,null,1300897,null,12797,null,1242317,null,12488,null,58580,null,3943,null,0400000US04,Arizona,04
1252670,null,10521,null,948188,null,11513,null,304482,null,7591,null,660403,null,8384,null,479991,null,8863,null,180412,null,5777,null,592267,null,6979,null,468197,null,7105,null,124070,null,4927,null,0400000US05,Arkansas,05
16809493,null,45386,null,13925477,null,44138,null,2884016,null,26614,null,9323067,null,31512,null,7510156,null,30016,null,1812911,null,19974,null,7486426,null,29700,null,6415321,null,30445,null,1071105,null,16780,null,0400000US06,California,06
2552101,null,13998,null,1686680,null,16384,null,865421,null,13309,null,1406658,null,9480,null,892612,null,10565,null,514046,null,10117,null,1145443,null,10480,null,794068,null,10921,null,351375,null,8444,null,0400000US08,Colorado,08
1748301,null,14513,null,1274357,null,13282,null,473944,null,11136,null,913948,null,9550,null,637248,null,9270,null,276700,null,8313,null,834353,null,8670,null,637109,null,9531,null,197244,null,6798,null,0400000US09,Connecticut,09
416457,null,5632,null,331880,null,6079,null,84577,null,4774,null,214870,null,3750,null,166364,null,4275,null,48506,null,3374,null,201587,null,3726,null,165516,null,3966,null,36071,null,2695,null,0400000US10,Delaware,10
302634,null,5596,null,220637,null,5686,null,81997,null,5116,null,148105,null,4016,null,105290,null,4097,null,42815,null,3965,null,154529,null,3463,null,115347,null,3743,null,39182,null,3069,null,0400000US11,District of Columbia,11
8277340,null,29829,null,6711112,null,34589,null,1566228,null,18415,null,4379971,null,22793,null,3437620,null,27313,null,942351,null,14330,null,3897369,null,21524,null,3273492,null,21494,null,623877,null,12575,null,0400000US12,Florida,12
