C06003_001E,C06003_001EA,C06003_001M,C06003_001MA,C06003_002E,C06003_002EA,C06003_002M,C06003_002MA,C06003_003E,C06003_003EA,C06003_003M,C06003_003MA,C06003_004E,C06003_004EA,C06003_004M,C06003_004MA,C06003_005E,C06003_005EA,C06003_005M,C06003_005MA,C06003_006E,C06003_006EA,C06003_006M,C06003_006MA,C06003_007E,C06003_007EA,C06003_007M,C06003_007MA,C06003_008E,C06003_008EA,C06003_008M,C06003_008MA,C06003_009E,C06003_009EA,C06003_009M,C06003_009MA,C06003_010E,C06003_010EA,C06003_010M,C06003_010MA,C06003_011E,C06003_011EA,C06003_011M,C06003_011MA,C06003_012E,C06003_012EA,C06003_012M,C06003_012MA,C06003_013E,C06003_013EA,C06003_013M,C06003_013MA,GEO_ID,NAME,state
4661900,null,0,*****,2258924,null,3639,null,2402976,null,3639,null,3327302,null,19278,null,1600193,null,12249,null,1727109,null,11668,null,1168206,null,17748,null,571635,null,11154,null,596571,null,10510,null,34697,null,2936,null,16467,null,2277,null,18230,null,2148,null,131695,null,6916,null,0400000US01,Alabama,01
686293,null,0,*****,357559,null,1751,null,328734,null,1751,null,262695,null,6089,null,137100,null,4319,null,125595,null,3799,null,365716,null,6393,null,191918,null,4455,null,173798,null,3926,null,13586,null,1811,null,7139,null,1418,null,6447,null,1256,null,44296,null,3230,null,0400000US02,Alaska,02
6500180,null,0,*****,3258694,null,2909,null,3241486,null,2909,null,2375283,null,22344,null,1201962,null,14221,null,1173321,null,14145,null,3117276,null,26594,null,1538874,null,16702,null,1578402,null,14908,null,75103,null,4504,null,39133,null,3249,null,35970,null,3238,null,932518,null,19501,null,0400000US04,Arizona,04
2855390,null,0,*****,1398560,null,3452,null,1456830,null,3452,null,1755131,null,16607,null,859465,null,10725,null,895666,null,10020,null,973732,null,15800,null,470749,null,9793,null,502983,null,9640,null,17270,null,2420,null,9762,null,1698,null,7508,null,1578,null,109257,null,4766,null,0400000US05,Arkansas,05
36756666,null,0,*****,18383523,null,4718,null,18373143,null,4718,null,19609208,null,55613,null,9871070,null,34013,null,9738138,null,35715,null,6858470,null,39350,null,3373715,null,26613,null,3484755,null,25956,null,429961,null,12576,null,219091,null,7698,null,210870,null,8375,null,9859027,null,46357,null,0400000US06,California,06
4939456,null,0,*****,2487842,null,3877,null,2451614,null,3877,null,2080449,null,20153,null,1046216,null,13592,null,1034233,null,12334,null,2295479,null,16385,null,1152004,null,11954,null,1143475,null,10932,null,64349,null,4922,null,34227,null,3466,null,30122,null,2639,null,499179,null,15182,null,0400000US08,Colorado,08
3501252,null,0,*****,1709297,null,2163,null,1791955,null,2163,null,1944725,null,16740,null,964837,null,9243,null,979888,null,12145,null,992001,null,16404,null,467654,null,9083,null,524347,null,11441,null,110524,null,6070,null,51427,null,3761,null,59097,null,4170,null,454002,null,12375,null,0400000US09,Connecticut,09
873092,null,0,*****,422659,null,926,null,450433,null,926,null,407027,null,8968,null,200776,null,5102,null,206251,null,6070,null,386575,null,8599,null,182687,null,4591,null,203888,null,6163,null,12697,null,2055,null,6172,null,1283,null,6525,null,1383,null,66793,null,4719,null,0400000US10,Delaware,10
591833,null,0,*****,279839,null,637,null,311994,null,637,null,238285,null,6428,null,110381,null,4115,null,127904,null,4830,null,267302,null,6224,null,126990,null,4273,null,140312,null,4612,null,8362,null,1450,null,3827,null,914,null,4535,null,1148,null,77884,null,4700,null,0400000US11,District of Columbia,11
18328340,null,0,*****,8996705,null,6921,null,9331635,null,6921,null,6308460,null,37251,null,3178215,null,23895,null,3130245,null,23501,null,8081311,null,41433,null,3901987,null,24969,null,4179324,null,23735,null,547058,null,18093,null,271942,null,10432,null,275116,null,11180,null,3391511,null,32540,null,0400000US12,Florida,12
9685744,null,0,*****,4767677,null,6813,null,4918067,null,6813,null,5380947,null,34004,null,2638080,null,21479,null,2742867,null,22906,null,3283648,null,31719,null,1581344,null,18473,null,1702304,null,20585,null,110676,null,6834,null,54753,null,4444,null,55923,null,4012,null,910473,null,16335,null,0400000US13,Georgia,13
