B13010_001E,B13010_001EA,B13010_001M,B13010_001MA,B13010_002E,B13010_002EA,B13010_002M,B13010_002MA,B13010_003E,B13010_003EA,B13010_003M,B13010_003MA,B13010_004E,B13010_004EA,B13010_004M,B13010_004MA,B13010_005E,B13010_005EA,B13010_005M,B13010_005MA,B13010_006E,B13010_006EA,B13010_006M,B13010_006MA,B13010_007E,B13010_007EA,B13010_007M,B13010_007MA,B13010_008E,B13010_008EA,B13010_008M,B13010_008MA,B13010_009E,B13010_009EA,B13010_009M,B13010_009MA,B13010_010E,B13010_010EA,B13010_010M,B13010_010MA,B13010_011E,B13010_011EA,B13010_011M,B13010_011MA,B13010_012E,B13010_012EA,B13010_012M,B13010_012MA,B13010_013E,B13010_013EA,B13010_013M,B13010_013MA,B13010_014E,B13010_014EA,B13010_014M,B13010_014MA,B13010_015E,B13010_015EA,B13010_015M,B13010_015MA,B13010_016E,B13010_016EA,B13010_016M,B13010_016MA,B13010_017E,B13010_017EA,B13010_017M,B13010_017MA,B13010_018E,B13010_018EA,B13010_018M,B13010_018MA,B13010_019E,B13010_019EA,B13010_019M,B13010_019MA,GEO_ID,NAME,state
1132575,null,5983,null,66895,null,4653,null,39145,null,3437,null,5440,null,1370,null,9089,null,1739,null,24616,null,2638,null,27750,null,2700,null,14699,null,2331,null,6048,null,1315,null,7003,null,1774,null,1065680,null,7306,null,528221,null,8104,null,47729,null,3640,null,81848,null,4746,null,398644,null,7849,null,537459,null,11175,null,139545,null,6522,null,134148,null,6904,null,263766,null,9698,null,0400000US01,Alabama,01
171881,null,1823,null,12152,null,1661,null,7737,null,1476,null,376,null,205,null,1562,null,638,null,5799,null,1317,null,4415,null,922,null,1635,null,620,null,1248,null,467,null,1532,null,643,null,159729,null,2464,null,73949,null,3303,null,3517,null,975,null,7776,null,1171,null,62656,null,3285,null,85780,null,3585,null,10370,null,1640,null,14787,null,2013,null,60623,null,3431,null,0400000US02,Alaska,02
1534324,null,3601,null,91742,null,5174,null,58697,null,4067,null,9530,null,1905,null,13657,null,2228,null,35510,null,2782,null,33045,null,3661,null,16402,null,2685,null,6724,null,1397,null,9919,null,2058,null,1442582,null,5724,null,648828,null,10739,null,61197,null,4685,null,105405,null,5641,null,482226,null,9219,null,793754,null,11090,null,180710,null,9303,null,162808,null,7814,null,450236,null,10349,null,0400000US04,Arizona,04
673292,null,4495,null,39647,null,3194,null,24511,null,2516,null,4431,null,1254,null,6706,null,1474,null,13374,null,1870,null,15136,null,2190,null,8454,null,1730,null,3611,null,920,null,3071,null,933,null,633645,null,5430,null,324439,null,6771,null,32758,null,3026,null,65726,null,3913,null,225955,null,6584,null,309206,null,7877,null,90079,null,6626,null,89050,null,4557,null,130077,null,5376,null,0400000US05,Arkansas,05
9271729,null,10791,null,560891,null,13436,null,380967,null,9476,null,52290,null,3698,null,79023,null,5163,null,249654,null,7653,null,179924,null,8425,null,76406,null,5372,null,45283,null,4265,null,58235,null,4394,null,8710838,null,17706,null,3987805,null,23121,null,367629,null,10944,null,637297,null,14896,null,2982879,null,22127,null,4723033,null,22753,null,902081,null,19563,null,933723,null,20176,null,2887229,null,25626,null,0400000US06,California,06
1237368,null,4058,null,72952,null,4377,null,54571,null,4248,null,6248,null,1555,null,10645,null,1789,null,37678,null,3259,null,18381,null,2364,null,6838,null,1471,null,4954,null,1402,null,6589,null,1417,null,1164416,null,5829,null,590149,null,8453,null,45946,null,4648,null,74217,null,4837,null,469986,null,9006,null,574267,null,10254,null,106516,null,6837,null,112988,null,6614,null,354763,null,9635,null,0400000US08,Colorado,08
844834,null,3537,null,42687,null,3393,null,29656,null,2647,null,2016,null,908,null,3089,null,968,null,24551,null,2344,null,13031,null,2187,null,5382,null,1511,null,4854,null,1215,null,2795,null,743,null,802147,null,4727,null,377394,null,7164,null,15726,null,1967,null,28213,null,2492,null,333455,null,7012,null,424753,null,7204,null,73345,null,5053,null,62934,null,4869,null,288474,null,7732,null,0400000US09,Connecticut,09
212178,null,1607,null,11035,null,1530,null,6526,null,1084,null,604,null,466,null,1169,null,545,null,4753,null,842,null,4509,null,1133,null,1909,null,769,null,791,null,451,null,1809,null,792,null,201143,null,2138,null,90965,null,3071,null,3608,null,938,null,9304,null,1810,null,78053,null,3168,null,110178,null,3412,null,19965,null,2370,null,20313,null,2870,null,69900,null,3684,null,0400000US10,Delaware,10
162586,null,1989,null,6787,null,1401,null,3088,null,841,null,229,null,271,null,395,null,269,null,2464,null,719,null,3699,null,1174,null,1785,null,773,null,795,null,557,null,1119,null,708,null,155799,null,2521,null,37096,null,2743,null,3355,null,990,null,4546,null,1260,null,29195,null,2656,null,118703,null,3553,null,25082,null,2818,null,17096,null,2660,null,76525,null,3847,null,0400000US11,District of Columbia,11
4244356,null,7765,null,235093,null,8846,null,150352,null,7094,null,20250,null,3008,null,30800,null,3306,null,99302,null,5242,null,84741,null,5474,null,40200,null,3320,null,22162,null,3254,null,22379,null,2679,null,4009263,null,11580,null,1870038,null,16287,null,149342,null,7324,null,293942,null,9553,null,1426754,null,15385,null,2139225,null,17523,null,427446,null,13851,null,475627,null,13029,null,1236152,null,20107,null,0400000US12,Florida,12
2468069,null,8827,null,143546,null,6511,null,88148,null,4818,null,12226,null,1792,null,17853,null,2438,null,58069,null,4044,null,55398,null,4776,null,29266,null,3300,null,14785,null,2302,null,11347,null,2246,null,2324523,null,9306,null,1100608,null,14453,null,87224,null,4912,null,166865,null,7628,null,846519,null,13928,null,1223915,null,15580,null,272007,null,10812,null,266250,null,10055,null,685658,null,13718,null,0400000US13,Georgia,13
299555,null,3015,null,19352,null,2109,null,13520,null,1945,null,1365,null,615,null,2252,null,703,null,9903,null,1692,null,5832,null,1370,null,2224,null,843,null,744,null,326,null,2864,null,883,null,280203,null,3705,null,136249,null,4240,null,7086,null,1492,null,13982,null,2331,null,115181,null,4505,null,143954,null,4866,null,24109,null,3465,null,20442,null,2863,null,99403,null,5097,null,0400000US15,Hawaii,15
358600,null,3626,null,25682,null,2615,null,19417,null,1975,null,2077,null,630,null,6073,null,1251,null,11267,null,1551,null,6265,null,1449,null,4065,null,1235,null,1253,null,641,null,947,null,504,null,332918,null,4170,null,181385,null,5020,null,14718,null,2011,null,36521,null,2913,null,130146,null,3841,null,151533,null,5252,null,37677,null,4253,null,35588,null,3349,null,78268,null,4329,null,0400000US16,Idaho,16
3193354,null,7485,null,184981,null,7023,null,122054,null,5742,null,13236,null,2212,null,20886,null,2497,null,87932,null,4201,null,62927,null,4316,null,31651,null,2759,null,12651,null,2107,null,18625,null,2883,null,3008373,null,9984,null,1385695,null,13749,null,87969,null,5033,null,165166,null,5477,null,1132560,null,12040,null,1622678,null,14950,null,323476,null,9392,null,288711,null,9883,null,1010491,null,15230,null,0400000US17,Illinois,17
1528292,null,5746,null,92364,null,3985,null,58901,null,3532,null,6779,null,1390,null,12398,null,1677,null,39724,null,2995,null,33463,null,2919,null,17436,null,2200,null,7931,null,1356,null,8096,null,1539,null,1435928,null,7361,null,706831,null,9784,null,48533,null,3332,null,93177,null,4988,null,565121,null,9001,null,729097,null,10281,null,165280,null,6737,null,156209,null,7107,null,407608,null,10281,null,0400000US18,Indiana,18
689495,null,3532,null,46837,null,3109,null,34015,null,2714,null,4244,null,915,null,5108,null,1028,null,24663,null,2319,null,12822,null,1797,null,7364,null,1580,null,3711,null,896,null,1747,null,602,null,642658,null,4341,null,335640,null,5883,null,17237,null,1992,null,40874,null,3091,null,277529,null,5843,null,307018,null,6697,null,74507,null,4501,null,66581,null,4691,null,165930,null,5532,null,0400000US19,Iowa,19
