C25032G_001E,C25032G_001EA,C25032G_001M,C25032G_001MA,C25032G_002E,C25032G_002EA,C25032G_002M,C25032G_002MA,C25032G_003E,C25032G_003EA,C25032G_003M,C25032G_003MA,C25032G_004E,C25032G_004EA,C25032G_004M,C25032G_004MA,C25032G_005E,C25032G_005EA,C25032G_005M,C25032G_005MA,GEO_ID,NAME,state
18976,null,2342,null,11924,null,1764,null,1042,null,622,null,2732,null,921,null,3278,null,1050,null,0400000US01,Alabama,01
12720,null,1820,null,7056,null,1243,null,2290,null,810,null,2950,null,1022,null,424,null,256,null,0400000US02,Alaska,02
33684,null,2571,null,21656,null,2115,null,2258,null,711,null,6669,null,1309,null,3101,null,882,null,0400000US04,Arizona,04
16070,null,1994,null,11392,null,1635,null,879,null,412,null,2131,null,935,null,1668,null,599,null,0400000US05,Arkansas,05
269030,null,7987,null,168308,null,6036,null,24374,null,2726,null,65985,null,3713,null,10363,null,1386,null,0400000US06,California,06
36632,null,3198,null,23640,null,2497,null,1802,null,641,null,9284,null,1651,null,1906,null,733,null,0400000US08,Colorado,08
17785,null,2218,null,8252,null,1423,null,5354,null,1269,null,4114,null,1182,null,65,null,104,null,0400000US09,Connecticut,09
3783,null,959,null,2137,null,644,null,343,null,259,null,1230,null,700,null,73,null,95,null,0400000US10,Delaware,10
4196,null,1140,null,2110,null,817,null,214,null,191,null,1872,null,610,null,0,null,296,null,0400000US11,District of Columbia,11
79818,null,4411,null,51323,null,3302,null,6624,null,1323,null,15746,null,2046,null,6125,null,1283,null,0400000US12,Florida,12
32677,null,3111,null,21782,null,2726,null,2428,null,701,null,6003,null,1420,null,2464,null,868,null,0400000US13,Georgia,13
62242,null,3724,null,41842,null,3039,null,5140,null,1311,null,15103,null,2100,null,157,null,259,null,0400000US15,Hawaii,15
8947,null,1653,null,6375,null,1280,null,1002,null,524,null,526,null,343,null,1044,null,480,null,0400000US16,Idaho,16
42172,null,3325,null,24145,null,2526,null,5528,null,1144,null,11086,null,1477,null,1413,null,481,null,0400000US17,Illinois,17
28254,null,2476,null,18095,null,2242,null,2651,null,780,null,4910,null,1109,null,2598,null,854,null,0400000US18,Indiana,18
9955,null,1823,null,5804,null,1247,null,1443,null,757,null,2304,null,880,null,404,null,186,null,0400000US19,Iowa,19
18128,null,2076,null,12412,null,1730,null,1123,null,405,null,2991,null,1105,null,1602,null,590,null,0400000US20,Kansas,20
14681,null,1834,null,9484,null,1340,null,963,null,450,null,2287,null,765,null,1947,null,672,null,0400000US21,Kentucky,21
12388,null,1606,null,8337,null,1269,null,1273,null,756,null,1224,null,790,null,1554,null,472,null,0400000US22,Louisiana,22
5954,null,903,null,3133,null,718,null,856,null,376,null,1148,null,493,null,817,null,381,null,0400000US23,Maine,23
28086,null,2381,null,18736,null,1792,null,1213,null,603,null,7898,null,1686,null,239,null,222,null,0400000US24,Maryland,24
30068,null,2499,null,10388,null,1415,null,11550,null,1553,null,7998,null,1585,null,132,null,153,null,0400000US25,Massachusetts,25
45980,null,2962,null,30867,null,2237,null,3555,null,908,null,7407,null,1272,null,4151,null,1023,null,0400000US26,Michigan,26
18125,null,2030,null,11527,null,1583,null,1501,null,624,null,4239,null,783,null,858,null,362,null,0400000US27,Minnesota,27
6217,null,1075,null,4371,null,973,null,461,null,334,null,608,null,312,null,777,null,491,null,0400000US28,Mississippi,28
30305,null,2529,null,19996,null,1932,null,3310,null,1058,null,4296,null,1123,null,2703,null,700,null,0400000US29,Missouri,29
5087,null,1061,null,2707,null,751,null,496,null,357,null,956,null,498,null,928,null,480,null,0400000US30,Montana,30
8513,null,1510,null,5186,null,1255,null,316,null,235,null,2687,null,953,null,324,null,208,null,0400000US31,Nebraska,31
19383,null,2142,null,12668,null,1982,null,1686,null,644,null,4426,null,968,null,603,null,279,null,0400000US32,Nevada,32
5995,null,971,null,3349,null,864,null,1025,null,518,null,1443,null,601,null,178,null,168,null,0400000US33,New Hampshire,33
37903,null,3111,null,20164,null,2247,null,7805,null,1391,null,9680,null,1698,null,254,null,255,null,0400000US34,New Jersey,34
15952,null,1837,null,9975,null,1702,null,574,null,334,null,2005,null,834,null,3398,null,991,null,0400000US35,New Mexico,35
97225,null,4897,null,29268,null,2772,null,17321,null,2354,null,48870,null,3366,null,1766,null,614,null,0400000US36,New York,36
34748,null,3066,null,22515,null,2473,null,1151,null,506,null,7868,null,1655,null,3214,null,942,null,0400000US37,North Carolina,37
2137,null,647,null,1087,null,437,null,120,null,133,null,673,null,348,null,257,null,380,null,0400000US38,North Dakota,38
46791,null,2898,null,28189,null,2582,null,6335,null,1374,null,9501,null,1755,null,2766,null,753,null,0400000US39,Ohio,39
69690,null,3585,null,48844,null,3246,null,5750,null,1530,null,7194,null,1483,null,7902,null,1115,null,0400000US40,Oklahoma,40
30759,null,2423,null,18782,null,1908,null,3335,null,920,null,5917,null,1356,null,2725,null,891,null,0400000US41,Oregon,41
41062,null,3354,null,27635,null,2772,null,5229,null,1210,null,6601,null,1536,null,1597,null,632,null,0400000US42,Pennsylvania,42
3482,null,905,null,1724,null,694,null,1085,null,438,null,603,null,329,null,70,null,122,null,0400000US44,Rhode Island,44
14613,null,1761,null,10124,null,1504,null,490,null,277,null,1550,null,598,null,2449,null,715,null,0400000US45,South Carolina,45
3803,null,1138,null,1986,null,869,null,805,null,683,null,770,null,536,null,242,null,194,null,0400000US46,South Dakota,46
21760,null,2403,null,16075,null,1831,null,1533,null,754,null,1788,null,747,null,2364,null,640,null,0400000US47,Tennessee,47
115555,null,5371,null,79525,null,4639,null,5234,null,1078,null,23864,null,2549,null,6932,null,1232,null,0400000US48,Texas,48
9297,null,1676,null,6778,null,1395,null,630,null,426,null,1655,null,772,null,234,null,208,null,0400000US49,Utah,49
2448,null,616,null,1420,null,490,null,648,null,342,null,288,null,208,null,92,null,69,null,0400000US50,Vermont,50
36051,null,3148,null,25378,null,2732,null,1192,null,494,null,8927,null,1668,null,554,null,325,null,0400000US51,Virginia,51
63145,null,3259,null,36780,null,2877,null,5264,null,1221,null,16892,null,2076,null,4209,null,1093,null,0400000US53,Washington,53
7104,null,1490,null,4175,null,946,null,918,null,636,null,971,null,582,null,1040,null,496,null,0400000US54,West Virginia,54
16612,null,2230,null,9425,null,1476,null,3543,null,1089,null,3275,null,1015,null,369,null,192,null,0400000US55,Wisconsin,55
4430,null,863,null,2132,null,675,null,798,null,500,null,716,null,475,null,784,null,306,null,0400000US56,Wyoming,56
90364,null,4197,null,68733,null,3621,null,10395,null,1309,null,11096,null,1375,null,140,null,228,null,0400000US72,Puerto Rico,72
