B07008_001E,B07008_001EA,B07008_001M,B07008_001MA,B07008_002E,B07008_002EA,B07008_002M,B07008_002MA,B07008_003E,B07008_003EA,B07008_003M,B07008_003MA,B07008_004E,B07008_004EA,B07008_004M,B07008_004MA,B07008_005E,B07008_005EA,B07008_005M,B07008_005MA,B07008_006E,B07008_006EA,B07008_006M,B07008_006MA,B07008_007E,B07008_007EA,B07008_007M,B07008_007MA,B07008_008E,B07008_008EA,B07008_008M,B07008_008MA,B07008_009E,B07008_009EA,B07008_009M,B07008_009MA,B07008_010E,B07008_010EA,B07008_010M,B07008_010MA,B07008_011E,B07008_011EA,B07008_011M,B07008_011MA,B07008_012E,B07008_012EA,B07008_012M,B07008_012MA,B07008_013E,B07008_013EA,B07008_013M,B07008_013MA,B07008_014E,B07008_014EA,B07008_014M,B07008_014MA,B07008_015E,B07008_015EA,B07008_015M,B07008_015MA,B07008_016E,B07008_016EA,B07008_016M,B07008_016MA,B07008_017E,B07008_017EA,B07008_017M,B07008_017MA,B07008_018E,B07008_018EA,B07008_018M,B07008_018MA,B07008_019E,B07008_019EA,B07008_019M,B07008_019MA,B07008_020E,B07008_020EA,B07008_020M,B07008_020MA,B07008_021E,B07008_021EA,B07008_021M,B07008_021MA,B07008_022E,B07008_022EA,B07008_022M,B07008_022MA,B07008_023E,B07008_023EA,B07008_023M,B07008_023MA,B07008_024E,B07008_024EA,B07008_024M,B07008_024MA,B07008_025E,B07008_025EA,B07008_025M,B07008_025MA,B07008_026E,B07008_026EA,B07008_026M,B07008_026MA,B07008_027E,B07008_027EA,B07008_027M,B07008_027MA,B07008_028E,B07008_028EA,B07008_028M,B07008_028MA,B07008_029E,B07008_029EA,B07008_029M,B07008_029MA,B07008_030E,B07008_030EA,B07008_030M,B07008_030MA,B07008_031E,B07008_031EA,B07008_031M,B07008_031MA,B07008_032E,B07008_032EA,B07008_032M,B07008_032MA,B07008_033E,B07008_033EA,B07008_033M,B07008_033MA,B07008_034E,B07008_034EA,B07008_034M,B07008_034MA,B07008_035E,B07008_035EA,B07008_035M,B07008_035MA,B07008_036E,B07008_036EA,B07008_036M,B07008_036MA,GEO_ID,NAME,state
3735070,null,2776,null,1028115,null,12901,null,1881236,null,21616,null,449254,null,13636,null,92292,null,4925,null,284173,null,5961,null,3178244,null,15379,null,803337,null,13960,null,1682248,null,20410,null,365157,null,11267,null,68332,null,4029,null,259170,null,5693,null,318341,null,12171,null,127413,null,6685,null,112210,null,8467,null,50632,null,3535,null,14287,null,2590,null,13799,null,1772,null,125951,null,7110,null,55410,null,4613,null,40030,null,3839,null,18929,null,2217,null,5383,null,1281,null,6199,null,1199,null,97985,null,6993,null,36165,null,3896,null,40387,null,4489,null,13217,null,2008,null,3974,null,1444,null,4242,null,1311,null,14549,null,2800,null,5790,null,1562,null,6361,null,1884,null,1319,null,604,null,316,null,239,null,763,null,576,null,0400000US01,Alabama,01
537334,null,1673,null,185152,null,5775,null,254277,null,7398,null,66616,null,4438,null,12380,null,2131,null,18909,null,1712,null,413128,null,6942,null,125579,null,5092,null,212240,null,7149,null,50278,null,3939,null,7824,null,1712,null,17207,null,1738,null,69813,null,5465,null,35202,null,3851,null,20460,null,3034,null,10090,null,1915,null,3483,null,1120,null,578,null,300,null,15882,null,2357,null,8781,null,1588,null,4092,null,1004,null,2358,null,935,null,419,null,240,null,232,null,173,null,33151,null,3623,null,13341,null,2115,null,14878,null,2829,null,3596,null,1145,null,495,null,370,null,841,null,558,null,5360,null,1383,null,2249,null,1043,null,2607,null,840,null,294,null,261,null,159,null,232,null,51,null,80,null,0400000US02,Alaska,02
5065307,null,1822,null,1594745,null,20676,null,2456187,null,24220,null,623710,null,14149,null,94210,null,5316,null,296455,null,8341,null,4107219,null,22727,null,1176238,null,19853,null,2120533,null,23171,null,487300,null,13515,null,60769,null,4015,null,262379,null,8576,null,623479,null,20457,null,279162,null,13803,null,206446,null,12140,null,95817,null,5737,null,22152,null,2582,null,19902,null,2729,null,98496,null,7524,null,46267,null,4732,null,34666,null,4624,null,11871,null,2145,null,3375,null,1123,null,2317,null,880,null,201979,null,12052,null,79631,null,7012,null,79795,null,6396,null,26260,null,3125,null,7097,null,1852,null,9196,null,1900,null,34134,null,4495,null,13447,null,2564,null,14747,null,2574,null,2462,null,980,null,817,null,552,null,2661,null,963,null,0400000US04,Arizona,04
2273362,null,2617,null,588242,null,10908,null,1179997,null,16830,null,284385,null,8089,null,53949,null,3868,null,166789,null,5227,null,1872429,null,15593,null,425058,null,10505,null,1036058,null,16805,null,225473,null,7197,null,35905,null,3682,null,149935,null,5079,null,231880,null,11830,null,92358,null,7979,null,81350,null,6134,null,36038,null,3346,null,12405,null,1875,null,9729,null,1724,null,87670,null,5948,null,39566,null,3781,null,26550,null,3504,null,12983,null,1736,null,4031,null,1135,null,4540,null,906,null,73036,null,6088,null,27999,null,3768,null,31257,null,3708,null,9733,null,1659,null,1608,null,812,null,2439,null,645,null,8347,null,1916,null,3261,null,1205,null,4782,null,1500,null,158,null,180,null,0,null,269,null,146,null,153,null,0400000US05,Arkansas,05
29026913,null,3327,null,10197546,null,39978,null,13770246,null,48035,null,2816972,null,26950,null,678822,null,13422,null,1563327,null,18505,null,24515283,null,50640,null,8025475,null,44293,null,12226360,null,50810,null,2339449,null,22694,null,515190,null,11894,null,1408809,null,17613,null,2946125,null,44311,null,1389286,null,26874,null,1007850,null,23412,null,326589,null,13774,null,122622,null,6477,null,99778,null,7422,null,901829,null,20536,null,470399,null,14365,null,275531,null,13188,null,99268,null,5270,null,27068,null,2849,null,29563,null,3131,null,397720,null,13634,null,191738,null,7883,null,145539,null,9226,null,39417,null,3665,null,9139,null,1784,null,11887,null,1777,null,265956,null,14181,null,120648,null,9386,null,114966,null,8055,null,12249,null,2281,null,4803,null,1154,null,13290,null,2144,null,0400000US06,California,06
3932272,null,2038,null,1168494,null,17647,null,2039640,null,19991,null,469273,null,12345,null,67130,null,4983,null,187735,null,6567,null,3150780,null,18811,null,809948,null,15599,null,1760784,null,20648,null,372800,null,10186,null,42653,null,4185,null,164595,null,5904,null,383918,null,14178,null,176060,null,9051,null,131420,null,8415,null,50695,null,4578,null,13403,null,2497,null,12340,null,1913,null,208116,null,8013,null,103316,null,5629,null,65804,null,5415,null,27015,null,3003,null,6778,null,1523,null,5203,null,1211,null,159517,null,7420,null,67818,null,4676,null,67526,null,5280,null,16525,null,2014,null,3799,null,1357,null,3849,null,909,null,29941,null,4085,null,11352,null,2444,null,14106,null,2666,null,2238,null,803,null,497,null,314,null,1748,null,738,null,0400000US08,Colorado,08
2839699,null,1329,null,903207,null,12251,null,1429748,null,16102,null,283994,null,8553,null,41074,null,3454,null,181676,null,5853,null,2482384,null,12777,null,721232,null,14379,null,1320122,null,15878,null,243113,null,7793,null,30946,null,3397,null,166971,null,5588,null,208287,null,11291,null,102598,null,6381,null,61244,null,6349,null,27485,null,3262,null,7508,null,1718,null,9452,null,1269,null,63716,null,4965,null,36343,null,4023,null,15120,null,2405,null,8055,null,1661,null,1394,null,568,null,2804,null,756,null,65097,null,5470,null,34322,null,3606,null,23190,null,3383,null,4629,null,1179,null,1162,null,572,null,1794,null,524,null,20215,null,3339,null,8712,null,1905,null,10072,null,2253,null,712,null,498,null,64,null,83,null,655,null,445,null,0400000US09,Connecticut,09
702906,null,499,null,224412,null,6078,null,344917,null,8798,null,76900,null,4758,null,12281,null,1816,null,44396,null,2694,null,599581,null,7143,null,174154,null,6255,null,311386,null,8290,null,64565,null,4349,null,9319,null,1476,null,40157,null,2835,null,59764,null,6090,null,31613,null,3785,null,15718,null,2997,null,8313,null,1786,null,1505,null,628,null,2615,null,879,null,6121,null,1241,null,2638,null,770,null,2516,null,904,null,709,null,358,null,161,null,164,null,97,null,83,null,33378,null,3748,null,14670,null,2163,null,12850,null,2447,null,3174,null,892,null,1236,null,608,null,1448,null,601,null,4062,null,1244,null,1337,null,744,null,2447,null,1009,null,139,null,163,null,60,null,99,null,79,null,108,null,0400000US10,Delaware,10
499036,null,287,null,278099,null,5907,null,126553,null,6187,null,49952,null,3574,null,15178,null,2095,null,29254,null,1924,null,396758,null,5666,null,203000,null,6936,null,110986,null,5762,null,43115,null,3256,null,12502,null,2066,null,27155,null,1993,null,51741,null,4618,null,35978,null,3530,null,7987,null,1783,null,4195,null,1155,null,1966,null,839,null,1615,null,853,null,0,null,296,null,0,null,296,null,0,null,296,null,0,null,296,null,0,null,296,null,0,null,296,null,42512,null,4366,null,33734,null,4069,null,5403,null,1503,null,2181,null,717,null,710,null,387,null,484,null,316,null,8025,null,1788,null,5387,null,1359,null,2177,null,1038,null,461,null,497,null,0,null,296,null,0,null,296,null,0400000US11,District of Columbia,11
15023092,null,5532,null,4302705,null,27637,null,7384007,null,43084,null,1866276,null,26307,null,353719,null,13545,null,1116385,null,16418,null,12617810,null,35320,null,3277863,null,26647,null,6550016,null,42824,null,1531884,null,21860,null,249606,null,11190,null,1008441,null,15965,null,1393343,null,27319,null,601605,null,17567,null,464151,null,14545,null,199311,null,10378,null,65609,null,4943,null,62667,null,3471,null,473084,null,15727,null,221275,null,10819,null,140614,null,8933,null,70179,null,5041,null,21393,null,2761,null,19623,null,2589,null,405014,null,14744,null,154400,null,8908,null,164164,null,8844,null,53708,null,4625,null,14172,null,2647,null,18570,null,2600,null,133841,null,14281,null,47562,null,7067,null,65062,null,7428,null,11194,null,2102,null,2939,null,1008,null,7084,null,1546,null,0400000US12,Florida,12
