B23022_001E,B23022_001EA,B23022_001M,B23022_001MA,B23022_002E,B23022_002EA,B23022_002M,B23022_002MA,B23022_003E,B23022_003EA,B23022_003M,B23022_003MA,B23022_004E,B23022_004EA,B23022_004M,B23022_004MA,B23022_005E,B23022_005EA,B23022_005M,B23022_005MA,B23022_006E,B23022_006EA,B23022_006M,B23022_006MA,B23022_007E,B23022_007EA,B23022_007M,B23022_007MA,B23022_008E,B23022_008EA,B23022_008M,B23022_008MA,B23022_009E,B23022_009EA,B23022_009M,B23022_009MA,B23022_010E,B23022_010EA,B23022_010M,B23022_010MA,B23022_011E,B23022_011EA,B23022_011M,B23022_011MA,B23022_012E,B23022_012EA,B23022_012M,B23022_012MA,B23022_013E,B23022_013EA,B23022_013M,B23022_013MA,B23022_014E,B23022_014EA,B23022_014M,B23022_014MA,B23022_015E,B23022_015EA,B23022_015M,B23022_015MA,B23022_016E,B23022_016EA,B23022_016M,B23022_016MA,B23022_017E,B23022_017EA,B23022_017M,B23022_017MA,B23022_018E,B23022_018EA,B23022_018M,B23022_018MA,B23022_019E,B23022_019EA,B23022_019M,B23022_019MA,B23022_020E,B23022_020EA,B23022_020M,B23022_020MA,B23022_021E,B23022_021EA,B23022_021M,B23022_021MA,B23022_022E,B23022_022EA,B23022_022M,B23022_022MA,B23022_023E,B23022_023EA,B23022_023M,B23022_023MA,B23022_024E,B23022_024EA,B23022_024M,B23022_024MA,B23022_025E,B23022_025EA,B23022_025M,B23022_025MA,B23022_026E,B23022_026EA,B23022_026M,B23022_026MA,B23022_027E,B23022_027EA,B23022_027M,B23022_027MA,B23022_028E,B23022_028EA,B23022_028M,B23022_028MA,B23022_029E,B23022_029EA,B23022_029M,B23022_029MA,B23022_030E,B23022_030EA,B23022_030M,B23022_030MA,B23022_031E,B23022_031EA,B23022_031M,B23022_031MA,B23022_032E,B23022_032EA,B23022_032M,B23022_032MA,B23022_033E,B23022_033EA,B23022_033M,B23022_033MA,B23022_034E,B23022_034EA,B23022_034M,B23022_034MA,B23022_035E,B23022_035EA,B23022_035M,B23022_035MA,B23022_036E,B23022_036EA,B23022_036M,B23022_036MA,B23022_037E,B23022_037EA,B23022_037M,B23022_037MA,B23022_038E,B23022_038EA,B23022_038M,B23022_038MA,B23022_039E,B23022_039EA,B23022_039M,B23022_039MA,B23022_040E,B23022_040EA,B23022_040M,B23022_040MA,B23022_041E,B23022_041EA,B23022_041M,B23022_041MA,B23022_042E,B23022_042EA,B23022_042M,B23022_042MA,B23022_043E,B23022_043EA,B23022_043M,B23022_043MA,B23022_044E,B23022_044EA,B23022_044M,B23022_044MA,B23022_045E,B23022_045EA,B23022_045M,B23022_045MA,B23022_046E,B23022_046EA,B23022_046M,B23022_046MA,B23022_047E,B23022_047EA,B23022_047M,B23022_047MA,B23022_048E,B23022_048EA,B23022_048M,B23022_048MA,B23022_049E,B23022_049EA,B23022_049M,B23022_049MA,GEO_ID,NAME,state
3030934,null,4015,null,1487405,null,3785,null,1193215,null,7848,null,1032348,null,9694,null,858517,null,10433,null,20430,null,2615,null,43973,null,3536,null,41038,null,3323,null,31593,null,3548,null,36797,null,3255,null,130062,null,5692,null,45275,null,3966,null,3141,null,855,null,12921,null,1698,null,18145,null,2502,null,21073,null,3157,null,29507,null,2781,null,30805,null,2877,null,7379,null,1534,null,932,null,559,null,1581,null,496,null,3227,null,1045,null,3903,null,856,null,13783,null,2242,null,294190,null,8299,null,1543529,null,3885,null,1083457,null,9000,null,787956,null,8396,null,638584,null,9161,null,15816,null,2025,null,40916,null,3576,null,37347,null,3144,null,27067,null,2552,null,28226,null,2689,null,240149,null,6648,null,103713,null,6051,null,9836,null,1905,null,24062,null,2578,null,32983,null,2622,null,31532,null,2860,null,38023,null,3111,null,55352,null,3817,null,15942,null,1839,null,849,null,418,null,4120,null,962,null,6298,null,1049,null,7646,null,1157,null,20497,null,2490,null,460072,null,9477,null,0400000US01,Alabama,01
478124,null,2379,null,251750,null,1916,null,221520,null,2999,null,190770,null,3910,null,127750,null,4096,null,4570,null,1024,null,14189,null,1938,null,17338,null,2137,null,15464,null,2048,null,11459,null,1758,null,24614,null,2631,null,8914,null,1555,null,1114,null,509,null,1669,null,544,null,3299,null,839,null,4340,null,1338,null,5278,null,936,null,6136,null,1251,null,1865,null,844,null,55,null,106,null,487,null,307,null,707,null,411,null,612,null,265,null,2410,null,698,null,30230,null,2510,null,226374,null,1574,null,182834,null,2685,null,134460,null,3423,null,94264,null,3397,null,4367,null,1062,null,11140,null,1703,null,10133,null,1591,null,8688,null,1328,null,5868,null,1162,null,38218,null,2675,null,14259,null,1389,null,1820,null,703,null,3943,null,977,null,5462,null,1041,null,6024,null,1423,null,6710,null,1312,null,10156,null,1314,null,1700,null,490,null,350,null,271,null,673,null,265,null,1642,null,658,null,1377,null,531,null,4414,null,816,null,43540,null,2527,null,0400000US02,Alaska,02
4109244,null,4244,null,2086423,null,3765,null,1730541,null,9266,null,1464138,null,11998,null,1226539,null,13748,null,31034,null,3541,null,64495,null,5314,null,58798,null,4450,null,39855,null,4051,null,43417,null,3783,null,216641,null,8181,null,96653,null,5106,null,6154,null,1378,null,24222,null,3003,null,31861,null,3581,null,25401,null,2648,null,32350,null,2817,null,49762,null,4654,null,13439,null,2235,null,874,null,511,null,3449,null,1179,null,6685,null,1606,null,6754,null,1441,null,18561,null,2498,null,355882,null,9764,null,2022821,null,3132,null,1440069,null,11141,null,1043460,null,12809,null,843399,null,11973,null,24428,null,2643,null,56074,null,3993,null,47018,null,4372,null,40671,null,3485,null,31870,null,3442,null,326822,null,9888,null,155840,null,7757,null,8918,null,1504,null,35718,null,2974,null,48431,null,3885,null,36746,null,3764,null,41169,null,3328,null,69787,null,4109,null,19558,null,2686,null,2108,null,664,null,5413,null,990,null,8488,null,1546,null,9183,null,1423,null,25037,null,2718,null,582752,null,11256,null,0400000US04,Arizona,04
1829088,null,3653,null,905293,null,3470,null,720281,null,7750,null,616157,null,8233,null,505342,null,7912,null,9630,null,1610,null,29582,null,3122,null,26283,null,2933,null,21410,null,2687,null,23910,null,2468,null,85611,null,4892,null,31953,null,3397,null,2391,null,847,null,7829,null,1365,null,11566,null,1979,null,12398,null,1857,null,19474,null,2904,null,18513,null,2181,null,4614,null,1237,null,242,null,242,null,1118,null,457,null,1589,null,547,null,2810,null,944,null,8140,null,1360,null,185012,null,7843,null,923795,null,3319,null,666641,null,6487,null,486720,null,6248,null,388466,null,6642,null,7771,null,1323,null,28308,null,2741,null,22604,null,2233,null,17993,null,2760,null,21578,null,2583,null,143043,null,5284,null,69815,null,3854,null,4431,null,1114,null,12140,null,1935,null,18006,null,2115,null,16238,null,2095,null,22413,null,2226,null,36878,null,3124,null,12522,null,1958,null,609,null,363,null,2732,null,784,null,4578,null,844,null,4563,null,1100,null,11874,null,1596,null,257154,null,6448,null,0400000US05,Arkansas,05
24381695,null,10659,null,12398666,null,7611,null,10129212,null,25573,null,8471046,null,28637,null,6971139,null,33401,null,217396,null,8327,null,412687,null,10015,null,365774,null,11523,null,265100,null,10083,null,238950,null,10197,null,1358248,null,16938,null,611926,null,13537,null,46808,null,3756,null,140177,null,6923,null,186770,null,8664,null,163408,null,7256,null,209159,null,7598,null,299918,null,8781,null,76719,null,4377,null,7638,null,1283,null,18927,null,2377,null,36751,null,3233,null,42582,null,3871,null,117301,null,5666,null,2269454,null,26164,null,11983029,null,7303,null,8397160,null,27768,null,5775553,null,29264,null,4630765,null,27552,null,146394,null,6414,null,316037,null,9289,null,271056,null,8236,null,211287,null,8001,null,200014,null,7907,null,2125560,null,24469,null,1084013,null,18554,null,79601,null,5164,null,235375,null,8600,null,262673,null,8549,null,210819,null,8341,null,253079,null,8468,null,496047,null,12800,null,138327,null,6936,null,14659,null,1807,null,41685,null,3219,null,63107,null,4499,null,72999,null,4491,null,165270,null,6671,null,3585869,null,28663,null,0400000US06,California,06
3352912,null,3943,null,1716469,null,3815,null,1520227,null,8078,null,1291332,null,9366,null,1070343,null,10938,null,33066,null,3411,null,64793,null,4435,null,51588,null,4502,null,36444,null,3829,null,35098,null,3838,null,188219,null,6689,null,77679,null,5136,null,5970,null,1429,null,21621,null,2046,null,26965,null,2467,null,22841,null,2711,null,33143,null,2778,null,40676,null,3020,null,9321,null,1621,null,826,null,521,null,2716,null,742,null,4274,null,1160,null,6092,null,1114,null,17447,null,2004,null,196242,null,7181,null,1636443,null,3909,null,1283657,null,9408,null,886674,null,10362,null,717779,null,11122,null,20437,null,2059,null,50623,null,3386,null,44037,null,3003,null,27342,null,2866,null,26456,null,2846,null,310954,null,8432,null,149055,null,6349,null,9701,null,1705,null,35448,null,2975,null,39802,null,2869,null,36635,null,3640,null,40313,null,3073,null,86029,null,4535,null,20214,null,2222,null,2190,null,804,null,7758,null,1288,null,12843,null,1645,null,14090,null,1903,null,28934,null,2707,null,352786,null,8819,null,0400000US08,Colorado,08
2311028,null,3129,null,1144069,null,2551,null,982472,null,5981,null,829451,null,7232,null,694991,null,8460,null,16731,null,2178,null,36433,null,2792,null,33816,null,3794,null,23253,null,2240,null,24227,null,3179,null,120038,null,4989,null,49768,null,3434,null,3941,null,1106,null,10093,null,1384,null,15887,null,1759,null,17628,null,2491,null,22721,null,2319,null,32983,null,3052,null,7959,null,1528,null,465,null,278,null,2276,null,650,null,4216,null,1068,null,4853,null,981,null,13214,null,2001,null,161597,null,6221,null,1166959,null,2229,null,908811,null,7873,null,604770,null,8545,null,498311,null,8152,null,12571,null,1581,null,34891,null,2838,null,21318,null,2621,null,17541,null,2336,null,20138,null,2525,null,239584,null,6630,null,128288,null,4870,null,8662,null,1205,null,26917,null,2314,null,30438,null,2878,null,21225,null,2236,null,24054,null,2370,null,64457,null,3278,null,15640,null,1706,null,1398,null,631,null,6233,null,1025,null,11333,null,1537,null,10855,null,1698,null,18998,null,2283,null,258148,null,7851,null,0400000US09,Connecticut,09
570585,null,1809,null,277801,null,1644,null,235784,null,2902,null,199786,null,3060,null,164565,null,3273,null,3952,null,1049,null,7150,null,1257,null,8963,null,1359,null,6719,null,1471,null,8437,null,1519,null,28366,null,2229,null,10622,null,1603,null,786,null,468,null,2534,null,736,null,3009,null,828,null,3829,null,1139,null,7586,null,1451,null,7632,null,1176,null,1834,null,630,null,0,null,263,null,321,null,212,null,826,null,448,null,1685,null,651,null,2966,null,797,null,42017,null,3007,null,292784,null,1324,null,225673,null,3503,null,165840,null,4308,null,140606,null,4145,null,2557,null,701,null,7255,null,1303,null,5692,null,1116,null,4638,null,1282,null,5092,null,1098,null,49170,null,3124,null,23957,null,2376,null,1828,null,636,null,5661,null,1130,null,5208,null,1083,null,6636,null,1480,null,5880,null,1120,null,10663,null,1425,null,2561,null,756,null,600,null,398,null,748,null,317,null,1056,null,447,null,1741,null,584,null,3957,null,946,null,67111,null,3392,null,0400000US10,Delaware,10
422235,null,1060,null,201769,null,830,null,163883,null,3901,null,138795,null,3371,null,114561,null,3378,null,2097,null,756,null,5220,null,1261,null,4367,null,1187,null,5691,null,1391,null,6859,null,1329,null,18846,null,2148,null,7048,null,1300,null,730,null,459,null,1994,null,748,null,2653,null,1029,null,1986,null,581,null,4435,null,1055,null,6242,null,1389,null,1106,null,562,null,161,null,192,null,133,null,165,null,1238,null,687,null,1036,null,588,null,2568,null,694,null,37886,null,3986,null,220466,null,1003,null,171704,null,3414,null,139234,null,3244,null,110591,null,3376,null,3701,null,948,null,7523,null,1512,null,5414,null,1397,null,6345,null,1437,null,5660,null,1351,null,25268,null,2377,null,10714,null,2023,null,581,null,351,null,2975,null,836,null,2353,null,769,null,3261,null,948,null,5384,null,1269,null,7202,null,1238,null,1759,null,650,null,75,null,120,null,913,null,390,null,745,null,472,null,1051,null,479,null,2659,null,683,null,48762,null,3399,null,0400000US11,District of Columbia,11
11605453,null,9943,null,5781471,null,9069,null,4693478,null,16778,null,3982185,null,23469,null,3307043,null,22466,null,89813,null,6155,null,185991,null,7455,null,167072,null,6872,null,119622,null,9484,null,112644,null,6891,null,597407,null,15138,null,269914,null,9070,null,17341,null,2369,null,61643,null,4534,null,85243,null,5134,null,76319,null,5191,null,86947,null,5556,null,113886,null,5945,null,33060,null,3648,null,3484,null,1038,null,8684,null,1326,null,13796,null,2002,null,13263,null,2036,null,41599,null,3537,null,1087993,null,14683,null,5823982,null,6284,null,4239887,null,18278,null,3159228,null,19938,null,2595756,null,20431,null,69655,null,4704,null,177593,null,7270,null,137222,null,7144,null,93860,null,5483,null,85142,null,4500,null,900794,null,15533,null,452787,null,11023,null,32774,null,2964,null,94705,null,5196,null,108406,null,5511,null,98727,null,5723,null,113395,null,6151,null,179865,null,6718,null,47149,null,3902,null,3713,null,950,null,17986,null,2365,null,21671,null,2817,null,24494,null,2454,null,64852,null,4657,null,1584095,null,17726,null,0400000US12,Florida,12
