C16009_001E,C16009_001EA,C16009_001M,C16009_001MA,C16009_002E,C16009_002EA,C16009_002M,C16009_002MA,C16009_003E,C16009_003EA,C16009_003M,C16009_003MA,C16009_004E,C16009_004EA,C16009_004M,C16009_004MA,C16009_005E,C16009_005EA,C16009_005M,C16009_005MA,C16009_006E,C16009_006EA,C16009_006M,C16009_006MA,C16009_007E,C16009_007EA,C16009_007M,C16009_007MA,C16009_008E,C16009_008EA,C16009_008M,C16009_008MA,C16009_009E,C16009_009EA,C16009_009M,C16009_009MA,C16009_010E,C16009_010EA,C16009_010M,C16009_010MA,C16009_011E,C16009_011EA,C16009_011M,C16009_011MA,C16009_012E,C16009_012EA,C16009_012M,C16009_012MA,C16009_013E,C16009_013EA,C16009_013M,C16009_013MA,GEO_ID,NAME,state
4238635,null,3564,null,632411,null,19818,null,596441,null,18900,null,26206,null,4274,null,5483,null,1756,null,3086,null,1951,null,1195,null,957,null,3606224,null,19864,null,3469426,null,18200,null,79137,null,5785,null,28063,null,4088,null,24168,null,2837,null,5430,null,1640,null,0400000US01,Alabama,01
619356,null,1118,null,49272,null,4871,null,37067,null,3840,null,1415,null,783,null,1664,null,1072,null,2538,null,1020,null,6588,null,1095,null,570084,null,4944,null,491076,null,5518,null,20387,null,2614,null,10305,null,1930,null,25797,null,2278,null,22519,null,2529,null,0400000US02,Alaska,02
5872429,null,3531,null,821726,null,24384,null,442312,null,18171,null,313710,null,17656,null,9329,null,2748,null,11679,null,3154,null,44696,null,5546,null,5050703,null,24490,null,3815404,null,25628,null,945320,null,20880,null,116236,null,7615,null,75808,null,5392,null,97935,null,7198,null,0400000US04,Arizona,04
2579492,null,2983,null,424494,null,16440,null,385968,null,16649,null,33078,null,5535,null,1568,null,722,null,2718,null,1066,null,1162,null,973,null,2154998,null,16782,null,2034407,null,17276,null,84048,null,6217,null,17520,null,2729,null,14787,null,2416,null,4236,null,2331,null,0400000US05,Arkansas,05
33336365,null,6443,null,4244685,null,66990,null,1893598,null,37566,null,1823933,null,45884,null,152600,null,10818,null,327443,null,16066,null,47111,null,6659,null,29091680,null,67485,null,17266345,null,61538,null,7580880,null,60906,null,1316234,null,28183,null,2685791,null,28202,null,242430,null,15321,null,0400000US06,California,06
4485073,null,2379,null,489463,null,20149,null,326115,null,15669,null,136329,null,12750,null,12828,null,3013,null,6907,null,1775,null,7284,null,2298,null,3995610,null,20224,null,3399582,null,19195,null,400508,null,16772,null,96790,null,7695,null,75780,null,4832,null,22950,null,3862,null,0400000US08,Colorado,08
3182037,null,2509,null,283647,null,12821,null,188240,null,10469,null,71245,null,6615,null,15285,null,3197,null,6241,null,2312,null,2636,null,1742,null,2898390,null,12697,null,2366912,null,15897,null,233596,null,7044,null,224255,null,11570,null,57966,null,3619,null,15661,null,2819,null,0400000US09,Connecticut,09
791620,null,834,null,76643,null,6352,null,62302,null,6013,null,10015,null,2547,null,2702,null,1105,null,1350,null,999,null,274,null,309,null,714977,null,6370,null,646895,null,7002,null,31810,null,3270,null,18401,null,3106,null,13088,null,1835,null,4783,null,2227,null,0400000US10,Delaware,10
526192,null,500,null,87489,null,6751,null,77299,null,6390,null,5579,null,1883,null,1916,null,982,null,1584,null,831,null,1111,null,757,null,438703,null,6782,null,373594,null,7901,null,30495,null,3307,null,18961,null,2981,null,7036,null,1480,null,8617,null,2292,null,0400000US11,District of Columbia,11
16801987,null,4976,null,2129771,null,37894,null,1429499,null,32497,null,544808,null,21481,null,118290,null,8723,null,23650,null,4324,null,13524,null,3166,null,14672216,null,38644,null,10998371,null,39428,null,2647864,null,26083,null,734647,null,23199,null,213297,null,7724,null,78037,null,7585,null,0400000US12,Florida,12
8698446,null,4989,null,1209370,null,26455,null,1015674,null,24604,null,141062,null,11411,null,24651,null,4316,null,17003,null,3362,null,10980,null,3765,null,7489076,null,27955,null,6594619,null,28379,null,485207,null,12946,null,203277,null,13329,null,149346,null,7467,null,56627,null,7003,null,0400000US13,Georgia,13
1175604,null,2656,null,104537,null,8253,null,72958,null,6444,null,2986,null,1816,null,2198,null,993,null,26395,null,4806,null,0,null,275,null,1071067,null,8129,null,802943,null,12107,null,26771,null,3536,null,16522,null,2670,null,222599,null,9732,null,2232,null,1166,null,0400000US15,Hawaii,15
1369479,null,2315,null,163609,null,11358,null,134096,null,9959,null,21890,null,3752,null,3655,null,2356,null,3373,null,1975,null,595,null,382,null,1205870,null,11499,null,1097666,null,12196,null,79028,null,5232,null,18159,null,3473,null,7792,null,1658,null,3225,null,1115,null,0400000US16,Idaho,16
11683559,null,3640,null,1352850,null,22896,null,998017,null,20284,null,252959,null,13677,null,56622,null,6507,null,26557,null,4239,null,18695,null,4910,null,10330709,null,23057,null,8098715,null,31839,null,1260799,null,20419,null,633542,null,21532,null,259203,null,9703,null,78450,null,9267,null,0400000US17,Illinois,17
5743425,null,3341,null,709723,null,17849,null,630621,null,17094,null,51667,null,4871,null,15355,null,4211,null,10429,null,2119,null,1651,null,804,null,5033702,null,18567,null,4698165,null,19616,null,181186,null,7399,null,105441,null,7427,null,38396,null,3514,null,10514,null,2040,null,0400000US18,Indiana,18
