C25074_001E,C25074_001EA,C25074_001M,C25074_001MA,C25074_002E,C25074_002EA,C25074_002M,C25074_002MA,C25074_003E,C25074_003EA,C25074_003M,C25074_003MA,C25074_004E,C25074_004EA,C25074_004M,C25074_004MA,C25074_005E,C25074_005EA,C25074_005M,C25074_005MA,C25074_006E,C25074_006EA,C25074_006M,C25074_006MA,C25074_007E,C25074_007EA,C25074_007M,C25074_007MA,C25074_008E,C25074_008EA,C25074_008M,C25074_008MA,C25074_009E,C25074_009EA,C25074_009M,C25074_009MA,C25074_010E,C25074_010EA,C25074_010M,C25074_010MA,C25074_011E,C25074_011EA,C25074_011M,C25074_011MA,C25074_012E,C25074_012EA,C25074_012M,C25074_012MA,C25074_013E,C25074_013EA,C25074_013M,C25074_013MA,C25074_014E,C25074_014EA,C25074_014M,C25074_014MA,C25074_015E,C25074_015EA,C25074_015M,C25074_015MA,C25074_016E,C25074_016EA,C25074_016M,C25074_016MA,C25074_017E,C25074_017EA,C25074_017M,C25074_017MA,C25074_018E,C25074_018EA,C25074_018M,C25074_018MA,C25074_019E,C25074_019EA,C25074_019M,C25074_019MA,C25074_020E,C25074_020EA,C25074_020M,C25074_020MA,C25074_021E,C25074_021EA,C25074_021M,C25074_021MA,C25074_022E,C25074_022EA,C25074_022M,C25074_022MA,C25074_023E,C25074_023EA,C25074_023M,C25074_023MA,C25074_024E,C25074_024EA,C25074_024M,C25074_024MA,C25074_025E,C25074_025EA,C25074_025M,C25074_025MA,GEO_ID,NAME,state
526710,null,11922,null,105864,null,4678,null,7657,null,1402,null,71823,null,4419,null,26384,null,3222,null,116003,null,6430,null,17609,null,2151,null,83719,null,5604,null,14675,null,2142,null,123672,null,6274,null,58594,null,4285,null,51232,null,4080,null,13846,null,1961,null,75165,null,4725,null,57582,null,3898,null,8824,null,1689,null,8759,null,1397,null,66111,null,4418,null,57389,null,4051,null,1720,null,596,null,7002,null,1436,null,39895,null,3322,null,35808,null,3236,null,191,null,187,null,3896,null,1472,null,0400000US01,Alabama,01
83273,null,3590,null,4500,null,908,null,216,null,210,null,3478,null,843,null,806,null,323,null,8606,null,1253,null,1169,null,394,null,6561,null,1172,null,876,null,375,null,18141,null,2282,null,4596,null,1207,null,11629,null,1906,null,1916,null,587,null,16089,null,1481,null,8203,null,1457,null,6059,null,1369,null,1827,null,660,null,17181,null,1979,null,11915,null,1702,null,3291,null,1084,null,1975,null,623,null,18756,null,1872,null,16280,null,1910,null,587,null,364,null,1889,null,614,null,0400000US02,Alaska,02
724952,null,12371,null,92108,null,5433,null,4595,null,1211,null,64355,null,4537,null,23158,null,2716,null,113022,null,5543,null,7963,null,1484,null,96102,null,5090,null,8957,null,1648,null,166940,null,7307,null,45760,null,3958,null,111940,null,6414,null,9240,null,1584,null,127953,null,5911,null,76598,null,4952,null,46607,null,3963,null,4748,null,952,null,122146,null,5517,null,102060,null,4822,null,15652,null,2155,null,4434,null,1114,null,102783,null,6087,null,97535,null,6055,null,1887,null,731,null,3361,null,908,null,0400000US04,Arizona,04
363402,null,7994,null,73012,null,3999,null,5512,null,1348,null,51137,null,3635,null,16363,null,2099,null,79713,null,4177,null,12640,null,1923,null,57594,null,3583,null,9479,null,1581,null,94020,null,5294,null,48055,null,3805,null,37957,null,3868,null,8008,null,1438,null,54711,null,4319,null,43956,null,3781,null,5747,null,1698,null,5008,null,1104,null,40621,null,3451,null,35694,null,3287,null,931,null,455,null,3996,null,965,null,21325,null,2598,null,19300,null,2472,null,406,null,369,null,1619,null,523,null,0400000US05,Arkansas,05
5230328,null,29953,null,461414,null,13585,null,13046,null,2099,null,346537,null,12209,null,101831,null,5605,null,817238,null,15058,null,81613,null,4263,null,705853,null,14469,null,29772,null,2720,null,1002319,null,15691,null,147330,null,6823,null,816941,null,14672,null,38048,null,3490,null,799735,null,17066,null,312687,null,8755,null,464653,null,13731,null,22395,null,2663,null,947037,null,13981,null,624275,null,10004,null,299919,null,10239,null,22843,null,2507,null,1202585,null,19151,null,1080708,null,18202,null,93234,null,4811,null,28643,null,2509,null,0400000US06,California,06
617021,null,9872,null,77964,null,4573,null,5580,null,1345,null,55381,null,3836,null,17003,null,2848,null,103746,null,5638,null,10503,null,1684,null,87757,null,4983,null,5486,null,1097,null,146306,null,6214,null,44352,null,3334,null,97819,null,5489,null,4135,null,874,null,106250,null,6272,null,68819,null,4795,null,34692,null,3398,null,2739,null,821,null,101323,null,5654,null,84374,null,5191,null,13527,null,1718,null,3422,null,929,null,81432,null,4459,null,76947,null,4071,null,2400,null,796,null,2085,null,752,null,0400000US08,Colorado,08
412243,null,8075,null,57546,null,3636,null,6691,null,1189,null,42173,null,3024,null,8682,null,1618,null,65749,null,4122,null,10541,null,1499,null,52422,null,3931,null,2786,null,811,null,80142,null,5393,null,15542,null,2472,null,60673,null,4394,null,3927,null,1181,null,62967,null,4283,null,32398,null,3039,null,27927,null,2924,null,2642,null,770,null,74910,null,4746,null,59311,null,4084,null,13109,null,1950,null,2490,null,813,null,70929,null,4402,null,64828,null,4339,null,2503,null,701,null,3598,null,834,null,0400000US09,Connecticut,09
87110,null,4274,null,11515,null,1905,null,795,null,417,null,8467,null,1585,null,2253,null,689,null,14174,null,2181,null,2216,null,987,null,11330,null,2101,null,628,null,279,null,19455,null,2550,null,4615,null,1014,null,13746,null,2113,null,1094,null,468,null,14354,null,2282,null,7895,null,1642,null,5755,null,1363,null,704,null,438,null,14786,null,2056,null,12029,null,1996,null,1736,null,620,null,1021,null,540,null,12826,null,2162,null,11562,null,2149,null,301,null,278,null,963,null,614,null,0400000US10,Delaware,10
141425,null,4835,null,25029,null,2562,null,3427,null,1093,null,18005,null,2278,null,3597,null,1035,null,16993,null,2270,null,2789,null,859,null,13433,null,2065,null,771,null,500,null,21535,null,2555,null,5457,null,1440,null,15821,null,2107,null,257,null,222,null,21107,null,2347,null,11648,null,1954,null,8891,null,1437,null,568,null,396,null,23136,null,2249,null,16965,null,2146,null,5808,null,1068,null,363,null,233,null,33625,null,2424,null,30849,null,2288,null,2328,null,819,null,448,null,285,null,0400000US11,District of Columbia,11
2140788,null,22439,null,269579,null,8228,null,15968,null,2227,null,193365,null,7354,null,60246,null,4318,null,362035,null,10288,null,26109,null,3148,null,313323,null,9844,null,22603,null,2734,null,515107,null,13916,null,94577,null,7245,null,397718,null,11172,null,22812,null,2728,null,374558,null,10690,null,189456,null,7558,null,172549,null,6959,null,12553,null,1903,null,350735,null,11878,null,277343,null,11409,null,60176,null,3870,null,13216,null,2165,null,268774,null,8290,null,247397,null,8139,null,12654,null,1903,null,8723,null,1679,null,0400000US12,Florida,12
1129540,null,15678,null,178355,null,8389,null,9640,null,1793,null,128325,null,6570,null,40390,null,3678,null,204778,null,7716,null,23937,null,2958,null,167144,null,6758,null,13697,null,1956,null,257821,null,8446,null,84885,null,5843,null,155327,null,7045,null,17609,null,2420,null,183685,null,7662,null,126642,null,6270,null,46883,null,4565,null,10160,null,1812,null,175614,null,7389,null,156620,null,7601,null,11923,null,1546,null,7071,null,1584,null,129287,null,6179,null,121229,null,6219,null,1693,null,739,null,6365,null,1302,null,0400000US13,Georgia,13
178740,null,5515,null,18250,null,2476,null,1957,null,639,null,12122,null,2013,null,4171,null,1130,null,21522,null,2721,null,2776,null,971,null,16883,null,2636,null,1863,null,628,null,25639,null,2522,null,2595,null,656,null,21405,null,2426,null,1639,null,581,null,25322,null,2612,null,6204,null,1187,null,17828,null,2117,null,1290,null,504,null,35792,null,3186,null,18940,null,2543,null,14377,null,2528,null,2475,null,802,null,52215,null,3783,null,39859,null,3516,null,7391,null,1374,null,4965,null,1181,null,0400000US15,Hawaii,15
164906,null,5976,null,20364,null,2634,null,1579,null,628,null,14488,null,2335,null,4297,null,1146,null,31349,null,2213,null,4717,null,1120,null,24351,null,2048,null,2281,null,723,null,43506,null,3599,null,18426,null,2405,null,22400,null,2582,null,2680,null,765,null,28702,null,2559,null,21172,null,2354,null,5616,null,1317,null,1914,null,614,null,27902,null,3326,null,25551,null,3067,null,1204,null,708,null,1147,null,421,null,13083,null,1941,null,12059,null,1913,null,70,null,85,null,954,null,390,null,0400000US16,Idaho,16
1464456,null,15431,null,232963,null,8334,null,20721,null,2661,null,160521,null,7216,null,51721,null,4454,null,259188,null,9131,null,37608,null,3203,null,211025,null,8213,null,10555,null,1348,null,313370,null,10385,null,97141,null,5570,null,202838,null,9070,null,13391,null,2021,null,231063,null,7686,null,157841,null,7307,null,63664,null,3677,null,9558,null,1146,null,226255,null,7459,null,191878,null,7366,null,25518,null,2450,null,8859,null,1378,null,201617,null,7289,null,189818,null,7457,null,4776,null,1034,null,7023,null,1207,null,0400000US17,Illinois,17
698851,null,11211,null,115950,null,5035,null,10013,null,1209,null,86196,null,4922,null,19741,null,2402,null,146488,null,5662,null,19813,null,2310,null,116226,null,5393,null,10449,null,2056,null,177451,null,6861,null,84445,null,4686,null,83717,null,4702,null,9289,null,1420,null,107903,null,5118,null,89553,null,4677,null,13775,null,2044,null,4575,null,852,null,95959,null,5283,null,86379,null,4526,null,3159,null,1177,null,6421,null,1474,null,55100,null,3871,null,49829,null,3760,null,704,null,348,null,4567,null,941,null,0400000US18,Indiana,18
329467,null,5945,null,54992,null,3699,null,4964,null,1087,null,42713,null,3266,null,7315,null,1316,null,67925,null,3843,null,12957,null,1722,null,50438,null,3296,null,4530,null,920,null,83120,null,4434,null,45519,null,3198,null,32249,null,2778,null,5352,null,935,null,53388,null,3256,null,45487,null,2879,null,3850,null,886,null,4051,null,814,null,45537,null,3171,null,39705,null,3182,null,1236,null,602,null,4596,null,830,null,24505,null,2635,null,21453,null,2422,null,255,null,248,null,2797,null,660,null,0400000US19,Iowa,19
