B27001_001E,B27001_001EA,B27001_001M,B27001_001MA,B27001_002E,B27001_002EA,B27001_002M,B27001_002MA,B27001_003E,B27001_003EA,B27001_003M,B27001_003MA,B27001_004E,B27001_004EA,B27001_004M,B27001_004MA,B27001_005E,B27001_005EA,B27001_005M,B27001_005MA,B27001_006E,B27001_006EA,B27001_006M,B27001_006MA,B27001_007E,B27001_007EA,B27001_007M,B27001_007MA,B27001_008E,B27001_008EA,B27001_008M,B27001_008MA,B27001_009E,B27001_009EA,B27001_009M,B27001_009MA,B27001_010E,B27001_010EA,B27001_010M,B27001_010MA,GEO_ID,NAME,state
4574185,null,1943,null,1119732,null,2376,null,1029790,null,7125,null,89942,null,6969,null,2840491,null,3691,null,2292510,null,14023,null,547981,null,13582,null,613962,null,2271,null,610358,null,2479,null,3604,null,910,null,0400000US01,Alabama,01
659084,null,2654,null,180431,null,1224,null,157232,null,2759,null,23199,null,2657,null,430938,null,3005,null,323034,null,5288,null,107904,null,5382,null,47715,null,912,null,46668,null,1053,null,1047,null,503,null,0400000US02,Alaska,02
6402786,null,2692,null,1705841,null,1499,null,1429668,null,12472,null,276173,null,12838,null,3842529,null,4187,null,2941600,null,19265,null,900929,null,18443,null,854416,null,3030,null,835251,null,4809,null,19165,null,3113,null,0400000US04,Arizona,04
2801628,null,1721,null,701489,null,1882,null,640134,null,5758,null,61355,null,5554,null,1714875,null,3649,null,1274067,null,13083,null,440808,null,13130,null,385264,null,2567,null,382292,null,2630,null,2972,null,1226,null,0400000US05,Arkansas,05
36160600,null,6633,null,9347714,null,2879,null,8337162,null,25458,null,1010552,null,25893,null,22810866,null,9812,null,17479019,null,41808,null,5331847,null,42536,null,4002020,null,7459,null,3913933,null,9181,null,88087,null,5130,null,0400000US06,California,06
4853404,null,1990,null,1203936,null,1603,null,1030982,null,9875,null,172954,null,9964,null,3154163,null,3072,null,2500834,null,14653,null,653329,null,14149,null,495305,null,2323,null,487724,null,2616,null,7581,null,1773,null,0400000US08,Colorado,08
3440844,null,1173,null,809967,null,951,null,770389,null,4390,null,39578,null,4334,null,2180193,null,2173,null,1913491,null,12131,null,266702,null,11882,null,450684,null,1479,null,446367,null,1901,null,4317,null,1056,null,0400000US09,Connecticut,09
856131,null,1689,null,206043,null,342,null,190057,null,3267,null,15986,null,3223,null,533701,null,1974,null,462339,null,5271,null,71362,null,4564,null,116387,null,879,null,115806,null,994,null,581,null,412,null,0400000US10,Delaware,10
580464,null,653,null,111263,null,844,null,106506,null,1983,null,4757,null,1786,null,402887,null,1335,null,363099,null,3226,null,39788,null,2940,null,66314,null,617,null,64150,null,1063,null,2164,null,1013,null,0400000US11,District of Columbia,11
17995843,null,3547,null,3996332,null,5566,null,3295275,null,21002,null,701057,null,20779,null,10894707,null,8241,null,7906963,null,32449,null,2987744,null,30478,null,3104804,null,4399,null,3044429,null,6227,null,60375,null,4282,null,0400000US12,Florida,12
