C19101A_001E,C19101A_001EA,C19101A_001M,C19101A_001MA,C19101A_002E,C19101A_002EA,C19101A_002M,C19101A_002MA,C19101A_003E,C19101A_003EA,C19101A_003M,C19101A_003MA,C19101A_004E,C19101A_004EA,C19101A_004M,C19101A_004MA,C19101A_005E,C19101A_005EA,C19101A_005M,C19101A_005MA,C19101A_006E,C19101A_006EA,C19101A_006M,C19101A_006MA,C19101A_007E,C19101A_007EA,C19101A_007M,C19101A_007MA,C19101A_008E,C19101A_008EA,C19101A_008M,C19101A_008MA,C19101A_009E,C19101A_009EA,C19101A_009M,C19101A_009MA,C19101A_010E,C19101A_010EA,C19101A_010M,C19101A_010MA,C19101A_011E,C19101A_011EA,C19101A_011M,C19101A_011MA,GEO_ID,NAME,state
893674,null,9179,null,30858,null,2537,null,25565,null,2958,null,78234,null,4629,null,87988,null,4206,null,127707,null,4827,null,200115,null,5878,null,135939,null,5471,null,133080,null,4934,null,38096,null,2770,null,36092,null,2478,null,0400000US01,Alabama,01
115355,null,3347,null,1849,null,550,null,1178,null,480,null,3536,null,850,null,7404,null,1231,null,10290,null,1398,null,20980,null,1751,null,21581,null,2045,null,30102,null,2355,null,10041,null,1475,null,8394,null,1202,null,0400000US02,Alaska,02
1242497,null,13236,null,49055,null,4672,null,35437,null,3032,null,93239,null,4934,null,117582,null,5845,null,178192,null,6817,null,263163,null,7542,null,188133,null,6888,null,195487,null,6118,null,62025,null,3332,null,60184,null,3488,null,0400000US04,Arizona,04
612018,null,7504,null,25472,null,2119,null,21949,null,2259,null,67117,null,3816,null,71638,null,4236,null,104539,null,5529,null,132942,null,5034,null,83471,null,4081,null,68653,null,3365,null,18638,null,1837,null,17599,null,1819,null,0400000US05,Arkansas,05
5399469,null,22285,null,164170,null,7897,null,137916,null,6506,null,394688,null,9152,null,403507,null,10791,null,621783,null,11825,null,945166,null,14351,null,761337,null,13190,null,994682,null,14055,null,462066,null,9320,null,514154,null,9620,null,0400000US06,California,06
1054331,null,11421,null,28610,null,3190,null,26259,null,2875,null,67496,null,4143,null,76660,null,4072,null,126716,null,5295,null,212211,null,6347,null,169955,null,6164,null,194413,null,6337,null,76958,null,3704,null,75053,null,3747,null,0400000US08,Colorado,08
733129,null,7272,null,15304,null,2059,null,10430,null,1795,null,28883,null,2628,null,38449,null,3209,null,67880,null,4381,null,123333,null,4948,null,115822,null,5585,null,168875,null,5844,null,73658,null,4096,null,90495,null,4150,null,0400000US09,Connecticut,09
167035,null,3809,null,2558,null,809,null,3276,null,963,null,8730,null,1301,null,12814,null,1577,null,21463,null,2380,null,35578,null,3000,null,27589,null,2296,null,32945,null,1965,null,12452,null,1795,null,9630,null,1149,null,0400000US10,Delaware,10
35027,null,2276,null,476,null,297,null,390,null,351,null,1133,null,560,null,473,null,279,null,1920,null,910,null,2958,null,889,null,2212,null,820,null,5563,null,1088,null,6051,null,1068,null,13851,null,1619,null,0400000US11,District of Columbia,11
3684058,null,22258,null,121194,null,6423,null,108967,null,5738,null,308796,null,10676,null,364422,null,10123,null,543018,null,13077,null,789575,null,13884,null,528874,null,11962,null,528032,null,9422,null,186736,null,7086,null,204444,null,7349,null,0400000US12,Florida,12
