B20004_001E,B20004_001EA,B20004_001M,B20004_001MA,B20004_002E,B20004_002EA,B20004_002M,B20004_002MA,B20004_003E,B20004_003EA,B20004_003M,B20004_003MA,B20004_004E,B20004_004EA,B20004_004M,B20004_004MA,B20004_005E,B20004_005EA,B20004_005M,B20004_005MA,B20004_006E,B20004_006EA,B20004_006M,B20004_006MA,B20004_007E,B20004_007EA,B20004_007M,B20004_007MA,B20004_008E,B20004_008EA,B20004_008M,B20004_008MA,B20004_009E,B20004_009EA,B20004_009M,B20004_009MA,B20004_010E,B20004_010EA,B20004_010M,B20004_010MA,B20004_011E,B20004_011EA,B20004_011M,B20004_011MA,B20004_012E,B20004_012EA,B20004_012M,B20004_012MA,B20004_013E,B20004_013EA,B20004_013M,B20004_013MA,B20004_014E,B20004_014EA,B20004_014M,B20004_014MA,B20004_015E,B20004_015EA,B20004_015M,B20004_015MA,B20004_016E,B20004_016EA,B20004_016M,B20004_016MA,B20004_017E,B20004_017EA,B20004_017M,B20004_017MA,B20004_018E,B20004_018EA,B20004_018M,B20004_018MA,GEO_ID,NAME,state
31048,null,276,null,19386,null,1000,null,25583,null,457,null,30543,null,448,null,43144,null,1400,null,53963,null,1379,null,37437,null,735,null,22863,null,1101,null,31520,null,616,null,40101,null,931,null,55500,null,2078,null,75785,null,4397,null,24530,null,502,null,14657,null,932,null,19884,null,614,null,24258,null,744,null,36028,null,626,null,48197,null,856,null,0400000US01,Alabama,01
38326,null,1573,null,16944,null,3247,null,31277,null,1193,null,38296,null,2047,null,46435,null,1591,null,60785,null,3796,null,46817,null,2128,null,22522,null,5285,null,38291,null,3815,null,47083,null,3168,null,59425,null,6715,null,71502,null,5800,null,30894,null,859,null,11480,null,2007,null,21802,null,975,null,31433,null,1287,null,38501,null,4237,null,48275,null,6481,null,0400000US02,Alaska,02
32691,null,507,null,20597,null,537,null,27220,null,660,null,33126,null,783,null,45792,null,851,null,57467,null,2308,null,37274,null,353,null,23056,null,969,null,31216,null,508,null,39581,null,1184,null,55282,null,1942,null,71211,null,1551,null,28314,null,608,null,15270,null,832,null,22106,null,710,null,28303,null,733,null,37922,null,1136,null,47922,null,1616,null,0400000US04,Arizona,04
27890,null,714,null,19423,null,981,null,23722,null,611,null,27780,null,1100,null,40820,null,805,null,51918,null,1424,null,33369,null,890,null,22789,null,1356,null,29672,null,1294,null,35222,null,945,null,50703,null,1395,null,66174,null,4071,null,22423,null,437,null,14818,null,863,null,18612,null,780,null,22345,null,687,null,34773,null,1438,null,45970,null,1158,null,0400000US05,Arkansas,05
36855,null,149,null,20109,null,196,null,29473,null,411,null,37134,null,234,null,52111,null,223,null,74664,null,873,null,42058,null,163,null,23411,null,332,null,33564,null,612,null,44582,null,727,null,62439,null,774,null,90657,null,1076,null,31266,null,143,null,14964,null,279,null,23545,null,394,null,31464,null,216,null,44423,null,933,null,61107,null,407,null,0400000US06,California,06
36064,null,326,null,19694,null,1109,null,29445,null,936,null,33820,null,799,null,46066,null,784,null,60535,null,767,null,42160,null,395,null,21913,null,917,null,33653,null,1260,null,41202,null,524,null,57979,null,2698,null,77274,null,2679,null,30027,null,435,null,14174,null,1360,null,24255,null,1084,null,26735,null,642,null,35749,null,837,null,48938,null,1845,null,0400000US08,Colorado,08
43429,null,639,null,24595,null,1550,null,34349,null,953,null,40341,null,652,null,56747,null,1071,null,71376,null,851,null,52018,null,425,null,29231,null,2132,null,41053,null,550,null,50028,null,1258,null,70747,null,1281,null,89055,null,3508,null,35514,null,464,null,20347,null,1694,null,27761,null,1075,null,32749,null,971,null,45372,null,1185,null,59578,null,2734,null,0400000US09,Connecticut,09
36513,null,668,null,21953,null,1406,null,29386,null,979,null,36051,null,808,null,49406,null,2547,null,63236,null,3357,null,41984,null,820,null,25333,null,2054,null,35085,null,1724,null,41906,null,1388,null,59932,null,4356,null,77180,null,7267,null,31327,null,799,null,17364,null,2841,null,25050,null,1518,null,31353,null,934,null,43198,null,2898,null,52370,null,4952,null,0400000US10,Delaware,10
47560,null,1748,null,19548,null,3255,null,29156,null,1943,null,36955,null,2310,null,56856,null,3330,null,83040,null,3687,null,51617,null,1459,null,21342,null,2758,null,29728,null,3676,null,45595,null,3775,null,65432,null,5655,null,96640,null,5904,null,43956,null,2740,null,16676,null,1679,null,28848,null,2684,null,33450,null,1742,null,50995,null,1915,null,70787,null,3023,null,0400000US11,District of Columbia,11
31423,null,146,null,19970,null,379,null,25887,null,230,null,31614,null,209,null,41701,null,257,null,55204,null,1153,null,35975,null,220,null,22289,null,380,null,30243,null,280,null,36700,null,363,null,50520,null,512,null,69430,null,2329,null,27142,null,224,null,15561,null,448,null,21836,null,266,null,27688,null,462,null,37022,null,422,null,46552,null,748,null,0400000US12,Florida,12
33326,null,427,null,19593,null,556,null,26960,null,342,null,32348,null,308,null,46729,null,649,null,60846,null,557,null,39660,null,677,null,22157,null,600,null,31564,null,382,null,40478,null,485,null,58782,null,2112,null,76109,null,2720,null,28644,null,383,null,15370,null,571,null,22140,null,390,null,27443,null,529,null,38521,null,954,null,52250,null,787,null,0400000US13,Georgia,13
36509,null,565,null,22832,null,1857,null,29943,null,932,null,35553,null,822,null,45418,null,1547,null,62002,null,1955,null,42104,null,686,null,25735,null,2254,null,33668,null,2688,null,41601,null,1154,null,51632,null,2065,null,75177,null,5641,null,31465,null,516,null,19260,null,2816,null,24845,null,1377,null,30950,null,727,null,37994,null,2718,null,52495,null,4197,null,0400000US15,Hawaii,15
30318,null,337,null,20182,null,1361,null,25292,null,842,null,29044,null,1246,null,40534,null,955,null,54459,null,3378,null,37453,null,749,null,25003,null,1294,null,32467,null,1537,null,37175,null,939,null,50301,null,1658,null,66325,null,3800,null,21818,null,604,null,12682,null,1089,null,18255,null,1220,null,21053,null,986,null,31391,null,693,null,46473,null,3214,null,0400000US16,Idaho,16
36711,null,184,null,21510,null,424,null,29135,null,493,null,34964,null,465,null,49765,null,767,null,63746,null,1601,null,44392,null,541,null,25217,null,739,null,35753,null,405,null,43080,null,999,null,60860,null,604,null,81185,null,1514,null,30200,null,199,null,16371,null,438,null,22275,null,338,null,28236,null,537,null,40359,null,519,null,52253,null,718,null,0400000US17,Illinois,17
32203,null,221,null,20573,null,640,null,27509,null,404,null,31839,null,349,null,43686,null,1132,null,56902,null,910,null,40460,null,291,null,25447,null,860,null,34642,null,773,null,41378,null,482,null,54647,null,1757,null,69250,null,3699,null,25815,null,231,null,14547,null,1027,null,21461,null,326,null,25321,null,425,null,35728,null,478,null,50170,null,1045,null,0400000US18,Indiana,18
