B20017G_001E,B20017G_001EA,B20017G_001M,B20017G_001MA,B20017G_002E,B20017G_002EA,B20017G_002M,B20017G_002MA,B20017G_003E,B20017G_003EA,B20017G_003M,B20017G_003MA,B20017G_004E,B20017G_004EA,B20017G_004M,B20017G_004MA,B20017G_005E,B20017G_005EA,B20017G_005M,B20017G_005MA,B20017G_006E,B20017G_006EA,B20017G_006M,B20017G_006MA,B20017G_007E,B20017G_007EA,B20017G_007M,B20017G_007MA,GEO_ID,NAME,state
23762,null,4963,null,30636,null,3342,null,42069,null,2809,null,15282,null,3787,null,13572,null,3019,null,32133,null,5156,null,5687,null,2750,null,0400000US01,Alabama,01
24519,null,3461,null,26152,null,4421,null,40947,null,8351,null,10946,null,3146,null,21989,null,2068,null,36208,null,4125,null,7288,null,1807,null,0400000US02,Alaska,02
23007,null,2190,null,23963,null,2433,null,34572,null,3192,null,6105,null,1986,null,21219,null,3497,null,35058,null,2723,null,8441,null,1804,null,0400000US04,Arizona,04
19178,null,4688,null,24452,null,4539,null,34027,null,3354,null,7875,null,2376,null,14605,null,4043,null,24508,null,3650,null,8090,null,1717,null,0400000US05,Arkansas,05
26349,null,905,null,30973,null,1085,null,47029,null,1797,null,8890,null,721,null,22599,null,1165,null,40014,null,1317,null,9434,null,709,null,0400000US06,California,06
24321,null,2593,null,30094,null,2778,null,40019,null,4022,null,11762,null,2339,null,20018,null,2865,null,32534,null,3342,null,7247,null,1689,null,0400000US08,Colorado,08
28623,null,5077,null,30927,null,6357,null,47696,null,6506,null,8470,null,5181,null,26091,null,4309,null,43133,null,6289,null,9570,null,1882,null,0400000US09,Connecticut,09
25458,null,9355,null,28813,null,29941,null,55697,null,24362,null,6297,null,3932,null,16999,null,6582,null,34021,null,7199,null,3750,null,2378,null,0400000US10,Delaware,10
42456,null,7418,null,70079,null,44745,null,73428,null,1638,null,7290,null,3854,null,37150,null,8866,null,48199,null,9567,null,15714,null,15187,null,0400000US11,District of Columbia,11
22197,null,1124,null,25733,null,1525,null,35274,null,2508,null,9498,null,2020,null,20111,null,1458,null,29872,null,1911,null,8554,null,1208,null,0400000US12,Florida,12
23517,null,1718,null,27586,null,4338,null,42832,null,4397,null,8558,null,2622,null,21299,null,2011,null,35740,null,3235,null,6761,null,3493,null,0400000US13,Georgia,13
29371,null,1727,null,35087,null,2677,null,43976,null,2716,null,10479,null,1313,null,25029,null,1352,null,33740,null,2662,null,9713,null,1518,null,0400000US15,Hawaii,15
16480,null,3500,null,24629,null,5506,null,37242,null,9916,null,5412,null,2052,null,12110,null,2809,null,24301,null,2983,null,7923,null,3069,null,0400000US16,Idaho,16
24562,null,1956,null,30003,null,5097,null,42734,null,3857,null,8518,null,1953,null,21799,null,2956,null,34054,null,2796,null,7661,null,1387,null,0400000US17,Illinois,17
