C11002G_001E,C11002G_001EA,C11002G_001M,C11002G_001MA,C11002G_002E,C11002G_002EA,C11002G_002M,C11002G_002MA,C11002G_003E,C11002G_003EA,C11002G_003M,C11002G_003MA,GEO_ID,NAME,state
50785,null,6311,null,43877,null,6037,null,6908,null,1697,null,0400000US01,Alabama,01
36103,null,5543,null,30938,null,5354,null,5165,null,1407,null,0400000US02,Alaska,02
99823,null,9039,null,81358,null,7880,null,18465,null,3545,null,0400000US04,Arizona,04
44333,null,5203,null,37435,null,5088,null,6898,null,1564,null,0400000US05,Arkansas,05
794797,null,25385,null,662555,null,24191,null,132242,null,8363,null,0400000US06,California,06
99782,null,9596,null,81906,null,9222,null,17876,null,2710,null,0400000US08,Colorado,08
46888,null,6193,null,39457,null,5813,null,7431,null,1871,null,0400000US09,Connecticut,09
9672,null,2491,null,7856,null,2452,null,1816,null,765,null,0400000US10,Delaware,10
10175,null,3790,null,6677,null,3555,null,3498,null,1098,null,0400000US11,District of Columbia,11
226780,null,13318,null,190037,null,13027,null,36743,null,4745,null,0400000US12,Florida,12
89690,null,8711,null,72186,null,8192,null,17504,null,3382,null,0400000US13,Georgia,13
202497,null,11677,null,181127,null,11200,null,21370,null,4358,null,0400000US15,Hawaii,15
29358,null,5166,null,26223,null,5017,null,3135,null,1042,null,0400000US16,Idaho,16
124379,null,9934,null,107591,null,9858,null,16788,null,2107,null,0400000US17,Illinois,17
73161,null,7075,null,61325,null,6990,null,11836,null,1798,null,0400000US18,Indiana,18
23889,null,4026,null,17573,null,3759,null,6316,null,2036,null,0400000US19,Iowa,19
49368,null,5529,null,40634,null,5008,null,8734,null,1809,null,0400000US20,Kansas,20
36258,null,4579,null,28844,null,4332,null,7414,null,1445,null,0400000US21,Kentucky,21
32543,null,4225,null,26307,null,3841,null,6236,null,1695,null,0400000US22,Louisiana,22
15923,null,2711,null,12791,null,2604,null,3132,null,751,null,0400000US23,Maine,23
77955,null,7452,null,65781,null,7560,null,12174,null,2110,null,0400000US24,Maryland,24
90341,null,8938,null,75342,null,9050,null,14999,null,2772,null,0400000US25,Massachusetts,25
119985,null,7265,null,97768,null,6926,null,22217,null,3012,null,0400000US26,Michigan,26
47355,null,5211,null,38864,null,4699,null,8491,null,1455,null,0400000US27,Minnesota,27
14416,null,2882,null,11462,null,2896,null,2954,null,908,null,0400000US28,Mississippi,28
85253,null,7250,null,70075,null,6143,null,15178,null,2561,null,0400000US29,Missouri,29
15279,null,3084,null,12310,null,2713,null,2969,null,1164,null,0400000US30,Montana,30
21593,null,3976,null,17892,null,3925,null,3701,null,1077,null,0400000US31,Nebraska,31
54404,null,6605,null,45403,null,6491,null,9001,null,1565,null,0400000US32,Nevada,32
14241,null,2275,null,11151,null,2338,null,3090,null,1379,null,0400000US33,New Hampshire,33
108813,null,10005,null,93334,null,9649,null,15479,null,2838,null,0400000US34,New Jersey,34
44434,null,6108,null,36103,null,5768,null,8331,null,2004,null,0400000US35,New Mexico,35
264021,null,15474,null,211777,null,14697,null,52244,null,5466,null,0400000US36,New York,36
91235,null,8985,null,75236,null,8584,null,15999,null,2607,null,0400000US37,North Carolina,37
5057,null,1553,null,3793,null,1384,null,1264,null,736,null,0400000US38,North Dakota,38
118577,null,7704,null,95742,null,7500,null,22835,null,3188,null,0400000US39,Ohio,39
175755,null,9622,null,145384,null,9008,null,30371,null,3057,null,0400000US40,Oklahoma,40
84599,null,7372,null,69494,null,7023,null,15105,null,2747,null,0400000US41,Oregon,41
106284,null,8510,null,87331,null,8275,null,18953,null,3112,null,0400000US42,Pennsylvania,42
11357,null,3370,null,10112,null,3209,null,1245,null,657,null,0400000US44,Rhode Island,44
44636,null,5986,null,39460,null,5896,null,5176,null,1347,null,0400000US45,South Carolina,45
8743,null,2499,null,7859,null,2493,null,884,null,485,null,0400000US46,South Dakota,46
62899,null,6702,null,53162,null,6255,null,9737,null,1843,null,0400000US47,Tennessee,47
347356,null,17048,null,302703,null,16322,null,44653,null,4761,null,0400000US48,Texas,48
30610,null,5639,null,25868,null,5364,null,4742,null,2249,null,0400000US49,Utah,49
6954,null,1762,null,5897,null,1735,null,1057,null,474,null,0400000US50,Vermont,50
99300,null,10123,null,83284,null,10151,null,16016,null,2622,null,0400000US51,Virginia,51
164275,null,10922,null,125696,null,10367,null,38579,null,5219,null,0400000US53,Washington,53
15958,null,3250,null,11595,null,3047,null,4363,null,1265,null,0400000US54,West Virginia,54
47425,null,5915,null,40556,null,5504,null,6869,null,1520,null,0400000US55,Wisconsin,55
10680,null,2231,null,8509,null,2137,null,2171,null,733,null,0400000US56,Wyoming,56
306573,null,15006,null,279590,null,14971,null,26983,null,3039,null,0400000US72,Puerto Rico,72
