C17001H_001E,C17001H_001EA,C17001H_001M,C17001H_001MA,C17001H_002E,C17001H_002EA,C17001H_002M,C17001H_002MA,C17001H_003E,C17001H_003EA,C17001H_003M,C17001H_003MA,C17001H_004E,C17001H_004EA,C17001H_004M,C17001H_004MA,C17001H_005E,C17001H_005EA,C17001H_005M,C17001H_005MA,C17001H_006E,C17001H_006EA,C17001H_006M,C17001H_006MA,C17001H_007E,C17001H_007EA,C17001H_007M,C17001H_007MA,C17001H_008E,C17001H_008EA,C17001H_008M,C17001H_008MA,C17001H_009E,C17001H_009EA,C17001H_009M,C17001H_009MA,C17001H_010E,C17001H_010EA,C17001H_010M,C17001H_010MA,C17001H_011E,C17001H_011EA,C17001H_011M,C17001H_011MA,C17001H_012E,C17001H_012EA,C17001H_012M,C17001H_012MA,C17001H_013E,C17001H_013EA,C17001H_013M,C17001H_013MA,C17001H_014E,C17001H_014EA,C17001H_014M,C17001H_014MA,C17001H_015E,C17001H_015EA,C17001H_015M,C17001H_015MA,C17001H_016E,C17001H_016EA,C17001H_016M,C17001H_016MA,C17001H_017E,C17001H_017EA,C17001H_017M,C17001H_017MA,C17001H_018E,C17001H_018EA,C17001H_018M,C17001H_018MA,C17001H_019E,C17001H_019EA,C17001H_019M,C17001H_019MA,GEO_ID,NAME,state
3124315,null,4348,null,329432,null,14044,null,135973,null,8549,null,43831,null,4881,null,78913,null,4777,null,13229,null,1823,null,193459,null,8292,null,41532,null,4135,null,118565,null,5399,null,33362,null,2420,null,2794883,null,14354,null,1389941,null,8590,null,303805,null,4893,null,888105,null,5666,null,198031,null,2204,null,1404942,null,8759,null,288887,null,4549,null,868091,null,5537,null,247964,null,2635,null,0400000US01,Alabama,01
440258,null,1281,null,25738,null,3579,null,12938,null,2279,null,4087,null,1071,null,8383,null,1678,null,468,null,283,null,12800,null,2056,null,3388,null,1026,null,8713,null,1629,null,699,null,302,null,414520,null,3638,null,217701,null,2536,null,46927,null,1348,null,153431,null,1940,null,17343,null,362,null,196819,null,2178,null,43835,null,1187,null,135769,null,1694,null,17215,null,362,null,0400000US02,Alaska,02
3724881,null,3907,null,323444,null,16903,null,141629,null,9539,null,32403,null,4265,null,94043,null,7041,null,15183,null,2078,null,181815,null,9905,null,32247,null,3814,null,117794,null,7480,null,31774,null,3182,null,3401437,null,17385,null,1684887,null,10402,null,335590,null,4789,null,1043869,null,8063,null,305428,null,2337,null,1716550,null,10167,null,319209,null,4258,null,1043657,null,7709,null,353684,null,3571,null,0400000US04,Arizona,04
2102785,null,3983,null,270859,null,12525,null,113512,null,6901,null,39039,null,3556,null,64858,null,4791,null,9615,null,1034,null,157347,null,7211,null,40030,null,3359,null,91803,null,4986,null,25514,null,2166,null,1831926,null,12663,null,916461,null,7777,null,198928,null,3749,null,576890,null,5414,null,140643,null,1270,null,915465,null,7278,null,184243,null,3624,null,565660,null,5033,null,165562,null,2394,null,0400000US05,Arkansas,05
15140750,null,11698,null,1252408,null,26699,null,560638,null,15418,null,122739,null,7905,null,385113,null,12625,null,52786,null,4415,null,691770,null,15867,null,109309,null,7233,null,469971,null,12861,null,112490,null,6987,null,13888342,null,27044,null,6925881,null,16150,null,1297556,null,8501,null,4583238,null,13623,null,1045087,null,4847,null,6962461,null,17768,null,1236604,null,8878,null,4415520,null,13358,null,1310337,null,8806,null,0400000US06,California,06
3431706,null,3605,null,258976,null,12217,null,110575,null,6202,null,27904,null,3324,null,73945,null,4200,null,8726,null,1359,null,148401,null,7817,null,24356,null,3178,null,102967,null,5660,null,21078,null,2390,null,3172730,null,12722,null,1594015,null,6673,null,336264,null,4001,null,1082300,null,4358,null,175451,null,1672,null,1578715,null,8413,null,322589,null,3602,null,1044702,null,6127,null,211424,null,2734,null,0400000US08,Colorado,08
2502489,null,2991,null,135129,null,7693,null,56019,null,4430,null,13716,null,2481,null,36167,null,3553,null,6136,null,1333,null,79110,null,5051,null,11276,null,1727,null,52044,null,4069,null,15790,null,1727,null,2367360,null,8394,null,1159894,null,5053,null,251995,null,2877,null,745748,null,3854,null,162151,null,1484,null,1207466,null,5657,null,241467,null,2243,null,753504,null,4614,null,212495,null,2068,null,0400000US09,Connecticut,09
581189,null,2115,null,38260,null,4648,null,13487,null,2218,null,3062,null,1092,null,8922,null,1804,null,1503,null,479,null,24773,null,3356,null,4238,null,1410,null,16000,null,2264,null,4535,null,954,null,542929,null,4966,null,268993,null,2700,null,58217,null,1139,null,168820,null,2357,null,41956,null,491,null,273936,null,3426,null,53839,null,1427,null,169921,null,2260,null,50176,null,999,null,0400000US10,Delaware,10
178386,null,2017,null,11959,null,1586,null,5616,null,1125,null,418,null,359,null,4749,null,1001,null,449,null,398,null,6343,null,1203,null,207,null,243,null,5779,null,1162,null,357,null,260,null,166427,null,2547,null,84059,null,1544,null,10865,null,461,null,64623,null,1353,null,8571,null,628,null,82368,null,1959,null,10092,null,635,null,62179,null,1545,null,10097,null,589,null,0400000US11,District of Columbia,11
10806570,null,9282,null,1029479,null,26481,null,461532,null,12909,null,113852,null,6938,null,284038,null,10588,null,63642,null,3964,null,567947,null,16984,null,110639,null,8005,null,342848,null,12070,null,114460,null,4932,null,9777091,null,28619,null,4809628,null,13959,null,886158,null,6994,null,2894287,null,10729,null,1029183,null,4331,null,4967463,null,19806,null,830998,null,9045,null,2915391,null,12687,null,1221074,null,5789,null,0400000US12,Florida,12
