C05003I_001E,C05003I_001EA,C05003I_001M,C05003I_001MA,C05003I_002E,C05003I_002EA,C05003I_002M,C05003I_002MA,C05003I_003E,C05003I_003EA,C05003I_003M,C05003I_003MA,C05003I_004E,C05003I_004EA,C05003I_004M,C05003I_004MA,C05003I_005E,C05003I_005EA,C05003I_005M,C05003I_005MA,C05003I_006E,C05003I_006EA,C05003I_006M,C05003I_006MA,C05003I_007E,C05003I_007EA,C05003I_007M,C05003I_007MA,C05003I_008E,C05003I_008EA,C05003I_008M,C05003I_008MA,C05003I_009E,C05003I_009EA,C05003I_009M,C05003I_009MA,C05003I_010E,C05003I_010EA,C05003I_010M,C05003I_010MA,C05003I_011E,C05003I_011EA,C05003I_011M,C05003I_011MA,C05003I_012E,C05003I_012EA,C05003I_012M,C05003I_012MA,C05003I_013E,C05003I_013EA,C05003I_013M,C05003I_013MA,C05003I_014E,C05003I_014EA,C05003I_014M,C05003I_014MA,C05003I_015E,C05003I_015EA,C05003I_015M,C05003I_015MA,GEO_ID,NAME,state
130164,null,1800,null,73825,null,2912,null,28376,null,1597,null,22962,null,1830,null,5414,null,1201,null,45449,null,2339,null,12374,null,1768,null,33075,null,2595,null,56339,null,2270,null,23156,null,1675,null,19738,null,1913,null,3418,null,1120,null,33183,null,1290,null,13824,null,1551,null,19359,null,1643,null,0400000US01,Alabama,01
42588,null,1669,null,24511,null,1524,null,9028,null,662,null,8977,null,675,null,51,null,88,null,15483,null,1462,null,11541,null,1152,null,3942,null,1501,null,18077,null,909,null,6422,null,705,null,6365,null,718,null,57,null,83,null,11655,null,468,null,8567,null,768,null,3088,null,697,null,0400000US02,Alaska,02
1959197,null,1639,null,1016167,null,1489,null,375856,null,1163,null,343576,null,4006,null,32280,null,3767,null,640311,null,836,null,323907,null,8503,null,316404,null,8558,null,943030,null,1180,null,357842,null,963,null,327572,null,3157,null,30270,null,3001,null,585188,null,817,null,313273,null,8484,null,271915,null,8357,null,0400000US04,Arizona,04
157478,null,1645,null,85060,null,2066,null,33630,null,1847,null,28760,null,1928,null,4870,null,1095,null,51430,null,1410,null,15249,null,2009,null,36181,null,2155,null,72418,null,1843,null,31748,null,1561,null,28055,null,1895,null,3693,null,1166,null,40670,null,1085,null,13951,null,1557,null,26719,null,1563,null,0400000US05,Arkansas,05
13457397,null,0,*****,6907415,null,2034,null,2376927,null,1717,null,2199891,null,7081,null,177036,null,6667,null,4530488,null,829,null,1917414,null,22445,null,2613074,null,22361,null,6549982,null,2035,null,2277736,null,1758,null,2110024,null,9172,null,167712,null,8933,null,4272246,null,764,null,1938190,null,18976,null,2334056,null,19088,null,0400000US06,California,06
997060,null,0,*****,522941,null,1929,null,180370,null,1903,null,164628,null,3169,null,15742,null,2570,null,342571,null,1225,null,200969,null,6527,null,141602,null,6413,null,474119,null,1927,null,173714,null,1869,null,157068,null,3019,null,16646,null,2581,null,300405,null,1172,null,194108,null,5035,null,106297,null,4891,null,0400000US08,Colorado,08
419391,null,0,*****,211009,null,1486,null,71320,null,1267,null,66656,null,1570,null,4664,null,1006,null,139689,null,477,null,81109,null,4249,null,58580,null,4187,null,208382,null,1487,null,69206,null,1268,null,64997,null,1942,null,4209,null,1413,null,139176,null,475,null,90668,null,3429,null,48508,null,3476,null,0400000US09,Connecticut,09
59093,null,0,*****,30684,null,694,null,11359,null,652,null,9059,null,962,null,2300,null,1022,null,19325,null,247,null,8417,null,1390,null,10908,null,1392,null,28409,null,694,null,12027,null,652,null,10210,null,789,null,1817,null,724,null,16382,null,247,null,9326,null,1003,null,7056,null,974,null,0400000US10,Delaware,10
51124,null,0,*****,26504,null,346,null,6147,null,346,null,5575,null,401,null,572,null,403,null,20357,null,0,*****,5825,null,1255,null,14532,null,1256,null,24620,null,346,null,6352,null,345,null,5520,null,622,null,832,null,494,null,18268,null,0,*****,5540,null,1117,null,12728,null,1117,null,0400000US11,District of Columbia,11
3845964,null,2070,null,1944969,null,5903,null,518449,null,3151,null,460551,null,5702,null,57898,null,4228,null,1426520,null,7269,null,520723,null,13314,null,905797,null,15730,null,1900995,null,5445,null,492622,null,3728,null,436462,null,5751,null,56160,null,4536,null,1408373,null,3106,null,518166,null,10442,null,890207,null,9933,null,0400000US12,Florida,12
