B06009_001E,B06009_001EA,B06009_001M,B06009_001MA,B06009_002E,B06009_002EA,B06009_002M,B06009_002MA,B06009_003E,B06009_003EA,B06009_003M,B06009_003MA,B06009_004E,B06009_004EA,B06009_004M,B06009_004MA,B06009_005E,B06009_005EA,B06009_005M,B06009_005MA,B06009_006E,B06009_006EA,B06009_006M,B06009_006MA,B06009_007E,B06009_007EA,B06009_007M,B06009_007MA,B06009_008E,B06009_008EA,B06009_008M,B06009_008MA,B06009_009E,B06009_009EA,B06009_009M,B06009_009MA,B06009_010E,B06009_010EA,B06009_010M,B06009_010MA,B06009_011E,B06009_011EA,B06009_011M,B06009_011MA,B06009_012E,B06009_012EA,B06009_012M,B06009_012MA,B06009_013E,B06009_013EA,B06009_013M,B06009_013MA,B06009_014E,B06009_014EA,B06009_014M,B06009_014MA,B06009_015E,B06009_015EA,B06009_015M,B06009_015MA,B06009_016E,B06009_016EA,B06009_016M,B06009_016MA,B06009_017E,B06009_017EA,B06009_017M,B06009_017MA,B06009_018E,B06009_018EA,B06009_018M,B06009_018MA,B06009_019E,B06009_019EA,B06009_019M,B06009_019MA,B06009_020E,B06009_020EA,B06009_020M,B06009_020MA,B06009_021E,B06009_021EA,B06009_021M,B06009_021MA,B06009_022E,B06009_022EA,B06009_022M,B06009_022MA,B06009_023E,B06009_023EA,B06009_023M,B06009_023MA,B06009_024E,B06009_024EA,B06009_024M,B06009_024MA,B06009_025E,B06009_025EA,B06009_025M,B06009_025MA,B06009_026E,B06009_026EA,B06009_026M,B06009_026MA,B06009_027E,B06009_027EA,B06009_027M,B06009_027MA,B06009_028E,B06009_028EA,B06009_028M,B06009_028MA,B06009_029E,B06009_029EA,B06009_029M,B06009_029MA,B06009_030E,B06009_030EA,B06009_030M,B06009_030MA,GEO_ID,NAME,state
6191871,null,8738,null,996599,null,21624,null,1817100,null,24143,null,1675706,null,19763,null,1100034,null,16987,null,602432,null,11735,null,2912284,null,25588,null,585282,null,17062,null,1054463,null,20271,null,741491,null,14674,null,361182,null,8796,null,169866,null,6362,null,2474882,null,23384,null,199951,null,8694,null,575304,null,13493,null,776058,null,15988,null,589041,null,11818,null,334528,null,8774,null,70748,null,4737,null,5474,null,1347,null,14639,null,2431,null,22899,null,2810,null,17465,null,2156,null,10271,null,1693,null,733957,null,12243,null,205892,null,10225,null,172694,null,8513,null,135258,null,6608,null,132346,null,7456,null,87767,null,4800,null,0400000US13,Georgia,13
873046,null,2596,null,84846,null,4586,null,250825,null,8852,null,283202,null,8105,null,167681,null,6106,null,86492,null,4809,null,414946,null,7755,null,35553,null,2706,null,145190,null,6356,null,130782,null,6275,null,71263,null,4218,null,32158,null,3023,null,236072,null,5679,null,5967,null,1185,null,44215,null,4369,null,86586,null,4124,null,58949,null,3564,null,40355,null,3088,null,26428,null,2856,null,2794,null,932,null,8326,null,1839,null,7455,null,1514,null,5103,null,1421,null,2750,null,962,null,195600,null,7401,null,40532,null,3439,null,53094,null,4128,null,58379,null,4665,null,32366,null,2925,null,11229,null,1528,null,0400000US15,Hawaii,15
959162,null,2120,null,116354,null,5539,null,266100,null,6607,null,346551,null,7577,null,159133,null,5837,null,71024,null,3668,null,350749,null,6897,null,32738,null,3152,null,114187,null,4528,null,131503,null,4659,null,55313,null,3465,null,17008,null,1756,null,529982,null,7428,null,49526,null,3581,null,139091,null,5568,null,198427,null,5779,null,94295,null,3991,null,48643,null,3191,null,8564,null,1451,null,203,null,176,null,1538,null,639,null,3964,null,1045,null,2194,null,847,null,665,null,366,null,69867,null,4471,null,33887,null,2812,null,11284,null,1837,null,12657,null,1779,null,7331,null,1654,null,4708,null,969,null,0400000US16,Idaho,16
8393247,null,9864,null,1185424,null,18811,null,2295552,null,25151,null,2404577,null,21430,null,1565010,null,17310,null,942684,null,15050,null,4939121,null,23420,null,486379,null,11595,null,1493115,null,19868,null,1628239,null,17847,null,872288,null,15472,null,459100,null,9989,null,1853846,null,17368,null,212616,null,7151,null,420700,null,10474,null,495859,null,11265,null,422603,null,8176,null,302068,null,7747,null,96817,null,5656,null,25950,null,3336,null,23539,null,3344,null,23827,null,2777,null,15354,null,2108,null,8147,null,1377,null,1503463,null,19004,null,460479,null,13620,null,358198,null,11888,null,256652,null,8700,null,254765,null,9097,null,173369,null,6213,null,0400000US17,Illinois,17
4177420,null,4657,null,574735,null,11672,null,1466600,null,16202,null,1179714,null,14721,null,617092,null,11060,null,339279,null,9696,null,2646625,null,16241,null,331688,null,9688,null,1030177,null,13826,null,761301,null,12481,null,358284,null,9020,null,165175,null,6313,null,1305849,null,16209,null,176049,null,6376,null,385907,null,10287,null,376130,null,10282,null,225510,null,7524,null,142253,null,6163,null,27149,null,2972,null,4161,null,1129,null,5819,null,1347,null,8451,null,1830,null,5019,null,1234,null,3699,null,957,null,197797,null,7057,null,62837,null,4210,null,44697,null,4358,null,33832,null,3410,null,28279,null,2923,null,28152,null,2657,null,0400000US18,Indiana,18
1979224,null,3332,null,192889,null,6614,null,668417,null,9748,null,637678,null,9919,null,335245,null,7895,null,144995,null,5345,null,1411794,null,7974,null,121473,null,5172,null,520241,null,8589,null,471505,null,8675,null,222267,null,6965,null,76308,null,3709,null,474906,null,7366,null,43371,null,3135,null,127485,null,4603,null,149449,null,4710,null,99674,null,4528,null,54927,null,3423,null,9464,null,1541,null,1326,null,633,null,2012,null,626,null,3622,null,915,null,1863,null,610,null,641,null,323,null,83060,null,4020,null,26719,null,2525,null,18679,null,2138,null,13102,null,1547,null,11441,null,1745,null,13119,null,1665,null,0400000US19,Iowa,19
1806450,null,3846,null,189506,null,6490,null,504656,null,9219,null,577333,null,9009,null,353290,null,6812,null,181665,null,6162,null,957574,null,9862,null,84332,null,4344,null,307674,null,6970,null,322456,null,7466,null,168359,null,6581,null,74753,null,4069,null,702302,null,10137,null,55689,null,3452,null,168029,null,6093,null,228654,null,7038,null,160707,null,5571,null,89223,null,3639,null,14661,null,1705,null,786,null,347,null,2731,null,857,null,5792,null,991,null,3569,null,888,null,1783,null,575,null,131913,null,4650,null,48699,null,3397,null,26222,null,2532,null,20431,null,2154,null,20655,null,2369,null,15906,null,1790,null,0400000US20,Kansas,20
2872922,null,5170,null,536690,null,11777,null,989402,null,11627,null,781542,null,11388,null,337111,null,7366,null,228177,null,6755,null,1973596,null,13655,null,409040,null,9762,null,732439,null,11496,null,516019,null,10900,null,191427,null,5610,null,124671,null,4545,null,793034,null,13876,null,103752,null,5384,null,228157,null,7072,null,245354,null,9826,null,129277,null,5478,null,86494,null,4183,null,15231,null,2080,null,1258,null,788,null,4380,null,1184,null,5644,null,1265,null,2235,null,654,null,1714,null,568,null,91061,null,5063,null,22640,null,2538,null,24426,null,2991,null,14525,null,2184,null,14172,null,1984,null,15298,null,2115,null,0400000US21,Kentucky,21
2830500,null,5067,null,531559,null,10383,null,990785,null,12425,null,734306,null,12053,null,389972,null,9875,null,183878,null,7273,null,2142998,null,12569,null,426492,null,9688,null,790500,null,11762,null,539434,null,11860,null,273170,null,8938,null,113402,null,5265,null,559851,null,12990,null,69016,null,3916,null,167477,null,7227,null,169792,null,7054,null,97139,null,5217,null,56427,null,3454,null,15961,null,1925,null,2124,null,840,null,4588,null,1115,null,4514,null,1119,null,3421,null,887,null,1314,null,500,null,111690,null,5363,null,33927,null,3644,null,28220,null,3443,null,20566,null,2177,null,16242,null,2343,null,12735,null,1949,null,0400000US22,Louisiana,22
928594,null,1725,null,95454,null,4259,null,324960,null,7871,null,272662,null,6704,null,153102,null,6142,null,82416,null,4394,null,549146,null,8084,null,67633,null,3601,null,231044,null,6304,null,158882,null,5435,null,67159,null,3829,null,24428,null,2205,null,335536,null,8273,null,20372,null,2127,null,81233,null,4489,null,102823,null,4448,null,78370,null,4142,null,52738,null,3586,null,11003,null,1549,null,850,null,459,null,3293,null,1221,null,3413,null,993,null,2269,null,723,null,1178,null,417,null,32909,null,2624,null,6599,null,1066,null,9390,null,1425,null,7544,null,1489,null,5304,null,1033,null,4072,null,963,null,0400000US23,Maine,23
3741795,null,3580,null,449261,null,10990,null,986866,null,13942,null,989226,null,14503,null,739285,null,12724,null,577157,null,11278,null,1449387,null,15843,null,211390,null,7993,null,513517,null,11789,null,404099,null,10028,null,206145,null,6842,null,114236,null,4330,null,1656358,null,15022,null,117427,null,5219,null,353519,null,9094,null,453475,null,11862,null,399492,null,8619,null,332445,null,8179,null,49592,null,3223,null,3470,null,1093,null,8621,null,1395,null,14867,null,1983,null,11970,null,1747,null,10664,null,1423,null,586458,null,10357,null,116974,null,5755,null,111209,null,5964,null,116785,null,6249,null,121678,null,6370,null,119812,null,5756,null,0400000US24,Maryland,24
4397927,null,3221,null,496627,null,11141,null,1172132,null,14559,null,1053901,null,14680,null,956049,null,14644,null,719218,null,13453,null,2516696,null,16212,null,214727,null,7350,null,796436,null,13307,null,694986,null,12868,null,517775,null,10031,null,292772,null,7717,null,977653,null,14074,null,51666,null,3774,null,158269,null,5361,null,198741,null,6628,null,293731,null,9494,null,275246,null,7351,null,110271,null,4828,null,37847,null,3133,null,29889,null,2895,null,19946,null,1867,null,14181,null,2094,null,8408,null,1510,null,793307,null,15078,null,192387,null,8514,null,187538,null,9601,null,140228,null,6972,null,130362,null,6539,null,142792,null,6754,null,0400000US25,Massachusetts,25
6627768,null,5124,null,788503,null,15523,null,2064234,null,18504,null,2134858,null,20221,null,1015678,null,13772,null,624495,null,10260,null,4731637,null,18513,null,470815,null,10920,null,1585054,null,15758,null,1631351,null,15244,null,687626,null,11316,null,356791,null,7661,null,1376285,null,17645,null,194241,null,7137,null,371471,null,8923,null,402485,null,9487,null,234135,null,7080,null,173953,null,5714,null,43994,null,3898,null,6190,null,1821,null,9439,null,1457,null,14195,null,1942,null,7870,null,1449,null,6300,null,1585,null,475852,null,11257,null,117257,null,7574,null,98270,null,6719,null,86827,null,5358,null,86047,null,4112,null,87451,null,4035,null,0400000US26,Michigan,26
3456013,null,3781,null,290765,null,7650,null,950861,null,11286,null,1125033,null,12464,null,744626,null,10513,null,344728,null,6766,null,2218100,null,11218,null,163687,null,5273,null,691698,null,9922,null,772676,null,10529,null,435634,null,8495,null,154405,null,4826,null,958533,null,11072,null,55660,null,3798,null,200796,null,5830,null,294975,null,7079,null,255944,null,6022,null,151158,null,5254,null,17952,null,1816,null,1359,null,592,null,2744,null,711,null,5780,null,943,null,5383,null,1152,null,2686,null,763,null,261428,null,7440,null,70059,null,5333,null,55623,null,4693,null,51602,null,3795,null,47665,null,3909,null,36479,null,2715,null,0400000US27,Minnesota,27
1862456,null,7273,null,374441,null,10522,null,559994,null,11117,null,566970,null,13006,null,234364,null,8758,null,126687,null,5398,null,1269925,null,12183,null,280140,null,8736,null,394952,null,9376,null,374685,null,10097,null,147578,null,6545,null,72570,null,3972,null,536333,null,10791,null,76783,null,5134,null,152900,null,6778,null,179382,null,8274,null,79688,null,4987,null,47580,null,3289,null,10466,null,1565,null,690,null,398,null,2733,null,949,null,5177,null,1246,null,955,null,398,null,911,null,457,null,45732,null,4209,null,16828,null,2709,null,9409,null,1852,null,7726,null,1511,null,6143,null,1515,null,5626,null,1473,null,0400000US28,Mississippi,28
3915849,null,6310,null,529450,null,11440,null,1253360,null,15233,null,1153832,null,15576,null,621851,null,10947,null,357356,null,8626,null,2374247,null,16391,null,328032,null,8474,null,837209,null,12051,null,692528,null,13755,null,345015,null,8648,null,171463,null,5697,null,1348366,null,15161,null,155758,null,6160,null,375085,null,9075,null,419780,null,10156,null,245703,null,8057,null,152040,null,6328,null,25537,null,2458,null,1810,null,745,null,5389,null,1144,null,9279,null,1479,null,4701,null,926,null,4358,null,1080,null,167699,null,6478,null,43850,null,3751,null,35677,null,3227,null,32245,null,3054,null,26432,null,2171,null,29495,null,2607,null,0400000US29,Missouri,29
648277,null,2676,null,58766,null,3769,null,200319,null,6237,null,213361,null,6823,null,121576,null,4732,null,54255,null,3815,null,307251,null,6278,null,28049,null,2600,null,107041,null,4511,null,101533,null,4423,null,53213,null,2897,null,17415,null,2013,null,319699,null,6265,null,27192,null,2756,null,88236,null,4432,null,105629,null,5072,null,64629,null,3648,null,34013,null,3000,null,4459,null,1059,null,514,null,285,null,1047,null,437,null,1386,null,594,null,832,null,408,null,680,null,445,null,16868,null,2042,null,3011,null,959,null,3995,null,919,null,4813,null,1324,null,2902,null,726,null,2147,null,654,null,0400000US30,Montana,30
1151267,null,2670,null,113566,null,4825,null,340895,null,7115,null,384394,null,7438,null,213091,null,6523,null,99321,null,3755,null,696631,null,7665,null,51823,null,2549,null,231284,null,6322,null,242833,null,6574,null,121711,null,4823,null,48980,null,2727,null,371348,null,7564,null,27847,null,2517,null,91416,null,3713,null,128969,null,4614,null,80385,null,4313,null,42731,null,3037,null,8007,null,1451,null,570,null,418,null,1803,null,610,null,3047,null,741,null,2222,null,767,null,365,null,244,null,75281,null,3606,null,33326,null,2587,null,16392,null,2314,null,9545,null,1455,null,8773,null,1379,null,7245,null,1394,null,0400000US31,Nebraska,31
1710130,null,3891,null,281648,null,9664,null,486603,null,10307,null,568064,null,10274,null,254739,null,8488,null,119076,null,5024,null,146487,null,7564,null,16840,null,2754,null,50563,null,4617,null,49988,null,4203,null,18916,null,2248,null,10180,null,1703,null,1121137,null,12340,null,108798,null,6170,null,324374,null,8198,null,429651,null,9528,null,174468,null,7027,null,83846,null,3878,null,28641,null,3429,null,4423,null,1410,null,7448,null,1587,null,9318,null,1756,null,4811,null,1379,null,2641,null,740,null,413865,null,10022,null,151587,null,8098,null,104218,null,6226,null,79107,null,4734,null,56544,null,3403,null,22409,null,2561,null,0400000US32,Nevada,32
903088,null,1899,null,82239,null,4583,null,262528,null,7554,null,257434,null,6952,null,192469,null,6299,null,108418,null,5039,null,287092,null,8462,null,35631,null,3045,null,107169,null,5014,null,84857,null,5183,null,41566,null,2801,null,17869,null,2312,null,549187,null,8285,null,34871,null,3451,null,143134,null,6375,null,156599,null,6262,null,135143,null,5375,null,79440,null,4181,null,11904,null,2182,null,1195,null,615,null,2225,null,802,null,3887,null,1129,null,3481,null,1053,null,1116,null,525,null,54905,null,3927,null,10542,null,1918,null,10000,null,2078,null,12091,null,1661,null,12279,null,1772,null,9993,null,1835,null,0400000US33,New Hampshire,33
5864395,null,2575,null,740588,null,13488,null,1727649,null,19727,null,1378534,null,14999,null,1266033,null,16352,null,751591,null,13036,null,2481499,null,18078,null,226406,null,7578,null,855683,null,13264,null,650364,null,12965,null,505015,null,11571,null,244031,null,7154,null,1727153,null,18587,null,140041,null,5776,null,450064,null,9196,null,432015,null,10599,null,417080,null,11151,null,287953,null,7340,null,179473,null,8731,null,59452,null,4929,null,54348,null,4482,null,36287,null,3469,null,20246,null,2749,null,9140,null,1498,null,1476270,null,18009,null,314689,null,11255,null,367554,null,12655,null,259868,null,7693,null,323692,null,9081,null,210467,null,5968,null,0400000US34,New Jersey,34
1278005,null,4018,null,224513,null,6267,null,334339,null,8607,null,403223,null,9501,null,178600,null,6569,null,137330,null,5747,null,526113,null,10061,null,93079,null,4907,null,174156,null,6847,null,168791,null,6931,null,56870,null,3777,null,33217,null,3291,null,582781,null,8585,null,50604,null,3320,null,129619,null,5735,null,205716,null,7284,null,106368,null,4820,null,90474,null,4628,null,13583,null,2275,null,1155,null,606,null,2580,null,940,null,3693,null,1071,null,4368,null,1080,null,1787,null,564,null,155528,null,7227,null,79675,null,4974,null,27984,null,2815,null,25023,null,2746,null,10994,null,1864,null,11852,null,1960,null,0400000US35,New Mexico,35
13072344,null,5082,null,2078711,null,23515,null,3614690,null,25109,null,3205754,null,27774,null,2368483,null,23401,null,1804706,null,21011,null,7265651,null,28451,null,718356,null,12393,null,2230015,null,22670,null,2071691,null,22315,null,1277153,null,17128,null,968436,null,16089,null,1762613,null,19428,null,178644,null,6094,null,364655,null,8956,null,397320,null,9911,null,434652,null,9247,null,387342,null,9583,null,390405,null,12201,null,151649,null,6929,null,102507,null,5422,null,69802,null,5412,null,37381,null,2852,null,29066,null,2749,null,3653675,null,28583,null,1030062,null,17784,null,917513,null,17795,null,666941,null,13740,null,619297,null,15098,null,419862,null,11123,null,0400000US36,New York,36
6085315,null,8660,null,996140,null,15828,null,1680882,null,19711,null,1822212,null,20529,null,1060313,null,16657,null,525768,null,11779,null,3224089,null,17995,null,618234,null,11688,null,1046107,null,15908,null,957154,null,15394,null,438537,null,12021,null,164057,null,6145,null,2304311,null,18152,null,194477,null,7795,null,522650,null,11898,null,759887,null,13843,null,533971,null,9339,null,293326,null,8781,null,54641,null,3588,null,4408,null,1178,null,11674,null,1963,null,19244,null,2189,null,12009,null,1325,null,7306,null,1180,null,502274,null,10547,null,179021,null,7494,null,100451,null,6827,null,85927,null,5002,null,75796,null,4860,null,61079,null,3749,null,0400000US37,North Carolina,37
418893,null,1871,null,43442,null,2761,null,113472,null,3370,null,149336,null,4085,null,85130,null,3640,null,27513,null,2337,null,285475,null,4048,null,33655,null,2196,null,80579,null,2689,null,102728,null,3451,null,53912,null,3215,null,14601,null,1570,null,120495,null,4076,null,8014,null,1477,null,29564,null,2420,null,43746,null,2796,null,28451,null,2635,null,10720,null,1279,null,2790,null,762,null,98,null,104,null,765,null,354,null,706,null,403,null,976,null,475,null,245,null,217,null,10133,null,1614,null,1675,null,630,null,2564,null,778,null,2156,null,640,null,1791,null,534,null,1947,null,867,null,0400000US38,North Dakota,38
7664309,null,4563,null,947622,null,16723,null,2713868,null,23198,null,2155765,null,19232,null,1179230,null,13582,null,667824,null,13099,null,5377783,null,21323,null,602015,null,12530,null,2070331,null,22149,null,1573087,null,16296,null,763559,null,11554,null,368791,null,9564,null,1886690,null,21390,null,267164,null,7330,null,552000,null,11127,null,502886,null,11590,null,338681,null,9369,null,225959,null,6542,null,52735,null,3341,null,11316,null,1599,null,15659,null,2247,null,14751,null,1822,null,6796,null,1147,null,4213,null,956,null,347101,null,8372,null,67127,null,4413,null,75878,null,3931,null,65041,null,3771,null,70194,null,4343,null,68861,null,4530,null,0400000US39,Ohio,39
2359350,null,4649,null,341412,null,8888,null,758273,null,10885,null,736608,null,10379,null,353517,null,8134,null,169540,null,6400,null,1283763,null,11813,null,171704,null,6338,null,442745,null,8547,null,402853,null,9211,null,187448,null,5799,null,79013,null,4371,null,909015,null,11284,null,109901,null,5438,null,276044,null,7254,null,305130,null,7839,null,143795,null,5227,null,74145,null,4328,null,22497,null,2231,null,1970,null,768,null,5856,null,1140,null,8301,null,1349,null,4521,null,1036,null,1849,null,727,null,144075,null,4849,null,57837,null,3705,null,33628,null,3437,null,20324,null,2282,null,17753,null,2086,null,14533,null,2034,null,0400000US40,Oklahoma,40
2580555,null,3695,null,292998,null,9447,null,661252,null,10583,null,901152,null,14219,null,465367,null,10151,null,259786,null,8374,null,897836,null,13162,null,75276,null,5066,null,278641,null,7337,null,343421,null,8011,null,144331,null,6307,null,56167,null,3380,null,1364178,null,14192,null,116972,null,5668,null,319543,null,8317,null,486772,null,11476,null,271444,null,8141,null,169447,null,6441,null,26228,null,2831,null,1917,null,875,null,4432,null,1019,null,9072,null,1703,null,6985,null,1199,null,3822,null,914,null,292313,null,8091,null,98833,null,6161,null,58636,null,3894,null,61887,null,4635,null,42607,null,3735,null,30350,null,2361,null,0400000US41,Oregon,41
