C17018_001E,C17018_001EA,C17018_001M,C17018_001MA,C17018_002E,C17018_002EA,C17018_002M,C17018_002MA,C17018_003E,C17018_003EA,C17018_003M,C17018_003MA,C17018_004E,C17018_004EA,C17018_004M,C17018_004MA,C17018_005E,C17018_005EA,C17018_005M,C17018_005MA,C17018_006E,C17018_006EA,C17018_006M,C17018_006MA,C17018_007E,C17018_007EA,C17018_007M,C17018_007MA,C17018_008E,C17018_008EA,C17018_008M,C17018_008MA,C17018_009E,C17018_009EA,C17018_009M,C17018_009MA,C17018_010E,C17018_010EA,C17018_010M,C17018_010MA,C17018_011E,C17018_011EA,C17018_011M,C17018_011MA,GEO_ID,NAME,state
1216612,null,11381,null,146323,null,5371,null,50642,null,3674,null,49367,null,3417,null,38672,null,3063,null,7642,null,1359,null,1070289,null,11368,null,138056,null,5814,null,314537,null,7434,null,334509,null,9127,null,283187,null,9022,null,0400000US01,Alabama,01
157273,null,3920,null,8981,null,1336,null,2144,null,665,null,3581,null,809,null,2653,null,696,null,603,null,278,null,148292,null,3868,null,8501,null,1240,null,33338,null,2613,null,61932,null,3554,null,44521,null,2430,null,0400000US02,Alaska,02
1489192,null,13955,null,153967,null,7266,null,61818,null,4682,null,40706,null,3566,null,41202,null,3387,null,10241,null,1735,null,1335225,null,13296,null,150137,null,6077,null,282165,null,8467,null,494444,null,9205,null,408479,null,8338,null,0400000US04,Arizona,04
751956,null,8609,null,97661,null,5087,null,29419,null,3316,null,35640,null,3381,null,29641,null,3348,null,2961,null,817,null,654295,null,9443,null,86343,null,4001,null,217712,null,7311,null,200643,null,6133,null,149597,null,4593,null,0400000US05,Arkansas,05
8265877,null,24391,null,824961,null,17051,null,360642,null,10773,null,194583,null,8082,null,200075,null,6653,null,69661,null,4618,null,7440916,null,26807,null,1150049,null,16181,null,1313786,null,14230,null,2425288,null,22142,null,2551793,null,23091,null,0400000US06,California,06
1208994,null,12292,null,94833,null,5799,null,34068,null,3544,null,24005,null,2754,null,25313,null,2803,null,11447,null,1692,null,1114161,null,12813,null,89590,null,4687,null,222310,null,6290,null,351304,null,8243,null,450957,null,7646,null,0400000US08,Colorado,08
888825,null,8063,null,59375,null,4122,null,18426,null,2351,null,21343,null,2378,null,13613,null,2095,null,5993,null,1524,null,829450,null,7641,null,62923,null,4169,null,200777,null,6620,null,225671,null,6072,null,340079,null,7347,null,0400000US09,Connecticut,09
222044,null,4500,null,15264,null,2028,null,4468,null,1281,null,4945,null,1285,null,3593,null,921,null,2258,null,755,null,206780,null,4632,null,20291,null,2364,null,54900,null,3301,null,68438,null,3767,null,63151,null,3603,null,0400000US10,Delaware,10
107365,null,3934,null,14675,null,1923,null,4390,null,1121,null,5478,null,1355,null,3919,null,1185,null,888,null,410,null,92690,null,3608,null,10879,null,1959,null,17252,null,1802,null,17958,null,2196,null,46601,null,2691,null,0400000US11,District of Columbia,11
4577227,null,27336,null,433289,null,12273,null,124033,null,6359,null,143462,null,7380,null,116619,null,6399,null,49175,null,4184,null,4143938,null,25186,null,436363,null,11037,null,1085668,null,16610,null,1333197,null,17669,null,1288710,null,14726,null,0400000US12,Florida,12
