B12002G_001E,B12002G_001EA,B12002G_001M,B12002G_001MA,B12002G_002E,B12002G_002EA,B12002G_002M,B12002G_002MA,B12002G_003E,B12002G_003EA,B12002G_003M,B12002G_003MA,B12002G_004E,B12002G_004EA,B12002G_004M,B12002G_004MA,B12002G_005E,B12002G_005EA,B12002G_005M,B12002G_005MA,B12002G_006E,B12002G_006EA,B12002G_006M,B12002G_006MA,B12002G_007E,B12002G_007EA,B12002G_007M,B12002G_007MA,B12002G_008E,B12002G_008EA,B12002G_008M,B12002G_008MA,B12002G_009E,B12002G_009EA,B12002G_009M,B12002G_009MA,B12002G_010E,B12002G_010EA,B12002G_010M,B12002G_010MA,B12002G_011E,B12002G_011EA,B12002G_011M,B12002G_011MA,B12002G_012E,B12002G_012EA,B12002G_012M,B12002G_012MA,B12002G_013E,B12002G_013EA,B12002G_013M,B12002G_013MA,GEO_ID,NAME,state
36128,null,3588,null,18461,null,2526,null,6513,null,1270,null,8961,null,1715,null,323,null,305,null,380,null,299,null,2284,null,945,null,17667,null,2285,null,5087,null,1180,null,7751,null,1246,null,436,null,400,null,1401,null,529,null,2992,null,784,null,0400000US01,Alabama,01
31843,null,2861,null,16796,null,1953,null,10027,null,1413,null,4158,null,1085,null,455,null,427,null,48,null,50,null,2108,null,776,null,15047,null,1856,null,7872,null,1244,null,3733,null,1063,null,477,null,316,null,867,null,464,null,2098,null,767,null,0400000US02,Alaska,02
88218,null,5843,null,43867,null,3509,null,22528,null,2596,null,13554,null,1909,null,1144,null,727,null,912,null,460,null,5729,null,1616,null,44351,null,3560,null,18400,null,2562,null,15520,null,1759,null,1479,null,846,null,2053,null,571,null,6899,null,1457,null,0400000US04,Arizona,04
34549,null,3155,null,15657,null,2050,null,5590,null,1101,null,7020,null,1438,null,262,null,258,null,473,null,362,null,2312,null,797,null,18892,null,2196,null,6536,null,1411,null,7276,null,1284,null,943,null,515,null,1735,null,620,null,2402,null,658,null,0400000US05,Arkansas,05
785128,null,17843,null,383113,null,11457,null,207016,null,8110,null,133306,null,5688,null,6112,null,1304,null,5146,null,1204,null,31533,null,3492,null,402015,null,10544,null,186395,null,8121,null,134601,null,5383,null,12563,null,2172,null,19195,null,1919,null,49261,null,3451,null,0400000US06,California,06
88912,null,5396,null,44519,null,3403,null,22788,null,2614,null,17156,null,2165,null,635,null,337,null,463,null,311,null,3477,null,995,null,44393,null,3741,null,16081,null,2080,null,18248,null,2179,null,1322,null,617,null,2301,null,991,null,6441,null,1435,null,0400000US08,Colorado,08
43217,null,4310,null,20853,null,2691,null,10654,null,1978,null,7297,null,1326,null,708,null,529,null,83,null,97,null,2111,null,715,null,22364,null,2494,null,9394,null,1589,null,7789,null,1493,null,584,null,329,null,1744,null,676,null,2853,null,749,null,0400000US09,Connecticut,09
8106,null,1535,null,4092,null,987,null,1632,null,479,null,1670,null,607,null,91,null,112,null,229,null,230,null,470,null,392,null,4014,null,979,null,1847,null,671,null,1260,null,412,null,341,null,236,null,49,null,81,null,517,null,440,null,0400000US10,Delaware,10
9208,null,2493,null,4396,null,1568,null,2602,null,1137,null,1107,null,651,null,0,null,296,null,0,null,296,null,687,null,523,null,4812,null,1259,null,2880,null,862,null,999,null,506,null,245,null,297,null,375,null,298,null,313,null,206,null,0400000US11,District of Columbia,11
201600,null,9435,null,99074,null,6329,null,45078,null,4154,null,38707,null,3302,null,1858,null,765,null,2274,null,727,null,11157,null,1851,null,102526,null,5850,null,37253,null,3579,null,40106,null,3523,null,3417,null,1164,null,6482,null,1323,null,15268,null,2364,null,0400000US12,Florida,12
75575,null,5443,null,36711,null,3736,null,17495,null,2746,null,14121,null,1876,null,910,null,459,null,168,null,143,null,4017,null,1124,null,38864,null,3543,null,15156,null,1919,null,14690,null,2124,null,1262,null,560,null,1833,null,736,null,5923,null,1218,null,0400000US13,Georgia,13
182884,null,7882,null,90567,null,4347,null,41420,null,3224,null,39472,null,2942,null,967,null,580,null,2204,null,926,null,6504,null,1299,null,92317,null,5248,null,37944,null,3209,null,37765,null,3206,null,1609,null,582,null,5666,null,1093,null,9333,null,1643,null,0400000US15,Hawaii,15
21622,null,2806,null,11027,null,1794,null,4738,null,1084,null,5070,null,1187,null,184,null,229,null,166,null,206,null,869,null,469,null,10595,null,1631,null,3559,null,985,null,4405,null,1072,null,611,null,463,null,607,null,299,null,1413,null,425,null,0400000US16,Idaho,16
113291,null,7204,null,54215,null,3933,null,29796,null,3061,null,17930,null,2170,null,749,null,385,null,809,null,417,null,4931,null,1328,null,59076,null,4968,null,26928,null,2992,null,20482,null,2188,null,1316,null,614,null,2964,null,912,null,7386,null,1299,null,0400000US17,Illinois,17
65407,null,4970,null,32085,null,3249,null,15980,null,2190,null,10532,null,1728,null,815,null,516,null,210,null,166,null,4548,null,988,null,33322,null,3150,null,16444,null,2282,null,9783,null,1613,null,645,null,343,null,1534,null,536,null,4916,null,944,null,0400000US18,Indiana,18
23234,null,2581,null,12145,null,1559,null,5959,null,1138,null,3935,null,1163,null,160,null,215,null,227,null,269,null,1864,null,904,null,11089,null,1897,null,4918,null,1059,null,3384,null,834,null,671,null,398,null,549,null,310,null,1567,null,638,null,0400000US19,Iowa,19
43065,null,3118,null,21161,null,2198,null,9616,null,1455,null,8205,null,1475,null,431,null,293,null,456,null,278,null,2453,null,760,null,21904,null,2115,null,9180,null,1878,null,8814,null,1311,null,702,null,457,null,1030,null,364,null,2178,null,725,null,0400000US20,Kansas,20
29858,null,2962,null,13155,null,2247,null,6321,null,1509,null,4615,null,1033,null,298,null,278,null,438,null,298,null,1483,null,619,null,16703,null,2041,null,6165,null,1389,null,4698,null,1110,null,952,null,622,null,1976,null,543,null,2912,null,884,null,0400000US21,Kentucky,21
29343,null,3081,null,14037,null,1941,null,6167,null,1252,null,5696,null,1248,null,347,null,202,null,268,null,174,null,1559,null,631,null,15306,null,2153,null,5575,null,1426,null,5165,null,909,null,843,null,475,null,1791,null,534,null,1932,null,736,null,0400000US22,Louisiana,22
12311,null,1318,null,6450,null,1001,null,2493,null,762,null,2409,null,735,null,0,null,228,null,265,null,215,null,1283,null,600,null,5861,null,788,null,1914,null,458,null,1890,null,444,null,96,null,110,null,349,null,262,null,1612,null,474,null,0400000US23,Maine,23
66025,null,5045,null,30740,null,3515,null,14563,null,2317,null,12229,null,1742,null,563,null,437,null,396,null,286,null,2989,null,886,null,35285,null,2578,null,15870,null,2091,null,11775,null,1543,null,1691,null,782,null,1893,null,646,null,4056,null,952,null,0400000US24,Maryland,24
82328,null,6570,null,41138,null,4206,null,23661,null,3403,null,13569,null,1989,null,603,null,476,null,511,null,322,null,2794,null,1013,null,41190,null,3663,null,22112,null,2857,null,12474,null,1757,null,2102,null,894,null,1339,null,588,null,3163,null,823,null,0400000US25,Massachusetts,25
121598,null,5302,null,60231,null,3248,null,31541,null,2554,null,20507,null,1971,null,1376,null,677,null,874,null,384,null,5933,null,1317,null,61367,null,3882,null,28745,null,3080,null,17216,null,1690,null,1353,null,504,null,3650,null,770,null,10403,null,1639,null,0400000US26,Michigan,26
48545,null,3266,null,25398,null,2398,null,13853,null,1913,null,8676,null,1379,null,263,null,189,null,189,null,157,null,2417,null,699,null,23147,null,2053,null,11964,null,1923,null,7944,null,1163,null,526,null,324,null,633,null,306,null,2080,null,608,null,0400000US27,Minnesota,27
14279,null,2401,null,8254,null,1865,null,3889,null,1419,null,3132,null,900,null,111,null,171,null,353,null,299,null,769,null,444,null,6025,null,1360,null,2188,null,1027,null,2222,null,779,null,188,null,186,null,723,null,297,null,704,null,435,null,0400000US28,Mississippi,28
69294,null,4477,null,35048,null,2776,null,17810,null,2172,null,12374,null,1589,null,761,null,481,null,1019,null,520,null,3084,null,650,null,34246,null,3015,null,13930,null,2182,null,11671,null,1371,null,1414,null,547,null,2182,null,688,null,5049,null,938,null,0400000US29,Missouri,29
14193,null,2024,null,6727,null,1280,null,2925,null,820,null,2333,null,686,null,153,null,120,null,106,null,106,null,1210,null,646,null,7466,null,1456,null,3506,null,1053,null,2721,null,816,null,22,null,36,null,318,null,269,null,899,null,441,null,0400000US30,Montana,30
18863,null,2347,null,8410,null,1456,null,4011,null,1071,null,3133,null,847,null,96,null,170,null,183,null,154,null,987,null,546,null,10453,null,1460,null,5717,null,1089,null,3146,null,802,null,290,null,238,null,477,null,344,null,823,null,446,null,0400000US31,Nebraska,31
46001,null,4195,null,23128,null,2657,null,11289,null,2134,null,8376,null,1119,null,341,null,282,null,280,null,186,null,2842,null,752,null,22873,null,2553,null,8454,null,1600,null,8893,null,1473,null,1461,null,768,null,1453,null,541,null,2612,null,813,null,0400000US32,Nevada,32
11156,null,1280,null,5368,null,979,null,2377,null,780,null,1959,null,540,null,28,null,58,null,222,null,226,null,782,null,449,null,5788,null,1135,null,2704,null,961,null,1858,null,543,null,118,null,135,null,354,null,354,null,754,null,398,null,0400000US33,New Hampshire,33
95124,null,6388,null,46214,null,4230,null,22507,null,2856,null,19117,null,2233,null,1389,null,855,null,332,null,188,null,2869,null,1092,null,48910,null,3687,null,21318,null,2452,null,16876,null,1847,null,2573,null,920,null,2678,null,895,null,5465,null,978,null,0400000US34,New Jersey,34
41130,null,4838,null,19240,null,3270,null,10589,null,2191,null,5999,null,1343,null,159,null,146,null,111,null,140,null,2382,null,913,null,21890,null,2592,null,9603,null,1934,null,6270,null,1091,null,830,null,429,null,1832,null,582,null,3355,null,1027,null,0400000US35,New Mexico,35
250841,null,10875,null,120809,null,6886,null,71418,null,5222,null,36406,null,3388,null,3621,null,1131,null,1472,null,535,null,7892,null,1615,null,130032,null,6542,null,68373,null,4331,null,32529,null,3153,null,5054,null,1176,null,8326,null,1370,null,15750,null,2184,null,0400000US36,New York,36
83844,null,5365,null,39985,null,3284,null,19796,null,2397,null,15383,null,1880,null,1250,null,531,null,259,null,199,null,3297,null,888,null,43859,null,3393,null,19178,null,2516,null,16789,null,2067,null,1710,null,808,null,1760,null,581,null,4422,null,1117,null,0400000US37,North Carolina,37
4741,null,1144,null,2614,null,803,null,1112,null,515,null,732,null,408,null,147,null,242,null,70,null,91,null,553,null,444,null,2127,null,708,null,1026,null,391,null,632,null,316,null,0,null,208,null,74,null,72,null,395,null,349,null,0400000US38,North Dakota,38
109439,null,4908,null,52745,null,3486,null,26481,null,2400,null,18095,null,1994,null,1363,null,738,null,895,null,487,null,5911,null,1061,null,56694,null,3362,null,27703,null,2522,null,16750,null,1910,null,1316,null,586,null,4232,null,984,null,6693,null,1228,null,0400000US39,Ohio,39
155084,null,6926,null,75866,null,4409,null,30939,null,3056,null,31941,null,2504,null,1909,null,695,null,1696,null,543,null,9381,null,1421,null,79218,null,4274,null,26347,null,2855,null,31513,null,2749,null,2527,null,724,null,5994,null,956,null,12837,null,1628,null,0400000US40,Oklahoma,40
79307,null,4788,null,41044,null,2930,null,20970,null,2251,null,14078,null,1640,null,712,null,460,null,1134,null,575,null,4150,null,1064,null,38263,null,2814,null,16054,null,2227,null,13962,null,1642,null,838,null,478,null,2095,null,637,null,5314,null,1097,null,0400000US41,Oregon,41
96409,null,5703,null,47240,null,3574,null,25383,null,2815,null,16477,null,1984,null,1082,null,388,null,935,null,430,null,3363,null,785,null,49169,null,3537,null,25055,null,2572,null,15088,null,1914,null,1820,null,656,null,2532,null,661,null,4674,null,1075,null,0400000US42,Pennsylvania,42
11295,null,2085,null,5419,null,1211,null,2611,null,756,null,2255,null,792,null,167,null,180,null,39,null,72,null,347,null,301,null,5876,null,1378,null,3487,null,1074,null,1239,null,600,null,0,null,287,null,538,null,310,null,612,null,340,null,0400000US44,Rhode Island,44
36582,null,3705,null,18848,null,2357,null,9247,null,1863,null,7561,null,1478,null,393,null,289,null,420,null,243,null,1227,null,639,null,17734,null,2208,null,6836,null,1191,null,6914,null,1287,null,811,null,476,null,630,null,304,null,2543,null,848,null,0400000US45,South Carolina,45
8773,null,1600,null,3531,null,968,null,1582,null,585,null,1558,null,744,null,96,null,165,null,46,null,75,null,249,null,243,null,5242,null,1254,null,2626,null,736,null,1592,null,753,null,64,null,113,null,303,null,205,null,657,null,343,null,0400000US46,South Dakota,46
51137,null,4535,null,24116,null,3378,null,9866,null,1791,null,9448,null,1749,null,797,null,439,null,638,null,344,null,3367,null,1523,null,27021,null,2806,null,9834,null,1677,null,10767,null,1426,null,739,null,381,null,1941,null,616,null,3740,null,953,null,0400000US47,Tennessee,47
284545,null,10272,null,137793,null,6492,null,60800,null,4124,null,56526,null,3474,null,3442,null,851,null,3124,null,1118,null,13901,null,2160,null,146752,null,6902,null,55605,null,3891,null,56935,null,3277,null,5698,null,1399,null,9379,null,1417,null,19135,null,2427,null,0400000US48,Texas,48
27891,null,3035,null,14052,null,2139,null,6916,null,1672,null,5886,null,1051,null,305,null,242,null,47,null,85,null,898,null,498,null,13839,null,1711,null,6726,null,1454,null,4741,null,1030,null,594,null,384,null,383,null,335,null,1395,null,611,null,0400000US49,Utah,49
6787,null,1128,null,3194,null,657,null,1637,null,541,null,1185,null,446,null,33,null,53,null,149,null,115,null,190,null,151,null,3593,null,806,null,1091,null,406,null,1671,null,589,null,276,null,268,null,161,null,140,null,394,null,193,null,0400000US50,Vermont,50
88731,null,6281,null,43311,null,4159,null,21059,null,2702,null,17819,null,2602,null,1077,null,512,null,230,null,187,null,3126,null,892,null,45420,null,3652,null,20306,null,2540,null,17601,null,2095,null,1120,null,479,null,1669,null,703,null,4724,null,1039,null,0400000US51,Virginia,51
150715,null,6618,null,73438,null,4436,null,37794,null,3512,null,24293,null,2797,null,1161,null,625,null,930,null,479,null,9260,null,1766,null,77277,null,4981,null,34191,null,3076,null,27813,null,2781,null,1803,null,693,null,3279,null,894,null,10191,null,1386,null,0400000US53,Washington,53
13846,null,2144,null,6875,null,1557,null,3864,null,1256,null,2004,null,660,null,0,null,265,null,63,null,71,null,944,null,432,null,6971,null,1354,null,2224,null,782,null,2348,null,690,null,297,null,301,null,535,null,354,null,1567,null,677,null,0400000US54,West Virginia,54
43430,null,3781,null,22243,null,2440,null,13643,null,1829,null,6168,null,1177,null,444,null,359,null,304,null,264,null,1684,null,648,null,21187,null,2388,null,10684,null,1800,null,6700,null,857,null,308,null,304,null,727,null,303,null,2768,null,809,null,0400000US55,Wisconsin,55
7578,null,1193,null,3381,null,815,null,1052,null,568,null,1298,null,470,null,0,null,261,null,35,null,73,null,996,null,505,null,4197,null,873,null,1175,null,523,null,2205,null,790,null,0,null,261,null,228,null,176,null,589,null,312,null,0400000US56,Wyoming,56
237134,null,9277,null,119290,null,5591,null,55702,null,3828,null,42660,null,3347,null,4724,null,1212,null,3709,null,978,null,12495,null,1792,null,117844,null,6226,null,44647,null,4124,null,38768,null,3045,null,5446,null,1221,null,11278,null,1739,null,17705,null,2096,null,0400000US72,Puerto Rico,72
