B20001_001E,B20001_001EA,B20001_001M,B20001_001MA,B20001_002E,B20001_002EA,B20001_002M,B20001_002MA,B20001_003E,B20001_003EA,B20001_003M,B20001_003MA,B20001_004E,B20001_004EA,B20001_004M,B20001_004MA,B20001_005E,B20001_005EA,B20001_005M,B20001_005MA,B20001_006E,B20001_006EA,B20001_006M,B20001_006MA,B20001_007E,B20001_007EA,B20001_007M,B20001_007MA,B20001_008E,B20001_008EA,B20001_008M,B20001_008MA,B20001_009E,B20001_009EA,B20001_009M,B20001_009MA,B20001_010E,B20001_010EA,B20001_010M,B20001_010MA,B20001_011E,B20001_011EA,B20001_011M,B20001_011MA,B20001_012E,B20001_012EA,B20001_012M,B20001_012MA,B20001_013E,B20001_013EA,B20001_013M,B20001_013MA,B20001_014E,B20001_014EA,B20001_014M,B20001_014MA,B20001_015E,B20001_015EA,B20001_015M,B20001_015MA,B20001_016E,B20001_016EA,B20001_016M,B20001_016MA,B20001_017E,B20001_017EA,B20001_017M,B20001_017MA,B20001_018E,B20001_018EA,B20001_018M,B20001_018MA,B20001_019E,B20001_019EA,B20001_019M,B20001_019MA,B20001_020E,B20001_020EA,B20001_020M,B20001_020MA,B20001_021E,B20001_021EA,B20001_021M,B20001_021MA,B20001_022E,B20001_022EA,B20001_022M,B20001_022MA,B20001_023E,B20001_023EA,B20001_023M,B20001_023MA,B20001_024E,B20001_024EA,B20001_024M,B20001_024MA,B20001_025E,B20001_025EA,B20001_025M,B20001_025MA,B20001_026E,B20001_026EA,B20001_026M,B20001_026MA,B20001_027E,B20001_027EA,B20001_027M,B20001_027MA,B20001_028E,B20001_028EA,B20001_028M,B20001_028MA,B20001_029E,B20001_029EA,B20001_029M,B20001_029MA,B20001_030E,B20001_030EA,B20001_030M,B20001_030MA,B20001_031E,B20001_031EA,B20001_031M,B20001_031MA,B20001_032E,B20001_032EA,B20001_032M,B20001_032MA,B20001_033E,B20001_033EA,B20001_033M,B20001_033MA,B20001_034E,B20001_034EA,B20001_034M,B20001_034MA,B20001_035E,B20001_035EA,B20001_035M,B20001_035MA,B20001_036E,B20001_036EA,B20001_036M,B20001_036MA,B20001_037E,B20001_037EA,B20001_037M,B20001_037MA,B20001_038E,B20001_038EA,B20001_038M,B20001_038MA,B20001_039E,B20001_039EA,B20001_039M,B20001_039MA,B20001_040E,B20001_040EA,B20001_040M,B20001_040MA,B20001_041E,B20001_041EA,B20001_041M,B20001_041MA,B20001_042E,B20001_042EA,B20001_042M,B20001_042MA,B20001_043E,B20001_043EA,B20001_043M,B20001_043MA,GEO_ID,NAME,state
2379229,null,13502,null,1252656,null,8635,null,77091,null,4856,null,52031,null,3837,null,44591,null,3784,null,35339,null,3492,null,57128,null,4270,null,27517,null,2722,null,53756,null,4174,null,36995,null,3501,null,60182,null,4141,null,39725,null,3168,null,88643,null,5477,null,96510,null,4655,null,73876,null,5054,null,78243,null,4143,null,53474,null,3873,null,62855,null,3421,null,81695,null,5331,null,60146,null,3353,null,81779,null,3777,null,91080,null,4826,null,1126573,null,9163,null,103797,null,5323,null,63597,null,4073,null,67318,null,4242,null,48015,null,3694,null,83134,null,4218,null,51361,null,3555,null,71409,null,4698,null,48191,null,3561,null,71149,null,4664,null,45475,null,3609,null,82959,null,4515,null,75677,null,4708,null,62034,null,4016,null,58191,null,4273,null,41589,null,3302,null,43774,null,3373,null,41487,null,3632,null,23793,null,2296,null,25938,null,2384,null,17685,null,2095,null,0400000US01,Alabama,01
418083,null,4266,null,229325,null,3194,null,11290,null,1702,null,8610,null,1412,null,10504,null,1787,null,5400,null,1282,null,10828,null,1783,null,4683,null,1001,null,8267,null,1211,null,3304,null,924,null,7167,null,1270,null,5860,null,1140,null,13846,null,2331,null,13905,null,1927,null,12840,null,1662,null,14597,null,1902,null,8736,null,1513,null,12375,null,1630,null,17734,null,1904,null,15663,null,1996,null,19202,null,1928,null,24514,null,2475,null,188758,null,2872,null,16798,null,1642,null,10056,null,1568,null,10882,null,1768,null,7660,null,1339,null,10531,null,1340,null,4192,null,1120,null,6582,null,1216,null,5823,null,1088,null,10752,null,1378,null,6887,null,1379,null,13936,null,2019,null,14608,null,1861,null,12829,null,1963,null,10313,null,1328,null,10766,null,1666,null,8006,null,1401,null,10909,null,1522,null,5052,null,910,null,7497,null,1327,null,4679,null,1116,null,0400000US02,Alaska,02
3313933,null,14831,null,1812370,null,8866,null,85002,null,4608,null,67268,null,5252,null,70950,null,5091,null,46153,null,4412,null,88158,null,5681,null,48882,null,4552,null,65819,null,4900,null,60594,null,5148,null,96013,null,5799,null,64973,null,5292,null,118994,null,7048,null,140167,null,7514,null,120164,null,7213,null,105954,null,5866,null,77887,null,5340,null,93926,null,5871,null,109400,null,4582,null,78991,null,4697,null,120378,null,5248,null,152697,null,5263,null,1501563,null,11742,null,112743,null,5779,null,78600,null,4341,null,84127,null,5070,null,62318,null,4708,null,97379,null,4993,null,56411,null,4781,null,78018,null,5405,null,57107,null,4433,null,75816,null,5485,null,57953,null,3936,null,116080,null,5702,null,125595,null,6054,null,98072,null,5837,null,85853,null,4970,null,59496,null,4384,null,57128,null,4168,null,62613,null,4065,null,40413,null,2789,null,52235,null,3352,null,43606,null,3671,null,0400000US04,Arizona,04
1453754,null,10800,null,756536,null,8129,null,49007,null,4143,null,31514,null,3478,null,32554,null,3059,null,22940,null,2442,null,34112,null,2640,null,19647,null,2251,null,36196,null,3336,null,28633,null,2979,null,46902,null,3711,null,27185,null,3061,null,54826,null,4245,null,64898,null,4512,null,47130,null,3540,null,47754,null,3900,null,31546,null,2664,null,33394,null,3536,null,41484,null,3308,null,28968,null,2602,null,34302,null,2932,null,43544,null,2645,null,697218,null,6813,null,63822,null,3856,null,50805,null,4023,null,39610,null,3260,null,36494,null,3293,null,53671,null,3863,null,34609,null,3224,null,42675,null,3519,null,32807,null,2803,null,46094,null,3898,null,31287,null,3057,null,48892,null,2615,null,49368,null,3193,null,38490,null,3494,null,32053,null,2768,null,23569,null,2624,null,19629,null,2169,null,19935,null,1962,null,11925,null,1686,null,12282,null,1716,null,9201,null,1401,null,0400000US05,Arkansas,05
19250186,null,40310,null,10541386,null,27083,null,476613,null,11901,null,348890,null,11300,null,363452,null,10857,null,273861,null,9762,null,513029,null,13216,null,280533,null,10380,null,454403,null,10166,null,330585,null,12696,null,489875,null,12170,null,332006,null,11885,null,612006,null,12035,null,655630,null,14301,null,527307,null,11776,null,553157,null,11782,null,414218,null,10095,null,504116,null,12327,null,653414,null,13795,null,510985,null,11241,null,861364,null,15022,null,1385942,null,18144,null,8708800,null,28280,null,619256,null,14522,null,457868,null,10908,null,484847,null,10743,null,351373,null,11210,null,589497,null,12046,null,295878,null,9756,null,429766,null,11038,null,296124,null,9537,null,429605,null,11126,null,281104,null,9030,null,523053,null,14394,null,564530,null,12703,null,454736,null,10027,null,450241,null,12644,null,339016,null,8746,null,351534,null,9608,null,453101,null,9182,null,341012,null,9394,null,508960,null,11578,null,487299,null,11125,null,0400000US06,California,06
2911144,null,12458,null,1581551,null,9157,null,82719,null,4609,null,51323,null,4094,null,54432,null,3955,null,40403,null,3576,null,80999,null,5332,null,37794,null,4385,null,56771,null,4100,null,33616,null,3047,null,70149,null,4457,null,48102,null,3350,null,90388,null,5574,null,106180,null,5285,null,90005,null,4865,null,96480,null,4736,null,68753,null,4744,null,81240,null,5152,null,105224,null,5061,null,82253,null,4672,null,124507,null,5088,null,180213,null,5807,null,1329593,null,9836,null,110416,null,5325,null,76193,null,4701,null,70344,null,4554,null,50707,null,3621,null,93171,null,5188,null,42100,null,3293,null,58603,null,4327,null,41460,null,2999,null,68777,null,3763,null,45140,null,3640,null,96058,null,5047,null,104134,null,5486,null,81208,null,4601,null,70098,null,3962,null,56160,null,3390,null,51808,null,3797,null,70804,null,3848,null,44539,null,2897,null,51513,null,3761,null,46360,null,3078,null,0400000US08,Colorado,08
1998654,null,11125,null,1041772,null,6346,null,54255,null,3546,null,39192,null,2533,null,34845,null,3076,null,20687,null,2526,null,34034,null,3064,null,16001,null,2362,null,24550,null,2631,null,19880,null,2472,null,31901,null,3140,null,15721,null,2133,null,55211,null,4686,null,58074,null,4615,null,52060,null,3828,null,59444,null,4449,null,45342,null,3534,null,58756,null,3264,null,85454,null,4494,null,63903,null,4169,null,105331,null,4805,null,167131,null,4655,null,956882,null,8014,null,67995,null,3328,null,52976,null,3488,null,47081,null,3117,null,30930,null,2822,null,49984,null,3535,null,23645,null,2737,null,37639,null,3370,null,26228,null,2775,null,39981,null,2947,null,26536,null,2538,null,64068,null,3521,null,71844,null,4777,null,55652,null,3366,null,58008,null,3715,null,39828,null,3208,null,49058,null,4209,null,54555,null,3338,null,45196,null,2827,null,62411,null,3466,null,53267,null,2859,null,0400000US09,Connecticut,09
483761,null,5036,null,247323,null,3102,null,14247,null,2071,null,10249,null,1692,null,10095,null,1520,null,5691,null,1156,null,8216,null,1593,null,5620,null,1290,null,8319,null,1508,null,5811,null,1417,null,8395,null,1224,null,6309,null,1229,null,17192,null,2380,null,16089,null,2157,null,17161,null,2418,null,15665,null,1989,null,11362,null,1217,null,12441,null,1657,null,16324,null,1968,null,15832,null,1723,null,18553,null,1937,null,23752,null,1877,null,236438,null,3557,null,17860,null,1991,null,14437,null,1793,null,12540,null,1662,null,6276,null,1126,null,12354,null,1585,null,5769,null,1131,null,10099,null,1641,null,8215,null,1491,null,13049,null,2032,null,6787,null,1356,null,20959,null,2298,null,19359,null,2040,null,14055,null,1888,null,14470,null,1940,null,9625,null,1499,null,9604,null,1370,null,11990,null,1583,null,11235,null,1575,null,10054,null,1563,null,7701,null,1302,null,0400000US10,Delaware,10
352540,null,6103,null,171955,null,4289,null,12387,null,1854,null,6381,null,1431,null,5827,null,1232,null,2623,null,977,null,5206,null,1171,null,1424,null,572,null,4772,null,1216,null,4493,null,1277,null,5514,null,1480,null,5062,null,1359,null,6941,null,1487,null,9114,null,1773,null,9045,null,1650,null,8745,null,1718,null,6656,null,1613,null,8386,null,1397,null,8894,null,1468,null,10305,null,1821,null,17585,null,2366,null,32595,null,2440,null,180585,null,3717,null,12336,null,2036,null,9021,null,1551,null,6606,null,1252,null,5285,null,1238,null,7704,null,1980,null,3646,null,938,null,5578,null,1328,null,2365,null,725,null,4434,null,1251,null,4452,null,1279,null,10185,null,1986,null,13761,null,2403,null,9259,null,1613,null,10999,null,1629,null,8714,null,1469,null,8351,null,1551,null,13174,null,1954,null,8322,null,1384,null,14960,null,1437,null,21433,null,1916,null,0400000US11,District of Columbia,11
9455332,null,27020,null,4989075,null,17204,null,224930,null,10098,null,175281,null,6844,null,203784,null,9546,null,144927,null,6195,null,261589,null,11399,null,133188,null,7193,null,220800,null,9373,null,164608,null,6665,null,271871,null,11552,null,166549,null,7941,null,369406,null,11408,null,385553,null,11648,null,302774,null,10438,null,303882,null,9459,null,203069,null,9426,null,249053,null,8115,null,286011,null,9955,null,194870,null,7272,null,293716,null,10214,null,433214,null,11274,null,4466257,null,19114,null,281660,null,8883,null,210723,null,7960,null,239722,null,7409,null,187122,null,8583,null,310489,null,10015,null,162116,null,6855,null,258554,null,9912,null,173993,null,7599,null,284037,null,9753,null,185667,null,6931,null,373734,null,9676,null,359928,null,10706,null,289520,null,8109,null,259672,null,8320,null,165580,null,7094,null,170699,null,7610,null,183166,null,7350,null,113003,null,5602,null,137177,null,6351,null,119695,null,6282,null,0400000US12,Florida,12
