C08524_001E,C08524_001EA,C08524_001M,C08524_001MA,C08524_002E,C08524_002EA,C08524_002M,C08524_002MA,C08524_003E,C08524_003EA,C08524_003M,C08524_003MA,C08524_004E,C08524_004EA,C08524_004M,C08524_004MA,C08524_005E,C08524_005EA,C08524_005M,C08524_005MA,C08524_006E,C08524_006EA,C08524_006M,C08524_006MA,C08524_007E,C08524_007EA,C08524_007M,C08524_007MA,C08524_008E,C08524_008EA,C08524_008M,C08524_008MA,C08524_009E,C08524_009EA,C08524_009M,C08524_009MA,C08524_010E,C08524_010EA,C08524_010M,C08524_010MA,C08524_011E,C08524_011EA,C08524_011M,C08524_011MA,C08524_012E,C08524_012EA,C08524_012M,C08524_012MA,C08524_013E,C08524_013EA,C08524_013M,C08524_013MA,C08524_014E,C08524_014EA,C08524_014M,C08524_014MA,C08524_015E,C08524_015EA,C08524_015M,C08524_015MA,C08524_016E,C08524_016EA,C08524_016M,C08524_016MA,C08524_017E,C08524_017EA,C08524_017M,C08524_017MA,C08524_018E,C08524_018EA,C08524_018M,C08524_018MA,C08524_019E,C08524_019EA,C08524_019M,C08524_019MA,C08524_020E,C08524_020EA,C08524_020M,C08524_020MA,C08524_021E,C08524_021EA,C08524_021M,C08524_021MA,C08524_022E,C08524_022EA,C08524_022M,C08524_022MA,C08524_023E,C08524_023EA,C08524_023M,C08524_023MA,C08524_024E,C08524_024EA,C08524_024M,C08524_024MA,C08524_025E,C08524_025EA,C08524_025M,C08524_025MA,C08524_026E,C08524_026EA,C08524_026M,C08524_026MA,C08524_027E,C08524_027EA,C08524_027M,C08524_027MA,C08524_028E,C08524_028EA,C08524_028M,C08524_028MA,C08524_029E,C08524_029EA,C08524_029M,C08524_029MA,C08524_030E,C08524_030EA,C08524_030M,C08524_030MA,C08524_031E,C08524_031EA,C08524_031M,C08524_031MA,C08524_032E,C08524_032EA,C08524_032M,C08524_032MA,C08524_033E,C08524_033EA,C08524_033M,C08524_033MA,C08524_034E,C08524_034EA,C08524_034M,C08524_034MA,C08524_035E,C08524_035EA,C08524_035M,C08524_035MA,C08524_036E,C08524_036EA,C08524_036M,C08524_036MA,C08524_037E,C08524_037EA,C08524_037M,C08524_037MA,C08524_038E,C08524_038EA,C08524_038M,C08524_038MA,C08524_039E,C08524_039EA,C08524_039M,C08524_039MA,C08524_040E,C08524_040EA,C08524_040M,C08524_040MA,C08524_041E,C08524_041EA,C08524_041M,C08524_041MA,C08524_042E,C08524_042EA,C08524_042M,C08524_042MA,C08524_043E,C08524_043EA,C08524_043M,C08524_043MA,C08524_044E,C08524_044EA,C08524_044M,C08524_044MA,C08524_045E,C08524_045EA,C08524_045M,C08524_045MA,C08524_046E,C08524_046EA,C08524_046M,C08524_046MA,C08524_047E,C08524_047EA,C08524_047M,C08524_047MA,C08524_048E,C08524_048EA,C08524_048M,C08524_048MA,GEO_ID,NAME,state
4504094,null,24969,null,1541965,null,20212,null,715624,null,18142,null,1149941,null,18990,null,25364,null,3591,null,436421,null,12878,null,597973,null,15952,null,36806,null,3144,null,3502205,null,26708,null,1248453,null,18628,null,524849,null,15294,null,935107,null,17581,null,14983,null,2258,null,295557,null,10624,null,464486,null,14064,null,18770,null,2342,null,531408,null,14875,null,134130,null,6771,null,99854,null,6684,null,102036,null,5177,null,5649,null,1688,null,101592,null,7060,null,86050,null,6937,null,2097,null,914,null,108432,null,6725,null,27886,null,2738,null,28819,null,3149,null,30366,null,3506,null,134,null,239,null,7277,null,2383,null,13723,null,2149,null,227,null,271,null,147852,null,8837,null,33553,null,3468,null,38311,null,3853,null,26467,null,3468,null,2921,null,1097,null,20137,null,3367,null,23369,null,2767,null,3094,null,1172,null,214197,null,8325,null,97943,null,5321,null,23791,null,2834,null,55965,null,4756,null,1677,null,1904,null,11858,null,2287,null,10345,null,2210,null,12618,null,2211,null,0400000US13,Georgia,13
657446,null,7936,null,211777,null,7588,null,140060,null,8144,null,163800,null,6830,null,4787,null,1334,null,68351,null,4618,null,46265,null,3735,null,22406,null,2974,null,430921,null,8448,null,144760,null,6209,null,84217,null,5249,null,105825,null,5726,null,2635,null,767,null,47527,null,3689,null,31456,null,3046,null,14501,null,2331,null,107283,null,5868,null,32879,null,3389,null,21220,null,3140,null,28219,null,2863,null,814,null,460,null,13132,null,2495,null,6905,null,1310,null,4114,null,970,null,38522,null,3928,null,8225,null,1653,null,13961,null,2232,null,11521,null,1694,null,0,null,271,null,2365,null,980,null,2344,null,774,null,106,null,80,null,50615,null,4851,null,12818,null,2291,null,15360,null,2987,null,11362,null,2108,null,127,null,140,null,3438,null,1367,null,4089,null,999,null,3421,null,1468,null,30105,null,3003,null,13095,null,1794,null,5302,null,1574,null,6873,null,1483,null,1211,null,966,null,1889,null,722,null,1471,null,702,null,264,null,343,null,0400000US15,Hawaii,15
697445,null,7476,null,224101,null,6717,null,114558,null,5935,null,174734,null,6576,null,18370,null,2298,null,74636,null,4704,null,88765,null,4589,null,2281,null,792,null,517886,null,7651,null,165672,null,5614,null,82126,null,5494,null,138302,null,6275,null,10639,null,1670,null,53707,null,3898,null,66318,null,3507,null,1122,null,615,null,89469,null,4751,null,23243,null,2317,null,15186,null,1889,null,18960,null,2089,null,3889,null,1159,null,14890,null,2235,null,12483,null,2103,null,818,null,395,null,6415,null,1479,null,2625,null,826,null,885,null,563,null,1319,null,576,null,0,null,271,null,351,null,296,null,1235,null,683,null,0,null,271,null,45934,null,4330,null,15607,null,2200,null,9840,null,1497,null,8038,null,1614,null,3038,null,1343,null,3315,null,943,null,5917,null,1471,null,179,null,226,null,37741,null,3029,null,16954,null,1947,null,6521,null,1411,null,8115,null,1294,null,804,null,429,null,2373,null,768,null,2812,null,846,null,162,null,247,null,0400000US16,Idaho,16
6202729,null,25682,null,2178477,null,19073,null,1012944,null,16200,null,1604937,null,18806,null,20072,null,2333,null,496934,null,10632,null,879025,null,15948,null,10340,null,1743,null,4541660,null,25799,null,1586711,null,17665,null,693487,null,12832,null,1189552,null,15919,null,14041,null,1964,null,384235,null,9316,null,667818,null,12753,null,5816,null,1152,null,584682,null,12829,null,155549,null,6569,null,108478,null,5839,null,128957,null,6942,null,2784,null,874,null,69638,null,4134,null,118889,null,6619,null,387,null,300,null,542031,null,13138,null,227252,null,7811,null,98497,null,6409,null,154688,null,6694,null,214,null,269,null,16323,null,2565,null,44935,null,4206,null,122,null,145,null,286158,null,10485,null,93848,null,4732,null,70088,null,6120,null,66434,null,4445,null,1661,null,710,null,14191,null,1991,null,37144,null,3434,null,2792,null,787,null,248198,null,8356,null,115117,null,5277,null,42394,null,3463,null,65306,null,3774,null,1372,null,603,null,12547,null,2853,null,10239,null,1689,null,1223,null,490,null,0400000US17,Illinois,17
2970548,null,18262,null,940078,null,15077,null,484003,null,11971,null,722661,null,11825,null,12993,null,2045,null,267108,null,7744,null,542035,null,11000,null,1670,null,587,null,2434018,null,19644,null,787928,null,14715,null,382193,null,11121,null,605140,null,11727,null,7835,null,1511,null,215042,null,6561,null,434324,null,9090,null,1556,null,548,null,300841,null,11161,null,76585,null,4737,null,53147,null,4265,null,58894,null,4568,null,2256,null,716,null,37158,null,3068,null,72738,null,6077,null,63,null,103,null,26758,null,2903,null,6285,null,1385,null,7043,null,1360,null,8323,null,1737,null,0,null,271,null,495,null,364,null,4612,null,1152,null,0,null,271,null,114924,null,6579,null,28420,null,2585,null,26839,null,3338,null,23562,null,2525,null,1505,null,861,null,10360,null,1717,null,24238,null,3100,null,0,null,271,null,94007,null,4846,null,40860,null,2958,null,14781,null,1806,null,26742,null,2397,null,1397,null,710,null,4053,null,1020,null,6123,null,1339,null,51,null,85,null,0400000US18,Indiana,18
1566652,null,9342,null,508052,null,9725,null,258784,null,8295,null,380955,null,8266,null,17258,null,1865,null,136429,null,4941,null,264474,null,6302,null,700,null,379,null,1221945,null,11792,null,398838,null,8700,null,190675,null,7056,null,312413,null,6771,null,12184,null,1546,null,103804,null,4467,null,203346,null,6288,null,685,null,376,null,170796,null,6908,null,43430,null,2875,null,28425,null,3473,null,33902,null,3046,null,2096,null,605,null,23776,null,2298,null,39152,null,3148,null,15,null,26,null,18919,null,2460,null,6930,null,1291,null,2706,null,815,null,3842,null,951,null,0,null,271,null,436,null,306,null,5005,null,1633,null,0,null,271,null,85471,null,4089,null,25486,null,2105,null,22132,null,2265,null,17941,null,1974,null,1710,null,591,null,5267,null,1043,null,12935,null,1829,null,0,null,271,null,69521,null,3955,null,33368,null,2551,null,14846,null,1781,null,12857,null,1618,null,1268,null,610,null,3146,null,871,null,4036,null,873,null,0,null,271,null,0400000US19,Iowa,19
1451045,null,10233,null,502135,null,10138,null,228360,null,6908,null,359786,null,8745,null,11067,null,1618,null,135029,null,5348,null,203338,null,7839,null,11330,null,1492,null,1175521,null,10123,null,414077,null,8921,null,176156,null,5638,null,306689,null,7352,null,8084,null,1358,null,103818,null,5392,null,160172,null,6135,null,6525,null,1542,null,150065,null,5371,null,43394,null,2740,null,23376,null,2728,null,28246,null,2855,null,1508,null,638,null,22667,null,2198,null,30068,null,4366,null,806,null,489,null,6940,null,1545,null,1395,null,696,null,1792,null,736,null,1447,null,661,null,0,null,271,null,214,null,177,null,2092,null,942,null,0,null,271,null,58056,null,4099,null,18183,null,2377,null,13703,null,1761,null,10516,null,1788,null,753,null,336,null,5080,null,1099,null,8719,null,1468,null,1102,null,734,null,60463,null,4949,null,25086,null,2632,null,13333,null,1973,null,12888,null,1744,null,722,null,375,null,3250,null,925,null,2287,null,628,null,2897,null,1788,null,0400000US20,Kansas,20
1893694,null,15090,null,581555,null,11044,null,306806,null,9047,null,474676,null,11229,null,12663,null,2164,null,190255,null,7468,null,316464,null,8867,null,11275,null,2013,null,1542232,null,15395,null,485062,null,10852,null,230685,null,7404,null,404493,null,10275,null,7575,null,1610,null,150091,null,6713,null,256651,null,8041,null,7675,null,1220,null,212168,null,8927,null,52299,null,4674,null,42127,null,3844,null,38453,null,3701,null,3130,null,1198,null,32636,null,2836,null,42225,null,4409,null,1298,null,815,null,21566,null,2876,null,4612,null,1037,null,7354,null,1642,null,5339,null,1315,null,0,null,271,null,570,null,464,null,3691,null,910,null,0,null,271,null,63826,null,5379,null,15586,null,2047,null,17349,null,2694,null,13246,null,1848,null,1262,null,707,null,4331,null,1188,null,10704,null,1609,null,1348,null,774,null,53902,null,3855,null,23996,null,2274,null,9291,null,1768,null,13145,null,1737,null,696,null,413,null,2627,null,1386,null,3193,null,904,null,954,null,1367,null,0400000US21,Kentucky,21
1975948,null,15956,null,605012,null,12778,null,358498,null,10756,null,496158,null,10795,null,11613,null,1688,null,248713,null,8660,null,247955,null,7876,null,7999,null,1596,null,1606738,null,18208,null,518435,null,12454,null,266767,null,8667,null,416865,null,10104,null,8762,null,1422,null,189939,null,7212,null,199101,null,6672,null,6869,null,1402,null,220499,null,8058,null,53929,null,4128,null,44962,null,3931,null,45168,null,3583,null,1988,null,794,null,44729,null,3894,null,28920,null,3258,null,803,null,625,null,25634,null,3195,null,2685,null,1311,null,11235,null,2201,null,5324,null,1333,null,65,null,112,null,2120,null,1212,null,4187,null,1211,null,18,null,31,null,76862,null,5288,null,13660,null,2178,null,25485,null,3431,null,16246,null,2121,null,565,null,345,null,7828,null,1349,null,12769,null,1790,null,309,null,232,null,46215,null,4169,null,16303,null,2178,null,10049,null,2554,null,12555,null,1878,null,233,null,204,null,4097,null,1338,null,2978,null,810,null,0,null,271,null,0400000US22,Louisiana,22
633538,null,8163,null,206173,null,6915,null,115358,null,5794,null,157427,null,4983,null,9567,null,1372,null,63661,null,3784,null,80974,null,4441,null,378,null,223,null,489057,null,8687,null,161472,null,5985,null,84259,null,4640,null,126910,null,4477,null,6200,null,1122,null,47795,null,3258,null,62085,null,4182,null,336,null,210,null,69156,null,3777,null,18034,null,1958,null,14104,null,1987,null,13942,null,1755,null,2136,null,505,null,9779,null,1539,null,11119,null,1824,null,42,null,71,null,4019,null,906,null,1064,null,425,null,1114,null,605,null,1339,null,579,null,55,null,94,null,43,null,70,null,404,null,201,null,0,null,271,null,37353,null,3040,null,10335,null,1665,null,9835,null,1630,null,8268,null,1526,null,380,null,199,null,3142,null,826,null,5393,null,1115,null,0,null,271,null,33953,null,2937,null,15268,null,1745,null,6046,null,897,null,6968,null,1201,null,796,null,520,null,2902,null,1019,null,1973,null,608,null,0,null,271,null,0400000US23,Maine,23
2632012,null,21935,null,1078702,null,16913,null,424050,null,9946,null,642555,null,14277,null,7469,null,1507,null,239675,null,7397,null,231040,null,9212,null,8521,null,1443,null,1986458,null,19592,null,856070,null,14199,null,279338,null,8171,null,490440,null,10879,null,4753,null,1159,null,173911,null,6176,null,174938,null,7972,null,7008,null,1293,null,287985,null,10090,null,93842,null,5293,null,56272,null,4682,null,60853,null,4403,null,1051,null,459,null,47190,null,4303,null,28240,null,3562,null,537,null,523,null,142586,null,7507,null,39991,null,3383,null,44363,null,4492,null,38535,null,3739,null,200,null,248,null,7786,null,1797,null,11516,null,2145,null,195,null,256,null,103853,null,6034,null,30444,null,3129,null,26550,null,3272,null,28187,null,3177,null,556,null,389,null,5428,null,1323,null,12343,null,2276,null,345,null,193,null,111130,null,5972,null,58355,null,3922,null,17527,null,2603,null,24540,null,2377,null,909,null,1095,null,5360,null,1351,null,4003,null,1051,null,436,null,468,null,0400000US24,Maryland,24
3381819,null,18045,null,1426722,null,17379,null,552444,null,14662,null,840282,null,14799,null,6351,null,1357,null,245644,null,7620,null,307378,null,10043,null,2998,null,1116,null,2456626,null,22463,null,1032120,null,15749,null,376299,null,12680,null,617798,null,12984,null,3454,null,894,null,192093,null,7068,null,232772,null,8561,null,2090,null,880,null,290507,null,11358,null,94473,null,5380,null,58658,null,4663,null,63791,null,4326,null,1824,null,901,null,33963,null,3292,null,37560,null,4163,null,238,null,230,null,298483,null,9248,null,148171,null,6229,null,53248,null,5189,null,70998,null,4562,null,0,null,271,null,7908,null,1802,null,17736,null,3026,null,422,null,397,null,206218,null,8510,null,78680,null,4963,null,48328,null,3959,null,55487,null,4275,null,890,null,538,null,7079,null,1669,null,15618,null,2368,null,136,null,175,null,129985,null,5383,null,73278,null,4134,null,15911,null,1933,null,32208,null,3320,null,183,null,197,null,4601,null,1216,null,3692,null,1058,null,112,null,184,null,0400000US25,Massachusetts,25
4411241,null,19893,null,1461829,null,14210,null,792941,null,13367,null,1124129,null,13125,null,25981,null,4281,null,331775,null,8276,null,672205,null,9848,null,2381,null,782,null,3629346,null,19677,null,1244283,null,13095,null,608380,null,12035,null,942585,null,12393,null,13057,null,1854,null,263655,null,7059,null,555378,null,9632,null,2008,null,726,null,413206,null,9941,null,103377,null,4816,null,83605,null,4323,null,92712,null,4453,null,5103,null,1235,null,51505,null,3461,null,76812,null,4756,null,92,null,108,null,62316,null,4190,null,12577,null,1831,null,19405,null,2503,null,17225,null,2517,null,85,null,121,null,1789,null,638,null,11235,null,1770,null,0,null,271,null,151417,null,6919,null,37691,null,2928,null,47927,null,3936,null,35172,null,3014,null,1648,null,602,null,7952,null,1393,null,20835,null,2223,null,192,null,212,null,154956,null,7093,null,63901,null,3685,null,33624,null,2543,null,36435,null,2993,null,6088,null,3854,null,6874,null,1118,null,7945,null,1198,null,89,null,114,null,0400000US26,Michigan,26
