C17001A_001E,C17001A_001EA,C17001A_001M,C17001A_001MA,C17001A_002E,C17001A_002EA,C17001A_002M,C17001A_002MA,C17001A_003E,C17001A_003EA,C17001A_003M,C17001A_003MA,C17001A_004E,C17001A_004EA,C17001A_004M,C17001A_004MA,C17001A_005E,C17001A_005EA,C17001A_005M,C17001A_005MA,C17001A_006E,C17001A_006EA,C17001A_006M,C17001A_006MA,C17001A_007E,C17001A_007EA,C17001A_007M,C17001A_007MA,C17001A_008E,C17001A_008EA,C17001A_008M,C17001A_008MA,C17001A_009E,C17001A_009EA,C17001A_009M,C17001A_009MA,C17001A_010E,C17001A_010EA,C17001A_010M,C17001A_010MA,C17001A_011E,C17001A_011EA,C17001A_011M,C17001A_011MA,C17001A_012E,C17001A_012EA,C17001A_012M,C17001A_012MA,C17001A_013E,C17001A_013EA,C17001A_013M,C17001A_013MA,C17001A_014E,C17001A_014EA,C17001A_014M,C17001A_014MA,C17001A_015E,C17001A_015EA,C17001A_015M,C17001A_015MA,C17001A_016E,C17001A_016EA,C17001A_016M,C17001A_016MA,C17001A_017E,C17001A_017EA,C17001A_017M,C17001A_017MA,C17001A_018E,C17001A_018EA,C17001A_018M,C17001A_018MA,C17001A_019E,C17001A_019EA,C17001A_019M,C17001A_019MA,GEO_ID,NAME,state
5861154,null,19065,null,599741,null,23422,null,264170,null,12203,null,91844,null,6827,null,153457,null,7841,null,18869,null,2075,null,335571,null,13930,null,83271,null,6904,null,204596,null,8563,null,47704,null,4163,null,5261413,null,26191,null,2635050,null,15818,null,628676,null,7762,null,1712272,null,10833,null,294102,null,2770,null,2626363,null,14718,null,599797,null,7817,null,1657390,null,9086,null,369176,null,4221,null,0400000US13,Georgia,13
336431,null,4191,null,35622,null,4811,null,16886,null,2349,null,2475,null,1142,null,13162,null,2095,null,1249,null,522,null,18736,null,3525,null,2655,null,1305,null,14145,null,2551,null,1936,null,700,null,300809,null,6074,null,163492,null,4012,null,29538,null,2192,null,113492,null,2945,null,20462,null,541,null,137317,null,3927,null,24923,null,1646,null,91670,null,2689,null,20724,null,825,null,0400000US15,Hawaii,15
1381318,null,5382,null,165666,null,12036,null,70483,null,6001,null,26794,null,3195,null,39910,null,3689,null,3779,null,1015,null,95183,null,7329,null,27013,null,3170,null,59976,null,5019,null,8194,null,1333,null,1215652,null,12759,null,621726,null,6234,null,160166,null,3270,null,387887,null,4171,null,73673,null,1395,null,593926,null,8818,null,149735,null,3774,null,362176,null,6440,null,82015,null,1761,null,0400000US16,Idaho,16
9150061,null,25911,null,795834,null,22978,null,344769,null,12506,null,113569,null,7318,null,203100,null,8671,null,28100,null,2527,null,451065,null,14017,null,115430,null,7161,null,272535,null,9193,null,63100,null,3660,null,8354227,null,28137,null,4175795,null,15948,null,952922,null,9229,null,2724288,null,11544,null,498585,null,3467,null,4178432,null,16531,null,903234,null,8919,null,2618618,null,10195,null,656580,null,5450,null,0400000US17,Illinois,17
5308477,null,10183,null,583666,null,19151,null,250709,null,10425,null,93677,null,6610,null,141888,null,6884,null,15144,null,1848,null,332957,null,11309,null,92416,null,6579,null,201400,null,6777,null,39141,null,2750,null,4724811,null,20010,null,2363788,null,11995,null,547832,null,7451,null,1528130,null,7078,null,287826,null,2371,null,2361023,null,12081,null,521034,null,7564,null,1473286,null,7224,null,366703,null,3614,null,0400000US18,Indiana,18
2692031,null,5838,null,285058,null,12646,null,121226,null,6824,null,39054,null,3771,null,72679,null,4032,null,9493,null,1036,null,163832,null,7622,null,39369,null,3746,null,100692,null,5115,null,23771,null,1981,null,2406973,null,14174,null,1204701,null,7993,null,277245,null,4095,null,763540,null,4682,null,163916,null,1565,null,1202272,null,8947,null,263361,null,4172,null,731850,null,5975,null,207061,null,2399,null,0400000US19,Iowa,19
2350607,null,8059,null,231284,null,10563,null,99268,null,6085,null,36224,null,3551,null,56937,null,4197,null,6107,null,1095,null,132016,null,6221,null,32808,null,3633,null,81328,null,3800,null,17880,null,2293,null,2119323,null,11034,null,1060473,null,7188,null,250464,null,4082,null,678343,null,4674,null,131666,null,1564,null,1058850,null,6750,null,243054,null,3700,null,650567,null,4339,null,165229,null,2905,null,0400000US20,Kansas,20
3713453,null,5289,null,593744,null,19355,null,257586,null,11001,null,86383,null,5419,null,150752,null,7027,null,20451,null,2234,null,336158,null,11551,null,87878,null,5522,null,201207,null,7351,null,47073,null,2925,null,3119709,null,19915,null,1549704,null,11505,null,345615,null,5782,null,1008713,null,7398,null,195376,null,2479,null,1570005,null,11636,null,325301,null,5520,null,1002190,null,7469,null,242514,null,3149,null,0400000US21,Kentucky,21
2761579,null,6884,null,298769,null,14024,null,120647,null,7839,null,37418,null,4258,null,71570,null,5033,null,11659,null,1787,null,178122,null,8041,null,41053,null,3911,null,111579,null,5645,null,25490,null,2393,null,2462810,null,14981,null,1233171,null,9184,null,277360,null,5373,null,802187,null,6109,null,153624,null,2415,null,1229639,null,8915,null,263755,null,4150,null,770822,null,7145,null,195062,null,2935,null,0400000US22,Louisiana,22
1226454,null,2718,null,141476,null,7155,null,60063,null,4183,null,18883,null,2363,null,36290,null,2778,null,4890,null,898,null,81413,null,4512,null,16386,null,2046,null,53064,null,3004,null,11963,null,1211,null,1084978,null,7543,null,534250,null,4326,null,106602,null,2622,null,350907,null,3075,null,76741,null,1041,null,550728,null,4845,null,104642,null,2343,null,351388,null,3251,null,94698,null,1442,null,0400000US23,Maine,23
3374878,null,12089,null,201299,null,10551,null,85100,null,5686,null,23181,null,3212,null,52537,null,4324,null,9382,null,1546,null,116199,null,7369,null,21450,null,3494,null,73448,null,4820,null,21301,null,2295,null,3173579,null,13861,null,1569939,null,7900,null,358279,null,4100,null,1012167,null,6506,null,199493,null,1931,null,1603640,null,9391,null,334994,null,4684,null,1013745,null,6409,null,254901,null,3053,null,0400000US24,Maryland,24
5182892,null,14952,null,413449,null,16636,null,184148,null,9066,null,47917,null,4765,null,116949,null,7499,null,19282,null,2423,null,229301,null,11107,null,39982,null,4035,null,142103,null,8584,null,47216,null,3290,null,4769443,null,20510,null,2335963,null,12816,null,507132,null,5714,null,1536027,null,10282,null,292804,null,3148,null,2433480,null,11829,null,485841,null,4325,null,1559211,null,9429,null,388428,null,3553,null,0400000US25,Massachusetts,25
7805959,null,9985,null,866792,null,22514,null,385232,null,12227,null,123960,null,7032,null,235883,null,7878,null,25389,null,2026,null,481560,null,12980,null,117675,null,6249,null,306301,null,8806,null,57584,null,2984,null,6939167,null,22427,null,3466536,null,12871,null,770166,null,6601,null,2241935,null,9464,null,454435,null,2493,null,3472631,null,13101,null,732722,null,6763,null,2170595,null,8971,null,569314,null,3388,null,0400000US26,Michigan,26
4492064,null,6855,null,350367,null,11189,null,155082,null,6692,null,42747,null,3444,null,98798,null,5968,null,13537,null,1288,null,195285,null,7213,null,37790,null,2707,null,124442,null,5180,null,33053,null,2096,null,4141697,null,12339,null,2075489,null,7513,null,476624,null,3720,null,1356600,null,6750,null,242265,null,1904,null,2066208,null,8417,null,456808,null,3654,null,1311519,null,5677,null,297881,null,2713,null,0400000US27,Minnesota,27
1704951,null,6316,null,210132,null,12251,null,89526,null,6421,null,30793,null,3832,null,50643,null,4225,null,8090,null,1319,null,120606,null,7677,null,29353,null,3476,null,70670,null,5155,null,20583,null,1864,null,1494819,null,13670,null,753888,null,7275,null,171497,null,4456,null,479842,null,5303,null,102549,null,1570,null,740931,null,9395,null,157598,null,4433,null,454899,null,6243,null,128434,null,2360,null,0400000US28,Mississippi,28
4844819,null,10216,null,551918,null,15038,null,237415,null,8363,null,83328,null,4979,null,138059,null,6214,null,16028,null,1443,null,314503,null,9793,null,81108,null,4858,null,189806,null,6269,null,43589,null,3380,null,4292901,null,14732,null,2137024,null,8456,null,482956,null,4914,null,1373136,null,6926,null,280932,null,1961,null,2155877,null,10767,null,458275,null,5197,null,1349902,null,7323,null,347700,null,4490,null,0400000US29,Missouri,29
847122,null,1974,null,108868,null,8030,null,50054,null,4449,null,15797,null,2404,null,30071,null,3245,null,4186,null,899,null,58814,null,4621,null,16694,null,2591,null,35561,null,2751,null,6559,null,1128,null,738254,null,7894,null,373145,null,4169,null,77076,null,2640,null,242865,null,3258,null,53204,null,1001,null,365109,null,4950,null,73019,null,2791,null,231340,null,3118,null,60750,null,1343,null,0400000US30,Montana,30
1538084,null,5220,null,142264,null,7796,null,63766,null,4862,null,20473,null,2533,null,37628,null,3594,null,5665,null,780,null,78498,null,4843,null,16854,null,2372,null,46798,null,3288,null,14846,null,2187,null,1395820,null,9628,null,700790,null,6124,null,166780,null,3536,null,447452,null,4057,null,86558,null,1204,null,695030,null,5565,null,159239,null,2732,null,427576,null,3870,null,108215,null,2210,null,0400000US31,Nebraska,31
1986908,null,11893,null,218010,null,14112,null,100870,null,7453,null,36417,null,4051,null,54555,null,4898,null,9898,null,1840,null,117140,null,8722,null,38899,null,5129,null,68006,null,4605,null,10235,null,1648,null,1768898,null,17961,null,917367,null,9427,null,213366,null,5256,null,596918,null,6068,null,107083,null,2252,null,851531,null,10680,null,196034,null,5966,null,536605,null,6233,null,118892,null,2153,null,0400000US32,Nevada,32
1212412,null,2611,null,88957,null,7492,null,37557,null,4020,null,11428,null,2023,null,21339,null,2906,null,4790,null,1504,null,51400,null,5211,null,11050,null,1884,null,32050,null,3636,null,8300,null,1703,null,1123455,null,7842,null,560849,null,4646,null,124566,null,2365,null,371923,null,3239,null,64360,null,1523,null,562606,null,5469,null,118602,null,2331,null,364905,null,3682,null,79099,null,1927,null,0400000US33,New Hampshire,33
6036230,null,17149,null,377625,null,17747,null,159313,null,9215,null,55798,null,5564,null,87194,null,5600,null,16321,null,2107,null,218312,null,11863,null,50121,null,4971,null,123363,null,7625,null,44828,null,3301,null,5658605,null,23557,null,2798403,null,13050,null,621724,null,6544,null,1807797,null,9191,null,368882,null,3245,null,2860202,null,15209,null,592694,null,6680,null,1778391,null,9929,null,489117,null,4631,null,0400000US34,New Jersey,34
1427663,null,12252,null,217316,null,11900,null,97160,null,6671,null,35856,null,4060,null,51895,null,4114,null,9409,null,1291,null,120156,null,7022,null,35893,null,3940,null,68362,null,4356,null,15901,null,1925,null,1210347,null,15040,null,603259,null,7378,null,133661,null,4742,null,381924,null,4722,null,87674,null,1973,null,607088,null,9758,null,126319,null,4729,null,378433,null,5880,null,102336,null,2546,null,0400000US35,New Mexico,35
12762777,null,29151,null,1276096,null,30379,null,560182,null,18097,null,183175,null,8316,null,322676,null,12721,null,54331,null,3143,null,715914,null,17375,null,171851,null,8196,null,419969,null,11658,null,124094,null,5431,null,11486681,null,36051,null,5675674,null,22836,null,1182568,null,10378,null,3716726,null,18219,null,776380,null,4526,null,5811007,null,18912,null,1126192,null,8289,null,3672308,null,13796,null,1012507,null,7247,null,0400000US36,New York,36
6319245,null,14746,null,659154,null,22484,null,280523,null,11108,null,91910,null,6088,null,165531,null,7323,null,23082,null,1991,null,378631,null,14517,null,88784,null,7317,null,230469,null,8635,null,59378,null,3122,null,5660091,null,25938,null,2808906,null,13791,null,629023,null,8356,null,1819888,null,8544,null,359995,null,2210,null,2851185,null,17385,null,595592,null,8297,null,1804456,null,10485,null,451137,null,3691,null,0400000US37,North Carolina,37
561162,null,1792,null,55258,null,4705,null,21910,null,2301,null,6408,null,1375,null,11767,null,1261,null,3735,null,670,null,33348,null,3241,null,6757,null,1581,null,19532,null,2074,null,7059,null,965,null,505904,null,5071,null,260568,null,2714,null,55011,null,1525,null,172346,null,1668,null,33211,null,721,null,245336,null,3550,null,51362,null,1964,null,153452,null,2090,null,40522,null,1019,null,0400000US38,North Dakota,38
9419960,null,8413,null,1016133,null,25212,null,438576,null,14747,null,149250,null,8256,null,256717,null,9336,null,32609,null,2385,null,577557,null,14514,null,148274,null,7405,null,358758,null,9931,null,70525,null,3576,null,8403827,null,24798,null,4171283,null,15309,null,946382,null,7501,null,2689599,null,10500,null,535302,null,2965,null,4232544,null,14966,null,890379,null,7328,null,2638857,null,10426,null,703308,null,4390,null,0400000US39,Ohio,39
2679655,null,9561,null,357965,null,15339,null,154617,null,8306,null,54368,null,4810,null,89595,null,5357,null,10654,null,1384,null,203348,null,9415,null,54301,null,4628,null,121606,null,6021,null,27441,null,2237,null,2321690,null,15547,null,1161218,null,9026,null,257788,null,4972,null,740884,null,6255,null,162546,null,2157,null,1160472,null,9219,null,239206,null,4397,null,721678,null,6420,null,199588,null,2823,null,0400000US40,Oklahoma,40
3227101,null,11057,null,403629,null,15313,null,182065,null,8960,null,57778,null,5045,null,112368,null,6078,null,11919,null,1741,null,221564,null,9471,null,55294,null,5526,null,140009,null,5311,null,26261,null,2211,null,2823472,null,18164,null,1409245,null,10688,null,295292,null,5734,null,919865,null,7276,null,194088,null,2176,null,1414227,null,10312,null,278741,null,5829,null,904432,null,6092,null,231054,null,2788,null,0400000US41,Oregon,41
10094471,null,12949,null,965972,null,20674,null,405162,null,11247,null,125525,null,5590,null,244134,null,8799,null,35503,null,2780,null,560810,null,13333,null,129429,null,5949,null,332645,null,8737,null,98736,null,5821,null,9128499,null,23512,null,4523262,null,13141,null,954135,null,6358,null,2913550,null,10546,null,655577,null,3460,null,4605237,null,15634,null,900833,null,6631,null,2856764,null,10240,null,847640,null,7029,null,0400000US42,Pennsylvania,42
842370,null,6007,null,78181,null,7104,null,34758,null,4079,null,9998,null,2021,null,20972,null,2822,null,3788,null,1001,null,43423,null,4266,null,8061,null,1763,null,26273,null,3324,null,9089,null,1295,null,764189,null,8115,null,372451,null,5169,null,76525,null,2033,null,246061,null,3994,null,49865,null,1204,null,391738,null,5262,null,72952,null,2019,null,252216,null,4322,null,66570,null,1648,null,0400000US44,Rhode Island,44
2945948,null,7646,null,315248,null,13432,null,133615,null,6444,null,42490,null,3863,null,80686,null,4996,null,10439,null,1756,null,181633,null,8873,null,40207,null,4313,null,113618,null,5545,null,27808,null,2592,null,2630700,null,14707,null,1312435,null,8246,null,287391,null,4446,null,837674,null,6596,null,187370,null,2150,null,1318265,null,9664,null,270724,null,4875,null,823665,null,6414,null,223876,null,2978,null,0400000US45,South Carolina,45
677081,null,2835,null,60798,null,5569,null,25962,null,2862,null,7842,null,2109,null,15008,null,2067,null,3112,null,564,null,34836,null,3531,null,8516,null,1848,null,19401,null,2390,null,6919,null,839,null,616283,null,6629,null,312741,null,3649,null,70976,null,2333,null,199021,null,2438,null,42744,null,811,null,303542,null,4170,null,65228,null,2245,null,187169,null,2638,null,51145,null,985,null,0400000US46,South Dakota,46
4824296,null,8485,null,626606,null,20962,null,270757,null,10253,null,93684,null,5861,null,156101,null,6966,null,20972,null,2006,null,355849,null,13353,null,87151,null,6613,null,219357,null,8074,null,49341,null,2604,null,4197690,null,22396,null,2091999,null,12537,null,454016,null,6470,null,1359752,null,8299,null,278231,null,2611,null,2105691,null,13866,null,432800,null,7138,null,1330330,null,8887,null,342561,null,3198,null,0400000US47,Tennessee,47
17582645,null,41703,null,2483561,null,45341,null,1100747,null,23539,null,490786,null,16121,null,541135,null,13624,null,68826,null,3959,null,1382814,null,26394,null,468742,null,15340,null,772772,null,16092,null,141300,null,4947,null,15099084,null,48855,null,7623402,null,28982,null,1913294,null,15609,null,4908438,null,19109,null,801670,null,4630,null,7475682,null,27022,null,1823816,null,15275,null,4670953,null,18522,null,980913,null,6536,null,0400000US48,Texas,48
2458369,null,6414,null,222511,null,12131,null,96549,null,6884,null,37146,null,4248,null,54966,null,4174,null,4437,null,971,null,125962,null,8375,null,37854,null,4004,null,78230,null,5161,null,9878,null,1464,null,2235858,null,11145,null,1137225,null,6840,null,349040,null,4527,null,688622,null,4964,null,99563,null,1176,null,1098633,null,8355,null,324162,null,4329,null,658724,null,5370,null,115747,null,1777,null,0400000US49,Utah,49
575437,null,1309,null,59224,null,4963,null,26831,null,2674,null,8410,null,1619,null,16427,null,1802,null,1994,null,511,null,32393,null,3096,null,6573,null,1490,null,21035,null,2081,null,4785,null,779,null,516213,null,5147,null,255352,null,2769,null,52154,null,1779,null,169597,null,1892,null,33601,null,670,null,260861,null,3367,null,50563,null,1848,null,169372,null,2096,null,40926,null,868,null,0400000US50,Vermont,50
5343848,null,15774,null,420341,null,17276,null,182707,null,9705,null,54627,null,5434,null,114854,null,6295,null,13226,null,2008,null,237634,null,10039,null,49056,null,4006,null,152873,null,6934,null,35705,null,2527,null,4923507,null,21889,null,2449070,null,13361,null,553775,null,6943,null,1593279,null,9059,null,302016,null,2728,null,2474437,null,12894,null,520101,null,5224,null,1577285,null,8533,null,377051,null,3294,null,0400000US51,Virginia,51
5166937,null,13550,null,509309,null,18941,null,222439,null,10469,null,62788,null,4944,null,143487,null,7407,null,16164,null,1795,null,286870,null,11345,null,67146,null,6160,null,186578,null,7531,null,33146,null,2636,null,4657628,null,22289,null,2339977,null,13917,null,507966,null,6028,null,1541829,null,9862,null,290182,null,2052,null,2317651,null,12829,null,478917,null,6748,null,1491317,null,8660,null,347417,null,3408,null,0400000US53,Washington,53
1674701,null,2894,null,273283,null,12150,null,121468,null,6390,null,41409,null,4002,null,71094,null,4143,null,8965,null,1254,null,151815,null,7511,null,36352,null,3588,null,97367,null,4836,null,18096,null,1686,null,1401418,null,12443,null,693426,null,6994,null,138707,null,4460,null,449073,null,4491,null,105646,null,1489,null,707992,null,7815,null,133521,null,3763,null,443603,null,4892,null,130868,null,1678,null,0400000US54,West Virginia,54
4850224,null,6681,null,412424,null,15155,null,176734,null,8220,null,51796,null,4292,null,108666,null,5655,null,16272,null,1480,null,235690,null,9490,null,51253,null,4176,null,146067,null,5775,null,38370,null,2904,null,4437800,null,16212,null,2233065,null,9578,null,492947,null,4418,null,1458830,null,6806,null,281288,null,1935,null,2204735,null,9667,null,464212,null,4523,null,1393167,null,5805,null,347356,null,3252,null,0400000US55,Wisconsin,55
476348,null,2245,null,42316,null,4332,null,19188,null,2453,null,7077,null,1817,null,10997,null,1580,null,1114,null,396,null,23128,null,2474,null,4688,null,1399,null,15092,null,1870,null,3348,null,784,null,434032,null,4896,null,222256,null,3311,null,50181,null,2079,null,145152,null,2174,null,26923,null,526,null,211776,null,2863,null,47968,null,2035,null,135079,null,2070,null,28729,null,759,null,0400000US56,Wyoming,56
2965247,null,20775,null,1290664,null,25536,null,588680,null,13442,null,204840,null,6749,null,312151,null,9055,null,71689,null,2873,null,701984,null,15689,null,188314,null,6755,null,408460,null,11416,null,105210,null,3606,null,1674583,null,27380,null,810475,null,13806,null,163917,null,5488,null,531994,null,10205,null,114564,null,3536,null,864108,null,16815,null,166258,null,7312,null,557537,null,11338,null,140313,null,4089,null,0400000US72,Puerto Rico,72
