B16004_001E,B16004_001EA,B16004_001M,B16004_001MA,B16004_002E,B16004_002EA,B16004_002M,B16004_002MA,B16004_003E,B16004_003EA,B16004_003M,B16004_003MA,B16004_004E,B16004_004EA,B16004_004M,B16004_004MA,B16004_005E,B16004_005EA,B16004_005M,B16004_005MA,B16004_006E,B16004_006EA,B16004_006M,B16004_006MA,B16004_007E,B16004_007EA,B16004_007M,B16004_007MA,B16004_008E,B16004_008EA,B16004_008M,B16004_008MA,B16004_009E,B16004_009EA,B16004_009M,B16004_009MA,B16004_010E,B16004_010EA,B16004_010M,B16004_010MA,B16004_011E,B16004_011EA,B16004_011M,B16004_011MA,B16004_012E,B16004_012EA,B16004_012M,B16004_012MA,B16004_013E,B16004_013EA,B16004_013M,B16004_013MA,B16004_014E,B16004_014EA,B16004_014M,B16004_014MA,B16004_015E,B16004_015EA,B16004_015M,B16004_015MA,B16004_016E,B16004_016EA,B16004_016M,B16004_016MA,B16004_017E,B16004_017EA,B16004_017M,B16004_017MA,B16004_018E,B16004_018EA,B16004_018M,B16004_018MA,B16004_019E,B16004_019EA,B16004_019M,B16004_019MA,B16004_020E,B16004_020EA,B16004_020M,B16004_020MA,B16004_021E,B16004_021EA,B16004_021M,B16004_021MA,B16004_022E,B16004_022EA,B16004_022M,B16004_022MA,B16004_023E,B16004_023EA,B16004_023M,B16004_023MA,B16004_024E,B16004_024EA,B16004_024M,B16004_024MA,B16004_025E,B16004_025EA,B16004_025M,B16004_025MA,B16004_026E,B16004_026EA,B16004_026M,B16004_026MA,B16004_027E,B16004_027EA,B16004_027M,B16004_027MA,B16004_028E,B16004_028EA,B16004_028M,B16004_028MA,B16004_029E,B16004_029EA,B16004_029M,B16004_029MA,B16004_030E,B16004_030EA,B16004_030M,B16004_030MA,B16004_031E,B16004_031EA,B16004_031M,B16004_031MA,B16004_032E,B16004_032EA,B16004_032M,B16004_032MA,B16004_033E,B16004_033EA,B16004_033M,B16004_033MA,B16004_034E,B16004_034EA,B16004_034M,B16004_034MA,B16004_035E,B16004_035EA,B16004_035M,B16004_035MA,B16004_036E,B16004_036EA,B16004_036M,B16004_036MA,B16004_037E,B16004_037EA,B16004_037M,B16004_037MA,B16004_038E,B16004_038EA,B16004_038M,B16004_038MA,B16004_039E,B16004_039EA,B16004_039M,B16004_039MA,B16004_040E,B16004_040EA,B16004_040M,B16004_040MA,B16004_041E,B16004_041EA,B16004_041M,B16004_041MA,B16004_042E,B16004_042EA,B16004_042M,B16004_042MA,B16004_043E,B16004_043EA,B16004_043M,B16004_043MA,B16004_044E,B16004_044EA,B16004_044M,B16004_044MA,B16004_045E,B16004_045EA,B16004_045M,B16004_045MA,B16004_046E,B16004_046EA,B16004_046M,B16004_046MA,B16004_047E,B16004_047EA,B16004_047M,B16004_047MA,B16004_048E,B16004_048EA,B16004_048M,B16004_048MA,B16004_049E,B16004_049EA,B16004_049M,B16004_049MA,B16004_050E,B16004_050EA,B16004_050M,B16004_050MA,B16004_051E,B16004_051EA,B16004_051M,B16004_051MA,B16004_052E,B16004_052EA,B16004_052M,B16004_052MA,B16004_053E,B16004_053EA,B16004_053M,B16004_053MA,B16004_054E,B16004_054EA,B16004_054M,B16004_054MA,B16004_055E,B16004_055EA,B16004_055M,B16004_055MA,B16004_056E,B16004_056EA,B16004_056M,B16004_056MA,B16004_057E,B16004_057EA,B16004_057M,B16004_057MA,B16004_058E,B16004_058EA,B16004_058M,B16004_058MA,B16004_059E,B16004_059EA,B16004_059M,B16004_059MA,B16004_060E,B16004_060EA,B16004_060M,B16004_060MA,B16004_061E,B16004_061EA,B16004_061M,B16004_061MA,B16004_062E,B16004_062EA,B16004_062M,B16004_062MA,B16004_063E,B16004_063EA,B16004_063M,B16004_063MA,B16004_064E,B16004_064EA,B16004_064M,B16004_064MA,B16004_065E,B16004_065EA,B16004_065M,B16004_065MA,B16004_066E,B16004_066EA,B16004_066M,B16004_066MA,B16004_067E,B16004_067EA,B16004_067M,B16004_067MA,GEO_ID,NAME,state
4354717,null,2804,null,814027,null,3156,null,776817,null,3889,null,27986,null,2209,null,17949,null,2084,null,5630,null,1276,null,3794,null,916,null,613,null,398,null,4320,null,1537,null,3579,null,1427,null,391,null,338,null,350,null,238,null,0,null,271,null,3679,null,806,null,2687,null,750,null,865,null,559,null,127,null,139,null,0,null,271,null,1225,null,744,null,877,null,631,null,280,null,224,null,0,null,271,null,68,null,132,null,2901933,null,2701,null,2771389,null,6162,null,76708,null,3998,null,30311,null,2867,null,13298,null,2018,null,21668,null,3031,null,11431,null,2031,null,26114,null,3556,null,19521,null,2752,null,4257,null,1173,null,2223,null,1021,null,113,null,133,null,22359,null,2950,null,12695,null,2426,null,6539,null,1359,null,2514,null,788,null,611,null,464,null,5363,null,1484,null,3900,null,1144,null,722,null,456,null,159,null,159,null,582,null,502,null,638757,null,2096,null,628617,null,2486,null,3202,null,779,null,1780,null,622,null,887,null,487,null,229,null,173,null,306,null,249,null,4499,null,977,null,3473,null,935,null,562,null,334,null,290,null,225,null,174,null,250,null,2121,null,793,null,1161,null,600,null,70,null,74,null,677,null,444,null,213,null,198,null,318,null,201,null,174,null,166,null,60,null,90,null,0,null,271,null,84,null,138,null,0400000US01,Alabama,01
634669,null,976,null,129135,null,1595,null,111226,null,2469,null,3839,null,1066,null,3435,null,1030,null,351,null,331,null,53,null,87,null,0,null,240,null,2331,null,970,null,1874,null,891,null,317,null,212,null,140,null,152,null,0,null,240,null,5092,null,1324,null,3983,null,1236,null,887,null,636,null,222,null,235,null,0,null,240,null,6647,null,823,null,5040,null,814,null,1400,null,416,null,207,null,147,null,0,null,240,null,457119,null,1604,null,389826,null,3617,null,17540,null,2250,null,13754,null,1997,null,2269,null,679,null,1041,null,520,null,476,null,534,null,8784,null,1663,null,7396,null,1547,null,1140,null,495,null,248,null,247,null,0,null,240,null,20912,null,1650,null,10478,null,1719,null,6614,null,1070,null,3541,null,903,null,279,null,281,null,20057,null,1879,null,14091,null,1526,null,5187,null,751,null,755,null,307,null,24,null,31,null,48415,null,898,null,39957,null,854,null,1326,null,557,null,514,null,315,null,371,null,240,null,370,null,321,null,71,null,121,null,1266,null,493,null,1100,null,468,null,101,null,114,null,65,null,91,null,0,null,240,null,2532,null,471,null,540,null,392,null,529,null,248,null,1424,null,340,null,39,null,48,null,3334,null,576,null,1272,null,419,null,1275,null,396,null,699,null,213,null,88,null,113,null,0400000US02,Alaska,02
5984859,null,1678,null,1192359,null,2020,null,830591,null,9479,null,310677,null,8575,null,221439,null,8195,null,61996,null,5598,null,20904,null,2953,null,6338,null,1285,null,15489,null,2380,null,13732,null,2392,null,1378,null,504,null,379,null,294,null,0,null,302,null,11152,null,2079,null,8823,null,1735,null,1198,null,793,null,748,null,597,null,383,null,567,null,24450,null,3312,null,18431,null,3029,null,3108,null,1231,null,2105,null,1404,null,806,null,800,null,3928408,null,1800,null,2788038,null,14795,null,882699,null,12151,null,428590,null,12319,null,137528,null,7209,null,178046,null,8604,null,138535,null,9362,null,85079,null,6445,null,62584,null,5404,null,15931,null,2361,null,6300,null,1591,null,264,null,279,null,68312,null,4603,null,36750,null,2963,null,19541,null,2482,null,9120,null,2072,null,2901,null,1530,null,104280,null,5603,null,76110,null,5042,null,18021,null,2120,null,8359,null,2636,null,1790,null,825,null,864092,null,1338,null,719576,null,3703,null,90535,null,2903,null,45096,null,3435,null,16109,null,2218,null,13254,null,1786,null,16076,null,2796,null,26610,null,2660,null,18626,null,1989,null,3548,null,916,null,2795,null,1027,null,1641,null,921,null,9533,null,1204,null,2713,null,948,null,2365,null,869,null,2928,null,833,null,1527,null,758,null,17838,null,1711,null,8112,null,1474,null,3277,null,848,null,3085,null,806,null,3364,null,870,null,0400000US04,Arizona,04
2656308,null,2395,null,503842,null,2562,null,463333,null,3860,null,33119,null,1920,null,22820,null,2317,null,6867,null,1961,null,2784,null,903,null,648,null,351,null,2222,null,857,null,1922,null,855,null,137,null,156,null,163,null,203,null,0,null,269,null,3115,null,1022,null,2469,null,970,null,445,null,327,null,201,null,175,null,0,null,269,null,2053,null,1516,null,1980,null,1518,null,73,null,118,null,0,null,269,null,0,null,269,null,1748276,null,2827,null,1634283,null,5244,null,83166,null,4217,null,31046,null,3180,null,15785,null,2410,null,22407,null,2576,null,13928,null,1987,null,13704,null,2139,null,11132,null,1662,null,1892,null,791,null,657,null,424,null,23,null,40,null,13662,null,2106,null,6004,null,1269,null,3970,null,855,null,2914,null,1033,null,774,null,598,null,3461,null,1466,null,3190,null,1421,null,56,null,74,null,82,null,134,null,133,null,230,null,404190,null,2048,null,395562,null,2506,null,3388,null,1041,null,2010,null,862,null,426,null,337,null,304,null,271,null,648,null,441,null,4050,null,1119,null,3135,null,979,null,569,null,361,null,163,null,198,null,183,null,249,null,1183,null,408,null,434,null,278,null,212,null,225,null,390,null,299,null,147,null,167,null,7,null,12,null,7,null,12,null,0,null,269,null,0,null,269,null,0,null,269,null,0400000US05,Arkansas,05
34063760,null,2634,null,6669791,null,3068,null,3734715,null,23683,null,2304435,null,20777,null,1749972,null,22397,null,408520,null,12766,null,120612,null,5506,null,25331,null,2798,null,197161,null,9311,null,168367,null,9106,null,22808,null,3136,null,5147,null,1429,null,839,null,509,null,383579,null,9988,null,279560,null,8837,null,73005,null,4946,null,29394,null,3484,null,1620,null,752,null,49901,null,6165,null,41196,null,5773,null,5523,null,1700,null,2455,null,964,null,727,null,974,null,23278145,null,3365,null,13171365,null,43981,null,6631494,null,31843,null,2988015,null,26784,null,1200381,null,19569,null,1504408,null,24485,null,938690,null,22811,null,1027142,null,21696,null,718898,null,18643,null,193900,null,8606,null,92589,null,6915,null,21755,null,4268,null,2234220,null,20662,null,1132147,null,18791,null,622973,null,12214,null,390036,null,9036,null,89064,null,6794,null,213924,null,12206,null,146082,null,9548,null,45025,null,4250,null,17013,null,3249,null,5804,null,1665,null,4115824,null,3350,null,2740409,null,12238,null,634469,null,5842,null,218769,null,7335,null,103767,null,5230,null,144094,null,5939,null,167839,null,7058,null,265392,null,9720,null,115931,null,5826,null,50380,null,3545,null,53730,null,4554,null,45351,null,4692,null,444904,null,5364,null,106575,null,4983,null,99565,null,5599,null,144900,null,5932,null,93864,null,5026,null,30650,null,4082,null,12945,null,2598,null,6418,null,1538,null,7134,null,1953,null,4153,null,1418,null,0400000US06,California,06
4583067,null,1635,null,850377,null,2055,null,687949,null,6699,null,128526,null,5830,null,89295,null,4969,null,26037,null,3542,null,11329,null,2153,null,1865,null,746,null,15739,null,2823,null,12547,null,2373,null,1722,null,643,null,1301,null,574,null,169,null,280,null,12665,null,1835,null,9901,null,1843,null,1385,null,616,null,1232,null,594,null,147,null,231,null,5498,null,1881,null,4923,null,1902,null,512,null,405,null,63,null,105,null,0,null,275,null,3220524,null,2426,null,2673949,null,12285,null,381707,null,9527,null,181594,null,8316,null,71334,null,4500,null,94984,null,6487,null,33795,null,4437,null,77882,null,6797,null,58595,null,5278,null,12030,null,2342,null,6800,null,1922,null,457,null,416,null,63167,null,4133,null,33315,null,3409,null,17749,null,2270,null,10016,null,1899,null,2087,null,1017,null,23819,null,3505,null,16000,null,2910,null,5927,null,1375,null,1586,null,898,null,306,null,472,null,512166,null,2016,null,444181,null,3555,null,39088,null,2108,null,22442,null,1544,null,7340,null,1322,null,3683,null,989,null,5623,null,1492,null,18292,null,2397,null,11513,null,1633,null,3218,null,811,null,2510,null,996,null,1051,null,850,null,8478,null,1114,null,1657,null,633,null,1603,null,708,null,3309,null,859,null,1909,null,635,null,2127,null,918,null,1097,null,509,null,388,null,306,null,408,null,540,null,234,null,349,null,0400000US08,Colorado,08
3290599,null,1400,null,600634,null,1567,null,494018,null,5206,null,65818,null,3050,null,54733,null,3186,null,7738,null,1471,null,3020,null,878,null,327,null,237,null,27713,null,3606,null,25202,null,3443,null,1774,null,648,null,737,null,373,null,0,null,275,null,9999,null,1758,null,7891,null,1602,null,1522,null,522,null,528,null,273,null,58,null,100,null,3086,null,1432,null,2758,null,1274,null,328,null,330,null,0,null,275,null,0,null,275,null,2212722,null,1327,null,1741879,null,9763,null,232743,null,4121,null,128323,null,5413,null,46759,null,3237,null,42026,null,4112,null,15635,null,2513,null,172363,null,9330,null,118149,null,7448,null,35346,null,3693,null,15408,null,2325,null,3460,null,2141,null,52257,null,2915,null,28466,null,2615,null,15110,null,1921,null,7547,null,1322,null,1134,null,614,null,13480,null,2386,null,9796,null,1827,null,2807,null,890,null,654,null,413,null,223,null,361,null,477243,null,1140,null,401752,null,3624,null,19112,null,967,null,5372,null,1168,null,3224,null,781,null,6888,null,1182,null,3628,null,897,null,49120,null,3221,null,27007,null,2280,null,12690,null,1633,null,6955,null,1438,null,2468,null,809,null,4919,null,963,null,1440,null,635,null,745,null,491,null,1241,null,535,null,1493,null,678,null,2340,null,908,null,1634,null,651,null,268,null,203,null,438,null,452,null,0,null,275,null,0400000US09,Connecticut,09
813290,null,526,null,146324,null,549,null,130057,null,1991,null,9991,null,1485,null,6491,null,1411,null,2072,null,899,null,1412,null,804,null,16,null,27,null,3117,null,922,null,2431,null,758,null,310,null,258,null,252,null,296,null,124,null,209,null,2259,null,617,null,1897,null,585,null,198,null,261,null,164,null,181,null,0,null,263,null,900,null,1016,null,900,null,1016,null,0,null,263,null,0,null,263,null,0,null,263,null,546212,null,806,null,484197,null,3325,null,32855,null,2417,null,16419,null,2492,null,6107,null,1596,null,7799,null,1277,null,2530,null,1008,null,13865,null,2510,null,11092,null,2195,null,1965,null,556,null,768,null,363,null,40,null,58,null,11646,null,1232,null,6904,null,1299,null,3379,null,1045,null,1095,null,563,null,268,null,251,null,3649,null,1315,null,3064,null,1267,null,585,null,393,null,0,null,263,null,0,null,263,null,120754,null,755,null,113015,null,1295,null,1967,null,752,null,989,null,458,null,680,null,592,null,298,null,240,null,0,null,263,null,4612,null,1015,null,3146,null,958,null,767,null,398,null,468,null,309,null,231,null,222,null,583,null,399,null,198,null,237,null,204,null,202,null,43,null,75,null,138,null,240,null,577,null,520,null,150,null,111,null,364,null,501,null,63,null,107,null,0,null,263,null,0400000US10,Delaware,10
555473,null,193,null,75611,null,338,null,67857,null,1779,null,4535,null,1196,null,3559,null,1126,null,681,null,465,null,295,null,285,null,0,null,296,null,2407,null,1171,null,2076,null,1023,null,275,null,263,null,56,null,94,null,0,null,296,null,642,null,284,null,538,null,238,null,104,null,121,null,0,null,296,null,0,null,296,null,170,null,206,null,170,null,206,null,0,null,296,null,0,null,296,null,0,null,296,null,409356,null,601,null,344904,null,4904,null,30188,null,2783,null,17310,null,2127,null,6042,null,1304,null,5697,null,1701,null,1139,null,590,null,17330,null,2588,null,14764,null,2263,null,2138,null,1021,null,428,null,271,null,0,null,296,null,7742,null,1253,null,5324,null,1196,null,1583,null,546,null,835,null,732,null,0,null,296,null,9192,null,2206,null,6990,null,1978,null,1668,null,743,null,534,null,508,null,0,null,296,null,70506,null,532,null,62508,null,1427,null,3365,null,790,null,1935,null,593,null,829,null,473,null,363,null,274,null,238,null,231,null,2756,null,984,null,1947,null,760,null,322,null,216,null,460,null,519,null,27,null,48,null,1139,null,575,null,389,null,311,null,250,null,278,null,449,null,477,null,51,null,82,null,738,null,495,null,433,null,407,null,114,null,138,null,111,null,183,null,80,null,136,null,0400000US11,District of Columbia,11
17188403,null,2806,null,2863449,null,6126,null,2131955,null,12999,null,556562,null,9590,null,445703,null,9290,null,77324,null,5292,null,27558,null,3102,null,5977,null,1522,null,127151,null,8283,null,102004,null,7143,null,18344,null,3073,null,5780,null,1624,null,1023,null,730,null,33807,null,2631,null,25438,null,2687,null,4602,null,1101,null,3606,null,1314,null,161,null,254,null,13974,null,2996,null,10991,null,2401,null,2694,null,1718,null,289,null,281,null,0,null,305,null,11142091,null,6780,null,8032892,null,22596,null,2292914,null,13718,null,1192604,null,19546,null,445994,null,13461,null,433070,null,13798,null,221246,null,13648,null,574185,null,18488,null,334437,null,13054,null,145855,null,8032,null,77706,null,5200,null,16187,null,3110,null,175183,null,6181,null,88521,null,4600,null,54472,null,3983,null,27584,null,3052,null,4606,null,1560,null,66917,null,5714,null,48895,null,4308,null,13832,null,2761,null,3479,null,1235,null,711,null,638,null,3182863,null,3790,null,2576108,null,10239,null,400847,null,4418,null,96863,null,4834,null,85341,null,4727,null,112482,null,5128,null,106161,null,6425,null,163513,null,7969,null,89861,null,5176,null,35821,null,3688,null,24001,null,3000,null,13830,null,2591,null,29973,null,2312,null,13781,null,2186,null,7676,null,1318,null,5370,null,1007,null,3146,null,1034,null,12422,null,1905,null,7389,null,1384,null,3047,null,805,null,1122,null,610,null,864,null,528,null,0400000US12,Florida,12
