B17004_001E,B17004_001EA,B17004_001M,B17004_001MA,B17004_002E,B17004_002EA,B17004_002M,B17004_002MA,B17004_003E,B17004_003EA,B17004_003M,B17004_003MA,B17004_004E,B17004_004EA,B17004_004M,B17004_004MA,B17004_005E,B17004_005EA,B17004_005M,B17004_005MA,B17004_006E,B17004_006EA,B17004_006M,B17004_006MA,B17004_007E,B17004_007EA,B17004_007M,B17004_007MA,B17004_008E,B17004_008EA,B17004_008M,B17004_008MA,B17004_009E,B17004_009EA,B17004_009M,B17004_009MA,B17004_010E,B17004_010EA,B17004_010M,B17004_010MA,B17004_011E,B17004_011EA,B17004_011M,B17004_011MA,B17004_012E,B17004_012EA,B17004_012M,B17004_012MA,B17004_013E,B17004_013EA,B17004_013M,B17004_013MA,B17004_014E,B17004_014EA,B17004_014M,B17004_014MA,B17004_015E,B17004_015EA,B17004_015M,B17004_015MA,B17004_016E,B17004_016EA,B17004_016M,B17004_016MA,B17004_017E,B17004_017EA,B17004_017M,B17004_017MA,B17004_018E,B17004_018EA,B17004_018M,B17004_018MA,B17004_019E,B17004_019EA,B17004_019M,B17004_019MA,GEO_ID,NAME,state
3563397,null,3588,null,495178,null,14617,null,185271,null,8668,null,19982,null,2700,null,61498,null,4296,null,103791,null,6008,null,309907,null,10226,null,25176,null,2660,null,94140,null,6027,null,190591,null,7462,null,3068219,null,15528,null,1501398,null,8866,null,857004,null,10783,null,282132,null,6808,null,362262,null,7910,null,1566821,null,11556,null,626665,null,9018,null,364582,null,8733,null,575574,null,9051,null,0400000US01,Alabama,01
513623,null,2076,null,38865,null,3893,null,19502,null,2473,null,1904,null,734,null,11050,null,1757,null,6548,null,1352,null,19363,null,2234,null,1580,null,778,null,10450,null,1485,null,7333,null,1380,null,474758,null,3669,null,245510,null,2558,null,125134,null,3767,null,84078,null,4207,null,36298,null,2525,null,229248,null,2493,null,94238,null,3469,null,81216,null,3766,null,53794,null,2576,null,0400000US02,Alaska,02
4878658,null,4316,null,624937,null,18022,null,266264,null,9937,null,44791,null,4214,null,92514,null,6556,null,128959,null,7418,null,358673,null,11896,null,31962,null,3171,null,109206,null,6766,null,217505,null,8358,null,4253721,null,18098,null,2135469,null,10046,null,1205595,null,12978,null,440045,null,10880,null,489829,null,6723,null,2118252,null,12228,null,829512,null,12548,null,521664,null,11916,null,767076,null,11938,null,0400000US04,Arizona,04
2162421,null,3331,null,324902,null,12696,null,125582,null,6681,null,17169,null,2251,null,41776,null,3517,null,66637,null,5213,null,199320,null,8303,null,19193,null,2410,null,65621,null,4170,null,114506,null,6042,null,1837519,null,13085,null,913794,null,7874,null,501888,null,8447,null,177389,null,6883,null,234517,null,5867,null,923725,null,8080,null,378154,null,6996,null,223212,null,7881,null,322359,null,6259,null,0400000US05,Arkansas,05
27858531,null,10060,null,3259777,null,51499,null,1409145,null,27511,null,221257,null,8800,null,501919,null,16344,null,685969,null,17080,null,1850632,null,29722,null,124029,null,6301,null,564352,null,13206,null,1162251,null,22743,null,24598754,null,52252,null,12328208,null,28060,null,6879111,null,32705,null,2772865,null,24984,null,2676232,null,26604,null,12270546,null,30990,null,4603225,null,28325,null,3337832,null,26417,null,4329489,null,26540,null,0400000US06,California,06
3775292,null,3844,null,391234,null,13811,null,167429,null,7933,null,28280,null,3236,null,76199,null,5539,null,62950,null,4975,null,223805,null,8854,null,19981,null,2710,null,92109,null,6055,null,111715,null,5531,null,3384058,null,13982,null,1712938,null,8892,null,1056349,null,12240,null,382182,null,8925,null,274407,null,6562,null,1671120,null,9460,null,710589,null,12076,null,495246,null,10578,null,465285,null,9223,null,0400000US08,Colorado,08
2688357,null,3007,null,225843,null,9226,null,85825,null,5355,null,7353,null,1429,null,32143,null,3223,null,46329,null,4033,null,140018,null,6118,null,7052,null,1532,null,48229,null,4032,null,84737,null,4715,null,2462514,null,10033,null,1202214,null,5502,null,710406,null,8379,null,264140,null,7260,null,227668,null,5284,null,1260300,null,7406,null,505318,null,8123,null,375597,null,6491,null,379385,null,7454,null,0400000US09,Connecticut,09
670555,null,1614,null,61167,null,4549,null,22940,null,2891,null,2984,null,1088,null,8752,null,1563,null,11204,null,1976,null,38227,null,2928,null,2867,null,1066,null,13072,null,1933,null,22288,null,2421,null,609388,null,4650,null,296097,null,3405,null,165638,null,3582,null,64804,null,2858,null,65655,null,3080,null,313291,null,3058,null,140045,null,4235,null,75411,null,3460,null,97835,null,3068,null,0400000US10,Delaware,10
464334,null,1054,null,71630,null,5018,null,28760,null,3254,null,1931,null,1006,null,11073,null,2039,null,15756,null,2996,null,42870,null,3045,null,2769,null,1145,null,11739,null,1843,null,28362,null,2867,null,392704,null,5054,null,186693,null,3601,null,116390,null,3655,null,35322,null,3365,null,34981,null,2991,null,206011,null,3537,null,111706,null,3373,null,47010,null,3635,null,47295,null,2717,null,0400000US11,District of Columbia,11
14439619,null,8838,null,1716888,null,32063,null,723634,null,17147,null,89836,null,6341,null,244842,null,13618,null,388956,null,12071,null,993254,null,21489,null,78101,null,5240,null,287462,null,9943,null,627691,null,16381,null,12722731,null,32651,null,6227183,null,19003,null,3318545,null,22739,null,1257572,null,18516,null,1651066,null,16002,null,6495548,null,21755,null,2593053,null,20854,null,1475389,null,18038,null,2427106,null,19300,null,0400000US12,Florida,12
