B12505_001E,B12505_001EA,B12505_001M,B12505_001MA,B12505_002E,B12505_002EA,B12505_002M,B12505_002MA,B12505_003E,B12505_003EA,B12505_003M,B12505_003MA,B12505_004E,B12505_004EA,B12505_004M,B12505_004MA,B12505_005E,B12505_005EA,B12505_005M,B12505_005MA,B12505_006E,B12505_006EA,B12505_006M,B12505_006MA,B12505_007E,B12505_007EA,B12505_007M,B12505_007MA,B12505_008E,B12505_008EA,B12505_008M,B12505_008MA,B12505_009E,B12505_009EA,B12505_009M,B12505_009MA,B12505_010E,B12505_010EA,B12505_010M,B12505_010MA,B12505_011E,B12505_011EA,B12505_011M,B12505_011MA,B12505_012E,B12505_012EA,B12505_012M,B12505_012MA,B12505_013E,B12505_013EA,B12505_013M,B12505_013MA,GEO_ID,NAME,state
3735070,null,2776,null,1784934,null,3194,null,549111,null,9407,null,1235823,null,9499,null,843545,null,9339,null,288258,null,6793,null,104020,null,4770,null,1950136,null,2827,null,479004,null,7630,null,1471132,null,7297,null,1019861,null,10523,null,332386,null,7396,null,118885,null,5127,null,0400000US01,Alabama,01
537334,null,1673,null,280866,null,1780,null,107830,null,4014,null,173036,null,3548,null,121420,null,3771,null,41510,null,2905,null,10106,null,1291,null,256468,null,1173,null,77322,null,3051,null,179146,null,3242,null,124828,null,3419,null,41203,null,2723,null,13115,null,1681,null,0400000US02,Alaska,02
5065307,null,1822,null,2522771,null,2326,null,894151,null,13305,null,1628620,null,13338,null,1184072,null,14551,null,333652,null,7484,null,110896,null,4970,null,2542536,null,1883,null,700594,null,11130,null,1841942,null,11462,null,1320174,null,13522,null,395692,null,8004,null,126076,null,5477,null,0400000US04,Arizona,04
2273362,null,2617,null,1098677,null,3077,null,318556,null,6906,null,780121,null,6874,null,509703,null,8607,null,195070,null,6504,null,75348,null,3668,null,1174685,null,3009,null,269686,null,6582,null,904999,null,6485,null,589456,null,8593,null,223502,null,5467,null,92041,null,4053,null,0400000US05,Arkansas,05
29026913,null,3327,null,14424723,null,4146,null,5613051,null,25280,null,8811672,null,24796,null,6962133,null,29476,null,1500888,null,17502,null,348651,null,8195,null,14602190,null,3275,null,4584495,null,22330,null,10017695,null,22611,null,7893299,null,26203,null,1734137,null,17121,null,390259,null,9569,null,0400000US06,California,06
3932272,null,2038,null,1973373,null,3034,null,658812,null,11544,null,1314561,null,11068,null,970191,null,13169,null,272621,null,7031,null,71749,null,4380,null,1958899,null,3413,null,509682,null,9987,null,1449217,null,10545,null,1052183,null,11752,null,315441,null,7941,null,81593,null,3793,null,0400000US08,Colorado,08
2839699,null,1329,null,1370107,null,1825,null,476327,null,8018,null,893780,null,7846,null,718322,null,8201,null,152039,null,5707,null,23419,null,2310,null,1469592,null,1562,null,426880,null,6899,null,1042712,null,7079,null,845463,null,7573,null,172518,null,5776,null,24731,null,2108,null,0400000US09,Connecticut,09
702906,null,499,null,336121,null,897,null,116464,null,3661,null,219657,null,3693,null,162657,null,4181,null,46906,null,2575,null,10094,null,1351,null,366785,null,776,null,107948,null,3765,null,258837,null,3642,null,197244,null,4820,null,51171,null,3011,null,10422,null,1554,null,0400000US10,Delaware,10
499036,null,287,null,232164,null,574,null,133386,null,3533,null,98778,null,3554,null,77664,null,3752,null,18211,null,2204,null,2903,null,782,null,266872,null,585,null,144713,null,3737,null,122159,null,3682,null,104640,null,3538,null,15251,null,1645,null,2268,null,664,null,0400000US11,District of Columbia,11
15023092,null,5532,null,7305655,null,7959,null,2391849,null,21763,null,4913806,null,22074,null,3412739,null,24244,null,1159155,null,17706,null,341912,null,9255,null,7717437,null,5192,null,1910856,null,14144,null,5806581,null,14982,null,4098297,null,22573,null,1341131,null,18724,null,367153,null,8458,null,0400000US12,Florida,12
