B12505_001E,B12505_001EA,B12505_001M,B12505_001MA,B12505_002E,B12505_002EA,B12505_002M,B12505_002MA,B12505_003E,B12505_003EA,B12505_003M,B12505_003MA,B12505_004E,B12505_004EA,B12505_004M,B12505_004MA,B12505_005E,B12505_005EA,B12505_005M,B12505_005MA,B12505_006E,B12505_006EA,B12505_006M,B12505_006MA,B12505_007E,B12505_007EA,B12505_007M,B12505_007MA,B12505_008E,B12505_008EA,B12505_008M,B12505_008MA,B12505_009E,B12505_009EA,B12505_009M,B12505_009MA,B12505_010E,B12505_010EA,B12505_010M,B12505_010MA,B12505_011E,B12505_011EA,B12505_011M,B12505_011MA,B12505_012E,B12505_012EA,B12505_012M,B12505_012MA,B12505_013E,B12505_013EA,B12505_013M,B12505_013MA,GEO_ID,NAME,state
7561173,null,4493,null,3673622,null,5424,null,1278977,null,15882,null,2394645,null,15519,null,1731551,null,16724,null,510707,null,9704,null,152387,null,5483,null,3887551,null,4810,null,1129884,null,14418,null,2757667,null,13626,null,2009435,null,16927,null,574858,null,11612,null,173374,null,6675,null,0400000US13,Georgia,13
1052486,null,1649,null,526221,null,1102,null,198183,null,5154,null,328038,null,5035,null,261263,null,4855,null,55909,null,3728,null,10866,null,1379,null,526265,null,1772,null,145229,null,4765,null,381036,null,4573,null,307172,null,5423,null,62462,null,3367,null,11402,null,1667,null,0400000US15,Hawaii,15
1179440,null,1637,null,588872,null,1858,null,165942,null,5044,null,422930,null,4624,null,302577,null,6442,null,87433,null,3944,null,32920,null,2457,null,590568,null,1806,null,128245,null,5048,null,462323,null,5122,null,324549,null,5786,null,99314,null,3671,null,38460,null,2661,null,0400000US16,Idaho,16
10269170,null,2777,null,5009569,null,3726,null,1844143,null,16602,null,3165426,null,17136,null,2497540,null,15540,null,544113,null,11347,null,123773,null,4145,null,5259601,null,3650,null,1621960,null,13703,null,3637641,null,13492,null,2888361,null,15663,null,613921,null,10028,null,135359,null,4907,null,0400000US17,Illinois,17
5065862,null,3014,null,2466787,null,3043,null,767469,null,11421,null,1699318,null,11720,null,1220620,null,13851,null,358495,null,7825,null,120203,null,4216,null,2599075,null,2681,null,658907,null,8751,null,1940168,null,8794,null,1388367,null,12671,null,412765,null,8164,null,139036,null,5389,null,0400000US18,Indiana,18
2418896,null,2129,null,1182697,null,2367,null,368380,null,6886,null,814317,null,6419,null,624461,null,7941,null,149666,null,4565,null,40190,null,2764,null,1236199,null,2218,null,300580,null,5443,null,935619,null,5716,null,715486,null,7183,null,175163,null,4654,null,44970,null,2668,null,0400000US19,Iowa,19
2218840,null,2056,null,1091161,null,2556,null,332546,null,5971,null,758615,null,5902,null,556050,null,7213,null,154604,null,4700,null,47961,null,2532,null,1127679,null,2408,null,266482,null,6450,null,861197,null,6357,null,629626,null,8228,null,174181,null,5777,null,57390,null,2923,null,0400000US20,Kansas,20
3435315,null,3001,null,1661514,null,4473,null,495758,null,9321,null,1165756,null,8966,null,818317,null,10025,null,260256,null,6539,null,87183,null,4563,null,1773801,null,4164,null,406499,null,8957,null,1367302,null,8439,null,961961,null,10505,null,303890,null,7729,null,101451,null,4828,null,0400000US21,Kentucky,21
3493783,null,2786,null,1669933,null,3499,null,593160,null,9355,null,1076773,null,9341,null,782567,null,10579,null,231038,null,7033,null,63168,null,3539,null,1823850,null,3452,null,528303,null,9795,null,1295547,null,9308,null,949955,null,10546,null,266312,null,6111,null,79280,null,4560,null,0400000US22,Louisiana,22
1094908,null,1349,null,527656,null,1494,null,160676,null,5200,null,366980,null,5281,null,264948,null,5316,null,80911,null,3407,null,21121,null,1901,null,567252,null,1269,null,133579,null,3881,null,433673,null,3796,null,316756,null,4528,null,93561,null,3010,null,23356,null,2256,null,0400000US23,Maine,23
4533816,null,1698,null,2165045,null,1947,null,778719,null,8861,null,1386326,null,8882,null,1069361,null,9722,null,263260,null,6724,null,53705,null,3620,null,2368771,null,2109,null,741317,null,9900,null,1627454,null,10080,null,1284102,null,11141,null,289846,null,7127,null,53506,null,3281,null,0400000US24,Maryland,24
5328765,null,1529,null,2555707,null,2001,null,978353,null,10536,null,1577354,null,11016,null,1312781,null,11273,null,233572,null,6498,null,31001,null,2756,null,2773058,null,1653,null,903336,null,9894,null,1869722,null,9888,null,1575021,null,11566,null,261236,null,8216,null,33465,null,2506,null,0400000US25,Massachusetts,25
8054089,null,2765,null,3920598,null,3185,null,1368660,null,12740,null,2551938,null,13087,null,1941430,null,13780,null,493718,null,9596,null,116790,null,4629,null,4133491,null,3563,null,1188796,null,13352,null,2944695,null,13135,null,2241117,null,15146,null,569285,null,8004,null,134293,null,5019,null,0400000US26,Michigan,26
4190265,null,2117,null,2070059,null,2381,null,700884,null,9364,null,1369175,null,9746,null,1119873,null,9987,null,212926,null,5626,null,36376,null,2587,null,2120206,null,2385,null,573653,null,7580,null,1546553,null,7531,null,1258434,null,8290,null,242065,null,5740,null,46054,null,2948,null,0400000US27,Minnesota,27
2305571,null,2639,null,1102676,null,3700,null,370119,null,8425,null,732557,null,7574,null,507584,null,9149,null,164772,null,5948,null,60201,null,3502,null,1202895,null,3214,null,347657,null,7702,null,855238,null,7268,null,604371,null,8931,null,185789,null,7223,null,65078,null,3719,null,0400000US28,Mississippi,28
4743939,null,2550,null,2286972,null,4353,null,714248,null,10562,null,1572724,null,10071,null,1118439,null,12478,null,336492,null,8437,null,117793,null,4727,null,2456967,null,4199,null,625957,null,8159,null,1831010,null,8212,null,1302301,null,12341,null,393617,null,10563,null,135092,null,4637,null,0400000US29,Missouri,29
785742,null,1986,null,390148,null,1697,null,128336,null,4021,null,261812,null,4233,null,189689,null,4414,null,55971,null,3249,null,16152,null,1635,null,395594,null,1537,null,96778,null,3476,null,298816,null,3887,null,213376,null,4629,null,65732,null,3436,null,19708,null,1730,null,0400000US30,Montana,30
1412195,null,1753,null,693722,null,1786,null,216700,null,4859,null,477022,null,4842,null,372107,null,5959,null,85672,null,3667,null,19243,null,1880,null,718473,null,1610,null,180124,null,3959,null,538349,null,3983,null,419530,null,5195,null,94381,null,3649,null,24438,null,2013,null,0400000US31,Nebraska,31
2039602,null,1351,null,1035793,null,1949,null,352370,null,7763,null,683423,null,7871,null,466378,null,8528,null,161546,null,6251,null,55499,null,3693,null,1003809,null,1717,null,256533,null,6305,null,747276,null,6620,null,509856,null,7958,null,174689,null,4803,null,62731,null,3946,null,0400000US32,Nevada,32
1079527,null,1258,null,526891,null,1592,null,160499,null,4434,null,366392,null,4430,null,273331,null,5816,null,77521,null,3472,null,15540,null,1812,null,552636,null,1387,null,140428,null,4317,null,412208,null,4415,null,315753,null,5188,null,79647,null,3704,null,16808,null,1848,null,0400000US33,New Hampshire,33
6996319,null,1400,null,3387470,null,2212,null,1216707,null,12108,null,2170763,null,12021,null,1803641,null,13275,null,323057,null,7549,null,44065,null,3354,null,3608849,null,2456,null,1065980,null,12273,null,2542869,null,12288,null,2140468,null,11784,null,361107,null,8174,null,41294,null,3108,null,0400000US34,New Jersey,34
1569164,null,2151,null,764994,null,2503,null,277812,null,6310,null,487182,null,6382,null,354558,null,6235,null,98022,null,4610,null,34602,null,2460,null,804170,null,1794,null,235795,null,6192,null,568375,null,5712,null,414391,null,7724,null,119174,null,5015,null,34810,null,2248,null,0400000US35,New Mexico,35
15888014,null,2552,null,7616938,null,3907,null,3021352,null,19796,null,4595586,null,19944,null,3768236,null,20730,null,716978,null,11937,null,110372,null,5299,null,8271076,null,3577,null,2803595,null,20437,null,5467481,null,20300,null,4578567,null,20902,null,787247,null,11506,null,101667,null,4413,null,0400000US36,New York,36
7354084,null,4742,null,3554403,null,5696,null,1138153,null,14765,null,2416250,null,14864,null,1794394,null,15753,null,491470,null,11797,null,130386,null,5420,null,3799681,null,4903,null,978127,null,13097,null,2821554,null,11544,null,2075722,null,15280,null,589152,null,11400,null,156680,null,6367,null,0400000US37,North Carolina,37
525574,null,1335,null,262894,null,1620,null,88900,null,3242,null,173994,null,2961,null,143259,null,3343,null,25364,null,1795,null,5371,null,892,null,262680,null,1376,null,65036,null,2337,null,197644,null,2178,null,160116,null,2589,null,32105,null,1815,null,5423,null,958,null,0400000US38,North Dakota,38
9243143,null,3392,null,4453852,null,4219,null,1472878,null,12601,null,2980974,null,13921,null,2210961,null,17081,null,605010,null,12199,null,165003,null,6150,null,4789291,null,3212,null,1303421,null,12387,null,3485870,null,11984,null,2593438,null,16196,null,703712,null,10996,null,188720,null,6032,null,0400000US39,Ohio,39
2890196,null,2609,null,1411569,null,3164,null,419550,null,7354,null,992019,null,6908,null,662101,null,7942,null,236727,null,6102,null,93191,null,4793,null,1478627,null,3054,null,330206,null,7002,null,1148421,null,6459,null,755800,null,7799,null,275729,null,7063,null,116892,null,4639,null,0400000US40,Oklahoma,40
3074258,null,2151,null,1517440,null,2407,null,487345,null,8390,null,1030095,null,8798,null,722415,null,8288,null,230438,null,6007,null,77242,null,3670,null,1556818,null,2584,null,395706,null,6676,null,1161112,null,6473,null,799739,null,9433,null,268932,null,7314,null,92441,null,4493,null,0400000US41,Oregon,41
10200364,null,2746,null,4907312,null,3292,null,1677564,null,12024,null,3229748,null,12017,null,2563666,null,14147,null,562078,null,9815,null,104004,null,3385,null,5293052,null,3429,null,1515480,null,12471,null,3777572,null,12993,null,3040659,null,14664,null,629537,null,9752,null,107376,null,5337,null,0400000US42,Pennsylvania,42
865780,null,1347,null,412459,null,1406,null,155275,null,4764,null,257184,null,5014,null,202873,null,4806,null,47298,null,3710,null,7013,null,1388,null,453321,null,1394,null,142834,null,4296,null,310487,null,4049,null,253360,null,4421,null,50879,null,3095,null,6248,null,1300,null,0400000US44,Rhode Island,44
3601064,null,2353,null,1729876,null,3438,null,588783,null,8853,null,1141093,null,8876,null,835158,null,9885,null,239695,null,6136,null,66240,null,3424,null,1871188,null,2868,null,525026,null,8977,null,1346162,null,8090,null,991718,null,9566,null,282882,null,7188,null,71562,null,3782,null,0400000US45,South Carolina,45
640393,null,1515,null,316666,null,1799,null,99805,null,3479,null,216861,null,3334,null,170581,null,3618,null,36026,null,2226,null,10254,null,1315,null,323727,null,1461,null,82380,null,3510,null,241347,null,3529,null,190337,null,3517,null,42464,null,3025,null,8546,null,1283,null,0400000US46,South Dakota,46
4989688,null,3331,null,2400731,null,4053,null,722390,null,10940,null,1678341,null,10946,null,1141185,null,13419,null,391762,null,7882,null,145394,null,5780,null,2588957,null,3753,null,628512,null,10992,null,1960445,null,10490,null,1358246,null,12343,null,449994,null,8880,null,152205,null,6510,null,0400000US47,Tennessee,47
18671445,null,6166,null,9249473,null,7163,null,3081881,null,20599,null,6167592,null,22162,null,4590430,null,22434,null,1204619,null,17918,null,372543,null,7821,null,9421972,null,6277,null,2510517,null,16554,null,6911455,null,16709,null,5103921,null,25142,null,1379224,null,18110,null,428310,null,8748,null,0400000US48,Texas,48
2012454,null,1680,null,1007710,null,2077,null,332258,null,6993,null,675452,null,6861,null,522980,null,8243,null,117481,null,5240,null,34991,null,2456,null,1004744,null,1783,null,263945,null,7421,null,740799,null,7012,null,565682,null,8424,null,130564,null,4293,null,44553,null,3454,null,0400000US49,Utah,49
518208,null,723,null,252222,null,1030,null,79971,null,2693,null,172251,null,2689,null,129930,null,3171,null,34984,null,2391,null,7337,null,982,null,265986,null,1016,null,72479,null,2403,null,193507,null,2759,null,147960,null,3160,null,37497,null,2263,null,8050,null,1223,null,0400000US50,Vermont,50
6261651,null,3951,null,3048964,null,4538,null,1019314,null,14269,null,2029650,null,14654,null,1521297,null,17193,null,420241,null,10202,null,88112,null,4278,null,3212687,null,4754,null,871655,null,10830,null,2341032,null,10089,null,1791158,null,12852,null,453327,null,8323,null,96547,null,4755,null,0400000US51,Virginia,51
5277716,null,2294,null,2617061,null,2694,null,866161,null,10631,null,1750900,null,10800,null,1268676,null,11245,null,372338,null,8082,null,109886,null,4556,null,2660655,null,2488,null,679795,null,8779,null,1980860,null,8692,null,1420941,null,14416,null,428932,null,11653,null,130987,null,4813,null,0400000US53,Washington,53
1498929,null,1895,null,726155,null,2382,null,212186,null,5609,null,513969,null,5324,null,373001,null,6463,null,111008,null,4640,null,29960,null,2297,null,772774,null,2137,null,163217,null,4712,null,609557,null,4610,null,442959,null,6539,null,127379,null,4897,null,39219,null,2935,null,0400000US54,West Virginia,54
4549531,null,2286,null,2245585,null,2565,null,756770,null,10017,null,1488815,null,9855,null,1189163,null,10117,null,252514,null,6164,null,47138,null,3080,null,2303946,null,2361,null,626695,null,8220,null,1677251,null,8058,null,1333715,null,9161,null,287506,null,5608,null,56030,null,3153,null,0400000US55,Wisconsin,55
427057,null,1652,null,214199,null,1672,null,63004,null,3019,null,151195,null,3129,null,104370,null,3862,null,35211,null,2603,null,11614,null,1644,null,212858,null,1409,null,47499,null,2523,null,165359,null,2649,null,112205,null,3548,null,38746,null,3361,null,14408,null,1536,null,0400000US56,Wyoming,56
3149891,null,643,null,1484597,null,1385,null,634711,null,11399,null,849886,null,11143,null,680048,null,11300,null,138387,null,5811,null,31451,null,2586,null,1665294,null,1225,null,576668,null,10298,null,1088626,null,10333,null,919325,null,10248,null,154077,null,6096,null,15224,null,1766,null,0400000US72,Puerto Rico,72
