B08505G_001E,B08505G_001EA,B08505G_001M,B08505G_001MA,B08505G_002E,B08505G_002EA,B08505G_002M,B08505G_002MA,B08505G_003E,B08505G_003EA,B08505G_003M,B08505G_003MA,B08505G_004E,B08505G_004EA,B08505G_004M,B08505G_004MA,B08505G_005E,B08505G_005EA,B08505G_005M,B08505G_005MA,B08505G_006E,B08505G_006EA,B08505G_006M,B08505G_006MA,B08505G_007E,B08505G_007EA,B08505G_007M,B08505G_007MA,GEO_ID,NAME,state
18043,null,2146,null,13489,null,1703,null,3645,null,1149,null,0,null,271,null,428,null,451,null,91,null,92,null,390,null,217,null,0400000US01,Alabama,01
18155,null,2179,null,11341,null,1601,null,2881,null,867,null,552,null,419,null,1409,null,538,null,1203,null,586,null,769,null,400,null,0400000US02,Alaska,02
50710,null,4479,null,37430,null,3832,null,7867,null,1486,null,655,null,420,null,1455,null,699,null,1710,null,752,null,1593,null,548,null,0400000US04,Arizona,04
18895,null,2357,null,14644,null,2097,null,3301,null,995,null,156,null,155,null,171,null,134,null,87,null,106,null,536,null,304,null,0400000US05,Arkansas,05
434787,null,10679,null,316707,null,9584,null,53492,null,3880,null,21147,null,2490,null,13042,null,1787,null,12979,null,2301,null,17420,null,2199,null,0400000US06,California,06
55921,null,3946,null,39059,null,3259,null,6783,null,1293,null,3540,null,1125,null,2985,null,901,null,981,null,402,null,2573,null,711,null,0400000US08,Colorado,08
27086,null,3351,null,19665,null,2732,null,3126,null,947,null,1900,null,755,null,1491,null,686,null,350,null,273,null,554,null,275,null,0400000US09,Connecticut,09
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US10,Delaware,10
14283,null,2235,null,7114,null,1556,null,1331,null,510,null,4559,null,1019,null,676,null,526,null,553,null,391,null,50,null,82,null,0400000US11,District of Columbia,11
115577,null,6614,null,87277,null,5537,null,15504,null,2044,null,2441,null,968,null,2625,null,1060,null,2965,null,1001,null,4765,null,1340,null,0400000US12,Florida,12
44757,null,4196,null,32528,null,3804,null,7706,null,1503,null,1112,null,501,null,638,null,366,null,1158,null,641,null,1615,null,652,null,0400000US13,Georgia,13
115874,null,6299,null,80339,null,5218,null,20643,null,2294,null,5863,null,1493,null,2558,null,927,null,2629,null,934,null,3842,null,1063,null,0400000US15,Hawaii,15
11104,null,1894,null,8443,null,1794,null,1590,null,563,null,63,null,73,null,241,null,188,null,445,null,281,null,322,null,223,null,0400000US16,Idaho,16
63299,null,4611,null,43677,null,3962,null,7813,null,1167,null,6011,null,1210,null,2626,null,907,null,1552,null,583,null,1620,null,605,null,0400000US17,Illinois,17
