B24081_001E,B24081_001EA,B24081_001M,B24081_001MA,B24081_002E,B24081_002EA,B24081_002M,B24081_002MA,B24081_003E,B24081_003EA,B24081_003M,B24081_003MA,B24081_004E,B24081_004EA,B24081_004M,B24081_004MA,B24081_005E,B24081_005EA,B24081_005M,B24081_005MA,B24081_006E,B24081_006EA,B24081_006M,B24081_006MA,B24081_007E,B24081_007EA,B24081_007M,B24081_007MA,B24081_008E,B24081_008EA,B24081_008M,B24081_008MA,B24081_009E,B24081_009EA,B24081_009M,B24081_009MA,GEO_ID,NAME,state
39570,null,554,null,37832,null,735,null,37097,null,398,null,56073,null,4743,null,40813,null,707,null,44460,null,1395,null,49166,null,2824,null,52262,null,1285,null,30224,null,1126,null,0400000US25,Massachusetts,25
31077,null,164,null,30444,null,215,null,30013,null,298,null,45117,null,2200,null,32113,null,523,null,38747,null,1104,null,43371,null,1787,null,51967,null,627,null,20270,null,679,null,0400000US26,Michigan,26
34504,null,363,null,34173,null,483,null,33492,null,466,null,46887,null,1880,null,32979,null,1101,null,39738,null,1025,null,41019,null,720,null,49635,null,1898,null,24222,null,1178,null,0400000US27,Minnesota,27
27007,null,319,null,26285,null,376,null,25815,null,361,null,44276,null,4841,null,23956,null,1983,null,30457,null,1019,null,30627,null,1078,null,45400,null,3553,null,22507,null,2850,null,0400000US28,Mississippi,28
30117,null,200,null,29574,null,418,null,28825,null,432,null,44246,null,3981,null,30828,null,568,null,33456,null,885,null,31381,null,806,null,48590,null,2439,null,20049,null,1071,null,0400000US29,Missouri,29
26518,null,516,null,25451,null,640,null,24890,null,773,null,34492,null,4030,null,24800,null,1529,null,31334,null,952,null,34510,null,2023,null,46491,null,3086,null,21906,null,1145,null,0400000US30,Montana,30
29020,null,445,null,28612,null,521,null,28069,null,556,null,40074,null,3169,null,27669,null,1558,null,33248,null,1759,null,32591,null,2012,null,48549,null,3577,null,21794,null,680,null,0400000US31,Nebraska,31
32881,null,705,null,31746,null,344,null,31385,null,351,null,51546,null,1321,null,29780,null,1713,null,44614,null,2121,null,45105,null,3007,null,51784,null,2138,null,24568,null,2965,null,0400000US32,Nevada,32
35446,null,564,null,35238,null,677,null,34548,null,947,null,52336,null,5792,null,33033,null,1885,null,40541,null,1718,null,37862,null,2671,null,55833,null,2908,null,30677,null,1569,null,0400000US33,New Hampshire,33
41158,null,213,null,40187,null,244,null,39087,null,619,null,60558,null,910,null,39892,null,1491,null,48436,null,1001,null,51573,null,791,null,55312,null,1330,null,30519,null,1021,null,0400000US34,New Jersey,34
27045,null,497,null,25335,null,578,null,24710,null,644,null,40922,null,4064,null,27868,null,2364,null,30643,null,1301,null,31028,null,1736,null,49324,null,2951,null,21415,null,1513,null,0400000US35,New Mexico,35
35641,null,172,null,33189,null,337,null,32251,null,152,null,52027,null,653,null,35724,null,515,null,45327,null,580,null,47494,null,1047,null,51059,null,439,null,24120,null,892,null,0400000US36,New York,36
30188,null,198,null,28876,null,406,null,28120,null,407,null,42339,null,2235,null,31389,null,653,null,34539,null,687,null,34596,null,706,null,48123,null,1977,null,22372,null,844,null,0400000US37,North Carolina,37
28698,null,793,null,27950,null,914,null,27379,null,810,null,41871,null,8480,null,26185,null,1562,null,30655,null,1428,null,33797,null,2936,null,44968,null,4673,null,26984,null,2471,null,0400000US38,North Dakota,38
31013,null,135,null,30270,null,153,null,29951,null,238,null,45117,null,2031,null,31800,null,554,null,37883,null,720,null,39704,null,1229,null,52102,null,945,null,21508,null,823,null,0400000US39,Ohio,39
27412,null,311,null,26472,null,309,null,25934,null,313,null,46034,null,2776,null,27518,null,1622,null,30795,null,915,null,33066,null,967,null,48936,null,1958,null,21231,null,800,null,0400000US40,Oklahoma,40
30804,null,283,null,29906,null,511,null,29084,null,619,null,42419,null,3401,null,31034,null,820,null,40381,null,1190,null,37827,null,1484,null,51594,null,1248,null,22616,null,1436,null,0400000US41,Oregon,41
32324,null,134,null,31602,null,142,null,31235,null,145,null,51001,null,1050,null,32700,null,584,null,39659,null,939,null,39977,null,994,null,51794,null,547,null,24027,null,868,null,0400000US42,Pennsylvania,42
33798,null,914,null,31796,null,578,null,31373,null,570,null,56667,null,11191,null,33751,null,2422,null,50279,null,4434,null,47823,null,5282,null,52147,null,3775,null,29727,null,3928,null,0400000US44,Rhode Island,44
29438,null,432,null,28295,null,441,null,27540,null,416,null,45468,null,4365,null,27734,null,1456,null,33796,null,1304,null,33166,null,1524,null,48476,null,2415,null,21872,null,891,null,0400000US45,South Carolina,45
27870,null,763,null,26868,null,571,null,26446,null,603,null,41802,null,4044,null,28352,null,1825,null,30674,null,1373,null,31051,null,1744,null,41547,null,4571,null,26021,null,1899,null,0400000US46,South Dakota,46
29277,null,379,null,27982,null,421,null,27449,null,350,null,50638,null,2075,null,30116,null,1016,null,33949,null,758,null,31892,null,831,null,50570,null,1102,null,22316,null,850,null,0400000US47,Tennessee,47
30539,null,112,null,29798,null,233,null,29095,null,232,null,50693,null,926,null,30163,null,592,null,37163,null,539,null,35321,null,598,null,50415,null,667,null,22312,null,412,null,0400000US48,Texas,48
29119,null,671,null,27690,null,698,null,26922,null,441,null,46212,null,6190,null,26734,null,1324,null,32151,null,1445,null,34706,null,1716,null,49192,null,2811,null,20807,null,1427,null,0400000US49,Utah,49
30443,null,563,null,29664,null,1098,null,29010,null,1261,null,36402,null,5936,null,31707,null,1525,null,34729,null,3299,null,39186,null,2539,null,46178,null,4702,null,21371,null,1051,null,0400000US50,Vermont,50
36017,null,185,null,33217,null,464,null,32361,null,239,null,51439,null,1237,null,37290,null,903,null,37370,null,635,null,37211,null,882,null,77048,null,2262,null,25326,null,1265,null,0400000US51,Virginia,51
35733,null,259,null,34223,null,639,null,33259,null,641,null,50401,null,1483,null,35820,null,803,null,43985,null,1350,null,41324,null,682,null,54680,null,2153,null,26249,null,775,null,0400000US53,Washington,53
26812,null,535,null,25842,null,585,null,25573,null,602,null,36496,null,5690,null,27090,null,1466,null,30630,null,1442,null,30415,null,1269,null,47692,null,3256,null,18893,null,3343,null,0400000US54,West Virginia,54
31496,null,176,null,31028,null,193,null,30751,null,197,null,42181,null,1755,null,30752,null,662,null,40108,null,761,null,41306,null,1309,null,51215,null,1226,null,20976,null,503,null,0400000US55,Wisconsin,55
32313,null,891,null,32236,null,963,null,31515,null,861,null,51025,null,1896,null,24856,null,2301,null,35554,null,2924,null,39458,null,2225,null,46524,null,2242,null,22310,null,2782,null,0400000US56,Wyoming,56
15822,null,224,null,14077,null,171,null,13930,null,175,null,18667,null,1676,null,18487,null,1425,null,14510,null,495,null,24180,null,487,null,32623,null,3315,null,11617,null,686,null,0400000US72,Puerto Rico,72
