B24081_001E,B24081_001EA,B24081_001M,B24081_001MA,B24081_002E,B24081_002EA,B24081_002M,B24081_002MA,B24081_003E,B24081_003EA,B24081_003M,B24081_003MA,B24081_004E,B24081_004EA,B24081_004M,B24081_004MA,B24081_005E,B24081_005EA,B24081_005M,B24081_005MA,B24081_006E,B24081_006EA,B24081_006M,B24081_006MA,B24081_007E,B24081_007EA,B24081_007M,B24081_007MA,B24081_008E,B24081_008EA,B24081_008M,B24081_008MA,B24081_009E,B24081_009EA,B24081_009M,B24081_009MA,GEO_ID,NAME,state
29558,null,476,null,27921,null,542,null,27274,null,337,null,48275,null,3316,null,26917,null,1474,null,33807,null,1295,null,36513,null,1076,null,50980,null,1020,null,22737,null,1710,null,0400000US01,Alabama,01
35760,null,825,null,32627,null,1611,null,32231,null,1224,null,50258,null,12574,null,35276,null,2244,null,37205,null,4542,null,44090,null,2504,null,50402,null,4717,null,28413,null,5398,null,0400000US02,Alaska,02
31373,null,228,null,30615,null,276,null,30129,null,308,null,50172,null,2080,null,32690,null,1240,null,36439,null,763,null,36485,null,1009,null,50086,null,1551,null,22451,null,1403,null,0400000US04,Arizona,04
26304,null,447,null,25695,null,506,null,25287,null,524,null,35892,null,2091,null,25378,null,1305,null,31421,null,1423,null,31495,null,1013,null,45619,null,2212,null,20245,null,1279,null,0400000US05,Arkansas,05
34325,null,260,null,32012,null,119,null,31488,null,118,null,60586,null,841,null,36849,null,428,null,45656,null,546,null,46556,null,926,null,52257,null,374,null,26661,null,441,null,0400000US06,California,06
33609,null,527,null,32557,null,532,null,31969,null,290,null,47854,null,2170,null,33171,null,1456,null,38011,null,1652,null,40925,null,1103,null,55670,null,1868,null,24000,null,1920,null,0400000US08,Colorado,08
41012,null,345,null,40476,null,474,null,39676,null,926,null,61567,null,2746,null,38237,null,2008,null,47336,null,2282,null,52953,null,2027,null,52416,null,2543,null,31722,null,840,null,0400000US09,Connecticut,09
35027,null,889,null,34101,null,1401,null,33281,null,1352,null,53580,null,6427,null,33803,null,3464,null,42541,null,3250,null,38601,null,2776,null,48147,null,3703,null,28136,null,5437,null,0400000US10,Delaware,10
45271,null,1686,null,39544,null,2325,null,37759,null,2218,null,81981,null,17173,null,45981,null,3070,null,41889,null,2409,null,46299,null,3126,null,69384,null,5232,null,41429,null,9405,null,0400000US11,District of Columbia,11
30458,null,133,null,29401,null,284,null,28217,null,298,null,41866,null,577,null,31273,null,528,null,38572,null,434,null,35829,null,642,null,50302,null,792,null,20433,null,398,null,0400000US12,Florida,12
31586,null,181,null,31069,null,215,null,30548,null,229,null,49593,null,2725,null,32336,null,1074,null,36044,null,754,null,33389,null,1134,null,50693,null,1112,null,24523,null,1315,null,0400000US13,Georgia,13
33546,null,1085,null,31254,null,527,null,30873,null,539,null,46147,null,4669,null,35321,null,2643,null,43715,null,2969,null,40358,null,1405,null,53566,null,3541,null,30593,null,3165,null,0400000US15,Hawaii,15
27658,null,620,null,26840,null,468,null,26350,null,448,null,41073,null,3559,null,25897,null,1519,null,33462,null,1962,null,35426,null,1613,null,50119,null,3872,null,20398,null,1852,null,0400000US16,Idaho,16
34076,null,300,null,32721,null,354,null,32163,null,181,null,51213,null,772,null,34301,null,925,null,41713,null,566,null,40954,null,646,null,51910,null,549,null,24436,null,1340,null,0400000US17,Illinois,17
30920,null,228,null,30914,null,258,null,30625,null,268,null,43304,null,3202,null,28939,null,1015,null,33284,null,875,null,32241,null,1070,null,50423,null,965,null,23122,null,1280,null,0400000US18,Indiana,18
29916,null,348,null,29421,null,482,null,28962,null,482,null,40594,null,1207,null,27388,null,913,null,34075,null,1184,null,39044,null,1750,null,49864,null,2389,null,21095,null,773,null,0400000US19,Iowa,19
30661,null,300,null,30731,null,351,null,30401,null,357,null,44123,null,5599,null,28153,null,1461,null,32730,null,1168,null,32007,null,1396,null,48927,null,2578,null,21707,null,806,null,0400000US20,Kansas,20
28879,null,377,null,28112,null,492,null,27654,null,494,null,44692,null,7566,null,29575,null,1196,null,31439,null,983,null,34612,null,1610,null,47837,null,1442,null,19321,null,1513,null,0400000US21,Kentucky,21
29675,null,542,null,28874,null,623,null,28123,null,626,null,42738,null,5064,null,27323,null,1571,null,32147,null,1163,null,34366,null,1649,null,43512,null,3722,null,23437,null,2407,null,0400000US22,Louisiana,22
29352,null,672,null,28414,null,899,null,27886,null,895,null,36506,null,3307,null,29856,null,1323,null,32437,null,1500,null,35029,null,1923,null,50870,null,1466,null,22852,null,1484,null,0400000US23,Maine,23
40831,null,253,null,36492,null,380,null,35847,null,388,null,51785,null,1245,null,40793,null,576,null,45439,null,1139,null,43368,null,1419,null,73348,null,1672,null,25446,null,1480,null,0400000US24,Maryland,24
