C25079_001E,C25079_001EA,C25079_001M,C25079_001MA,C25079_002E,C25079_002EA,C25079_002M,C25079_002MA,C25079_003E,C25079_003EA,C25079_003M,C25079_003MA,GEO_ID,NAME,state
208497361200,null,4064837381,null,155442047900,null,3498040753,null,53055313200,null,1898935141,null,0400000US01,Alabama,01
39066799600,null,1183263612,null,33388058000,null,1181620804,null,5678741700,null,430462932,null,0400000US02,Alaska,02
445722768200,null,7614189264,null,336209135300,null,7141946872,null,109513632900,null,4150434409,null,0400000US04,Arizona,04
103531390300,null,2238355446,null,77497706300,null,2172732745,null,26033684000,null,1091561353,null,0400000US05,Arkansas,05
3938992335900,null,29306458341,null,2969624971500,null,27752027283,null,969367364300,null,13353533543,null,0400000US06,California,06
398701504100,null,6982963963,null,323915004300,null,6139630529,null,74786499800,null,3213520266,null,0400000US08,Colorado,08
386358559600,null,7578365621,null,296969604300,null,6361030000,null,89388955400,null,3651184301,null,0400000US09,Connecticut,09
71104378400,null,3252715345,null,53099489800,null,2805668712,null,18004888600,null,1478655836,null,0400000US10,Delaware,10
63618683600,null,3068386293,null,46861295600,null,2613360256,null,16757388000,null,1559689226,null,0400000US11,District of Columbia,11
1395082467700,null,15220243342,null,967753895200,null,12772460692,null,427328572500,null,8142011356,null,0400000US12,Florida,12
520244550700,null,6888273905,null,421676350100,null,5809383791,null,98568200600,null,3789067731,null,0400000US13,Georgia,13
159071574900,null,4625024187,null,106783277400,null,4445398014,null,52288297500,null,2916572390,null,0400000US15,Hawaii,15
92452447200,null,2439507850,null,71297497400,null,2083663266,null,21154949700,null,1185185878,null,0400000US16,Idaho,16
880541655100,null,8276759119,null,701589334600,null,7176607757,null,178952320400,null,4310576673,null,0400000US17,Illinois,17
274925638400,null,3454404080,null,217093488600,null,3275027066,null,57832149800,null,1666494451,null,0400000US18,Indiana,18
130358996200,null,2344462405,null,100539477100,null,1635327280,null,29819519100,null,1483951119,null,0400000US19,Iowa,19
119954924600,null,2262411813,null,95098917200,null,2149769450,null,24856007400,null,1056671869,null,0400000US20,Kansas,20
