B12503_001E,B12503_001EA,B12503_001M,B12503_001MA,B12503_002E,B12503_002EA,B12503_002M,B12503_002MA,B12503_003E,B12503_003EA,B12503_003M,B12503_003MA,B12503_004E,B12503_004EA,B12503_004M,B12503_004MA,B12503_005E,B12503_005EA,B12503_005M,B12503_005MA,B12503_006E,B12503_006EA,B12503_006M,B12503_006MA,B12503_007E,B12503_007EA,B12503_007M,B12503_007MA,B12503_008E,B12503_008EA,B12503_008M,B12503_008MA,B12503_009E,B12503_009EA,B12503_009M,B12503_009MA,B12503_010E,B12503_010EA,B12503_010M,B12503_010MA,B12503_011E,B12503_011EA,B12503_011M,B12503_011MA,GEO_ID,NAME,state
3735070,null,2776,null,1784934,null,3194,null,549111,null,9407,null,1235823,null,9499,null,24509,null,2726,null,1211314,null,9127,null,1950136,null,2827,null,479004,null,7630,null,1471132,null,7297,null,26329,null,2634,null,1444803,null,7547,null,0400000US01,Alabama,01
537334,null,1673,null,280866,null,1780,null,107830,null,4014,null,173036,null,3548,null,3710,null,1240,null,169326,null,3406,null,256468,null,1173,null,77322,null,3051,null,179146,null,3242,null,3216,null,1029,null,175930,null,3342,null,0400000US02,Alaska,02
5065307,null,1822,null,2522771,null,2326,null,894151,null,13305,null,1628620,null,13338,null,28503,null,3594,null,1600117,null,13447,null,2542536,null,1883,null,700594,null,11130,null,1841942,null,11462,null,30434,null,3496,null,1811508,null,11809,null,0400000US04,Arizona,04
2273362,null,2617,null,1098677,null,3077,null,318556,null,6906,null,780121,null,6874,null,12164,null,1925,null,767957,null,6893,null,1174685,null,3009,null,269686,null,6582,null,904999,null,6485,null,16607,null,2095,null,888392,null,6796,null,0400000US05,Arkansas,05
29026913,null,3327,null,14424723,null,4146,null,5613051,null,25280,null,8811672,null,24796,null,119315,null,7231,null,8692357,null,25153,null,14602190,null,3275,null,4584495,null,22330,null,10017695,null,22611,null,145281,null,7279,null,9872414,null,22565,null,0400000US06,California,06
3932272,null,2038,null,1973373,null,3034,null,658812,null,11544,null,1314561,null,11068,null,25646,null,3059,null,1288915,null,11091,null,1958899,null,3413,null,509682,null,9987,null,1449217,null,10545,null,22943,null,2661,null,1426274,null,10524,null,0400000US08,Colorado,08
2839699,null,1329,null,1370107,null,1825,null,476327,null,8018,null,893780,null,7846,null,12703,null,1662,null,881077,null,8179,null,1469592,null,1562,null,426880,null,6899,null,1042712,null,7079,null,12556,null,1923,null,1030156,null,7155,null,0400000US09,Connecticut,09
702906,null,499,null,336121,null,897,null,116464,null,3661,null,219657,null,3693,null,3720,null,1061,null,215937,null,3751,null,366785,null,776,null,107948,null,3765,null,258837,null,3642,null,4318,null,1183,null,254519,null,3710,null,0400000US10,Delaware,10
499036,null,287,null,232164,null,574,null,133386,null,3533,null,98778,null,3554,null,2818,null,982,null,95960,null,3536,null,266872,null,585,null,144713,null,3737,null,122159,null,3682,null,2241,null,757,null,119918,null,3686,null,0400000US11,District of Columbia,11
15023092,null,5532,null,7305655,null,7959,null,2391849,null,21763,null,4913806,null,22074,null,74045,null,4736,null,4839761,null,21932,null,7717437,null,5192,null,1910856,null,14144,null,5806581,null,14982,null,81444,null,5319,null,5725137,null,15546,null,0400000US12,Florida,12
7561173,null,4493,null,3673622,null,5424,null,1278977,null,15882,null,2394645,null,15519,null,41601,null,4154,null,2353044,null,16209,null,3887551,null,4810,null,1129884,null,14418,null,2757667,null,13626,null,45466,null,3728,null,2712201,null,13761,null,0400000US13,Georgia,13
1052486,null,1649,null,526221,null,1102,null,198183,null,5154,null,328038,null,5035,null,4411,null,1033,null,323627,null,5204,null,526265,null,1772,null,145229,null,4765,null,381036,null,4573,null,4062,null,1211,null,376974,null,4889,null,0400000US15,Hawaii,15
1179440,null,1637,null,588872,null,1858,null,165942,null,5044,null,422930,null,4624,null,6048,null,1087,null,416882,null,4817,null,590568,null,1806,null,128245,null,5048,null,462323,null,5122,null,8538,null,1630,null,453785,null,5064,null,0400000US16,Idaho,16
