B20017I_001E,B20017I_001EA,B20017I_001M,B20017I_001MA,B20017I_002E,B20017I_002EA,B20017I_002M,B20017I_002MA,B20017I_003E,B20017I_003EA,B20017I_003M,B20017I_003MA,B20017I_004E,B20017I_004EA,B20017I_004M,B20017I_004MA,B20017I_005E,B20017I_005EA,B20017I_005M,B20017I_005MA,B20017I_006E,B20017I_006EA,B20017I_006M,B20017I_006MA,B20017I_007E,B20017I_007EA,B20017I_007M,B20017I_007MA,GEO_ID,NAME,state
17707,null,1325,null,20248,null,1668,null,24193,null,1973,null,11051,null,1451,null,14783,null,1495,null,18616,null,1753,null,9388,null,1339,null,0400000US01,Alabama,01
27193,null,2693,null,29603,null,3721,null,35904,null,7198,null,15726,null,7584,null,23081,null,2934,null,35480,null,4645,null,12293,null,3071,null,0400000US02,Alaska,02
22397,null,431,null,25306,null,669,null,30950,null,531,null,11400,null,494,null,18976,null,751,null,26138,null,613,null,8942,null,515,null,0400000US04,Arizona,04
18504,null,915,null,19898,null,1136,null,21651,null,888,null,9343,null,1478,null,16530,null,1237,null,21030,null,1346,null,8569,null,1430,null,0400000US05,Arkansas,05
22210,null,122,null,25280,null,228,null,31658,null,237,null,11997,null,187,null,18392,null,264,null,27827,null,486,null,9408,null,160,null,0400000US06,California,06
21872,null,534,null,23681,null,859,null,31390,null,924,null,11344,null,485,null,18477,null,1359,null,27140,null,919,null,9020,null,854,null,0400000US08,Colorado,08
25009,null,1414,null,28066,null,2024,null,35789,null,1646,null,11546,null,1112,null,21156,null,1105,null,30733,null,886,null,9354,null,942,null,0400000US09,Connecticut,09
25347,null,1406,null,26280,null,1262,null,28318,null,1758,null,11929,null,8692,null,21538,null,1854,null,27261,null,2091,null,9765,null,2628,null,0400000US10,Delaware,10
28324,null,3831,null,35115,null,4706,null,37650,null,3612,null,14330,null,14398,null,20438,null,3376,null,24916,null,7845,null,12413,null,6089,null,0400000US11,District of Columbia,11
23175,null,356,null,25671,null,414,null,31593,null,439,null,11414,null,331,null,20594,null,300,null,27036,null,447,null,10025,null,292,null,0400000US12,Florida,12
19986,null,551,null,21067,null,566,null,25967,null,654,null,12289,null,678,null,16823,null,1010,null,24873,null,1566,null,9190,null,811,null,0400000US13,Georgia,13
26989,null,1948,null,32159,null,5894,null,41352,null,1513,null,11722,null,1674,null,22363,null,1773,null,31708,null,2747,null,11138,null,1582,null,0400000US15,Hawaii,15
20064,null,1206,null,23244,null,1266,null,28128,null,1916,null,11854,null,1008,null,13453,null,1364,null,22348,null,1807,null,7823,null,1405,null,0400000US16,Idaho,16
23340,null,538,null,25874,null,474,null,30681,null,672,null,12630,null,901,null,19950,null,581,null,26319,null,628,null,9499,null,556,null,0400000US17,Illinois,17
20370,null,1275,null,24372,null,1368,null,30846,null,1015,null,9873,null,1010,null,16204,null,875,null,24452,null,1773,null,8496,null,697,null,0400000US18,Indiana,18
21157,null,1161,null,22900,null,1800,null,28943,null,3837,null,11228,null,2331,null,16214,null,1925,null,25762,null,1575,null,6690,null,2043,null,0400000US19,Iowa,19
21655,null,927,null,25201,null,1239,null,29636,null,1543,null,9352,null,1261,null,16267,null,1019,null,24956,null,1625,null,7916,null,887,null,0400000US20,Kansas,20
17765,null,1296,null,19346,null,1332,null,22291,null,2555,null,10495,null,1518,null,15011,null,2903,null,22321,null,2921,null,5883,null,1226,null,0400000US21,Kentucky,21
22850,null,1610,null,25792,null,1614,null,30886,null,6123,null,12048,null,1827,null,18782,null,2053,null,27383,null,2798,null,6962,null,1615,null,0400000US22,Louisiana,22
18993,null,5228,null,23538,null,2791,null,31466,null,19635,null,13371,null,8252,null,8375,null,12900,null,26735,null,4638,null,4595,null,2848,null,0400000US23,Maine,23
23974,null,923,null,28540,null,1933,null,35500,null,1407,null,14308,null,1319,null,18632,null,1236,null,29134,null,3429,null,10070,null,981,null,0400000US24,Maryland,24
