B98022_001E,B98022_001EA,B98022_002E,B98022_002EA,B98022_003E,B98022_003EA,B98022_004E,B98022_004EA,B98022_005E,B98022_005EA,B98022_006E,B98022_006EA,B98022_007E,B98022_007EA,B98022_008E,B98022_008EA,B98022_009E,B98022_009EA,B98022_010E,B98022_010EA,GEO_ID,NAME,state
99.0,null,1.0,null,0.1,null,0.0,null,0.0,null,0.0,null,0.0,null,0.1,null,0.8,null,0.0,null,0400000US01,Alabama,01
89.6,null,10.4,null,2.7,null,0.0,null,0.0,null,0.0,null,0.0,null,7.8,null,0.0,null,0.0,null,0400000US02,Alaska,02
98.3,null,1.7,null,0.0,null,0.3,null,0.0,null,0.0,null,0.0,null,1.0,null,0.4,null,0.0,null,0400000US04,Arizona,04
94.3,null,5.7,null,0.1,null,0.1,null,0.1,null,0.0,null,0.0,null,5.5,null,0.0,null,0.0,null,0400000US05,Arkansas,05
98.6,null,1.4,null,0.4,null,0.1,null,0.1,null,0.0,null,0.0,null,0.6,null,0.1,null,0.1,null,0400000US06,California,06
97.5,null,2.5,null,0.0,null,0.0,null,0.0,null,0.0,null,0.0,null,2.0,null,0.5,null,0.0,null,0400000US08,Colorado,08
98.3,null,1.7,null,0.0,null,0.2,null,0.1,null,0.0,null,0.0,null,0.8,null,0.5,null,0.0,null,0400000US09,Connecticut,09
98.2,null,1.8,null,0.0,null,0.0,null,0.0,null,0.0,null,0.0,null,1.8,null,0.0,null,0.0,null,0400000US10,Delaware,10
98.3,null,1.7,null,0.3,null,0.0,null,0.1,null,0.0,null,0.5,null,0.9,null,0.0,null,0.0,null,0400000US11,District of Columbia,11
98.8,null,1.2,null,0.5,null,0.0,null,0.0,null,0.0,null,0.0,null,0.7,null,0.0,null,0.0,null,0400000US12,Florida,12
99.5,null,0.5,null,0.2,null,0.0,null,0.0,null,0.0,null,0.0,null,0.3,null,0.0,null,0.0,null,0400000US13,Georgia,13
