B25087_001E,B25087_001EA,B25087_001M,B25087_001MA,B25087_002E,B25087_002EA,B25087_002M,B25087_002MA,B25087_003E,B25087_003EA,B25087_003M,B25087_003MA,B25087_004E,B25087_004EA,B25087_004M,B25087_004MA,B25087_005E,B25087_005EA,B25087_005M,B25087_005MA,B25087_006E,B25087_006EA,B25087_006M,B25087_006MA,B25087_007E,B25087_007EA,B25087_007M,B25087_007MA,B25087_008E,B25087_008EA,B25087_008M,B25087_008MA,B25087_009E,B25087_009EA,B25087_009M,B25087_009MA,B25087_010E,B25087_010EA,B25087_010M,B25087_010MA,B25087_011E,B25087_011EA,B25087_011M,B25087_011MA,B25087_012E,B25087_012EA,B25087_012M,B25087_012MA,B25087_013E,B25087_013EA,B25087_013M,B25087_013MA,B25087_014E,B25087_014EA,B25087_014M,B25087_014MA,B25087_015E,B25087_015EA,B25087_015M,B25087_015MA,B25087_016E,B25087_016EA,B25087_016M,B25087_016MA,B25087_017E,B25087_017EA,B25087_017M,B25087_017MA,B25087_018E,B25087_018EA,B25087_018M,B25087_018MA,B25087_019E,B25087_019EA,B25087_019M,B25087_019MA,B25087_020E,B25087_020EA,B25087_020M,B25087_020MA,B25087_021E,B25087_021EA,B25087_021M,B25087_021MA,B25087_022E,B25087_022EA,B25087_022M,B25087_022MA,B25087_023E,B25087_023EA,B25087_023M,B25087_023MA,B25087_024E,B25087_024EA,B25087_024M,B25087_024MA,B25087_025E,B25087_025EA,B25087_025M,B25087_025MA,B25087_026E,B25087_026EA,B25087_026M,B25087_026MA,B25087_027E,B25087_027EA,B25087_027M,B25087_027MA,B25087_028E,B25087_028EA,B25087_028M,B25087_028MA,B25087_029E,B25087_029EA,B25087_029M,B25087_029MA,GEO_ID,NAME,state
1289155,null,10987,null,790154,null,10443,null,549,null,309,null,2938,null,791,null,9511,null,1403,null,26145,null,2679,null,41717,null,3047,null,58246,null,3945,null,62226,null,4104,null,71711,null,4118,null,71204,null,4184,null,143318,null,5570,null,103750,null,5218,null,107542,null,4712,null,47576,null,2855,null,20376,null,2273,null,23345,null,2228,null,499001,null,8099,null,8618,null,1348,null,24664,null,2350,null,49804,null,3436,null,69768,null,3425,null,77696,null,4348,null,65104,null,3784,null,54052,null,3620,null,70403,null,3346,null,35333,null,2773,null,20538,null,1880,null,23021,null,2405,null,0400000US01,Alabama,01
154334,null,3685,null,108729,null,3405,null,0,null,240,null,73,null,65,null,522,null,307,null,718,null,280,null,1682,null,541,null,936,null,358,null,1741,null,521,null,2604,null,661,null,3683,null,964,null,11573,null,1508,null,15297,null,1631,null,29774,null,2521,null,18936,null,2132,null,11414,null,1560,null,9776,null,1380,null,45605,null,2720,null,1015,null,393,null,1075,null,405,null,2003,null,597,null,2376,null,683,null,2352,null,622,null,2983,null,620,null,2400,null,632,null,6621,null,1021,null,7267,null,1191,null,5315,null,964,null,12198,null,1460,null,0400000US02,Alaska,02
1548890,null,13720,null,1099783,null,13348,null,819,null,473,null,2673,null,689,null,7217,null,1389,null,13705,null,1661,null,21306,null,2212,null,34093,null,2788,null,38039,null,2543,null,49584,null,3609,null,55613,null,3710,null,152803,null,6423,null,157404,null,5942,null,265225,null,8538,null,144430,null,5874,null,66210,null,3743,null,90662,null,4801,null,449107,null,8242,null,17335,null,1879,null,19745,null,2219,null,32776,null,2776,null,42041,null,2738,null,52754,null,3475,null,52870,null,3464,null,51720,null,2916,null,78368,null,4249,null,44693,null,2630,null,21397,null,1919,null,35408,null,2797,null,0400000US04,Arizona,04
750639,null,9276,null,442960,null,7617,null,349,null,299,null,1517,null,713,null,6771,null,1156,null,17019,null,1996,null,31611,null,2588,null,43039,null,2878,null,47176,null,3230,null,47464,null,3398,null,41201,null,3222,null,76401,null,3840,null,48010,null,3494,null,48323,null,2873,null,17131,null,2067,null,8257,null,1285,null,8691,null,1200,null,307679,null,6505,null,5182,null,1014,null,16515,null,1529,null,32208,null,2649,null,41925,null,2751,null,53477,null,2715,null,42451,null,2589,null,33788,null,2493,null,39935,null,2510,null,21361,null,2107,null,8701,null,1327,null,12136,null,1438,null,0400000US05,Arkansas,05
6946432,null,26955,null,5290276,null,28244,null,1519,null,522,null,6317,null,1176,null,13042,null,1539,null,22252,null,2351,null,33738,null,2777,null,51734,null,3830,null,70434,null,3926,null,91494,null,4644,null,103838,null,5387,null,315640,null,7113,null,390353,null,8828,null,886915,null,14011,null,857476,null,14276,null,705229,null,11370,null,1740295,null,18881,null,1656156,null,16583,null,29032,null,2864,null,41853,null,3040,null,78212,null,3952,null,122686,null,5429,null,147158,null,5078,null,154717,null,4640,null,151243,null,4450,null,246459,null,7146,null,197694,null,6264,null,138106,null,5531,null,348996,null,8929,null,0400000US06,California,06
1280814,null,11274,null,978201,null,10802,null,409,null,285,null,1815,null,579,null,4246,null,845,null,8578,null,1266,null,13902,null,1896,null,19937,null,2120,null,24744,null,2271,null,32909,null,2390,null,42479,null,2843,null,125477,null,5490,null,147069,null,5341,null,261910,null,6679,null,143372,null,5752,null,69412,null,3679,null,81942,null,4264,null,302613,null,5946,null,3190,null,805,null,5915,null,1010,null,13403,null,1622,null,25396,null,1948,null,37036,null,2257,null,37315,null,2770,null,37597,null,2682,null,57531,null,3102,null,34104,null,2549,null,20930,null,1764,null,30196,null,2192,null,0400000US08,Colorado,08
917062,null,7342,null,665816,null,7506,null,160,null,155,null,232,null,194,null,1552,null,447,null,2116,null,590,null,4601,null,893,null,4561,null,1090,null,7130,null,1255,null,9459,null,1378,null,12035,null,1800,null,44988,null,2795,null,64609,null,3806,null,152502,null,6023,null,134305,null,5495,null,88058,null,3827,null,139508,null,5384,null,251246,null,5244,null,369,null,274,null,447,null,337,null,528,null,298,null,1567,null,625,null,2717,null,858,null,3618,null,811,null,5185,null,1027,null,18249,null,1680,null,31191,null,1984,null,36977,null,2343,null,150398,null,4476,null,0400000US09,Connecticut,09
241544,null,5028,null,166894,null,4378,null,44,null,73,null,411,null,290,null,799,null,332,null,979,null,498,null,3633,null,997,null,3504,null,778,null,5526,null,1229,null,5797,null,1161,null,6676,null,1192,null,23359,null,2022,null,24618,null,2425,null,47137,null,2946,null,23804,null,2095,null,10041,null,1315,null,10566,null,1501,null,74650,null,3123,null,951,null,524,null,1548,null,545,null,3605,null,857,null,5145,null,994,null,7718,null,1235,null,7715,null,1343,null,8307,null,1482,null,13623,null,1508,null,9567,null,1387,null,5536,null,876,null,10935,null,1317,null,0400000US10,Delaware,10
108571,null,4051,null,84286,null,3988,null,0,null,296,null,120,null,143,null,104,null,126,null,477,null,298,null,809,null,354,null,803,null,449,null,1656,null,583,null,1687,null,487,null,2742,null,900,null,5558,null,1079,null,7603,null,1402,null,14592,null,1806,null,13741,null,1781,null,10844,null,1616,null,23550,null,2316,null,24285,null,1763,null,608,null,478,null,169,null,181,null,404,null,287,null,1149,null,525,null,1434,null,456,null,1759,null,616,null,1618,null,514,null,3179,null,743,null,3214,null,705,null,2223,null,747,null,8528,null,1235,null,0400000US11,District of Columbia,11
4916497,null,22392,null,3202449,null,22507,null,1297,null,525,null,6761,null,1114,null,18617,null,1923,null,33797,null,3012,null,59333,null,3400,null,84116,null,4565,null,117581,null,5602,null,129641,null,5928,null,158895,null,5736,null,414547,null,8394,null,420539,null,10435,null,689891,null,12310,null,444458,null,9334,null,249808,null,8005,null,373168,null,8149,null,1714048,null,18727,null,29761,null,2831,null,51994,null,3608,null,78089,null,4215,null,109244,null,4922,null,121749,null,4507,null,144109,null,5377,null,149397,null,5924,null,278548,null,8351,null,229094,null,7005,null,157719,null,5678,null,364344,null,9085,null,0400000US12,Florida,12
