B13002D_001E,B13002D_001EA,B13002D_001M,B13002D_001MA,B13002D_002E,B13002D_002EA,B13002D_002M,B13002D_002MA,B13002D_003E,B13002D_003EA,B13002D_003M,B13002D_003MA,B13002D_004E,B13002D_004EA,B13002D_004M,B13002D_004MA,B13002D_005E,B13002D_005EA,B13002D_005M,B13002D_005MA,B13002D_006E,B13002D_006EA,B13002D_006M,B13002D_006MA,B13002D_007E,B13002D_007EA,B13002D_007M,B13002D_007MA,GEO_ID,NAME,state
13690,null,1306,null,697,null,453,null,697,null,453,null,0,null,271,null,12993,null,1413,null,8948,null,1538,null,4045,null,1166,null,0400000US01,Alabama,01
9619,null,938,null,811,null,348,null,711,null,314,null,100,null,164,null,8808,null,1005,null,5149,null,749,null,3659,null,816,null,0400000US02,Alaska,02
45633,null,1721,null,3690,null,992,null,3491,null,962,null,199,null,149,null,41943,null,1963,null,24123,null,1665,null,17820,null,1736,null,0400000US04,Arizona,04
8873,null,945,null,314,null,282,null,297,null,282,null,17,null,26,null,8559,null,953,null,5177,null,917,null,3382,null,761,null,0400000US05,Arkansas,05
1277259,null,5858,null,73829,null,4206,null,64166,null,3857,null,9663,null,1777,null,1203430,null,6795,null,632000,null,8206,null,571430,null,9018,null,0400000US06,California,06
39977,null,1721,null,3014,null,668,null,2737,null,658,null,277,null,191,null,36963,null,1772,null,22136,null,1584,null,14827,null,1725,null,0400000US08,Colorado,08
36414,null,1282,null,2217,null,947,null,1799,null,763,null,418,null,545,null,34197,null,1584,null,21019,null,1496,null,13178,null,1211,null,0400000US09,Connecticut,09
7222,null,514,null,574,null,295,null,574,null,295,null,0,null,263,null,6648,null,630,null,4557,null,754,null,2091,null,676,null,0400000US10,Delaware,10
7768,null,412,null,313,null,196,null,248,null,196,null,65,null,107,null,7455,null,404,null,1944,null,511,null,5511,null,555,null,0400000US11,District of Columbia,11
122486,null,2764,null,8755,null,1474,null,8021,null,1448,null,734,null,562,null,113731,null,2849,null,70232,null,2993,null,43499,null,3292,null,0400000US12,Florida,12
