B99162_001E,B99162_001EA,B99162_002E,B99162_002EA,B99162_003E,B99162_003EA,B99162_004E,B99162_004EA,B99162_005E,B99162_005EA,B99162_006E,B99162_006EA,B99162_007E,B99162_007EA,GEO_ID,NAME,state
4354717,null,4176823,null,177894,null,17685,null,7194,null,10491,null,160209,null,0400000US01,Alabama,01
634669,null,541009,null,93660,null,5581,null,2069,null,3512,null,88079,null,0400000US02,Alaska,02
5984859,null,4338205,null,1646654,null,84041,null,54550,null,29491,null,1562613,null,0400000US04,Arizona,04
2656308,null,2493178,null,163130,null,10170,null,3880,null,6290,null,152960,null,0400000US05,Arkansas,05
34063760,null,19646489,null,14417271,null,584808,null,408851,null,175957,null,13832463,null,0400000US06,California,06
4583067,null,3806079,null,776988,null,56504,null,29023,null,27481,null,720484,null,0400000US08,Colorado,08
3290599,null,2637649,null,652950,null,41469,null,17965,null,23504,null,611481,null,0400000US09,Connecticut,09
813290,null,727269,null,86021,null,6072,null,3127,null,2945,null,79949,null,0400000US10,Delaware,10
555473,null,475269,null,80204,null,7017,null,4325,null,2692,null,73187,null,0400000US11,District of Columbia,11
17188403,null,12740955,null,4447448,null,191198,null,112004,null,79194,null,4256250,null,0400000US12,Florida,12
8954056,null,7839086,null,1114970,null,76316,null,38421,null,37895,null,1038654,null,0400000US13,Georgia,13
1202441,null,896850,null,305591,null,21372,null,12494,null,8878,null,284219,null,0400000US15,Hawaii,15
1402689,null,1260634,null,142055,null,8382,null,3115,null,5267,null,133673,null,0400000US16,Idaho,16
12007133,null,9382810,null,2624323,null,124095,null,61456,null,62639,null,2500228,null,0400000US17,Illinois,17
5933181,null,5506038,null,427143,null,36200,null,13234,null,22966,null,390943,null,0400000US18,Indiana,18
2803768,null,2623269,null,180499,null,19219,null,4487,null,14732,null,161280,null,0400000US19,Iowa,19
2599846,null,2343074,null,256772,null,19208,null,7074,null,12134,null,237564,null,0400000US20,Kansas,20
3986609,null,3817918,null,168691,null,16596,null,5325,null,11271,null,152095,null,0400000US21,Kentucky,21
4102457,null,3769415,null,333042,null,22441,null,10125,null,12316,null,310601,null,0400000US22,Louisiana,22
1245193,null,1156293,null,88900,null,6584,null,1918,null,4666,null,82316,null,0400000US23,Maine,23
5261641,null,4467209,null,794432,null,54938,null,23310,null,31628,null,739494,null,0400000US24,Maryland,24
6116518,null,4832030,null,1284488,null,88200,null,43801,null,44399,null,1196288,null,0400000US25,Massachusetts,25
9379127,null,8551326,null,827801,null,71126,null,21316,null,49810,null,756675,null,0400000US26,Michigan,26
4865059,null,4395275,null,469784,null,45647,null,15330,null,30317,null,424137,null,0400000US27,Minnesota,27
2722890,null,2625467,null,97423,null,9107,null,3044,null,6063,null,88316,null,0400000US28,Mississippi,28
5512995,null,5206590,null,306405,null,29807,null,7781,null,22026,null,276598,null,0400000US29,Missouri,29
905840,null,863602,null,42238,null,5873,null,1327,null,4546,null,36365,null,0400000US30,Montana,30
1652677,null,1501708,null,150969,null,11890,null,2849,null,9041,null,139079,null,0400000US31,Nebraska,31
2401766,null,1730625,null,671141,null,28125,null,15038,null,13087,null,643016,null,0400000US32,Nevada,32
1241116,null,1143040,null,98076,null,8456,null,1878,null,6578,null,89620,null,0400000US33,New Hampshire,33
8125179,null,5856883,null,2268296,null,115472,null,58986,null,56486,null,2152824,null,0400000US34,New Jersey,34
1837092,null,1187200,null,649892,null,31668,null,20677,null,10991,null,618224,null,0400000US35,New Mexico,35
18285349,null,12977510,null,5307839,null,291928,null,174076,null,117852,null,5015911,null,0400000US36,New York,36
8575899,null,7737330,null,838569,null,55177,null,24336,null,30841,null,783392,null,0400000US37,North Carolina,37
600752,null,567863,null,32889,null,4148,null,379,null,3769,null,28741,null,0400000US38,North Dakota,38
10739072,null,10095739,null,643333,null,67528,null,19743,null,47785,null,575805,null,0400000US39,Ohio,39
3379963,null,3095261,null,284702,null,19283,null,8336,null,10947,null,265419,null,0400000US40,Oklahoma,40
3548439,null,3050815,null,497624,null,29297,null,15089,null,14208,null,468327,null,0400000US41,Oregon,41
11709565,null,10607233,null,1102332,null,114724,null,46202,null,68522,null,987608,null,0400000US42,Pennsylvania,42
990203,null,791852,null,198351,null,11714,null,4365,null,7349,null,186637,null,0400000US44,Rhode Island,44
4179822,null,3926883,null,252939,null,22287,null,8534,null,13753,null,230652,null,0400000US45,South Carolina,45
746145,null,701520,null,44625,null,6259,null,1316,null,4943,null,38366,null,0400000US46,South Dakota,46
5800458,null,5467647,null,332811,null,27232,null,8895,null,18337,null,305579,null,0400000US47,Tennessee,47
22314134,null,14767091,null,7547043,null,256290,null,158034,null,98256,null,7290753,null,0400000US48,Texas,48
2468046,null,2122107,null,345939,null,20659,null,8789,null,11870,null,325280,null,0400000US49,Utah,49
588192,null,557229,null,30963,null,3818,null,768,null,3050,null,27145,null,0400000US50,Vermont,50
7251279,null,6284202,null,967077,null,65975,null,36391,null,29584,null,901102,null,0400000US51,Virginia,51
6115594,null,5095655,null,1019939,null,56196,null,24318,null,31878,null,963743,null,0400000US53,Washington,53
1710685,null,1673917,null,36768,null,6356,null,863,null,5493,null,30412,null,0400000US54,West Virginia,54
5266534,null,4840622,null,425912,null,41556,null,14623,null,26933,null,384356,null,0400000US55,Wisconsin,55
494958,null,465766,null,29192,null,1953,null,115,null,1838,null,27239,null,0400000US56,Wyoming,56
3718494,null,179666,null,3538828,null,57657,null,46796,null,10861,null,3481171,null,0400000US72,Puerto Rico,72
