B15003_001E,B15003_001EA,B15003_001M,B15003_001MA,B15003_002E,B15003_002EA,B15003_002M,B15003_002MA,B15003_003E,B15003_003EA,B15003_003M,B15003_003MA,B15003_004E,B15003_004EA,B15003_004M,B15003_004MA,B15003_005E,B15003_005EA,B15003_005M,B15003_005MA,B15003_006E,B15003_006EA,B15003_006M,B15003_006MA,B15003_007E,B15003_007EA,B15003_007M,B15003_007MA,B15003_008E,B15003_008EA,B15003_008M,B15003_008MA,B15003_009E,B15003_009EA,B15003_009M,B15003_009MA,B15003_010E,B15003_010EA,B15003_010M,B15003_010MA,B15003_011E,B15003_011EA,B15003_011M,B15003_011MA,B15003_012E,B15003_012EA,B15003_012M,B15003_012MA,B15003_013E,B15003_013EA,B15003_013M,B15003_013MA,B15003_014E,B15003_014EA,B15003_014M,B15003_014MA,B15003_015E,B15003_015EA,B15003_015M,B15003_015MA,B15003_016E,B15003_016EA,B15003_016M,B15003_016MA,B15003_017E,B15003_017EA,B15003_017M,B15003_017MA,B15003_018E,B15003_018EA,B15003_018M,B15003_018MA,B15003_019E,B15003_019EA,B15003_019M,B15003_019MA,B15003_020E,B15003_020EA,B15003_020M,B15003_020MA,B15003_021E,B15003_021EA,B15003_021M,B15003_021MA,B15003_022E,B15003_022EA,B15003_022M,B15003_022MA,B15003_023E,B15003_023EA,B15003_023M,B15003_023MA,B15003_024E,B15003_024EA,B15003_024M,B15003_024MA,B15003_025E,B15003_025EA,B15003_025M,B15003_025MA,GEO_ID,NAME,state
3078499,null,6085,null,38105,null,3804,null,238,null,270,null,414,null,300,null,1970,null,781,null,2362,null,769,null,7551,null,1322,null,8496,null,1632,null,9522,null,1483,null,31966,null,2707,null,28891,null,2550,null,59347,null,4046,null,85855,null,4813,null,111115,null,4773,null,116282,null,6129,null,55421,null,4232,null,801711,null,13395,null,172377,null,6953,null,183411,null,6675,null,476087,null,9264,null,210308,null,7171,null,439587,null,10668,null,170625,null,6680,null,41202,null,2810,null,25656,null,2642,null,0400000US01,Alabama,01
424901,null,2418,null,2338,null,624,null,0,null,240,null,73,null,74,null,32,null,38,null,881,null,664,null,611,null,272,null,822,null,394,null,765,null,331,null,1966,null,711,null,880,null,327,null,4272,null,863,null,4455,null,1177,null,5638,null,1247,null,7261,null,1238,null,5563,null,1320,null,92760,null,4666,null,19796,null,2311,null,34487,null,2477,null,92145,null,3738,null,34122,null,2870,null,74728,null,3787,null,27470,null,2710,null,7409,null,1525,null,6427,null,1273,null,0400000US02,Alaska,02
4192547,null,3658,null,54836,null,4671,null,515,null,520,null,1557,null,708,null,2760,null,989,null,5315,null,1436,null,19977,null,2936,null,18303,null,2798,null,15852,null,2563,null,92410,null,6834,null,28057,null,3653,null,76815,null,5276,null,82867,null,6524,null,96519,null,6417,null,100259,null,6262,null,82063,null,4654,null,883096,null,14823,null,165015,null,7665,null,323628,null,8329,null,761762,null,12766,null,328608,null,9089,null,667004,null,13808,null,271435,null,7896,null,68078,null,3539,null,45816,null,3729,null,0400000US04,Arizona,04
1872814,null,5105,null,22632,null,2115,null,98,null,131,null,97,null,131,null,901,null,617,null,1970,null,822,null,6937,null,1206,null,4717,null,1080,null,8124,null,1454,null,20282,null,2897,null,14355,null,2059,null,48653,null,3984,null,48555,null,3438,null,58590,null,4286,null,69674,null,4525,null,31375,null,2499,null,553980,null,11106,null,109128,null,4993,null,128827,null,4930,null,287455,null,8542,null,104524,null,5026,null,234355,null,6694,null,81176,null,4374,null,22826,null,2393,null,13583,null,1704,null,0400000US05,Arkansas,05
23528476,null,7194,null,537569,null,15272,null,4631,null,1247,null,10021,null,2164,null,40211,null,3240,null,92603,null,6299,null,199301,null,9524,null,138119,null,7516,null,168603,null,8888,null,828789,null,18767,null,150565,null,8515,null,331144,null,10809,null,532469,null,13258,null,434169,null,12031,null,577516,null,12814,null,605953,null,12832,null,4386305,null,37880,null,517004,null,11481,null,1374366,null,17043,null,3847636,null,33652,null,1789376,null,20688,null,4432116,null,30368,null,1654758,null,20039,null,539371,null,11835,null,335881,null,8955,null,0400000US06,California,06
3263026,null,4054,null,27342,null,2830,null,1178,null,553,null,913,null,637,null,1375,null,717,null,3724,null,1059,null,6279,null,1315,null,8213,null,1705,null,10059,null,1938,null,42894,null,4358,null,15847,null,3147,null,39483,null,3224,null,49914,null,4447,null,50257,null,4051,null,61779,null,4681,null,44239,null,3153,null,620536,null,11522,null,126397,null,5182,null,206238,null,6877,null,536373,null,10028,null,248519,null,7422,null,748494,null,11142,null,299716,null,7105,null,69123,null,3831,null,44134,null,2866,null,0400000US08,Colorado,08
2364317,null,2053,null,22536,null,2768,null,247,null,314,null,224,null,201,null,975,null,479,null,4001,null,1392,null,6024,null,1574,null,6788,null,1406,null,6759,null,1666,null,19320,null,2710,null,11409,null,1544,null,33898,null,2889,null,30213,null,2881,null,41215,null,3542,null,48075,null,3950,null,36869,null,2913,null,585548,null,12078,null,76202,null,4289,null,129893,null,5483,null,285854,null,8623,null,176357,null,6781,null,481976,null,10641,null,256635,null,6925,null,67102,null,3816,null,36197,null,2684,null,0400000US09,Connecticut,09
581811,null,1097,null,5302,null,1128,null,33,null,53,null,0,null,263,null,504,null,481,null,419,null,269,null,1177,null,689,null,306,null,233,null,591,null,289,null,4657,null,1575,null,2563,null,716,null,8745,null,1541,null,10501,null,1815,null,15569,null,2211,null,15814,null,1877,null,8172,null,1443,null,162323,null,5375,null,19940,null,2002,null,40506,null,3479,null,82745,null,4392,null,41966,null,2813,null,96864,null,5341,null,44629,null,3151,null,10459,null,1817,null,8026,null,1190,null,0400000US10,Delaware,10
403768,null,570,null,5499,null,1445,null,0,null,296,null,0,null,296,null,877,null,695,null,1334,null,819,null,1339,null,701,null,1306,null,847,null,2082,null,934,null,3530,null,1217,null,3348,null,1144,null,3444,null,1088,null,8474,null,2025,null,7875,null,1863,null,12029,null,1958,null,6313,null,1539,null,68599,null,4385,null,11470,null,1997,null,12882,null,2055,null,46618,null,3938,null,11990,null,1924,null,87093,null,4280,null,60583,null,3746,null,29912,null,2566,null,17171,null,1990,null,0400000US11,District of Columbia,11
12699412,null,7907,null,143300,null,7503,null,1667,null,706,null,2001,null,840,null,8423,null,2313,null,21997,null,3567,null,43524,null,4625,null,38738,null,3880,null,52019,null,3944,null,171246,null,8441,null,66538,null,4991,null,182110,null,8987,null,218119,null,9813,null,321550,null,9761,null,319251,null,10964,null,286333,null,9611,null,3265311,null,30587,null,537684,null,13700,null,823253,null,14764,null,1856243,null,17998,null,1061658,null,17636,null,2134466,null,23922,null,771580,null,14885,null,247981,null,9075,null,124420,null,5625,null,0400000US12,Florida,12
