C18103_001E,C18103_001EA,C18103_001M,C18103_001MA,C18103_002E,C18103_002EA,C18103_002M,C18103_002MA,C18103_003E,C18103_003EA,C18103_003M,C18103_003MA,C18103_004E,C18103_004EA,C18103_004M,C18103_004MA,C18103_005E,C18103_005EA,C18103_005M,C18103_005MA,C18103_006E,C18103_006EA,C18103_006M,C18103_006MA,C18103_007E,C18103_007EA,C18103_007M,C18103_007MA,C18103_008E,C18103_008EA,C18103_008M,C18103_008MA,C18103_009E,C18103_009EA,C18103_009M,C18103_009MA,C18103_010E,C18103_010EA,C18103_010M,C18103_010MA,C18103_011E,C18103_011EA,C18103_011M,C18103_011MA,C18103_012E,C18103_012EA,C18103_012M,C18103_012MA,C18103_013E,C18103_013EA,C18103_013M,C18103_013MA,C18103_014E,C18103_014EA,C18103_014M,C18103_014MA,C18103_015E,C18103_015EA,C18103_015M,C18103_015MA,C18103_016E,C18103_016EA,C18103_016M,C18103_016MA,C18103_017E,C18103_017EA,C18103_017M,C18103_017MA,C18103_018E,C18103_018EA,C18103_018M,C18103_018MA,C18103_019E,C18103_019EA,C18103_019M,C18103_019MA,C18103_020E,C18103_020EA,C18103_020M,C18103_020MA,C18103_021E,C18103_021EA,C18103_021M,C18103_021MA,GEO_ID,NAME,state
4574185,null,1943,null,2198441,null,4770,null,572524,null,3346,null,6554,null,1467,null,565970,null,3803,null,1369886,null,3608,null,38233,null,3643,null,1331653,null,5058,null,256031,null,1863,null,24167,null,2257,null,231864,null,2637,null,2375744,null,4702,null,547208,null,3685,null,4377,null,1188,null,542831,null,3945,null,1470605,null,3065,null,41816,null,3709,null,1428789,null,4366,null,357931,null,1990,null,38450,null,2362,null,319481,null,3156,null,0400000US01,Alabama,01
659084,null,2654,null,334591,null,2757,null,93267,null,1530,null,605,null,361,null,92662,null,1598,null,218187,null,2814,null,4689,null,1072,null,213498,null,2902,null,23137,null,626,null,1909,null,536,null,21228,null,709,null,324493,null,2029,null,87164,null,1442,null,382,null,233,null,86782,null,1413,null,212751,null,1383,null,3995,null,1002,null,208756,null,1775,null,24578,null,684,null,2229,null,676,null,22349,null,898,null,0400000US02,Alaska,02
6402786,null,2692,null,3178940,null,3968,null,874583,null,2818,null,6270,null,1815,null,868313,null,3364,null,1919866,null,3728,null,43070,null,3366,null,1876796,null,5275,null,384491,null,1769,null,26957,null,2876,null,357534,null,3337,null,3223846,null,3469,null,831258,null,2625,null,7919,null,1850,null,823339,null,2960,null,1922663,null,2579,null,40402,null,4196,null,1882261,null,4672,null,469925,null,2050,null,39528,null,4056,null,430397,null,4561,null,0400000US04,Arizona,04
2801628,null,1721,null,1365410,null,4221,null,360249,null,3184,null,3588,null,959,null,356661,null,3374,null,837986,null,3460,null,22227,null,2682,null,815759,null,4181,null,167175,null,1778,null,15498,null,1815,null,151677,null,2187,null,1436218,null,4181,null,341240,null,3164,null,3331,null,1049,null,337909,null,3316,null,876889,null,3438,null,23182,null,2425,null,853707,null,4070,null,218089,null,1680,null,23629,null,2032,null,194460,null,2554,null,0400000US05,Arkansas,05
36160600,null,6633,null,17938937,null,8716,null,4781741,null,4432,null,28983,null,3261,null,4752758,null,5213,null,11431915,null,7795,null,172881,null,6573,null,11259034,null,9892,null,1725281,null,4272,null,119667,null,6022,null,1605614,null,6379,null,18221663,null,8132,null,4565973,null,4878,null,27411,null,2902,null,4538562,null,5437,null,11378951,null,7913,null,182745,null,8433,null,11196206,null,12036,null,2276739,null,6449,null,191544,null,7876,null,2085195,null,8794,null,0400000US06,California,06
4853404,null,1990,null,2423482,null,3704,null,612733,null,3168,null,2751,null,862,null,609982,null,3183,null,1591897,null,3328,null,21485,null,2581,null,1570412,null,4419,null,218852,null,1948,null,13250,null,1539,null,205602,null,2404,null,2429922,null,3311,null,591203,null,2898,null,2957,null,885,null,588246,null,3033,null,1562266,null,2646,null,21241,null,2587,null,1541025,null,3859,null,276453,null,1676,null,21388,null,2225,null,255065,null,2708,null,0400000US08,Colorado,08
3440844,null,1173,null,1673863,null,2650,null,414715,null,2225,null,2540,null,878,null,412175,null,2466,null,1068564,null,2290,null,12557,null,1928,null,1056007,null,2957,null,190584,null,843,null,7723,null,1277,null,182861,null,1431,null,1766981,null,2535,null,395252,null,1835,null,2193,null,775,null,393059,null,1862,null,1111629,null,1886,null,12873,null,1660,null,1098756,null,2365,null,260100,null,1407,null,17871,null,2084,null,242229,null,2121,null,0400000US09,Connecticut,09
856131,null,1689,null,411661,null,1759,null,104523,null,711,null,1055,null,547,null,103468,null,863,null,255873,null,1496,null,6204,null,2042,null,249669,null,2477,null,51265,null,545,null,3244,null,839,null,48021,null,987,null,444470,null,1257,null,101520,null,807,null,298,null,232,null,101222,null,833,null,277828,null,1177,null,6217,null,1234,null,271611,null,1808,null,65122,null,774,null,5892,null,1157,null,59230,null,1412,null,0400000US10,Delaware,10
580464,null,653,null,271954,null,1278,null,56520,null,948,null,431,null,385,null,56089,null,1023,null,189612,null,1245,null,2955,null,987,null,186657,null,1537,null,25822,null,1035,null,1702,null,845,null,24120,null,1284,null,308510,null,1203,null,54743,null,426,null,69,null,115,null,54674,null,419,null,213275,null,690,null,3462,null,943,null,209813,null,1252,null,40492,null,1079,null,4117,null,981,null,36375,null,1387,null,0400000US11,District of Columbia,11
17995843,null,3547,null,8754878,null,8342,null,2045289,null,4363,null,12741,null,2091,null,2032548,null,4676,null,5332986,null,9420,null,94086,null,5831,null,5238900,null,12533,null,1376603,null,3520,null,81958,null,4689,null,1294645,null,5485,null,9240965,null,7798,null,1951043,null,5335,null,13577,null,2380,null,1937466,null,5656,null,5561721,null,5509,null,101059,null,5742,null,5460662,null,7335,null,1728201,null,3310,null,133972,null,6517,null,1594229,null,6461,null,0400000US12,Florida,12
