C25121_001E,C25121_001EA,C25121_001M,C25121_001MA,C25121_002E,C25121_002EA,C25121_002M,C25121_002MA,C25121_003E,C25121_003EA,C25121_003M,C25121_003MA,C25121_004E,C25121_004EA,C25121_004M,C25121_004MA,C25121_005E,C25121_005EA,C25121_005M,C25121_005MA,C25121_006E,C25121_006EA,C25121_006M,C25121_006MA,C25121_007E,C25121_007EA,C25121_007M,C25121_007MA,C25121_008E,C25121_008EA,C25121_008M,C25121_008MA,C25121_009E,C25121_009EA,C25121_009M,C25121_009MA,C25121_010E,C25121_010EA,C25121_010M,C25121_010MA,C25121_011E,C25121_011EA,C25121_011M,C25121_011MA,C25121_012E,C25121_012EA,C25121_012M,C25121_012MA,C25121_013E,C25121_013EA,C25121_013M,C25121_013MA,C25121_014E,C25121_014EA,C25121_014M,C25121_014MA,C25121_015E,C25121_015EA,C25121_015M,C25121_015MA,C25121_016E,C25121_016EA,C25121_016M,C25121_016MA,C25121_017E,C25121_017EA,C25121_017M,C25121_017MA,C25121_018E,C25121_018EA,C25121_018M,C25121_018MA,C25121_019E,C25121_019EA,C25121_019M,C25121_019MA,C25121_020E,C25121_020EA,C25121_020M,C25121_020MA,C25121_021E,C25121_021EA,C25121_021M,C25121_021MA,C25121_022E,C25121_022EA,C25121_022M,C25121_022MA,C25121_023E,C25121_023EA,C25121_023M,C25121_023MA,C25121_024E,C25121_024EA,C25121_024M,C25121_024MA,C25121_025E,C25121_025EA,C25121_025M,C25121_025MA,C25121_026E,C25121_026EA,C25121_026M,C25121_026MA,C25121_027E,C25121_027EA,C25121_027M,C25121_027MA,C25121_028E,C25121_028EA,C25121_028M,C25121_028MA,C25121_029E,C25121_029EA,C25121_029M,C25121_029MA,C25121_030E,C25121_030EA,C25121_030M,C25121_030MA,C25121_031E,C25121_031EA,C25121_031M,C25121_031MA,GEO_ID,NAME,state
1289155,null,10987,null,73228,null,3753,null,36262,null,2672,null,16401,null,1805,null,13704,null,1732,null,6861,null,1253,null,134415,null,5074,null,57306,null,3936,null,34264,null,2452,null,29786,null,2286,null,13059,null,1737,null,210410,null,6644,null,71855,null,4044,null,56418,null,3293,null,58461,null,3646,null,23676,null,2188,null,186895,null,5775,null,46271,null,3279,null,48599,null,3177,null,63471,null,3774,null,28554,null,2607,null,265142,null,7673,null,39090,null,2700,null,60866,null,3076,null,110651,null,4646,null,54535,null,3342,null,419065,null,7646,null,23382,null,2333,null,44631,null,3735,null,154221,null,5369,null,196831,null,5971,null,0400000US01,Alabama,01
154334,null,3685,null,3783,null,954,null,817,null,449,null,358,null,167,null,1717,null,626,null,891,null,431,null,5294,null,906,null,1421,null,496,null,877,null,333,null,1610,null,425,null,1386,null,393,null,12624,null,1713,null,2950,null,820,null,1677,null,558,null,3564,null,648,null,4433,null,843,null,15672,null,1734,null,2064,null,656,null,1058,null,428,null,5943,null,1219,null,6607,null,1026,null,28006,null,1717,null,2352,null,615,null,1297,null,496,null,8949,null,1132,null,15408,null,1595,null,88955,null,3639,null,2707,null,635,null,1503,null,379,null,16706,null,1945,null,68039,null,3351,null,0400000US02,Alaska,02
1548890,null,13720,null,62521,null,3852,null,15285,null,2024,null,6691,null,1226,null,18313,null,2048,null,22232,null,2559,null,116190,null,5439,null,27831,null,2684,null,13680,null,1628,null,39508,null,3418,null,35171,null,2603,null,211824,null,6272,null,33436,null,3104,null,21869,null,2113,null,73541,null,4138,null,82978,null,4856,null,222918,null,6993,null,25002,null,2451,null,11417,null,1369,null,85772,null,4965,null,100727,null,4757,null,319916,null,8303,null,18047,null,1783,null,11973,null,1708,null,107418,null,5669,null,182478,null,5900,null,615521,null,9948,null,14296,null,1751,null,10769,null,1625,null,98151,null,4980,null,492305,null,8718,null,0400000US04,Arizona,04
750639,null,9276,null,41541,null,3325,null,20348,null,2096,null,9827,null,1356,null,6464,null,1466,null,4902,null,953,null,83429,null,4039,null,38149,null,2831,null,23770,null,2211,null,16658,null,2081,null,4852,null,1092,null,133053,null,4910,null,48286,null,3100,null,38404,null,2749,null,33704,null,2549,null,12659,null,1711,null,123713,null,5633,null,30174,null,2260,null,35274,null,2380,null,44679,null,3397,null,13586,null,1803,null,154338,null,5494,null,26288,null,2545,null,40442,null,2987,null,64488,null,3943,null,23120,null,2041,null,214565,null,5565,null,17175,null,2110,null,28353,null,2020,null,90270,null,4187,null,78767,null,3911,null,0400000US05,Arkansas,05
6946432,null,26955,null,187516,null,6653,null,21124,null,2125,null,7294,null,1394,null,22814,null,2234,null,136284,null,5527,null,372220,null,8570,null,49334,null,3754,null,20638,null,2300,null,49362,null,3529,null,252886,null,7499,null,680131,null,9922,null,61908,null,3473,null,30050,null,2345,null,93796,null,4754,null,494377,null,9152,null,731667,null,13005,null,41108,null,2788,null,22491,null,2094,null,89179,null,4227,null,578889,null,13771,null,1208337,null,15012,null,39887,null,2704,null,25787,null,2161,null,109276,null,5241,null,1033387,null,13915,null,3766561,null,23213,null,37846,null,2623,null,25038,null,2765,null,117056,null,4833,null,3586621,null,22198,null,0400000US06,California,06
1280814,null,11274,null,36405,null,2628,null,5136,null,1136,null,3616,null,1083,null,11712,null,1634,null,15941,null,1556,null,69022,null,3812,null,11642,null,1780,null,7531,null,1100,null,24906,null,2353,null,24943,null,2548,null,135170,null,5284,null,16761,null,2188,null,12856,null,1532,null,52272,null,3522,null,53281,null,3555,null,157147,null,5996,null,13460,null,1659,null,11314,null,1557,null,61912,null,4522,null,70461,null,3959,null,265024,null,6919,null,11790,null,1514,null,11005,null,1685,null,93613,null,3870,null,148616,null,5866,null,618046,null,10319,null,9707,null,1600,null,7403,null,1121,null,89794,null,4377,null,511142,null,9200,null,0400000US08,Colorado,08
917062,null,7342,null,17833,null,2116,null,879,null,414,null,894,null,487,null,4947,null,967,null,11113,null,1567,null,40730,null,2877,null,2598,null,671,null,1978,null,780,null,11062,null,1608,null,25092,null,2463,null,73893,null,3557,null,3673,null,820,null,1821,null,556,null,20014,null,1914,null,48385,null,2975,null,84160,null,4541,null,2611,null,621,null,900,null,377,null,24640,null,2170,null,56009,null,3731,null,161618,null,5252,null,3171,null,883,null,2551,null,582,null,41006,null,2842,null,114890,null,4164,null,538828,null,8210,null,4450,null,791,null,2197,null,672,null,51270,null,3073,null,480911,null,7868,null,0400000US09,Connecticut,09
241544,null,5028,null,6242,null,894,null,1407,null,471,null,474,null,345,null,2073,null,642,null,2288,null,609,null,14972,null,1839,null,3557,null,986,null,1294,null,451,null,4063,null,1000,null,6058,null,1118,null,29373,null,2513,null,4962,null,878,null,1650,null,724,null,9223,null,1469,null,13538,null,1696,null,32424,null,2153,null,3945,null,830,null,2211,null,659,null,9542,null,1206,null,16726,null,1576,null,50296,null,3730,null,3299,null,916,null,1807,null,666,null,12354,null,1628,null,32836,null,2940,null,108237,null,3308,null,3341,null,957,null,1299,null,526,null,12706,null,1625,null,90891,null,3289,null,0400000US10,Delaware,10
108571,null,4051,null,2722,null,767,null,52,null,90,null,0,null,296,null,154,null,189,null,2516,null,731,null,4452,null,910,null,151,null,151,null,60,null,98,null,557,null,339,null,3684,null,801,null,7416,null,1337,null,356,null,212,null,95,null,113,null,386,null,321,null,6579,null,1321,null,10764,null,1473,null,216,null,188,null,174,null,168,null,1026,null,494,null,9348,null,1363,null,15324,null,1935,null,298,null,200,null,56,null,94,null,1220,null,710,null,13750,null,1927,null,67893,null,3173,null,503,null,279,null,230,null,174,null,1820,null,728,null,65340,null,3166,null,0400000US11,District of Columbia,11
4916497,null,22392,null,237625,null,7702,null,47073,null,3747,null,34085,null,3445,null,69840,null,4182,null,86627,null,4896,null,437594,null,8947,null,84179,null,4298,null,69108,null,3804,null,146791,null,5536,null,137516,null,5501,null,748160,null,13536,null,102178,null,4590,null,99078,null,5145,null,267984,null,8536,null,278920,null,8194,null,716750,null,14757,null,65529,null,4333,null,71076,null,4037,null,273681,null,8798,null,306464,null,9568,null,993987,null,15714,null,58524,null,4055,null,65232,null,3811,null,334559,null,8238,null,535672,null,11031,null,1782381,null,17791,null,33507,null,2806,null,44521,null,3231,null,325534,null,9907,null,1378819,null,16228,null,0400000US12,Florida,12
