C07408_001E,C07408_001EA,C07408_001M,C07408_001MA,C07408_002E,C07408_002EA,C07408_002M,C07408_002MA,C07408_003E,C07408_003EA,C07408_003M,C07408_003MA,C07408_004E,C07408_004EA,C07408_004M,C07408_004MA,C07408_005E,C07408_005EA,C07408_005M,C07408_005MA,C07408_006E,C07408_006EA,C07408_006M,C07408_006MA,C07408_007E,C07408_007EA,C07408_007M,C07408_007MA,C07408_008E,C07408_008EA,C07408_008M,C07408_008MA,C07408_009E,C07408_009EA,C07408_009M,C07408_009MA,C07408_010E,C07408_010EA,C07408_010M,C07408_010MA,C07408_011E,C07408_011EA,C07408_011M,C07408_011MA,C07408_012E,C07408_012EA,C07408_012M,C07408_012MA,C07408_013E,C07408_013EA,C07408_013M,C07408_013MA,C07408_014E,C07408_014EA,C07408_014M,C07408_014MA,C07408_015E,C07408_015EA,C07408_015M,C07408_015MA,C07408_016E,C07408_016EA,C07408_016M,C07408_016MA,C07408_017E,C07408_017EA,C07408_017M,C07408_017MA,C07408_018E,C07408_018EA,C07408_018M,C07408_018MA,C07408_019E,C07408_019EA,C07408_019M,C07408_019MA,C07408_020E,C07408_020EA,C07408_020M,C07408_020MA,C07408_021E,C07408_021EA,C07408_021M,C07408_021MA,C07408_022E,C07408_022EA,C07408_022M,C07408_022MA,C07408_023E,C07408_023EA,C07408_023M,C07408_023MA,C07408_024E,C07408_024EA,C07408_024M,C07408_024MA,C07408_025E,C07408_025EA,C07408_025M,C07408_025MA,GEO_ID,NAME,state
3702986,null,9470,null,1018229,null,13924,null,1866835,null,21205,null,535120,null,13782,null,282802,null,6019,null,3178244,null,15379,null,803337,null,13960,null,1682248,null,20410,null,433489,null,12867,null,259170,null,5693,null,318341,null,12171,null,127413,null,6685,null,112210,null,8467,null,64919,null,4170,null,13799,null,1772,null,125951,null,7110,null,55410,null,4613,null,40030,null,3839,null,24312,null,2471,null,6199,null,1199,null,80450,null,5571,null,32069,null,3883,null,32347,null,3948,null,12400,null,1968,null,3634,null,1277,null,0400000US01,Alabama,01
566857,null,6647,null,199405,null,6643,null,259773,null,7902,null,87413,null,5193,null,20266,null,2098,null,413128,null,6942,null,125579,null,5092,null,212240,null,7149,null,58102,null,3969,null,17207,null,1738,null,69813,null,5465,null,35202,null,3851,null,20460,null,3034,null,13573,null,2383,null,578,null,300,null,15882,null,2357,null,8781,null,1588,null,4092,null,1004,null,2777,null,964,null,232,null,173,null,68034,null,6276,null,29843,null,4478,null,22981,null,3895,null,12961,null,2206,null,2249,null,831,null,0400000US02,Alaska,02
4979866,null,16580,null,1562925,null,22093,null,2422924,null,26663,null,701415,null,15082,null,292602,null,8969,null,4107219,null,22727,null,1176238,null,19853,null,2120533,null,23171,null,548069,null,14283,null,262379,null,8576,null,623479,null,20457,null,279162,null,13803,null,206446,null,12140,null,117969,null,6302,null,19902,null,2729,null,98496,null,7524,null,46267,null,4732,null,34666,null,4624,null,15246,null,2447,null,2317,null,880,null,150672,null,9883,null,61258,null,4909,null,61279,null,6652,null,20131,null,2729,null,8004,null,1477,null,0400000US04,Arizona,04
2254413,null,8910,null,579752,null,11692,null,1169426,null,16952,null,338081,null,9173,null,167154,null,5029,null,1872429,null,15593,null,425058,null,10505,null,1036058,null,16805,null,261378,null,8023,null,149935,null,5079,null,231880,null,11830,null,92358,null,7979,null,81350,null,6134,null,48443,null,4242,null,9729,null,1724,null,87670,null,5948,null,39566,null,3781,null,26550,null,3504,null,17014,null,2084,null,4540,null,906,null,62434,null,5275,null,22770,null,3138,null,25468,null,3300,null,11246,null,2038,null,2950,null,942,null,0400000US05,Arkansas,05
28844479,null,25975,null,10095315,null,40885,null,13701070,null,47124,null,3495431,null,28332,null,1552663,null,19060,null,24515283,null,50640,null,8025475,null,44293,null,12226360,null,50810,null,2854639,null,25577,null,1408809,null,17613,null,2946125,null,44311,null,1389286,null,26874,null,1007850,null,23412,null,449211,null,16662,null,99778,null,7422,null,901829,null,20536,null,470399,null,14365,null,275531,null,13188,null,126336,null,5907,null,29563,null,3131,null,481242,null,13069,null,210155,null,7975,null,191329,null,9460,null,65245,null,5062,null,14513,null,1761,null,0400000US06,California,06
3876742,null,11695,null,1143558,null,18383,null,2016270,null,21215,null,531034,null,13028,null,185880,null,6614,null,3150780,null,18811,null,809948,null,15599,null,1760784,null,20648,null,415453,null,10332,null,164595,null,5904,null,383918,null,14178,null,176060,null,9051,null,131420,null,8415,null,64098,null,5250,null,12340,null,1913,null,208116,null,8013,null,103316,null,5629,null,65804,null,5415,null,33793,null,3539,null,5203,null,1211,null,133928,null,8223,null,54234,null,4489,null,58262,null,5584,null,17690,null,2836,null,3742,null,928,null,0400000US08,Colorado,08
2837261,null,8429,null,906230,null,13167,null,1422660,null,16349,null,326323,null,9437,null,182048,null,5784,null,2482384,null,12777,null,721232,null,14379,null,1320122,null,15878,null,274059,null,8772,null,166971,null,5588,null,208287,null,11291,null,102598,null,6381,null,61244,null,6349,null,34993,null,3736,null,9452,null,1269,null,63716,null,4965,null,36343,null,4023,null,15120,null,2405,null,9449,null,1807,null,2804,null,756,null,82874,null,6297,null,46057,null,3737,null,26174,null,3643,null,7822,null,1645,null,2821,null,933,null,0400000US09,Connecticut,09
690405,null,5606,null,219947,null,6529,null,337872,null,9297,null,88047,null,5219,null,44539,null,2856,null,599581,null,7143,null,174154,null,6255,null,311386,null,8290,null,73884,null,4716,null,40157,null,2835,null,59764,null,6090,null,31613,null,3785,null,15718,null,2997,null,9818,null,1891,null,2615,null,879,null,6121,null,1241,null,2638,null,770,null,2516,null,904,null,870,null,397,null,97,null,83,null,24939,null,3087,null,11542,null,1679,null,8252,null,1933,null,3475,null,1163,null,1670,null,799,null,0400000US10,Delaware,10
500575,null,7510,null,270434,null,7898,null,131408,null,6356,null,68279,null,4442,null,30454,null,2194,null,396758,null,5666,null,203000,null,6936,null,110986,null,5762,null,55617,null,4003,null,27155,null,1993,null,51741,null,4618,null,35978,null,3530,null,7987,null,1783,null,6161,null,1540,null,1615,null,853,null,0,null,271,null,0,null,271,null,0,null,271,null,0,null,271,null,0,null,271,null,52076,null,5309,null,31456,null,3827,null,12435,null,2295,null,6501,null,1742,null,1684,null,741,null,0400000US11,District of Columbia,11
14896072,null,20767,null,4259964,null,29861,null,7319496,null,40793,null,2202364,null,28060,null,1114248,null,16504,null,12617810,null,35320,null,3277863,null,26647,null,6550016,null,42824,null,1781490,null,23506,null,1008441,null,15965,null,1393343,null,27319,null,601605,null,17567,null,464151,null,14545,null,264920,null,11186,null,62667,null,3471,null,473084,null,15727,null,221275,null,10819,null,140614,null,8933,null,91572,null,5923,null,19623,null,2589,null,411835,null,13076,null,159221,null,7080,null,164715,null,8870,null,64382,null,5207,null,23517,null,2551,null,0400000US12,Florida,12
