B24091_001E,B24091_001EA,B24091_001M,B24091_001MA,B24091_002E,B24091_002EA,B24091_002M,B24091_002MA,B24091_003E,B24091_003EA,B24091_003M,B24091_003MA,B24091_004E,B24091_004EA,B24091_004M,B24091_004MA,B24091_005E,B24091_005EA,B24091_005M,B24091_005MA,B24091_006E,B24091_006EA,B24091_006M,B24091_006MA,B24091_007E,B24091_007EA,B24091_007M,B24091_007MA,B24091_008E,B24091_008EA,B24091_008M,B24091_008MA,B24091_009E,B24091_009EA,B24091_009M,B24091_009MA,GEO_ID,NAME,state
36227,null,246,null,35595,null,290,null,35299,null,311,null,52085,null,4323,null,37173,null,1296,null,37178,null,924,null,39138,null,1601,null,50559,null,977,null,29057,null,2756,null,0400000US21,Kentucky,21
36414,null,334,null,36187,null,419,null,35693,null,436,null,50793,null,1113,null,33683,null,2297,null,36386,null,894,null,38689,null,1848,null,47389,null,2485,null,35186,null,3213,null,0400000US22,Louisiana,22
37060,null,481,null,36653,null,545,null,36412,null,577,null,42334,null,4659,null,36448,null,1818,null,41092,null,1184,null,40118,null,1894,null,53385,null,3797,null,30937,null,1206,null,0400000US23,Maine,23
50075,null,342,null,45558,null,509,null,44873,null,665,null,60870,null,1980,null,48857,null,1750,null,50735,null,807,null,48245,null,2076,null,76381,null,1528,null,39320,null,2561,null,0400000US24,Maryland,24
50650,null,242,null,50241,null,328,null,49656,null,784,null,62380,null,3186,null,50393,null,932,null,53495,null,1461,null,55669,null,1272,null,55681,null,1822,null,41591,null,1203,null,0400000US25,Massachusetts,25
41973,null,207,null,41129,null,251,null,40749,null,266,null,52520,null,2636,null,42151,null,578,null,49248,null,1389,null,51609,null,842,null,55958,null,1471,null,30267,null,957,null,0400000US26,Michigan,26
42936,null,427,null,42371,null,257,null,42109,null,239,null,52401,null,2522,null,42679,null,1229,null,47176,null,815,null,47653,null,1373,null,51924,null,717,null,32317,null,1308,null,0400000US27,Minnesota,27
32598,null,505,null,31910,null,358,null,31555,null,360,null,48430,null,4745,null,32878,null,2552,null,33581,null,1082,null,33874,null,1109,null,50261,null,3030,null,32017,null,1342,null,0400000US28,Mississippi,28
36894,null,217,null,36903,null,269,null,36525,null,279,null,50970,null,1680,null,37134,null,750,null,37867,null,1183,null,35638,null,831,null,51618,null,1175,null,27452,null,2867,null,0400000US29,Missouri,29
34917,null,931,null,33033,null,1375,null,32431,null,1126,null,38683,null,4063,null,33983,null,2375,null,36373,null,1455,null,40593,null,989,null,52039,null,2372,null,26923,null,2469,null,0400000US30,Montana,30
35885,null,361,null,35566,null,478,null,35218,null,499,null,45113,null,4412,null,35901,null,994,null,39095,null,1532,null,39283,null,2208,null,51484,null,1707,null,29187,null,2628,null,0400000US31,Nebraska,31
40104,null,455,null,37242,null,492,null,36807,null,470,null,55721,null,10311,null,36960,null,2335,null,50690,null,1592,null,50034,null,2432,null,55040,null,3413,null,40247,null,3160,null,0400000US32,Nevada,32
45219,null,947,null,44815,null,1444,null,43726,null,1616,null,58745,null,6479,null,44348,null,4370,null,47357,null,2370,null,42427,null,3856,null,58913,null,5095,null,39883,null,3936,null,0400000US33,New Hampshire,33
50961,null,239,null,50519,null,266,null,50063,null,361,null,69883,null,4938,null,50443,null,863,null,53150,null,1459,null,55860,null,1542,null,57007,null,1410,null,41484,null,1003,null,0400000US34,New Jersey,34
35413,null,553,null,32395,null,740,null,31985,null,471,null,51053,null,4553,null,35728,null,2368,null,35745,null,1579,null,40451,null,1455,null,51972,null,2426,null,31060,null,2459,null,0400000US35,New Mexico,35
44502,null,383,null,42114,null,177,null,41628,null,185,null,61306,null,1034,null,44509,null,1148,null,51381,null,391,null,52923,null,1113,null,52269,null,474,null,31748,null,518,null,0400000US36,New York,36
36841,null,214,null,36245,null,271,null,35752,null,274,null,50816,null,905,null,40714,null,855,null,37638,null,820,null,38077,null,1015,null,51144,null,1080,null,31539,null,523,null,0400000US37,North Carolina,37
36015,null,582,null,35126,null,855,null,34645,null,1139,null,45448,null,11438,null,34600,null,2078,null,36791,null,1620,null,39263,null,2312,null,50849,null,2020,null,35620,null,4154,null,0400000US38,North Dakota,38
40155,null,189,null,38672,null,458,null,38087,null,451,null,51889,null,1535,null,41404,null,501,null,43956,null,805,null,45482,null,923,null,55924,null,1707,null,30772,null,605,null,0400000US39,Ohio,39
34735,null,508,null,33436,null,696,null,32460,null,514,null,51139,null,1870,null,35376,null,1449,null,34586,null,1210,null,37282,null,770,null,51051,null,929,null,27483,null,2871,null,0400000US40,Oklahoma,40
39894,null,509,null,37338,null,433,null,36824,null,415,null,52088,null,2103,null,40644,null,1239,null,49184,null,1395,null,45824,null,1778,null,55083,null,2656,null,32963,null,2996,null,0400000US41,Oregon,41
41328,null,138,null,40730,null,164,null,40357,null,170,null,60526,null,1672,null,41461,null,494,null,44795,null,970,null,43705,null,963,null,53937,null,1199,null,32336,null,1129,null,0400000US42,Pennsylvania,42
42699,null,1262,null,41316,null,889,null,40770,null,864,null,61792,null,5472,null,41317,null,1322,null,56821,null,6086,null,54172,null,4525,null,56516,null,6741,null,42716,null,5774,null,0400000US44,Rhode Island,44
36060,null,338,null,35348,null,428,null,34712,null,614,null,51232,null,1768,null,37049,null,1888,null,37609,null,1062,null,36676,null,1217,null,51166,null,1368,null,32823,null,3032,null,0400000US45,South Carolina,45
33499,null,896,null,32864,null,1096,null,32243,null,575,null,50152,null,3318,null,33710,null,2665,null,33493,null,1126,null,35586,null,2316,null,47082,null,3030,null,31164,null,853,null,0400000US46,South Dakota,46
35615,null,268,null,34676,null,451,null,34088,null,440,null,61682,null,4725,null,38658,null,1348,null,36869,null,510,null,35226,null,1005,null,52543,null,1852,null,32311,null,2322,null,0400000US47,Tennessee,47
37513,null,295,null,36756,null,185,null,36330,null,180,null,60495,null,1129,null,38599,null,1135,null,41094,null,267,null,39612,null,908,null,52426,null,1001,null,31919,null,562,null,0400000US48,Texas,48
39126,null,905,null,36918,null,437,null,36260,null,493,null,55493,null,8523,null,43076,null,3264,null,41558,null,1220,null,42084,null,1612,null,51850,null,1328,null,34356,null,3726,null,0400000US49,Utah,49
39173,null,879,null,38285,null,1391,null,37795,null,1309,null,44280,null,7693,null,39924,null,1934,null,42033,null,1973,null,43464,null,2179,null,50793,null,3655,null,26651,null,2016,null,0400000US50,Vermont,50
44319,null,425,null,41688,null,252,null,41214,null,260,null,60816,null,2973,null,47276,null,1272,null,42062,null,571,null,41602,null,864,null,81493,null,1583,null,36665,null,1663,null,0400000US51,Virginia,51
45980,null,384,null,44522,null,720,null,43639,null,730,null,60340,null,2340,null,44025,null,1774,null,51611,null,712,null,47916,null,1310,null,59954,null,1738,null,37578,null,2680,null,0400000US53,Washington,53
34360,null,943,null,33117,null,1212,null,32712,null,1095,null,41587,null,6234,null,34651,null,2431,null,34130,null,1823,null,33894,null,1345,null,52101,null,2924,null,30158,null,3253,null,0400000US54,West Virginia,54
40289,null,206,null,39225,null,428,null,38709,null,428,null,50821,null,1057,null,40113,null,1008,null,45875,null,769,null,50064,null,995,null,53437,null,1716,null,28230,null,1729,null,0400000US55,Wisconsin,55
40942,null,790,null,41270,null,991,null,40666,null,1031,null,51717,null,3540,null,32330,null,3531,null,43869,null,3736,null,41881,null,1777,null,49150,null,3520,null,25814,null,4007,null,0400000US56,Wyoming,56
20041,null,274,null,18118,null,328,null,17742,null,342,null,26306,null,3828,null,21558,null,1199,null,16022,null,674,null,24769,null,522,null,37011,null,2928,null,19648,null,2382,null,0400000US72,Puerto Rico,72
