B24091_001E,B24091_001EA,B24091_001M,B24091_001MA,B24091_002E,B24091_002EA,B24091_002M,B24091_002MA,B24091_003E,B24091_003EA,B24091_003M,B24091_003MA,B24091_004E,B24091_004EA,B24091_004M,B24091_004MA,B24091_005E,B24091_005EA,B24091_005M,B24091_005MA,B24091_006E,B24091_006EA,B24091_006M,B24091_006MA,B24091_007E,B24091_007EA,B24091_007M,B24091_007MA,B24091_008E,B24091_008EA,B24091_008M,B24091_008MA,B24091_009E,B24091_009EA,B24091_009M,B24091_009MA,GEO_ID,NAME,state
36344,null,320,null,35198,null,414,null,34410,null,634,null,52476,null,5080,null,36613,null,914,null,37661,null,1321,null,40913,null,1228,null,53363,null,2549,null,31466,null,937,null,0400000US01,Alabama,01
45218,null,1090,null,42096,null,1646,null,41605,null,1506,null,60776,null,15717,null,42344,null,3512,null,47304,null,2488,null,50148,null,2958,null,54015,null,5363,null,36845,null,9047,null,0400000US02,Alaska,02
38134,null,566,null,36899,null,347,null,36444,null,347,null,57379,null,4913,null,41520,null,1010,null,41449,null,721,null,40966,null,785,null,52086,null,1310,null,31863,null,1395,null,0400000US04,Arizona,04
32385,null,387,null,31812,null,392,null,31575,null,400,null,42452,null,5372,null,34585,null,2328,null,34518,null,1160,null,34384,null,1937,null,49495,null,2946,null,30306,null,3023,null,0400000US05,Arkansas,05
44564,null,365,null,41719,null,186,null,41191,null,188,null,70915,null,1594,null,46501,null,647,null,55501,null,591,null,56605,null,1067,null,55577,null,761,null,37175,null,680,null,0400000US06,California,06
42142,null,296,null,41606,null,347,null,41116,null,364,null,51900,null,1868,null,41765,null,1179,null,45564,null,1115,null,47779,null,1653,null,60535,null,3105,null,34016,null,2720,null,0400000US08,Colorado,08
51783,null,300,null,51252,null,455,null,50757,null,491,null,76101,null,6403,null,49516,null,2059,null,57039,null,2035,null,61725,null,1612,null,55392,null,2313,null,46572,null,7080,null,0400000US09,Connecticut,09
42043,null,580,null,41783,null,746,null,41331,null,749,null,61226,null,7122,null,40440,null,3145,null,45979,null,3950,null,43174,null,2879,null,51845,null,8193,null,40370,null,3878,null,0400000US10,Delaware,10
52404,null,1620,null,48705,null,2950,null,46856,null,2111,null,89565,null,14708,null,51687,null,2848,null,48962,null,6809,null,53113,null,8709,null,75859,null,6563,null,71114,null,11595,null,0400000US11,District of Columbia,11
36662,null,165,null,35846,null,202,null,35194,null,215,null,50219,null,948,null,38208,null,809,null,41385,null,332,null,38653,null,1109,null,51629,null,561,null,26574,null,702,null,0400000US12,Florida,12
39395,null,466,null,38296,null,550,null,37328,null,281,null,55333,null,4997,null,42228,null,954,null,40661,null,554,null,37242,null,1004,null,53876,null,2743,null,32067,null,649,null,0400000US13,Georgia,13
41359,null,542,null,37769,null,1457,null,37144,null,687,null,54335,null,11813,null,42369,null,4153,null,47471,null,3475,null,46914,null,1267,null,57194,null,3958,null,41957,null,8409,null,0400000US15,Hawaii,15
36180,null,502,null,35265,null,679,null,34743,null,847,null,50543,null,5150,null,34983,null,2652,null,40012,null,1797,null,39671,null,1809,null,52321,null,2963,null,27367,null,3847,null,0400000US16,Idaho,16
43079,null,385,null,42048,null,179,null,41630,null,186,null,60489,null,1788,null,42466,null,884,null,49807,null,1063,null,49936,null,1034,null,54759,null,1496,null,34657,null,2112,null,0400000US17,Illinois,17
38696,null,500,null,38585,null,538,null,38030,null,553,null,51080,null,1451,null,37708,null,1498,null,39635,null,1114,null,37019,null,1090,null,52287,null,1136,null,31964,null,1188,null,0400000US18,Indiana,18
37038,null,263,null,36329,null,355,null,36083,null,356,null,45776,null,3904,null,36112,null,865,null,40576,null,710,null,45453,null,1139,null,52087,null,984,null,28886,null,1927,null,0400000US19,Iowa,19
38056,null,704,null,38111,null,856,null,37628,null,788,null,51336,null,2104,null,36371,null,1084,null,40150,null,799,null,38156,null,2021,null,51930,null,1580,null,27624,null,2794,null,0400000US20,Kansas,20
