C17017_001E,C17017_001EA,C17017_001M,C17017_001MA,C17017_002E,C17017_002EA,C17017_002M,C17017_002MA,C17017_003E,C17017_003EA,C17017_003M,C17017_003MA,C17017_004E,C17017_004EA,C17017_004M,C17017_004MA,C17017_005E,C17017_005EA,C17017_005M,C17017_005MA,C17017_006E,C17017_006EA,C17017_006M,C17017_006MA,C17017_007E,C17017_007EA,C17017_007M,C17017_007MA,C17017_008E,C17017_008EA,C17017_008M,C17017_008MA,C17017_009E,C17017_009EA,C17017_009M,C17017_009MA,C17017_010E,C17017_010EA,C17017_010M,C17017_010MA,C17017_011E,C17017_011EA,C17017_011M,C17017_011MA,C17017_012E,C17017_012EA,C17017_012M,C17017_012MA,C17017_013E,C17017_013EA,C17017_013M,C17017_013MA,C17017_014E,C17017_014EA,C17017_014M,C17017_014MA,C17017_015E,C17017_015EA,C17017_015M,C17017_015MA,C17017_016E,C17017_016EA,C17017_016M,C17017_016MA,C17017_017E,C17017_017EA,C17017_017M,C17017_017MA,C17017_018E,C17017_018EA,C17017_018M,C17017_018MA,C17017_019E,C17017_019EA,C17017_019M,C17017_019MA,GEO_ID,NAME,state
1815865,null,10024,null,290732,null,7110,null,146323,null,5371,null,45070,null,3943,null,101253,null,4694,null,12056,null,2130,null,89197,null,4477,null,144409,null,5080,null,50016,null,3616,null,94393,null,3821,null,1525133,null,10505,null,1070289,null,11368,null,841575,null,10754,null,228714,null,7852,null,59689,null,3966,null,169025,null,6589,null,454844,null,9394,null,213658,null,6577,null,241186,null,7010,null,0400000US01,Alabama,01
237607,null,2898,null,17003,null,1972,null,8981,null,1336,null,2280,null,554,null,6701,null,1218,null,1875,null,672,null,4826,null,1031,null,8022,null,1273,null,4645,null,941,null,3377,null,893,null,220604,null,3009,null,148292,null,3868,null,113901,null,3841,null,34391,null,2960,null,14138,null,1813,null,20253,null,2261,null,72312,null,3673,null,38881,null,2768,null,33431,null,2400,null,0400000US02,Alaska,02
2273842,null,11467,null,280633,null,8635,null,153967,null,7266,null,62919,null,4524,null,91048,null,5431,null,16260,null,2417,null,74788,null,4573,null,126666,null,5144,null,55170,null,3653,null,71496,null,4191,null,1993209,null,12182,null,1335225,null,13296,null,1044681,null,12716,null,290544,null,8142,null,100347,null,5319,null,190197,null,5936,null,657984,null,10751,null,325796,null,8175,null,332188,null,7381,null,0400000US04,Arizona,04
1114041,null,8021,null,191800,null,7747,null,97661,null,5087,null,31847,null,2714,null,65814,null,4378,null,7416,null,1224,null,58398,null,4207,null,94139,null,5210,null,36270,null,3407,null,57869,null,3687,null,922241,null,9454,null,654295,null,9443,null,521241,null,9443,null,133054,null,4238,null,38100,null,2902,null,94954,null,3991,null,267946,null,7452,null,123866,null,5463,null,144080,null,5522,null,0400000US05,Arkansas,05
12176760,null,21139,null,1439538,null,23163,null,824961,null,17051,null,350161,null,10215,null,474800,null,12730,null,91870,null,4849,null,382930,null,11237,null,614577,null,12916,null,255472,null,10053,null,359105,null,9599,null,10737222,null,26465,null,7440916,null,26807,null,5633384,null,24928,null,1807532,null,19617,null,611037,null,15079,null,1196495,null,14905,null,3296306,null,22288,null,1594277,null,15274,null,1702029,null,16618,null,0400000US06,California,06
1897835,null,9244,null,207084,null,7198,null,94833,null,5799,null,42794,null,3810,null,52039,null,4170,null,9248,null,1963,null,42791,null,3384,null,112251,null,4764,null,46954,null,3190,null,65297,null,3859,null,1690751,null,11291,null,1114161,null,12813,null,903865,null,10480,null,210296,null,7862,null,70053,null,4108,null,140243,null,6356,null,576590,null,8976,null,296634,null,6527,null,279956,null,7038,null,0400000US08,Colorado,08
1329305,null,5895,null,125458,null,4798,null,59375,null,4122,null,14920,null,1976,null,44455,null,3583,null,5638,null,1380,null,38817,null,3298,null,66083,null,3743,null,24844,null,2325,null,41239,null,2901,null,1203847,null,6868,null,829450,null,7641,null,653964,null,8040,null,175486,null,7258,null,47993,null,3758,null,127493,null,6113,null,374397,null,7356,null,171109,null,5550,null,203288,null,5788,null,0400000US09,Connecticut,09
328654,null,3672,null,31964,null,2600,null,15264,null,2028,null,4575,null,1088,null,10689,null,1745,null,1641,null,801,null,9048,null,1567,null,16700,null,1855,null,5644,null,1230,null,11056,null,1340,null,296690,null,4623,null,206780,null,4632,null,158253,null,4041,null,48527,null,3404,null,13753,null,1820,null,34774,null,2797,null,89910,null,3745,null,42462,null,2787,null,47448,null,3124,null,0400000US10,Delaware,10
249996,null,3353,null,38563,null,3149,null,14675,null,1923,null,2125,null,895,null,12550,null,1842,null,1004,null,562,null,11546,null,1782,null,23888,null,2692,null,9818,null,1563,null,14070,null,1952,null,211433,null,3873,null,92690,null,3608,null,52314,null,3165,null,40376,null,2455,null,8939,null,1375,null,31437,null,2517,null,118743,null,4731,null,55208,null,3437,null,63535,null,3254,null,0400000US11,District of Columbia,11
7057285,null,24241,null,880457,null,15555,null,433289,null,12273,null,175428,null,7483,null,257861,null,10672,null,43588,null,4287,null,214273,null,8857,null,447168,null,11419,null,176297,null,6862,null,270871,null,8557,null,6176828,null,25782,null,4143938,null,25186,null,3196740,null,23962,null,947198,null,16879,null,285773,null,10506,null,661425,null,12514,null,2032890,null,23211,null,964134,null,14902,null,1068756,null,16572,null,0400000US12,Florida,12
3469845,null,17452,null,477468,null,10465,null,262999,null,7965,null,82345,null,4191,null,180654,null,7107,null,23174,null,2695,null,157480,null,6769,null,214469,null,7894,null,80799,null,5272,null,133670,null,5739,null,2992377,null,17101,null,2101042,null,18593,null,1603092,null,17589,null,497950,null,10331,null,134772,null,7592,null,363178,null,9321,null,891335,null,16251,null,432058,null,10990,null,459277,null,11059,null,0400000US13,Georgia,13
437105,null,4492,null,43946,null,3530,null,18161,null,2268,null,7300,null,1457,null,10861,null,1777,null,1653,null,598,null,9208,null,1671,null,25785,null,2931,null,11260,null,1713,null,14525,null,2183,null,393159,null,5479,null,285183,null,5503,null,217030,null,4900,null,68153,null,4114,null,23580,null,2296,null,44573,null,3362,null,107976,null,4280,null,54854,null,3493,null,53122,null,2718,null,0400000US15,Hawaii,15
566004,null,4603,null,70045,null,4573,null,37154,null,3469,null,16382,null,2045,null,20772,null,2434,null,2678,null,841,null,18094,null,2241,null,32891,null,2918,null,13733,null,1816,null,19158,null,2063,null,495959,null,5523,null,359099,null,6928,null,302116,null,6232,null,56983,null,4118,null,20764,null,2505,null,36219,null,2838,null,136860,null,5575,null,71366,null,3673,null,65494,null,3886,null,0400000US16,Idaho,16
4766252,null,13014,null,557148,null,10215,null,283081,null,7657,null,88541,null,3878,null,194540,null,7047,null,27404,null,3018,null,167136,null,6619,null,274067,null,8227,null,110890,null,5671,null,163177,null,6540,null,4209104,null,14753,null,2855676,null,17850,null,2235252,null,16912,null,620424,null,12998,null,190939,null,7197,null,429485,null,9930,null,1353428,null,17196,null,638700,null,10521,null,714728,null,12043,null,0400000US17,Illinois,17
2480570,null,10473,null,307763,null,7755,null,157570,null,6279,null,50998,null,3722,null,106572,null,4908,null,16722,null,2255,null,89850,null,4692,null,150193,null,6450,null,63821,null,4603,null,86372,null,4022,null,2172807,null,12705,null,1490861,null,14219,null,1199485,null,13567,null,291376,null,8021,null,89833,null,4380,null,201543,null,6882,null,681946,null,11411,null,335604,null,7801,null,346342,null,7316,null,0400000US18,Indiana,18
1215351,null,6468,null,138752,null,5127,null,57737,null,4022,null,20071,null,1612,null,37666,null,3275,null,5428,null,1212,null,32238,null,3082,null,81015,null,3372,null,33660,null,2693,null,47355,null,2776,null,1076599,null,8166,null,734053,null,8212,null,614913,null,8211,null,119140,null,4429,null,43357,null,2962,null,75783,null,3275,null,342546,null,7576,null,163583,null,5048,null,178963,null,5485,null,0400000US19,Iowa,19
