B07011_001E,B07011_001EA,B07011_001M,B07011_001MA,B07011_002E,B07011_002EA,B07011_002M,B07011_002MA,B07011_003E,B07011_003EA,B07011_003M,B07011_003MA,B07011_004E,B07011_004EA,B07011_004M,B07011_004MA,B07011_005E,B07011_005EA,B07011_005M,B07011_005MA,B07011_006E,B07011_006EA,B07011_006M,B07011_006MA,GEO_ID,NAME,state
22199,null,223,null,23221,null,357,null,17560,null,936,null,14411,null,1290,null,21491,null,2434,null,12645,null,3927,null,0400000US01,Alabama,01
30271,null,745,null,32002,null,866,null,26783,null,1988,null,23365,null,5387,null,21380,null,3816,null,25707,null,4171,null,0400000US02,Alaska,02
26168,null,281,null,27229,null,274,null,22692,null,789,null,15511,null,1233,null,21610,null,1035,null,19177,null,2897,null,0400000US04,Arizona,04
20664,null,264,null,21662,null,251,null,16377,null,622,null,13416,null,1881,null,17442,null,1753,null,13004,null,4697,null,0400000US05,Arkansas,05
27214,null,129,null,28561,null,219,null,22928,null,478,null,21024,null,794,null,23899,null,1462,null,15539,null,1243,null,0400000US06,California,06
29456,null,439,null,31292,null,290,null,22473,null,614,null,22336,null,1469,null,22162,null,1242,null,12111,null,2517,null,0400000US08,Colorado,08
32613,null,539,null,34763,null,608,null,25150,null,1559,null,21517,null,3565,null,23480,null,3606,null,17189,null,6388,null,0400000US09,Connecticut,09
29062,null,768,null,30240,null,555,null,18882,null,2157,null,29625,null,2911,null,30048,null,5009,null,26689,null,10787,null,0400000US10,Delaware,10
35087,null,972,null,36819,null,965,null,30808,null,2382,null,-666666666,-,0,**,25814,null,5455,null,23357,null,8950,null,0400000US11,District of Columbia,11
25001,null,148,null,25813,null,159,null,21300,null,392,null,20363,null,786,null,21455,null,664,null,15744,null,3082,null,0400000US12,Florida,12
26108,null,225,null,27294,null,234,null,20874,null,564,null,20089,null,1047,null,21337,null,1413,null,20459,null,3238,null,0400000US13,Georgia,13
30086,null,538,null,30824,null,474,null,25810,null,1480,null,14802,null,5339,null,22700,null,3227,null,21000,null,5994,null,0400000US15,Hawaii,15
23228,null,430,null,24937,null,472,null,18868,null,933,null,17153,null,2541,null,16322,null,1136,null,11995,null,6892,null,0400000US16,Idaho,16
27713,null,246,null,29432,null,238,null,20564,null,535,null,19526,null,1846,null,21186,null,1333,null,15375,null,2312,null,0400000US17,Illinois,17
25215,null,212,null,26563,null,231,null,18651,null,982,null,17171,null,1428,null,17707,null,1784,null,15615,null,2892,null,0400000US18,Indiana,18
25450,null,239,null,27245,null,282,null,17502,null,831,null,13637,null,1277,null,14512,null,2497,null,15559,null,6681,null,0400000US19,Iowa,19
26168,null,284,null,28021,null,385,null,19818,null,980,null,15479,null,1392,null,20505,null,1991,null,20503,null,6804,null,0400000US20,Kansas,20
21829,null,216,null,22937,null,298,null,16481,null,791,null,14261,null,2146,null,16317,null,1037,null,18000,null,6707,null,0400000US21,Kentucky,21
22111,null,240,null,22954,null,427,null,17398,null,1145,null,15753,null,1290,null,20009,null,2394,null,23054,null,6229,null,0400000US22,Louisiana,22
23464,null,393,null,24831,null,375,null,17441,null,1338,null,16485,null,2098,null,16747,null,3205,null,11134,null,8504,null,0400000US23,Maine,23
34149,null,494,null,35563,null,362,null,27336,null,981,null,27569,null,2205,null,30458,null,1329,null,19728,null,5757,null,0400000US24,Maryland,24
31124,null,196,null,32161,null,248,null,25462,null,938,null,23452,null,2777,null,21419,null,1664,null,12813,null,2392,null,0400000US25,Massachusetts,25
24626,null,190,null,26314,null,184,null,16797,null,497,null,13603,null,1043,null,15251,null,1964,null,11684,null,2272,null,0400000US26,Michigan,26
29821,null,306,null,31250,null,200,null,21158,null,656,null,18681,null,1396,null,19554,null,2078,null,13867,null,4524,null,0400000US27,Minnesota,27
20381,null,258,null,20808,null,279,null,18588,null,1657,null,14549,null,2335,null,17313,null,2393,null,20131,null,8977,null,0400000US28,Mississippi,28
24452,null,195,null,25857,null,189,null,18608,null,768,null,16520,null,725,null,18946,null,1813,null,14692,null,4530,null,0400000US29,Missouri,29
22859,null,489,null,23855,null,530,null,18377,null,1773,null,14311,null,2286,null,19169,null,2479,null,22610,null,9875,null,0400000US30,Montana,30
25265,null,337,null,26600,null,379,null,19799,null,1673,null,17100,null,1441,null,19602,null,2894,null,15943,null,11193,null,0400000US31,Nebraska,31
29349,null,499,null,30495,null,349,null,25857,null,933,null,11902,null,2472,null,23017,null,2351,null,22737,null,4613,null,0400000US32,Nevada,32
30246,null,510,null,31347,null,543,null,24127,null,1501,null,23780,null,4497,null,21805,null,3481,null,14769,null,23458,null,0400000US33,New Hampshire,33
33103,null,343,null,33798,null,375,null,28748,null,1421,null,31541,null,1529,null,34375,null,2597,null,17549,null,4300,null,0400000US34,New Jersey,34
22359,null,394,null,23613,null,472,null,17278,null,952,null,17316,null,2191,null,20866,null,1816,null,13111,null,4240,null,0400000US35,New Mexico,35
27857,null,239,null,28987,null,255,null,22688,null,699,null,19853,null,1157,null,20854,null,1111,null,17301,null,2101,null,0400000US36,New York,36
24553,null,235,null,25782,null,217,null,19665,null,824,null,17191,null,1203,null,21576,null,682,null,23688,null,2067,null,0400000US37,North Carolina,37
24488,null,606,null,26458,null,609,null,19251,null,1497,null,14524,null,1646,null,11276,null,2559,null,19486,null,9395,null,0400000US38,North Dakota,38
25022,null,154,null,26421,null,161,null,17368,null,577,null,16587,null,1024,null,18812,null,1691,null,14864,null,4187,null,0400000US39,Ohio,39
22664,null,293,null,24242,null,339,null,18057,null,948,null,15400,null,836,null,17700,null,1761,null,20547,null,7807,null,0400000US40,Oklahoma,40
25305,null,272,null,26839,null,321,null,19988,null,854,null,16803,null,1126,null,20140,null,1309,null,16196,null,1777,null,0400000US41,Oregon,41
25479,null,127,null,26536,null,135,null,19154,null,677,null,15291,null,626,null,18298,null,1473,null,13594,null,2643,null,0400000US42,Pennsylvania,42
27200,null,721,null,28571,null,1062,null,21593,null,1707,null,19157,null,7619,null,10998,null,3549,null,22192,null,8785,null,0400000US44,Rhode Island,44
