C08505G_001E,C08505G_001EA,C08505G_001M,C08505G_001MA,C08505G_002E,C08505G_002EA,C08505G_002M,C08505G_002MA,C08505G_003E,C08505G_003EA,C08505G_003M,C08505G_003MA,C08505G_004E,C08505G_004EA,C08505G_004M,C08505G_004MA,C08505G_005E,C08505G_005EA,C08505G_005M,C08505G_005MA,C08505G_006E,C08505G_006EA,C08505G_006M,C08505G_006MA,GEO_ID,NAME,state
13315,null,2002,null,9968,null,1564,null,2058,null,861,null,411,null,315,null,589,null,371,null,289,null,241,null,0400000US21,Kentucky,21
15954,null,2425,null,12881,null,1966,null,1639,null,587,null,8,null,15,null,1068,null,711,null,358,null,351,null,0400000US22,Louisiana,22
6350,null,1060,null,3923,null,855,null,902,null,486,null,0,null,271,null,810,null,400,null,715,null,480,null,0400000US23,Maine,23
36601,null,3310,null,26068,null,2464,null,4648,null,1151,null,2234,null,817,null,1825,null,803,null,1826,null,767,null,0400000US24,Maryland,24
53347,null,5016,null,28243,null,3247,null,6313,null,1423,null,11196,null,2283,null,5848,null,1395,null,1747,null,651,null,0400000US25,Massachusetts,25
60542,null,3592,null,45977,null,3339,null,6583,null,1173,null,1745,null,648,null,4037,null,996,null,2200,null,755,null,0400000US26,Michigan,26
29235,null,2497,null,21273,null,2135,null,2982,null,769,null,1292,null,602,null,2372,null,755,null,1316,null,496,null,0400000US27,Minnesota,27
7474,null,1648,null,5214,null,1412,null,1617,null,921,null,104,null,120,null,260,null,211,null,279,null,244,null,0400000US28,Mississippi,28
35227,null,3043,null,23831,null,2646,null,6666,null,1437,null,1237,null,649,null,1211,null,400,null,2282,null,741,null,0400000US29,Missouri,29
7897,null,1646,null,5444,null,1171,null,1399,null,724,null,0,null,271,null,305,null,239,null,749,null,380,null,0400000US30,Montana,30
11541,null,1853,null,8890,null,1621,null,1889,null,688,null,81,null,157,null,369,null,245,null,312,null,294,null,0400000US31,Nebraska,31
28347,null,2966,null,20793,null,2462,null,4124,null,1112,null,1029,null,528,null,1584,null,774,null,817,null,501,null,0400000US32,Nevada,32
6934,null,1221,null,5411,null,1065,null,598,null,388,null,0,null,271,null,512,null,428,null,413,null,331,null,0400000US33,New Hampshire,33
54758,null,4916,null,35887,null,3288,null,7989,null,2086,null,4559,null,1205,null,5771,null,1465,null,552,null,335,null,0400000US34,New Jersey,34
21767,null,3134,null,16727,null,2688,null,3045,null,1019,null,258,null,222,null,822,null,503,null,915,null,361,null,0400000US35,New Mexico,35
146172,null,7413,null,57011,null,4331,null,9874,null,1774,null,57383,null,4361,null,17677,null,2359,null,4227,null,1375,null,0400000US36,New York,36
46384,null,3724,null,33477,null,3229,null,7110,null,1327,null,733,null,438,null,1802,null,712,null,3262,null,1318,null,0400000US37,North Carolina,37
3103,null,910,null,1881,null,676,null,567,null,296,null,0,null,271,null,491,null,393,null,164,null,164,null,0400000US38,North Dakota,38
57364,null,3797,null,42094,null,3353,null,7741,null,1700,null,2210,null,735,null,3905,null,1197,null,1414,null,547,null,0400000US39,Ohio,39
82890,null,4611,null,64310,null,4028,null,12601,null,1963,null,158,null,148,null,2712,null,788,null,3109,null,723,null,0400000US40,Oklahoma,40
42838,null,3010,null,29212,null,2750,null,4628,null,960,null,2679,null,781,null,4169,null,1141,null,2150,null,767,null,0400000US41,Oregon,41
49383,null,3567,null,32404,null,2911,null,7792,null,1378,null,4518,null,1203,null,3526,null,865,null,1143,null,551,null,0400000US42,Pennsylvania,42
6251,null,1388,null,3882,null,1006,null,1278,null,642,null,698,null,565,null,315,null,228,null,78,null,90,null,0400000US44,Rhode Island,44
19677,null,2412,null,15586,null,2094,null,1653,null,665,null,281,null,303,null,981,null,534,null,1176,null,1053,null,0400000US45,South Carolina,45
5369,null,1242,null,3749,null,1026,null,683,null,443,null,0,null,271,null,877,null,459,null,60,null,105,null,0400000US46,South Dakota,46
28403,null,3364,null,20620,null,2338,null,4787,null,1723,null,325,null,289,null,1731,null,749,null,940,null,361,null,0400000US47,Tennessee,47
164028,null,7185,null,124188,null,6249,null,22349,null,2736,null,2974,null,1241,null,7952,null,1844,null,6565,null,1239,null,0400000US48,Texas,48
18663,null,2491,null,14011,null,2327,null,2021,null,803,null,773,null,631,null,1521,null,765,null,337,null,241,null,0400000US49,Utah,49
3762,null,884,null,2486,null,776,null,336,null,243,null,156,null,200,null,714,null,351,null,70,null,66,null,0400000US50,Vermont,50
55376,null,4244,null,40877,null,3656,null,7921,null,1286,null,1493,null,633,null,2586,null,904,null,2499,null,1053,null,0400000US51,Virginia,51
86602,null,5276,null,59835,null,4321,null,11831,null,1733,null,4961,null,1329,null,5566,null,1533,null,4409,null,1136,null,0400000US53,Washington,53
5566,null,1182,null,3618,null,1098,null,1046,null,515,null,177,null,202,null,571,null,455,null,154,null,173,null,0400000US54,West Virginia,54
24763,null,2771,null,17167,null,2086,null,3923,null,1064,null,929,null,518,null,1714,null,661,null,1030,null,487,null,0400000US55,Wisconsin,55
5004,null,1097,null,3555,null,987,null,729,null,447,null,175,null,207,null,480,null,346,null,65,null,112,null,0400000US56,Wyoming,56
98460,null,5619,null,66801,null,4878,null,15195,null,2415,null,4400,null,1245,null,9768,null,1938,null,2296,null,784,null,0400000US72,Puerto Rico,72
