B19113A_001E,B19113A_001EA,B19113A_001M,B19113A_001MA,GEO_ID,NAME,state
60979,null,741,null,0400000US01,Alabama,01
88801,null,3133,null,0400000US02,Alaska,02
63113,null,810,null,0400000US04,Arizona,04
52176,null,782,null,0400000US05,Arkansas,05
75937,null,482,null,0400000US06,California,06
73542,null,965,null,0400000US08,Colorado,08
91791,null,1316,null,0400000US09,Connecticut,09
74327,null,2164,null,0400000US10,Delaware,10
169296,null,13827,null,0400000US11,District of Columbia,11
61383,null,462,null,0400000US12,Florida,12
68809,null,812,null,0400000US13,Georgia,13
81495,null,3486,null,0400000US15,Hawaii,15
55156,null,955,null,0400000US16,Idaho,16
74911,null,619,null,0400000US17,Illinois,17
61791,null,498,null,0400000US18,Indiana,18
62938,null,740,null,0400000US19,Iowa,19
64847,null,876,null,0400000US20,Kansas,20
53067,null,757,null,0400000US21,Kentucky,21
65665,null,874,null,0400000US22,Louisiana,22
58178,null,1279,null,0400000US23,Maine,23
93580,null,1334,null,0400000US24,Maryland,24
86580,null,1075,null,0400000US25,Massachusetts,25
63895,null,600,null,0400000US26,Michigan,26
73836,null,746,null,0400000US27,Minnesota,27
57887,null,1236,null,0400000US28,Mississippi,28
60960,null,478,null,0400000US29,Missouri,29
58440,null,1651,null,0400000US30,Montana,30
64283,null,1142,null,0400000US31,Nebraska,31
66587,null,1372,null,0400000US32,Nevada,32
77259,null,1551,null,0400000US33,New Hampshire,33
93194,null,772,null,0400000US34,New Jersey,34
55907,null,1475,null,0400000US35,New Mexico,35
76738,null,605,null,0400000US36,New York,36
63942,null,721,null,0400000US37,North Carolina,37
63025,null,1738,null,0400000US38,North Dakota,38
62756,null,587,null,0400000US39,Ohio,39
57656,null,942,null,0400000US40,Oklahoma,40
62324,null,809,null,0400000US41,Oregon,41
66592,null,370,null,0400000US42,Pennsylvania,42
77460,null,1802,null,0400000US44,Rhode Island,44
63829,null,829,null,0400000US45,South Carolina,45
62002,null,1148,null,0400000US46,South Dakota,46
57002,null,687,null,0400000US47,Tennessee,47
63298,null,533,null,0400000US48,Texas,48
65901,null,746,null,0400000US49,Utah,49
64179,null,1906,null,0400000US50,Vermont,50
80206,null,780,null,0400000US51,Virginia,51
72706,null,677,null,0400000US53,Washington,53
49437,null,1033,null,0400000US54,West Virginia,54
67940,null,554,null,0400000US55,Wisconsin,55
68138,null,2579,null,0400000US56,Wyoming,56
22196,null,516,null,0400000US72,Puerto Rico,72
